relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
"Accuse of crime, corruption",Express intent to provide military aid,0,64,0.0,0.0
Express intent to provide military aid,Demonstrate for leadership change,0,92,0.0,0.0
Demonstrate for leadership change,Express intent to provide military aid,0,27,0.0,0.0
Express intent to provide military aid,Demand change in leadership,0,92,0.0,0.0
Demand change in leadership,Express intent to provide military aid,0,64,0.0,0.0
Express intent to provide military aid,Reject material cooperation,0,92,0.0,0.0
Reject material cooperation,Express intent to provide military aid,0,3,0.0,0.0
Express intent to provide military aid,"Investigate crime, corruption",0,92,0.0,0.0
"Investigate crime, corruption",Express intent to provide military aid,0,28,0.0,0.0
Express intent to provide military aid,"Appeal for change in institutions, regime",0,92,0.0,0.0
"Appeal for change in institutions, regime",Express intent to provide military aid,0,20,0.0,0.0
Express intent to provide military aid,Express intent to ease administrative sanctions,0,92,0.0,0.0
Express intent to ease administrative sanctions,Express intent to provide military aid,0,7,0.0,0.0
Express intent to provide military aid,Receive inspectors,0,92,0.0,0.0
Receive inspectors,Express intent to provide military aid,0,2,0.0,0.0
Express intent to provide military aid,Increase police alert status,0,92,0.0,0.0
Increase police alert status,Express intent to provide military aid,0,25,0.0,0.0
Express intent to provide military aid,Defend verbally,0,92,0.0,0.0
Defend verbally,Express intent to provide military aid,0,25,0.0,0.0
Express intent to provide military aid,Threaten to halt negotiations,0,92,0.0,0.0
Threaten to halt negotiations,Express intent to provide military aid,0,1,0.0,0.0
Express intent to provide military aid,Reduce or stop military assistance,0,92,0.0,0.0
Reduce or stop military assistance,Express intent to provide military aid,0,8,0.0,0.0
Express intent to provide military aid,Demand settling of dispute,0,92,0.0,0.0
Demand settling of dispute,Express intent to provide military aid,0,5,0.0,0.0
Express intent to provide military aid,Conduct hunger strike,0,92,0.0,0.0
Conduct hunger strike,Express intent to provide military aid,0,3,0.0,0.0
Express intent to provide military aid,Demand intelligence cooperation,0,92,0.0,0.0
Demand intelligence cooperation,Express intent to provide military aid,0,15,0.0,0.0
Express intent to provide military aid,Demand mediation,0,92,0.0,0.0
Demand mediation,Express intent to provide military aid,0,3,0.0,0.0
Express intent to provide military aid,Express intent to cooperate on intelligence,0,92,0.0,0.0
Express intent to cooperate on intelligence,Express intent to provide military aid,0,8,0.0,0.0
Threaten non-force,Conduct strike or boycott,0,10,0.0,0.0
Conduct strike or boycott,Threaten non-force,0,32,0.0,0.0
Threaten non-force,Expel or withdraw peacekeepers,0,10,0.0,0.0
Expel or withdraw peacekeepers,Threaten non-force,0,4,0.0,0.0
Threaten non-force,"Demand change in institutions, regime",0,10,0.0,0.0
"Demand change in institutions, regime",Threaten non-force,0,8,0.0,0.0
Threaten non-force,"Accede to demands for change in institutions, regime",0,10,0.0,0.0
"Accede to demands for change in institutions, regime",Threaten non-force,0,3,0.0,0.0
Threaten non-force,"Appeal for easing of economic sanctions, boycott, or embargo",0,10,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Threaten non-force,0,1,0.0,0.0
Threaten non-force,Express intent to mediate,0,10,0.0,0.0
Express intent to mediate,Threaten non-force,0,14,0.0,0.0
Threaten non-force,Decline comment,0,10,0.0,0.0
Decline comment,Threaten non-force,0,22,0.0,0.0
Threaten non-force,"Refuse to ease economic sanctions, boycott, or embargo",0,10,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Threaten non-force,0,4,0.0,0.0
Threaten non-force,Reject judicial cooperation,0,10,0.0,0.0
Reject judicial cooperation,Threaten non-force,0,1,0.0,0.0
Threaten non-force,"Return, release property",0,10,0.0,0.0
"Return, release property",Threaten non-force,0,10,0.0,0.0
Threaten non-force,Express intent to accept mediation,0,10,0.0,0.0
Express intent to accept mediation,Threaten non-force,0,8,0.0,0.0
Threaten non-force,Accuse of aggression,0,10,0.0,0.0
Accuse of aggression,Threaten non-force,0,7,0.0,0.0
Threaten non-force,Investigate human rights abuses,0,10,0.0,0.0
Investigate human rights abuses,Threaten non-force,0,3,0.0,0.0
Threaten non-force,"Accuse of crime, corruption",0,10,0.0,0.0
"Accuse of crime, corruption",Threaten non-force,0,64,0.0,0.0
Threaten non-force,Demonstrate for leadership change,0,10,0.0,0.0
Demonstrate for leadership change,Threaten non-force,0,27,0.0,0.0
Threaten non-force,Demand change in leadership,0,10,0.0,0.0
Demand change in leadership,Threaten non-force,0,64,0.0,0.0
Threaten non-force,Reject material cooperation,0,10,0.0,0.0
Reject material cooperation,Threaten non-force,0,3,0.0,0.0
Threaten non-force,"Investigate crime, corruption",0,10,0.0,0.0
"Investigate crime, corruption",Threaten non-force,0,28,0.0,0.0
Threaten non-force,"Appeal for change in institutions, regime",0,10,0.0,0.0
"Appeal for change in institutions, regime",Threaten non-force,0,20,0.0,0.0
Threaten non-force,Express intent to ease administrative sanctions,0,10,0.0,0.0
Express intent to ease administrative sanctions,Threaten non-force,0,7,0.0,0.0
Threaten non-force,Receive inspectors,0,10,0.0,0.0
Receive inspectors,Threaten non-force,0,2,0.0,0.0
Threaten non-force,Increase police alert status,0,10,0.0,0.0
Increase police alert status,Threaten non-force,0,25,0.0,0.0
Threaten non-force,Defend verbally,0,10,0.0,0.0
Defend verbally,Threaten non-force,0,25,0.0,0.0
Threaten non-force,Threaten to halt negotiations,0,10,0.0,0.0
Threaten to halt negotiations,Threaten non-force,0,1,0.0,0.0
Threaten non-force,Reduce or stop military assistance,0,10,0.0,0.0
Reduce or stop military assistance,Threaten non-force,0,8,0.0,0.0
Threaten non-force,Demand settling of dispute,0,10,0.0,0.0
Demand settling of dispute,Threaten non-force,0,5,0.0,0.0
Threaten non-force,Conduct hunger strike,0,10,0.0,0.0
Conduct hunger strike,Threaten non-force,0,3,0.0,0.0
Threaten non-force,Demand intelligence cooperation,0,10,0.0,0.0
Demand intelligence cooperation,Threaten non-force,0,15,0.0,0.0
Threaten non-force,Demand mediation,0,10,0.0,0.0
Demand mediation,Threaten non-force,0,3,0.0,0.0
Threaten non-force,Express intent to cooperate on intelligence,0,10,0.0,0.0
Express intent to cooperate on intelligence,Threaten non-force,0,8,0.0,0.0
Conduct strike or boycott,Expel or withdraw peacekeepers,0,32,0.0,0.0
Expel or withdraw peacekeepers,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,"Demand change in institutions, regime",0,32,0.0,0.0
"Demand change in institutions, regime",Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,"Accede to demands for change in institutions, regime",0,32,0.0,0.0
"Accede to demands for change in institutions, regime",Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,"Appeal for easing of economic sanctions, boycott, or embargo",0,32,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Express intent to mediate,0,32,0.0,0.0
Express intent to mediate,Conduct strike or boycott,0,14,0.0,0.0
Conduct strike or boycott,Decline comment,0,32,0.0,0.0
Decline comment,Conduct strike or boycott,0,22,0.0,0.0
Conduct strike or boycott,"Refuse to ease economic sanctions, boycott, or embargo",0,32,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Reject judicial cooperation,0,32,0.0,0.0
Reject judicial cooperation,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,"Return, release property",0,32,0.0,0.0
"Return, release property",Conduct strike or boycott,0,10,0.0,0.0
Conduct strike or boycott,Express intent to accept mediation,0,32,0.0,0.0
Express intent to accept mediation,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Accuse of aggression,0,32,0.0,0.0
Accuse of aggression,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,Investigate human rights abuses,0,32,0.0,0.0
Investigate human rights abuses,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,"Accuse of crime, corruption",0,32,0.0,0.0
"Accuse of crime, corruption",Conduct strike or boycott,0,64,0.0,0.0
Conduct strike or boycott,Demonstrate for leadership change,0,32,0.0,0.0
Demonstrate for leadership change,Conduct strike or boycott,0,27,0.0,0.0
Conduct strike or boycott,Demand change in leadership,0,32,0.0,0.0
Demand change in leadership,Conduct strike or boycott,0,64,0.0,0.0
Conduct strike or boycott,Reject material cooperation,0,32,0.0,0.0
Reject material cooperation,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,"Investigate crime, corruption",0,32,0.0,0.0
"Investigate crime, corruption",Conduct strike or boycott,0,28,0.0,0.0
Conduct strike or boycott,"Appeal for change in institutions, regime",0,32,0.0,0.0
"Appeal for change in institutions, regime",Conduct strike or boycott,0,20,0.0,0.0
Conduct strike or boycott,Express intent to ease administrative sanctions,0,32,0.0,0.0
Express intent to ease administrative sanctions,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,Receive inspectors,0,32,0.0,0.0
Receive inspectors,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Increase police alert status,0,32,0.0,0.0
Increase police alert status,Conduct strike or boycott,0,25,0.0,0.0
Conduct strike or boycott,Defend verbally,0,32,0.0,0.0
Defend verbally,Conduct strike or boycott,0,25,0.0,0.0
Conduct strike or boycott,Threaten to halt negotiations,0,32,0.0,0.0
Threaten to halt negotiations,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Reduce or stop military assistance,0,32,0.0,0.0
Reduce or stop military assistance,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Demand settling of dispute,0,32,0.0,0.0
Demand settling of dispute,Conduct strike or boycott,0,5,0.0,0.0
Conduct strike or boycott,Conduct hunger strike,0,32,0.0,0.0
Conduct hunger strike,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Demand intelligence cooperation,0,32,0.0,0.0
Demand intelligence cooperation,Conduct strike or boycott,0,15,0.0,0.0
Conduct strike or boycott,Demand mediation,0,32,0.0,0.0
Demand mediation,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Express intent to cooperate on intelligence,0,32,0.0,0.0
Express intent to cooperate on intelligence,Conduct strike or boycott,0,8,0.0,0.0
Expel or withdraw peacekeepers,"Demand change in institutions, regime",0,4,0.0,0.0
"Demand change in institutions, regime",Expel or withdraw peacekeepers,0,8,0.0,0.0
Expel or withdraw peacekeepers,"Accede to demands for change in institutions, regime",0,4,0.0,0.0
"Accede to demands for change in institutions, regime",Expel or withdraw peacekeepers,0,3,0.0,0.0
Expel or withdraw peacekeepers,"Appeal for easing of economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Expel or withdraw peacekeepers,0,1,0.0,0.0
Expel or withdraw peacekeepers,Express intent to mediate,0,4,0.0,0.0
Express intent to mediate,Expel or withdraw peacekeepers,0,14,0.0,0.0
Expel or withdraw peacekeepers,Decline comment,0,4,0.0,0.0
Decline comment,Expel or withdraw peacekeepers,0,22,0.0,0.0
Expel or withdraw peacekeepers,"Refuse to ease economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Expel or withdraw peacekeepers,0,4,0.0,0.0
Expel or withdraw peacekeepers,Reject judicial cooperation,0,4,0.0,0.0
Reject judicial cooperation,Expel or withdraw peacekeepers,0,1,0.0,0.0
Expel or withdraw peacekeepers,"Return, release property",0,4,0.0,0.0
"Return, release property",Expel or withdraw peacekeepers,0,10,0.0,0.0
Expel or withdraw peacekeepers,Express intent to accept mediation,0,4,0.0,0.0
Express intent to accept mediation,Expel or withdraw peacekeepers,0,8,0.0,0.0
Expel or withdraw peacekeepers,Accuse of aggression,0,4,0.0,0.0
Accuse of aggression,Expel or withdraw peacekeepers,0,7,0.0,0.0
Expel or withdraw peacekeepers,Investigate human rights abuses,0,4,0.0,0.0
Investigate human rights abuses,Expel or withdraw peacekeepers,0,3,0.0,0.0
Expel or withdraw peacekeepers,"Accuse of crime, corruption",0,4,0.0,0.0
"Accuse of crime, corruption",Expel or withdraw peacekeepers,0,64,0.0,0.0
Expel or withdraw peacekeepers,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Expel or withdraw peacekeepers,0,27,0.0,0.0
Expel or withdraw peacekeepers,Demand change in leadership,0,4,0.0,0.0
Demand change in leadership,Expel or withdraw peacekeepers,0,64,0.0,0.0
Expel or withdraw peacekeepers,Reject material cooperation,0,4,0.0,0.0
Reject material cooperation,Expel or withdraw peacekeepers,0,3,0.0,0.0
Expel or withdraw peacekeepers,"Investigate crime, corruption",0,4,0.0,0.0
"Investigate crime, corruption",Expel or withdraw peacekeepers,0,28,0.0,0.0
Expel or withdraw peacekeepers,"Appeal for change in institutions, regime",0,4,0.0,0.0
"Appeal for change in institutions, regime",Expel or withdraw peacekeepers,0,20,0.0,0.0
Expel or withdraw peacekeepers,Express intent to ease administrative sanctions,0,4,0.0,0.0
Express intent to ease administrative sanctions,Expel or withdraw peacekeepers,0,7,0.0,0.0
Expel or withdraw peacekeepers,Receive inspectors,0,4,0.0,0.0
Receive inspectors,Expel or withdraw peacekeepers,0,2,0.0,0.0
Expel or withdraw peacekeepers,Increase police alert status,0,4,0.0,0.0
Increase police alert status,Expel or withdraw peacekeepers,0,25,0.0,0.0
Expel or withdraw peacekeepers,Defend verbally,0,4,0.0,0.0
Defend verbally,Expel or withdraw peacekeepers,0,25,0.0,0.0
Expel or withdraw peacekeepers,Threaten to halt negotiations,0,4,0.0,0.0
Threaten to halt negotiations,Expel or withdraw peacekeepers,0,1,0.0,0.0
Expel or withdraw peacekeepers,Reduce or stop military assistance,0,4,0.0,0.0
Reduce or stop military assistance,Expel or withdraw peacekeepers,0,8,0.0,0.0
Expel or withdraw peacekeepers,Demand settling of dispute,0,4,0.0,0.0
Demand settling of dispute,Expel or withdraw peacekeepers,0,5,0.0,0.0
Expel or withdraw peacekeepers,Conduct hunger strike,0,4,0.0,0.0
Conduct hunger strike,Expel or withdraw peacekeepers,0,3,0.0,0.0
Expel or withdraw peacekeepers,Demand intelligence cooperation,0,4,0.0,0.0
Demand intelligence cooperation,Expel or withdraw peacekeepers,0,15,0.0,0.0
Expel or withdraw peacekeepers,Demand mediation,0,4,0.0,0.0
Demand mediation,Expel or withdraw peacekeepers,0,3,0.0,0.0
Expel or withdraw peacekeepers,Express intent to cooperate on intelligence,0,4,0.0,0.0
Express intent to cooperate on intelligence,Expel or withdraw peacekeepers,0,8,0.0,0.0
"Demand change in institutions, regime","Accede to demands for change in institutions, regime",0,8,0.0,0.0
"Accede to demands for change in institutions, regime","Demand change in institutions, regime",0,3,0.0,0.0
"Demand change in institutions, regime","Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Demand change in institutions, regime",0,1,0.0,0.0
"Demand change in institutions, regime",Express intent to mediate,0,8,0.0,0.0
Express intent to mediate,"Demand change in institutions, regime",0,14,0.0,0.0
"Demand change in institutions, regime",Decline comment,0,8,0.0,0.0
Decline comment,"Demand change in institutions, regime",0,22,0.0,0.0
"Demand change in institutions, regime","Refuse to ease economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Demand change in institutions, regime",0,4,0.0,0.0
"Demand change in institutions, regime",Reject judicial cooperation,0,8,0.0,0.0
Reject judicial cooperation,"Demand change in institutions, regime",0,1,0.0,0.0
"Demand change in institutions, regime","Return, release property",0,8,0.0,0.0
"Return, release property","Demand change in institutions, regime",0,10,0.0,0.0
"Demand change in institutions, regime",Express intent to accept mediation,0,8,0.0,0.0
Express intent to accept mediation,"Demand change in institutions, regime",0,8,0.0,0.0
"Demand change in institutions, regime",Accuse of aggression,0,8,0.0,0.0
Accuse of aggression,"Demand change in institutions, regime",0,7,0.0,0.0
"Demand change in institutions, regime",Investigate human rights abuses,0,8,0.0,0.0
Investigate human rights abuses,"Demand change in institutions, regime",0,3,0.0,0.0
"Demand change in institutions, regime","Accuse of crime, corruption",0,8,0.0,0.0
"Accuse of crime, corruption","Demand change in institutions, regime",0,64,0.0,0.0
"Demand change in institutions, regime",Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,"Demand change in institutions, regime",0,27,0.0,0.0
"Demand change in institutions, regime",Demand change in leadership,0,8,0.0,0.0
Demand change in leadership,"Demand change in institutions, regime",0,64,0.0,0.0
"Demand change in institutions, regime",Reject material cooperation,0,8,0.0,0.0
Reject material cooperation,"Demand change in institutions, regime",0,3,0.0,0.0
"Demand change in institutions, regime","Investigate crime, corruption",0,8,0.0,0.0
"Investigate crime, corruption","Demand change in institutions, regime",0,28,0.0,0.0
"Demand change in institutions, regime","Appeal for change in institutions, regime",0,8,0.0,0.0
"Appeal for change in institutions, regime","Demand change in institutions, regime",0,20,0.0,0.0
"Demand change in institutions, regime",Express intent to ease administrative sanctions,0,8,0.0,0.0
Express intent to ease administrative sanctions,"Demand change in institutions, regime",0,7,0.0,0.0
"Demand change in institutions, regime",Receive inspectors,0,8,0.0,0.0
Receive inspectors,"Demand change in institutions, regime",0,2,0.0,0.0
"Demand change in institutions, regime",Increase police alert status,0,8,0.0,0.0
Increase police alert status,"Demand change in institutions, regime",0,25,0.0,0.0
"Demand change in institutions, regime",Defend verbally,0,8,0.0,0.0
Defend verbally,"Demand change in institutions, regime",0,25,0.0,0.0
"Demand change in institutions, regime",Threaten to halt negotiations,0,8,0.0,0.0
Threaten to halt negotiations,"Demand change in institutions, regime",0,1,0.0,0.0
"Demand change in institutions, regime",Reduce or stop military assistance,0,8,0.0,0.0
Reduce or stop military assistance,"Demand change in institutions, regime",0,8,0.0,0.0
"Demand change in institutions, regime",Demand settling of dispute,0,8,0.0,0.0
Demand settling of dispute,"Demand change in institutions, regime",0,5,0.0,0.0
"Demand change in institutions, regime",Conduct hunger strike,0,8,0.0,0.0
Conduct hunger strike,"Demand change in institutions, regime",0,3,0.0,0.0
"Demand change in institutions, regime",Demand intelligence cooperation,0,8,0.0,0.0
Demand intelligence cooperation,"Demand change in institutions, regime",0,15,0.0,0.0
"Demand change in institutions, regime",Demand mediation,0,8,0.0,0.0
Demand mediation,"Demand change in institutions, regime",0,3,0.0,0.0
"Demand change in institutions, regime",Express intent to cooperate on intelligence,0,8,0.0,0.0
Express intent to cooperate on intelligence,"Demand change in institutions, regime",0,8,0.0,0.0
"Accede to demands for change in institutions, regime","Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Accede to demands for change in institutions, regime",0,1,0.0,0.0
"Accede to demands for change in institutions, regime",Express intent to mediate,0,3,0.0,0.0
Express intent to mediate,"Accede to demands for change in institutions, regime",0,14,0.0,0.0
"Accede to demands for change in institutions, regime",Decline comment,0,3,0.0,0.0
Decline comment,"Accede to demands for change in institutions, regime",0,22,0.0,0.0
"Accede to demands for change in institutions, regime","Refuse to ease economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Accede to demands for change in institutions, regime",0,4,0.0,0.0
"Accede to demands for change in institutions, regime",Reject judicial cooperation,0,3,0.0,0.0
Reject judicial cooperation,"Accede to demands for change in institutions, regime",0,1,0.0,0.0
"Accede to demands for change in institutions, regime","Return, release property",0,3,0.0,0.0
"Return, release property","Accede to demands for change in institutions, regime",0,10,0.0,0.0
"Accede to demands for change in institutions, regime",Express intent to accept mediation,0,3,0.0,0.0
Express intent to accept mediation,"Accede to demands for change in institutions, regime",0,8,0.0,0.0
"Accede to demands for change in institutions, regime",Accuse of aggression,0,3,0.0,0.0
Accuse of aggression,"Accede to demands for change in institutions, regime",0,7,0.0,0.0
"Accede to demands for change in institutions, regime",Investigate human rights abuses,0,3,0.0,0.0
Investigate human rights abuses,"Accede to demands for change in institutions, regime",0,3,0.0,0.0
"Accede to demands for change in institutions, regime","Accuse of crime, corruption",0,3,0.0,0.0
"Accuse of crime, corruption","Accede to demands for change in institutions, regime",0,64,0.0,0.0
"Accede to demands for change in institutions, regime",Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,"Accede to demands for change in institutions, regime",0,27,0.0,0.0
"Accede to demands for change in institutions, regime",Demand change in leadership,0,3,0.0,0.0
Demand change in leadership,"Accede to demands for change in institutions, regime",0,64,0.0,0.0
"Accede to demands for change in institutions, regime",Reject material cooperation,0,3,0.0,0.0
Reject material cooperation,"Accede to demands for change in institutions, regime",0,3,0.0,0.0
"Accede to demands for change in institutions, regime","Investigate crime, corruption",0,3,0.0,0.0
"Investigate crime, corruption","Accede to demands for change in institutions, regime",0,28,0.0,0.0
"Accede to demands for change in institutions, regime","Appeal for change in institutions, regime",0,3,0.0,0.0
"Appeal for change in institutions, regime","Accede to demands for change in institutions, regime",0,20,0.0,0.0
"Accede to demands for change in institutions, regime",Express intent to ease administrative sanctions,0,3,0.0,0.0
Express intent to ease administrative sanctions,"Accede to demands for change in institutions, regime",0,7,0.0,0.0
"Accede to demands for change in institutions, regime",Receive inspectors,0,3,0.0,0.0
Receive inspectors,"Accede to demands for change in institutions, regime",0,2,0.0,0.0
"Accede to demands for change in institutions, regime",Increase police alert status,0,3,0.0,0.0
Increase police alert status,"Accede to demands for change in institutions, regime",0,25,0.0,0.0
"Accede to demands for change in institutions, regime",Defend verbally,0,3,0.0,0.0
Defend verbally,"Accede to demands for change in institutions, regime",0,25,0.0,0.0
"Accede to demands for change in institutions, regime",Threaten to halt negotiations,0,3,0.0,0.0
Threaten to halt negotiations,"Accede to demands for change in institutions, regime",0,1,0.0,0.0
"Accede to demands for change in institutions, regime",Reduce or stop military assistance,0,3,0.0,0.0
Reduce or stop military assistance,"Accede to demands for change in institutions, regime",0,8,0.0,0.0
"Accede to demands for change in institutions, regime",Demand settling of dispute,0,3,0.0,0.0
Demand settling of dispute,"Accede to demands for change in institutions, regime",0,5,0.0,0.0
"Accede to demands for change in institutions, regime",Conduct hunger strike,0,3,0.0,0.0
Conduct hunger strike,"Accede to demands for change in institutions, regime",0,3,0.0,0.0
"Accede to demands for change in institutions, regime",Demand intelligence cooperation,0,3,0.0,0.0
Demand intelligence cooperation,"Accede to demands for change in institutions, regime",0,15,0.0,0.0
"Accede to demands for change in institutions, regime",Demand mediation,0,3,0.0,0.0
Demand mediation,"Accede to demands for change in institutions, regime",0,3,0.0,0.0
"Accede to demands for change in institutions, regime",Express intent to cooperate on intelligence,0,3,0.0,0.0
Express intent to cooperate on intelligence,"Accede to demands for change in institutions, regime",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to mediate,0,1,0.0,0.0
Express intent to mediate,"Appeal for easing of economic sanctions, boycott, or embargo",0,14,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Decline comment,0,1,0.0,0.0
Decline comment,"Appeal for easing of economic sanctions, boycott, or embargo",0,22,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Refuse to ease economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Appeal for easing of economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reject judicial cooperation,0,1,0.0,0.0
Reject judicial cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Return, release property",0,1,0.0,0.0
"Return, release property","Appeal for easing of economic sanctions, boycott, or embargo",0,10,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to accept mediation,0,1,0.0,0.0
Express intent to accept mediation,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,"Appeal for easing of economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Investigate human rights abuses,0,1,0.0,0.0
Investigate human rights abuses,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Accuse of crime, corruption",0,1,0.0,0.0
"Accuse of crime, corruption","Appeal for easing of economic sanctions, boycott, or embargo",0,64,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,"Appeal for easing of economic sanctions, boycott, or embargo",0,27,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand change in leadership,0,1,0.0,0.0
Demand change in leadership,"Appeal for easing of economic sanctions, boycott, or embargo",0,64,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reject material cooperation,0,1,0.0,0.0
Reject material cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Investigate crime, corruption",0,1,0.0,0.0
"Investigate crime, corruption","Appeal for easing of economic sanctions, boycott, or embargo",0,28,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Appeal for change in institutions, regime",0,1,0.0,0.0
"Appeal for change in institutions, regime","Appeal for easing of economic sanctions, boycott, or embargo",0,20,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to ease administrative sanctions,0,1,0.0,0.0
Express intent to ease administrative sanctions,"Appeal for easing of economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Receive inspectors,0,1,0.0,0.0
Receive inspectors,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Increase police alert status,0,1,0.0,0.0
Increase police alert status,"Appeal for easing of economic sanctions, boycott, or embargo",0,25,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Defend verbally,0,1,0.0,0.0
Defend verbally,"Appeal for easing of economic sanctions, boycott, or embargo",0,25,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Threaten to halt negotiations,0,1,0.0,0.0
Threaten to halt negotiations,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reduce or stop military assistance,0,1,0.0,0.0
Reduce or stop military assistance,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand settling of dispute,0,1,0.0,0.0
Demand settling of dispute,"Appeal for easing of economic sanctions, boycott, or embargo",0,5,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Conduct hunger strike,0,1,0.0,0.0
Conduct hunger strike,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand intelligence cooperation,0,1,0.0,0.0
Demand intelligence cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,15,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand mediation,0,1,0.0,0.0
Demand mediation,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to cooperate on intelligence,0,1,0.0,0.0
Express intent to cooperate on intelligence,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
Express intent to mediate,Decline comment,0,14,0.0,0.0
Decline comment,Express intent to mediate,0,22,0.0,0.0
Express intent to mediate,"Refuse to ease economic sanctions, boycott, or embargo",0,14,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Express intent to mediate,0,4,0.0,0.0
Express intent to mediate,Reject judicial cooperation,0,14,0.0,0.0
Reject judicial cooperation,Express intent to mediate,0,1,0.0,0.0
Express intent to mediate,"Return, release property",0,14,0.0,0.0
"Return, release property",Express intent to mediate,0,10,0.0,0.0
Express intent to mediate,Express intent to accept mediation,0,14,0.0,0.0
