relation i,Make statement,Consult,Make an appeal or request,Express intent to meet or negotiate,Host a visit,Make a visit,"Arrest, detain, or charge with legal action",Praise or endorse,Criticize or denounce,Accuse,Use unconventional violence,Use conventional military force,Engage in negotiation,Express intent to cooperate,Demand,Express intent to engage in diplomatic cooperation (such as policy support),Engage in diplomatic cooperation,Sign formal agreement,Investigate,Discuss by telephone,Reject,fight with small arms and light weapons,Make optimistic comment,Threaten,Demonstrate or rally,"Abduct, hijack, or take hostage",Make pessimistic comment,Meet at a 'third' location,Engage in symbolic act,Appeal for diplomatic cooperation (such as policy support),"Return, release person(s)","Protest violently, riot",Provide humanitarian aid,Make empathetic comment,Use tactics of violent repression,Occupy territory,Physically assault,Reduce relations,Mobilize or increase armed forces,Deny responsibility,Provide aid,Ease administrative sanctions,Bring lawsuit against,Expel or deport individuals,Confiscate property,Impose administrative sanctions,Reduce or break diplomatic relations,Cooperate economically,Sexually assault,Complain officially,"Impose embargo, boycott, or sanctions",Cooperate militarily,Rally support on behalf of,Coerce,Express intent to cooperate economically,Yield,"Reject proposal to meet, discuss, or negotiate",Express intent to provide military aid,Threaten with military force,Consider policy option,Provide military aid,Employ aerial weapons,Engage in material cooperation,Kill by physical assault,Express accord,Express intent to provide material aid,Carry out suicide bombing,Appeal for intelligence,Provide economic aid,Express intent to provide economic aid,"Conduct suicide, car, or other non-military bombing",Rally opposition against,Demand diplomatic cooperation (such as policy support),Demand change in leadership,"Accuse of crime, corruption",Acknowledge or claim responsibility,Express intent to release persons or property,"Obstruct passage, block","Defy norms, law",Retreat or surrender militarily,"Reject plan, agreement to settle dispute",Express intent to settle dispute,Impose restrictions on political freedoms,Grant diplomatic recognition,Give ultimatum,Appeal for change in leadership,Express intent to provide humanitarian aid,Assassinate,Accuse of human rights abuses,Share intelligence or information,Refuse to yield,Appeal for de-escalation of military engagement,Appeal to engage in or accept mediation,Apologize,Conduct strike or boycott,fight with artillery and tanks,Express intent to de-escalate military engagement,Appeal for release of persons or property,Torture,Demonstrate military or police power,"Investigate crime, corruption",Receive deployment of peacekeepers,Appeal to others to meet or negotiate,Increase military alert status,Halt negotiations,Demonstrate for leadership change,Appeal for military aid,Mobilize or increase police power,Defend verbally,Increase police alert status,Provide military protection or peacekeeping,Appeal for economic aid,"Declare truce, ceasefire",Appeal for judicial cooperation,Appeal for aid,Decline comment,"Ease economic sanctions, boycott, embargo","Appeal for change in institutions, regime",Refuse to release persons or property,"Express intent to ease economic sanctions, boycott, or embargo","Impose blockade, restrict movement",Appeal for economic cooperation,Mediate,"Demand meeting, negotiation",Express intent to cooperate militarily,"Accuse of espionage, treason",Express intent to mediate,Appeal for easing of administrative sanctions,Impose state of emergency or martial law,Appeal to others to settle dispute,Demand de-escalation of military engagement,Engage in mass killings,Attempt to assassinate,Appeal for material cooperation,Demand economic aid,"Return, release property",Demand material cooperation,Appeal for rights,Seize or damage property,Express intent to accept mediation,Reduce or stop military assistance,Express intent to cooperate on intelligence,"Demand change in institutions, regime",Refuse to ease administrative sanctions,Demand that target yields,Accuse of war crimes,Accuse of aggression,Express intent to ease administrative sanctions,Appeal for humanitarian aid,"Threaten with sanctions, boycott, embargo",Accede to demands for rights,Express intent to provide military protection or peacekeeping,"Threaten with political dissent, protest",Demand settling of dispute,Demand release of persons or property,Demand judicial cooperation,Violate ceasefire,Expel or withdraw peacekeepers,Refuse to de-escalate military engagement,"Refuse to ease economic sanctions, boycott, or embargo",Reduce or stop humanitarian assistance,Destroy property,Reject military cooperation,Ease military blockade,Investigate human rights abuses,"Accede to demands for change in institutions, regime",Demand policy change,Reject economic cooperation,Express intent to change policy,Accede to demands for change in policy,Threaten to halt negotiations,Appeal for military protection or peacekeeping,Expel or withdraw,"Appeal for easing of economic sanctions, boycott, or embargo",Carry out car bombing,Express intent to institute political reform,Demand material aid,Threaten to halt mediation,Reject judicial cooperation,Use as human shield,Engage in violent protest for rights
Use unconventional violence,0.0015552099533437014,0.0010368066355624676,0.0036288232244686366,0.002592016588906169,0.0,0.0,0.0010368066355624676,0.0005184033177812338,0.007257646448937273,0.0036288232244686366,0.0,0.002592016588906169,0.0,0.0010368066355624676,0.002073613271124935,0.0005184033177812338,0.0,0.0015552099533437014,0.0005184033177812338,0.0,0.0015552099533437014,0.021254536029030584,0.0,0.004665629860031105,0.0005184033177812338,0.01088646967340591,0.0005184033177812338,0.0,0.0005184033177812338,0.0010368066355624676,0.002073613271124935,0.004665629860031105,0.0005184033177812338,0.0,0.0,0.00673924313115604,0.006220839813374806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010368066355624676,0.0,0.0,0.0,0.0010368066355624676,0.0,0.0,0.0,0.0,0.0,0.0,0.0005184033177812338,0.0,0.0,0.0010368066355624676,0.0,0.0,0.0,0.0,0.002592016588906169,0.0,0.0,0.003110419906687403,0.0,0.0,0.0,0.002073613271124935,0.0,0.0,0.0,0.0,0.0010368066355624676,0.0,0.0,0.0,0.0005184033177812338,0.0,0.0,0.0005184033177812338,0.0,0.0,0.0,0.0,0.0010368066355624676,0.0,0.0,0.0,0.0005184033177812338,0.0,0.0005184033177812338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005184033177812338,0.0,0.0,0.0,0.0005184033177812338,0.0,0.0,0.0,0.0,0.0005184033177812338,0.0,0.0,0.0,0.0,0.0,0.0005184033177812338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005184033177812338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005184033177812338,0.0
Use conventional military force,0.015815085158150853,0.0018248175182481751,0.010340632603406326,0.0012165450121654502,0.0,0.0,0.029197080291970802,0.0018248175182481751,0.00851581508515815,0.015815085158150853,0.0030413625304136255,0.0,0.0006082725060827251,0.0,0.0012165450121654502,0.0018248175182481751,0.0006082725060827251,0.0006082725060827251,0.010340632603406326,0.0,0.0006082725060827251,0.035888077858880776,0.0,0.0030413625304136255,0.0006082725060827251,0.023114355231143552,0.0018248175182481751,0.0,0.0,0.0,0.0030413625304136255,0.0006082725060827251,0.0012165450121654502,0.0006082725060827251,0.019464720194647202,0.0024330900243309003,0.004257907542579075,0.0,0.0024330900243309003,0.0,0.0006082725060827251,0.0,0.0,0.0006082725060827251,0.004866180048661801,0.0024330900243309003,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0006082725060827251,0.0,0.0,0.0,0.0006082725060827251,0.0012165450121654502,0.0,0.0,0.004257907542579075,0.0,0.0,0.0,0.0,0.0,0.0006082725060827251,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0006082725060827251,0.0,0.00851581508515815,0.0012165450121654502,0.0,0.0,0.0006082725060827251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012165450121654502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012165450121654502,0.0,0.0,0.0006082725060827251,0.0,0.0,0.0,0.0,0.0006082725060827251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006082725060827251,0.0,0.0012165450121654502,0.0006082725060827251,0.0,0.0,0.0,0.0,0.0006082725060827251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012165450121654502,0.0,0.0,0.0,0.0,0.0,0.0,0.0006082725060827251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engage in negotiation,0.042085427135678394,0.1771356783919598,0.01256281407035176,0.06092964824120603,0.02198492462311558,0.018844221105527637,0.000628140703517588,0.016959798994974875,0.007537688442211055,0.001256281407035176,0.0,0.000628140703517588,0.0,0.05778894472361809,0.008165829145728644,0.014447236180904523,0.007537688442211055,0.016331658291457288,0.001256281407035176,0.018844221105527637,0.00314070351758794,0.00314070351758794,0.0037688442211055275,0.001256281407035176,0.000628140703517588,0.0,0.001256281407035176,0.022613065326633167,0.001256281407035176,0.0018844221105527637,0.001256281407035176,0.001256281407035176,0.0,0.0,0.001256281407035176,0.0,0.000628140703517588,0.0,0.0,0.000628140703517588,0.000628140703517588,0.0,0.0,0.0,0.0,0.0,0.000628140703517588,0.001256281407035176,0.0,0.0018844221105527637,0.000628140703517588,0.0,0.0,0.0,0.002512562814070352,0.000628140703517588,0.001256281407035176,0.0,0.000628140703517588,0.001256281407035176,0.0,0.0,0.0,0.0,0.0018844221105527637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001256281407035176,0.005025125628140704,0.0,0.0018844221105527637,0.0,0.0,0.001256281407035176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000628140703517588,0.000628140703517588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018844221105527637,0.0,0.0,0.0,0.0,0.0,0.0,0.000628140703517588,0.001256281407035176,0.0,0.000628140703517588,0.000628140703517588,0.002512562814070352,0.0,0.0,0.002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001256281407035176,0.0,0.0,0.0,0.0,0.0,0.0,0.000628140703517588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000628140703517588,0.0,0.000628140703517588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000628140703517588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Express intent to cooperate,0.02924901185770751,0.1399209486166008,0.034782608695652174,0.04110671936758893,0.017391304347826087,0.018972332015810278,0.003952569169960474,0.015810276679841896,0.009486166007905139,0.009486166007905139,0.0015810276679841897,0.0,0.07272727272727272,0.0,0.0071146245059288534,0.05217391304347826,0.02766798418972332,0.04189723320158103,0.0007905138339920949,0.045059288537549404,0.0023715415019762848,0.0015810276679841897,0.007905138339920948,0.0023715415019762848,0.0007905138339920949,0.0,0.0047430830039525695,0.018972332015810278,0.0031620553359683794,0.005533596837944664,0.0,0.0015810276679841897,0.0023715415019762848,0.0007905138339920949,0.0007905138339920949,0.0,0.0,0.0,0.0007905138339920949,0.0,0.0007905138339920949,0.0,0.0,0.0,0.0,0.0,0.0,0.0015810276679841897,0.0,0.0015810276679841897,0.0015810276679841897,0.0,0.0015810276679841897,0.0007905138339920949,0.003952569169960474,0.0,0.0031620553359683794,0.0,0.0007905138339920949,0.0023715415019762848,0.0,0.0007905138339920949,0.0,0.0,0.0015810276679841897,0.0015810276679841897,0.0,0.0,0.0007905138339920949,0.0007905138339920949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007905138339920949,0.0,0.0023715415019762848,0.010276679841897233,0.0,0.0007905138339920949,0.0,0.0,0.0007905138339920949,0.0,0.0,0.0023715415019762848,0.0,0.0,0.0,0.0007905138339920949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007905138339920949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007905138339920949,0.0,0.0,0.0,0.0,0.0,0.0,0.0023715415019762848,0.0,0.0,0.0,0.0,0.0023715415019762848,0.0,0.0,0.0,0.0,0.0015810276679841897,0.0015810276679841897,0.0,0.0,0.0,0.0,0.0007905138339920949,0.0,0.0007905138339920949,0.0,0.0,0.0,0.0031620553359683794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand,0.059895833333333336,0.019097222222222224,0.0720486111111111,0.011284722222222222,0.001736111111111111,0.008680555555555556,0.013888888888888888,0.006944444444444444,0.015625,0.024305555555555556,0.003472222222222222,0.001736111111111111,0.011284722222222222,0.0078125,0.0,0.0026041666666666665,0.0,0.0026041666666666665,0.005208333333333333,0.005208333333333333,0.013888888888888888,0.001736111111111111,0.0026041666666666665,0.005208333333333333,0.003472222222222222,0.0026041666666666665,0.004340277777777778,0.003472222222222222,0.001736111111111111,0.008680555555555556,0.003472222222222222,0.0,0.0,0.0008680555555555555,0.0026041666666666665,0.0,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.0026041666666666665,0.0008680555555555555,0.001736111111111111,0.0,0.0,0.0,0.0,0.003472222222222222,0.0008680555555555555,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0008680555555555555,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008680555555555555,0.001736111111111111,0.0,0.0,0.0008680555555555555,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0,0.001736111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),0.025985663082437275,0.056451612903225805,0.023297491039426525,0.025089605734767026,0.017025089605734768,0.017921146953405017,0.002688172043010753,0.02867383512544803,0.008064516129032258,0.0062724014336917565,0.0008960573476702509,0.002688172043010753,0.02060931899641577,0.05913978494623656,0.002688172043010753,0.0,0.034050179211469536,0.03942652329749104,0.0008960573476702509,0.012544802867383513,0.0035842293906810036,0.0,0.010752688172043012,0.0008960573476702509,0.0,0.0,0.0,0.0008960573476702509,0.0008960573476702509,0.004480286738351254,0.0008960573476702509,0.0,0.0008960573476702509,0.0,0.0,0.0,0.0,0.0,0.0035842293906810036,0.0008960573476702509,0.0017921146953405018,0.0,0.0008960573476702509,0.0017921146953405018,0.0,0.0,0.0008960573476702509,0.004480286738351254,0.0,0.0,0.0,0.0008960573476702509,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0008960573476702509,0.0,0.0,0.002688172043010753,0.0,0.0,0.0,0.0008960573476702509,0.002688172043010753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0008960573476702509,0.0,0.002688172043010753,0.0,0.0017921146953405018,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0008960573476702509,0.002688172043010753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008960573476702509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008960573476702509,0.0,0.0,0.0008960573476702509,0.0,0.0,0.0,0.0,0.0,0.0008960573476702509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engage in diplomatic cooperation,0.020985401459854013,0.028284671532846715,0.011861313868613138,0.02281021897810219,0.01551094890510949,0.01824817518248175,0.0,0.02645985401459854,0.010036496350364963,0.0036496350364963502,0.0,0.0009124087591240876,0.010948905109489052,0.03193430656934307,0.0,0.03467153284671533,0.0,0.02737226277372263,0.0,0.0,0.004562043795620438,0.0,0.0072992700729927005,0.0009124087591240876,0.0,0.0,0.002737226277372263,0.005474452554744526,0.0,0.0018248175182481751,0.006386861313868613,0.0,0.0,0.0009124087591240876,0.0,0.0,0.0,0.004562043795620438,0.0009124087591240876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009124087591240876,0.004562043795620438,0.0,0.0,0.0009124087591240876,0.0,0.0018248175182481751,0.0,0.0009124087591240876,0.0,0.002737226277372263,0.0009124087591240876,0.0,0.0009124087591240876,0.0018248175182481751,0.0018248175182481751,0.0,0.0,0.0,0.0009124087591240876,0.0,0.0,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.002737226277372263,0.0,0.0,0.0,0.0018248175182481751,0.002737226277372263,0.0,0.002737226277372263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0009124087591240876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009124087591240876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009124087591240876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sign formal agreement,0.02247191011235955,0.06273408239700375,0.0046816479400749065,0.024344569288389514,0.015917602996254682,0.014044943820224719,0.0,0.012172284644194757,0.006554307116104869,0.0046816479400749065,0.0028089887640449437,0.0009363295880149813,0.024344569288389514,0.04962546816479401,0.0028089887640449437,0.04119850187265917,0.028089887640449437,0.0,0.0,0.003745318352059925,0.0018726591760299626,0.0,0.0056179775280898875,0.0,0.0,0.0,0.003745318352059925,0.00749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0009363295880149813,0.0,0.0009363295880149813,0.0,0.0009363295880149813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009363295880149813,0.006554307116104869,0.0,0.0018726591760299626,0.0,0.0,0.0,0.0,0.0009363295880149813,0.0009363295880149813,0.0,0.0,0.0,0.0009363295880149813,0.0018726591760299626,0.0009363295880149813,0.0,0.0,0.0,0.0009363295880149813,0.0,0.0,0.0018726591760299626,0.0009363295880149813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018726591760299626,0.0046816479400749065,0.0,0.0009363295880149813,0.0,0.0,0.0009363295880149813,0.0,0.0,0.0018726591760299626,0.0,0.0,0.0,0.0,0.0,0.0009363295880149813,0.0,0.0,0.0,0.0009363295880149813,0.0,0.0009363295880149813,0.0,0.0,0.0,0.0,0.0,0.0,0.0009363295880149813,0.0,0.0,0.0,0.0009363295880149813,0.0009363295880149813,0.0,0.0,0.0009363295880149813,0.0,0.0,0.0046816479400749065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009363295880149813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investigate,0.009708737864077669,0.0036407766990291263,0.04004854368932039,0.010922330097087379,0.0,0.006067961165048544,0.09466019417475728,0.0024271844660194173,0.009708737864077669,0.02669902912621359,0.0012135922330097086,0.02063106796116505,0.0024271844660194173,0.0012135922330097086,0.007281553398058253,0.0012135922330097086,0.0,0.0,0.0,0.0,0.0012135922330097086,0.0036407766990291263,0.0012135922330097086,0.0012135922330097086,0.0,0.0024271844660194173,0.0012135922330097086,0.0012135922330097086,0.0012135922330097086,0.0,0.009708737864077669,0.0,0.0012135922330097086,0.0,0.0,0.0024271844660194173,0.0024271844660194173,0.0012135922330097086,0.0,0.0,0.0,0.0036407766990291263,0.0,0.0012135922330097086,0.014563106796116505,0.0024271844660194173,0.0,0.0,0.0036407766990291263,0.0,0.0,0.0,0.0,0.0012135922330097086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024271844660194173,0.0,0.0,0.0,0.0,0.0012135922330097086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012135922330097086,0.0,0.0,0.0,0.0,0.0,0.0012135922330097086,0.0,0.0012135922330097086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036407766990291263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012135922330097086,0.0,0.0,0.0,0.0,0.0012135922330097086,0.0,0.0012135922330097086,0.0,0.0,0.0012135922330097086,0.0012135922330097086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012135922330097086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Discuss by telephone,0.03065134099616858,0.17624521072796934,0.0280970625798212,0.038314176245210725,0.0038314176245210726,0.001277139208173691,0.0,0.024265644955300127,0.001277139208173691,0.0,0.0,0.0,0.038314176245210725,0.07279693486590039,0.007662835249042145,0.017879948914431672,0.0,0.005108556832694764,0.0,0.0,0.0,0.0,0.0,0.002554278416347382,0.0,0.0,0.007662835249042145,0.035759897828863345,0.001277139208173691,0.0038314176245210726,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007662835249042145,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002554278416347382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reject,0.031413612565445025,0.010471204188481676,0.034031413612565446,0.006544502617801047,0.002617801047120419,0.003926701570680628,0.030104712041884817,0.009162303664921465,0.03664921465968586,0.01832460732984293,0.003926701570680628,0.0013089005235602095,0.006544502617801047,0.003926701570680628,0.020942408376963352,0.005235602094240838,0.006544502617801047,0.002617801047120419,0.0013089005235602095,0.0,0.0,0.003926701570680628,0.0,0.003926701570680628,0.003926701570680628,0.0,0.003926701570680628,0.0,0.0,0.0013089005235602095,0.007853403141361256,0.002617801047120419,0.002617801047120419,0.0013089005235602095,0.0,0.0,0.0,0.0013089005235602095,0.0,0.056282722513089,0.0,0.003926701570680628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.002617801047120419,0.0,0.0,0.002617801047120419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0013089005235602095,0.0,0.003926701570680628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
