head,relation,tail,time
Police (Australia),Reject,Citizen (Australia),2014-06-17
Police (Australia),Make an appeal or request,Citizen (Australia),2014-07-21
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-08-12
Police (Australia),Accuse,Citizen (Australia),2014-01-08
Police (Australia),Make an appeal or request,Citizen (Australia),2014-06-03
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-02-02
Police (Australia),Appeal for intelligence,Citizen (Australia),2014-11-24
Police (Australia),Provide humanitarian aid,Citizen (Australia),2014-10-13
Police (Australia),Accuse,Citizen (Australia),2014-03-01
Police (Australia),Investigate,Citizen (Australia),2014-01-13
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-22
Police (Australia),Investigate,Citizen (Australia),2014-12-18
Police (Australia),Make an appeal or request,Citizen (Australia),2014-12-15
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-02-19
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-02-11
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-09-02
Police (Australia),Accuse,Citizen (Australia),2014-02-07
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-28
Police (Australia),Criticize or denounce,Citizen (Australia),2014-04-25
Police (Australia),"Return, release person(s)",Citizen (Australia),2014-10-12
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-04
Police (Australia),Investigate,Citizen (Australia),2014-10-07
Police (Australia),Use conventional military force,Citizen (Australia),2014-02-18
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-10-21
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-12-31
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-25
Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-03-24
Police (Australia),"Abduct, hijack, or take hostage",Citizen (Australia),2014-02-27
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-12-17
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-01-07
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-08-04
Police (Australia),Accuse,Citizen (Australia),2014-01-31
Police (Australia),Appeal for intelligence,Citizen (Australia),2014-10-15
Police (Australia),Use conventional military force,Citizen (Australia),2014-10-12
Police (Australia),Accuse,Citizen (Australia),2014-10-21
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-08-22
Police (Australia),Investigate,Citizen (Australia),2014-08-06
Police (Australia),Accuse,Citizen (Australia),2014-02-06
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-24
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-11-25
Police (Australia),Investigate,Citizen (Australia),2014-06-22
Police (Australia),Make an appeal or request,Citizen (Australia),2014-05-13
Police (Australia),Make an appeal or request,Citizen (Australia),2014-04-09
Police (Australia),Investigate,Citizen (Australia),2014-10-28
Police (Australia),Investigate,Citizen (Australia),2014-06-11
Police (Australia),Accuse,Citizen (Australia),2014-08-25
Police (Australia),Make an appeal or request,Citizen (Australia),2014-12-27
Police (Australia),"Return, release person(s)",Citizen (Australia),2014-11-28
Police (Australia),Accuse,Citizen (Australia),2014-07-31
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-10-09
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-09-18
Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-08-08
Police (Australia),Accuse,Citizen (Australia),2014-04-07
Police (Australia),Demand,Citizen (Australia),2014-09-25
Police (Australia),Provide aid,Citizen (Australia),2014-10-09
Police (Australia),Provide aid,Citizen (Australia),2014-02-16
Police (Australia),Use conventional military force,Citizen (Australia),2014-08-19
Police (Australia),Demand,Citizen (Australia),2014-02-27
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-04-19
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-10-04
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-04-29
Police (Australia),Accuse,Citizen (Australia),2014-12-23
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-07-25
Police (Australia),Investigate,Citizen (Australia),2014-11-17
Police (Australia),Make an appeal or request,Citizen (Australia),2014-09-19
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-08-07
Police (Australia),Make an appeal or request,Citizen (Australia),2014-07-28
Police (Australia),Use conventional military force,Citizen (Australia),2014-12-18
Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-07-20
Police (Australia),Accuse,Citizen (Australia),2014-09-10
Police (Australia),Engage in material cooperation,Citizen (Australia),2014-08-27
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-10-20
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-04-24
Police (Australia),Investigate,Citizen (Australia),2014-08-21
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-30
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-23
Police (Australia),Criticize or denounce,Citizen (Australia),2014-11-03
Police (Australia),Investigate,Citizen (Australia),2014-09-18
Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-11-14
Police (Australia),Use conventional military force,Citizen (Australia),2014-05-17
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-05-07
Police (Australia),Investigate,Citizen (Australia),2014-03-14
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-10-23
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-04-21
Police (Australia),Make an appeal or request,Criminal (Australia),2014-12-15
Police (Australia),fight with small arms and light weapons,Criminal (Australia),2014-09-25
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-11-20
Police (Australia),fight with small arms and light weapons,Criminal (Australia),2014-09-30
Police (Australia),Accuse,Criminal (Australia),2014-01-22
Police (Australia),Investigate,Criminal (Australia),2014-07-02
Police (Australia),Make statement,Criminal (Australia),2014-09-24
Police (Australia),Accuse,Criminal (Australia),2014-03-24
Police (Australia),Investigate,Criminal (Australia),2014-02-10
Police (Australia),"Return, release person(s)",Criminal (Australia),2014-04-24
Police (Australia),fight with small arms and light weapons,Criminal (Australia),2014-09-26
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-09-20
Police (Australia),"Return, release person(s)",Criminal (Australia),2014-08-05
Police (Australia),Demand,Criminal (Australia),2014-06-27
Police (Australia),Investigate,Criminal (Australia),2014-06-11
Police (Australia),fight with small arms and light weapons,Criminal (Australia),2014-09-24
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-02-27
Police (Australia),Confiscate property,Criminal (Australia),2014-10-23
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-01-06
Police (Australia),Investigate,Criminal (Australia),2014-03-12
Police (Australia),"Return, release person(s)",Criminal (Australia),2014-09-19
Police (Australia),Investigate,Criminal (Australia),2014-02-24
Police (Australia),Accuse,Criminal (Australia),2014-01-13
Police (Australia),Use conventional military force,Criminal (Australia),2014-09-24
Police (Australia),Refuse to yield,Criminal (Australia),2014-07-03
Police (Australia),Make statement,Criminal (Australia),2014-01-29
Police (Australia),Make statement,Criminal (Australia),2014-07-28
Police (Australia),Confiscate property,Criminal (Australia),2014-12-29
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-04-17
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-09-24
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-04-19
Police (Australia),Accuse,Criminal (Australia),2014-10-09
Police (Australia),Confiscate property,Criminal (Australia),2014-07-30
Police (Australia),Make statement,Criminal (Australia),2014-05-13
Police (Australia),Investigate,Criminal (Australia),2014-03-11
Police (Australia),Make statement,Criminal (Australia),2014-08-17
Police (Australia),Make statement,Criminal (Australia),2014-10-16
Police (Australia),Use conventional military force,Criminal (Australia),2014-01-06
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-10-23
Police (Australia),Make statement,Criminal (Australia),2014-08-21
Police (Australia),"Return, release person(s)",Criminal (Australia),2014-08-04
Police (Australia),Investigate,Criminal (Australia),2014-01-29
Police (Australia),Make statement,Criminal (Australia),2014-09-25
Police (Australia),fight with small arms and light weapons,Criminal (Australia),2014-09-23
Police (Australia),Confiscate property,Criminal (Australia),2014-09-25
Police (Australia),Consult,Criminal (Australia),2014-12-15
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-08-21
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-06-26
Police (Australia),Investigate,Criminal (Australia),2014-05-09
Police (Australia),Consult,Criminal (Australia),2014-09-24
Police (Australia),Make statement,Criminal (Australia),2014-05-16
Police (Australia),Investigate,Criminal (Australia),2014-05-22
Police (Australia),Make statement,Criminal (Australia),2014-06-29
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-07-30
Police (Australia),fight with small arms and light weapons,Criminal (Australia),2014-01-01
Police (Australia),Make statement,Criminal (Australia),2014-06-09
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2014-09-16
Police (Australia),Make statement,Criminal (Australia),2014-03-10
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Hell's Angels),2014-05-12
Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Hell's Angels),2014-02-11
Police (Australia),Use conventional military force,Detainee (Australia),2014-01-21
Police (Australia),"Arrest, detain, or charge with legal action",Detainee (Australia),2014-02-17
Police (Australia),Confiscate property,Hell's Angels,2014-02-12
Police (Australia),Accuse,Hell's Angels,2014-11-12
Police (Australia),Confiscate property,Hell's Angels,2014-02-11
Police (Australia),Use conventional military force,Hell's Angels,2014-02-12
Police (Australia),Use conventional military force,Hell's Angels,2014-02-11
Police (Australia),Express accord,Lawyer/Attorney (Australia),2014-03-11
Police (Australia),Share intelligence or information,Lawyer/Attorney (Australia),2014-07-15
Police (Australia),Demand,Lawyer/Attorney (Australia),2014-10-31
Police (Australia),Criticize or denounce,Lawyer/Attorney (Australia),2014-03-14
Police (Australia),Make pessimistic comment,Lawyer/Attorney (Australia),2014-08-26
Police (Australia),Sign formal agreement,Lawyer/Attorney (Australia),2014-07-28
Police (Australia),Make statement,Media Personnel (Australia),2014-09-22
Police (Australia),Investigate,Media Personnel (Australia),2014-08-21
Police (Australia),"Arrest, detain, or charge with legal action",Medical Personnel (Australia),2014-05-02
Police (Australia),Make statement,Medical Personnel (Australia),2014-10-08
Police (Australia),Make an appeal or request,Medical Personnel (Australia),2014-10-08
Police (Australia),Provide aid,Member of Parliament (Australia),2014-05-19
Police (Australia),Confiscate property,Member of Parliament (Australia),2014-10-09
Police (Australia),"Arrest, detain, or charge with legal action",Men (Papua New Guinea),2014-10-17
Police (Australia),"Arrest, detain, or charge with legal action",Men (Papua New Guinea),2014-10-16
Police (Australia),Investigate,Men (United Kingdom),2014-08-08
Police (Australia),"Arrest, detain, or charge with legal action",Men (United Kingdom),2014-07-15
Police (Australia),Engage in material cooperation,Other Authorities / Officials (China),2014-10-26
Police (Australia),Engage in material cooperation,Other Authorities / Officials (China),2014-10-24
Police (Australia),Make statement,Sue-Ellen Kovack,2014-10-10
Police (Australia),Make statement,Sue-Ellen Kovack,2014-10-09
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-08-18
Police (Australia),Use conventional military force,Women (Australia),2014-12-10
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-02-16
Police (Australia),Accuse,Women (Australia),2014-05-09
Police (Australia),Investigate,Women (Australia),2014-12-20
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-10-28
Police (Australia),Use conventional military force,Women (Australia),2014-05-05
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-06-26
Police (Australia),"Abduct, hijack, or take hostage",Women (Australia),2014-10-02
Police (Australia),Accuse,Women (Australia),2014-06-15
Police (Australia),Investigate,Women (Australia),2014-01-05
Police (Australia),Investigate,Women (Australia),2014-06-13
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-11-21
Police (Australia),Investigate,Women (Australia),2014-03-05
Police (Australia),Sexually assault,Women (Australia),2014-08-25
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-07-13
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-02-06
Police (Australia),"Return, release person(s)",Women (Australia),2014-05-05
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-03-24
Police (Australia),Sexually assault,Women (Australia),2014-02-04
Police (Australia),Investigate,Women (Australia),2014-02-07
Police (Australia),Investigate,Women (Australia),2014-12-29
Police (Australia),Accuse,Women (Australia),2014-02-28
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-11-12
Police (Australia),Accuse,Women (Australia),2014-09-05
Police (Australia),Accuse,Women (Australia),2014-09-17
Police (Australia),fight with small arms and light weapons,Women (Australia),2014-11-23
Police (Australia),Accuse,Women (Australia),2014-05-27
Police (Australia),fight with small arms and light weapons,Women (Australia),2014-11-22
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-10-11
Police (Australia),Accuse,Women (Australia),2014-09-27
Police (Australia),Sexually assault,Women (Australia),2014-12-11
Police (Australia),Accuse,Women (Australia),2014-12-21
Police (Australia),Investigate,Women (Australia),2014-03-07
Police (Australia),Investigate,Women (Australia),2014-07-17
Police (Australia),Use conventional military force,Women (Australia),2014-09-18
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-07-08
Police (Australia),Investigate,Women (Australia),2014-03-31
Police (Australia),Investigate,Women (Australia),2014-01-10
Police (Australia),Investigate,Women (Australia),2014-12-01
Police (Australia),Sexually assault,Women (Australia),2014-02-07
Police (Australia),Accuse,Women (Australia),2014-12-30
Police (Australia),Investigate,Women (Australia),2014-04-26
Police (Australia),Make an appeal or request,Women (Australia),2014-11-28
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-01-24
Police (Australia),Use conventional military force,Women (Australia),2014-09-02
Police (Australia),Use conventional military force,Women (Australia),2014-07-15
Police (Australia),Investigate,Women (Australia),2014-09-15
Police (Australia),Use conventional military force,Women (Australia),2014-01-03
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-10-26
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-11-11
Police (Australia),Investigate,Women (Australia),2014-10-14
Police (Australia),Investigate,Women (Australia),2014-09-03
Police (Australia),"Investigate crime, corruption",Women (Australia),2014-04-28
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-10-02
Police (Australia),"Return, release person(s)",Women (Australia),2014-07-14
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-10-09
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-12-19
Police (Australia),Provide humanitarian aid,Women (Australia),2014-04-23
Police (Australia),"Return, release person(s)",Women (Australia),2014-07-01
Police (Australia),Investigate,Women (Australia),2014-07-07
Police (Australia),Accuse,Women (Australia),2014-11-08
Police (Australia),Investigate,Women (Australia),2014-02-17
Police (Australia),Use unconventional violence,Women (Australia),2014-01-28
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-06-23
Police (Australia),Investigate,Women (Australia),2014-06-15
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-05-05
Police (Australia),Investigate,Women (Australia),2014-11-10
Police (Australia),"Return, release person(s)",Women (Australia),2014-06-06
Police (Australia),Use conventional military force,Women (Australia),2014-03-05
Police (Australia),Express intent to meet or negotiate,Women (Australia),2014-11-11
Police (Australia),Investigate,Women (Australia),2014-12-16
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-10-01
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-04-07
Police (Australia),Investigate,Women (Australia),2014-10-01
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-10-23
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-11-17
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-12-20
Police (Australia),Investigate,Women (Australia),2014-01-30
Police (Australia),Accuse,Women (Australia),2014-06-18
Police (Australia),Investigate,Women (Australia),2014-01-15
Police (Australia),Use conventional military force,Women (Australia),2014-11-06
Police (Australia),"Investigate crime, corruption",Women (Australia),2014-08-13
Police (Australia),Accuse,Women (Australia),2014-07-08
Police (Australia),Accuse,Women (Australia),2014-09-18
Police (Australia),Sexually assault,Women (Australia),2014-12-10
Police (Australia),Investigate,Women (Australia),2014-02-11
Police (Australia),Accuse,Women (Australia),2014-10-01
Police (Australia),Investigate,Women (Australia),2014-05-12
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-02-15
Police (Australia),Investigate,Women (Australia),2014-05-11
Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-08-13
Police (Australia),Express intent to meet or negotiate,Women (France),2014-04-18
Police (Australia),Investigate,Women (France),2014-04-01
Police (Belgium),Use conventional military force,Citizen (Belgium),2014-04-04
Police (Belgium),fight with small arms and light weapons,Citizen (Belgium),2014-05-25
Police (Belgium),"Arrest, detain, or charge with legal action",Citizen (Belgium),2014-05-04
Police (Belgium),Use conventional military force,Citizen (Belgium),2014-05-26
Police (Belgium),Use conventional military force,Citizen (Belgium),2014-04-05
Police (Belgium),"Arrest, detain, or charge with legal action",Citizen (Belgium),2014-12-30
Police (Belgium),"Abduct, hijack, or take hostage",Citizen (Belgium),2014-12-15
Police (Belgium),"Arrest, detain, or charge with legal action",Citizen (Belgium),2014-11-07
Police (Belgium),Provide humanitarian aid,Citizen (Belgium),2014-12-15
Police (Belgium),Investigate,Citizen (Belgium),2014-07-30
Police (Belgium),"Arrest, detain, or charge with legal action",Citizen (Belgium),2014-12-31
Police (Belgium),Appeal for aid,Citizen (Belgium),2014-05-25
Police (Belgium),Use conventional military force,Citizen (Belgium),2014-11-07
Police (Belgium),"Arrest, detain, or charge with legal action",Criminal (Belgium),2014-05-29
Police (Belgium),"Arrest, detain, or charge with legal action",Criminal (Belgium),2014-05-26
Police (Belgium),"Arrest, detain, or charge with legal action",Criminal (Belgium),2014-05-25
Police (Belgium),"Arrest, detain, or charge with legal action",Criminal (Belgium),2014-07-30
Police (Belgium),"Arrest, detain, or charge with legal action",Men (Belgium),2014-12-15
Police (Belgium),"Arrest, detain, or charge with legal action",Men (Belgium),2014-03-19
Police (Belgium),"Return, release person(s)",Men (Belgium),2014-05-26
Police (Belgium),"Arrest, detain, or charge with legal action",National Patriotic Front of Liberia,2014-09-19
Police (Belgium),"Arrest, detain, or charge with legal action",National Patriotic Front of Liberia,2014-09-21
Police (Belgium),Use tactics of violent repression,Protester (Belgium),2014-04-04
Police (Belgium),Make statement,Protester (Belgium),2014-11-06
Police (Belgium),Make statement,Protester (Belgium),2014-11-07
Police (Belgium),Use tactics of violent repression,Protester (Belgium),2014-11-20
Police (Belgium),Consult,Protester (Belgium),2014-04-04
Police (Benin),"Abduct, hijack, or take hostage",Citizen (Benin),2014-05-07
Police (Benin),"Arrest, detain, or charge with legal action",Citizen (Benin),2014-07-22
Police (Benin),"Arrest, detain, or charge with legal action",Citizen (Benin),2014-03-11
Police (Benin),Demand,Citizen (Benin),2014-05-08
Police (Benin),"Arrest, detain, or charge with legal action",Citizen (Benin),2014-02-10
Police (Bosnia and Herzegovina),Use conventional military force,Employee (Bosnia and Herzegovina),2014-02-05
Police (Bosnia and Herzegovina),Use conventional military force,Employee (Bosnia and Herzegovina),2014-02-06
Police (Bosnia and Herzegovina),fight with artillery and tanks,Protester (Bosnia and Herzegovina),2014-02-06
Police (Bosnia and Herzegovina),Use conventional military force,Protester (Bosnia and Herzegovina),2014-02-09
Police (Bosnia and Herzegovina),Use tactics of violent repression,Protester (Bosnia and Herzegovina),2014-02-07
Police (Bosnia and Herzegovina),Use tactics of violent repression,Protester (Bosnia and Herzegovina),2014-02-06
Police (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-02-15
Police (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-09-29
Police (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-02-21
Police (Bulgaria),Use conventional military force,Citizen (Bulgaria),2014-10-15
Police (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-12-23
Police (Bulgaria),Use conventional military force,Citizen (Bulgaria),2014-11-25
Police (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-11-12
Police (Bulgaria),Use conventional military force,Citizen (Bulgaria),2014-04-07
Police (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-02-14
Police (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-02-22
Police (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-03-21
Police (Bulgaria),Use tactics of violent repression,Citizen (Bulgaria),2014-03-25
Police (Burundi),Use conventional military force,Burundi,2014-03-14
Police (Burundi),Use conventional military force,Burundi,2014-03-12
Police (Burundi),Make statement,Burundi,2014-02-10
Police (Burundi),Make statement,Criminal (Burundi),2014-09-09
Police (Burundi),"Arrest, detain, or charge with legal action",Criminal (Burundi),2014-09-08
Police (Cambodia),Use tactics of violent repression,Activist (Cambodia),2014-01-21
Police (Cambodia),Use tactics of violent repression,Activist (Cambodia),2014-01-19
Police (Cambodia),Discuss by telephone,Agence France-Presse,2014-07-06
Police (Cambodia),Discuss by telephone,Agence France-Presse,2014-05-11
Police (Cambodia),Impose administrative sanctions,Cambodia,2014-04-25
Police (Cambodia),Use conventional military force,Cambodia,2014-02-26
Police (Cambodia),"Impose blockade, restrict movement",Cambodia,2014-05-02
Police (Cambodia),Mobilize or increase police power,Cambodia,2014-03-08
Police (Cambodia),Demand easing of administrative sanctions,Cambodia,2014-02-28
Police (Cambodia),Confiscate property,Cambodia,2014-09-22
Police (Cambodia),fight with small arms and light weapons,Cambodia,2014-01-06
Police (Cambodia),fight with small arms and light weapons,Cambodia,2014-01-27
Police (Cambodia),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-07-03
Police (Cambodia),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-07-02
Police (Cambodia),Make statement,Criminal (Cambodia),2014-10-13
Police (Cambodia),"Arrest, detain, or charge with legal action",Criminal (Cambodia),2014-10-29
Police (Cambodia),Make statement,Criminal (Cambodia),2014-12-22
Police (Cambodia),"Arrest, detain, or charge with legal action",Men (Cambodia),2014-10-13
Police (Cambodia),"Arrest, detain, or charge with legal action",Men (Cambodia),2014-07-16
Police (Cambodia),Confiscate property,Men (Cambodia),2014-11-18
Police (Cambodia),Make statement,Military (Cambodia),2014-07-14
Police (Cambodia),Consult,Military (Cambodia),2014-12-26
Police (Cambodia),Make statement,Military (Cambodia),2014-10-13
Police (Cambodia),Make statement,Military (Cambodia),2014-07-15
Police (Cambodia),"Return, release person(s)",Veera Somkwamkid,2014-07-08
Police (Cambodia),"Return, release person(s)",Veera Somkwamkid,2014-07-06
Police (Canada),Engage in material cooperation,Business (Canada),2014-08-12
Police (Canada),Accuse,Business (Canada),2014-09-04
Police (Canada),Accuse,Business (Canada),2014-04-04
Police (Canada),Make statement,Business (Canada),2014-10-22
Police (Canada),Make statement,Business (Canada),2014-07-31
Police (Canada),Appeal for intelligence,Business (Canada),2014-09-17
Police (Canada),Mobilize or increase police power,Canada,2014-01-11
Police (Canada),Make an appeal or request,Canada,2014-06-06
Police (Canada),Make statement,Canada,2014-03-05
Police (Canada),Make statement,Canada,2014-08-15
Police (Canada),Make statement,Canada,2014-10-15
Police (Canada),Impose administrative sanctions,Canada,2014-05-07
Police (Canada),Make statement,Canada,2014-10-22
Police (Canada),Use conventional military force,Canada,2014-10-22
Police (Canada),Investigate,Canada,2014-10-24
Police (Canada),Make statement,Canada,2014-11-15
Police (Canada),Make statement,Canada,2014-01-28
Police (Canada),Mobilize or increase police power,Canada,2014-04-23
Police (Canada),Make statement,Canada,2014-07-11
Police (Canada),Occupy territory,Canada,2014-09-10
Police (Canada),Investigate,Canada,2014-12-30
Police (Canada),Make statement,Canada,2014-03-19
Police (Canada),Investigate,Canada,2014-08-02
Police (Canada),Make an appeal or request,Canada,2014-01-23
Police (Canada),Make statement,Canada,2014-10-21
Police (Canada),Use conventional military force,Canada,2014-07-29
Police (Canada),Investigate,Canada,2014-03-17
Police (Canada),Mobilize or increase police power,Canada,2014-07-04
Police (Canada),Mobilize or increase police power,Canada,2014-06-16
Police (Canada),Investigate,Canada,2014-09-10
Police (Canada),Impose administrative sanctions,Canada,2014-10-22
Police (Canada),"Impose blockade, restrict movement",Canada,2014-05-07
Police (Canada),Make statement,Canada,2014-07-04
Police (Canada),Increase police alert status,Canada,2014-10-23
Police (Canada),Make statement,Canada,2014-10-03
Police (Canada),Make statement,Canadian Armed Forces,2014-10-22
Police (Canada),Make statement,Canadian Armed Forces,2014-10-23
Police (Canada),Make statement,Canadian Armed Forces,2014-10-21
Police (Canada),"Arrest, detain, or charge with legal action",Canadian Armed Forces,2014-10-22
Police (Canada),Provide humanitarian aid,Children (Canada),2014-06-19
Police (Canada),"Arrest, detain, or charge with legal action",Children (Canada),2014-05-20
Police (Canada),Sexually assault,Children (Canada),2014-03-14
Police (Canada),Accuse,Children (Canada),2014-04-11
Police (Canada),Accuse,Children (Canada),2014-12-04
Police (Canada),"Arrest, detain, or charge with legal action",Children (Canada),2014-12-04
Police (Canada),Accuse,Children (Canada),2014-09-13
Police (Canada),Make statement,Employee (Canada),2014-04-09
Police (Canada),Use conventional military force,Employee (Canada),2014-04-24
Police (Canada),Engage in judicial cooperation,Regulator (Canada),2014-12-12
Police (Canada),Make an appeal or request,Regulator (Canada),2014-04-28
Police (Canada),Accuse,Women (Canada),2014-10-23
Police (Canada),Accuse,Women (Canada),2014-10-22
Police (Canada),Use conventional military force,Women (Canada),2014-03-07
Police (Canada),"Arrest, detain, or charge with legal action",Women (Canada),2014-10-22
Police (Canada),"Arrest, detain, or charge with legal action",Women (Canada),2014-05-27
Police (Canada),"Arrest, detain, or charge with legal action",Women (Canada),2014-05-28
Police (Canada),"Arrest, detain, or charge with legal action",Women (Canada),2014-08-22
Police (Congo),Use conventional military force,Congo,2014-06-28
Police (Congo),Use conventional military force,Congo,2014-02-26
Police (Costa Rica),"Arrest, detain, or charge with legal action",Men (Costa Rica),2014-12-23
Police (Costa Rica),"Arrest, detain, or charge with legal action",Men (Costa Rica),2014-08-08
Police (Costa Rica),"Arrest, detain, or charge with legal action",Men (Costa Rica),2014-01-12
Police (Costa Rica),"Arrest, detain, or charge with legal action",Men (Costa Rica),2014-03-18
Police (Costa Rica),Appeal for diplomatic cooperation (such as policy support),Men (Costa Rica),2014-04-12
Police (Costa Rica),Accuse,Women (Costa Rica),2014-10-16
Police (Costa Rica),"Arrest, detain, or charge with legal action",Women (Costa Rica),2014-12-05
Police (Costa Rica),Sexually assault,Women (Costa Rica),2014-03-25
Police (Costa Rica),Make an appeal or request,Women (Costa Rica),2014-08-15
Police (Cote d'Ivoire),Reject,Citizen (Cote d'Ivoire),2014-09-11
Police (Cote d'Ivoire),"Return, release person(s)",Citizen (Cote d'Ivoire),2014-03-04
Police (Cote d'Ivoire),"Return, release person(s)",Citizen (Cote d'Ivoire),2014-06-05
Police (Cote d'Ivoire),"Arrest, detain, or charge with legal action",Citizen (Cote d'Ivoire),2014-07-12
Police (Cote d'Ivoire),fight with small arms and light weapons,Citizen (Cote d'Ivoire),2014-04-22
Police (Cote d'Ivoire),Use conventional military force,Protester (Cote d'Ivoire),2014-04-04
