relation i,relation j,#evolve,#rel_i,P one direction,P two direction
Reject economic cooperation,Mobilize or increase armed forces,0,2,0.0,0.0
Mobilize or increase armed forces,Appeal for humanitarian aid,0,169,0.0,0.0
Appeal for humanitarian aid,Mobilize or increase armed forces,0,7,0.0,0.0
Mobilize or increase armed forces,Demand judicial cooperation,0,169,0.0,0.0
Demand judicial cooperation,Mobilize or increase armed forces,0,4,0.0,0.0
Mobilize or increase armed forces,Express intent to ease administrative sanctions,1,169,0.005917159763313609,0.005681818181818182
Express intent to ease administrative sanctions,Mobilize or increase armed forces,0,7,0.0,0.005681818181818182
Mobilize or increase armed forces,Accede to requests or demands for political reform,0,169,0.0,0.0
Accede to requests or demands for political reform,Mobilize or increase armed forces,0,2,0.0,0.0
Mobilize or increase armed forces,Demand rights,0,169,0.0,0.0
Demand rights,Mobilize or increase armed forces,0,2,0.0,0.0
Mobilize or increase armed forces,Appeal to yield,0,169,0.0,0.0
Appeal to yield,Mobilize or increase armed forces,0,7,0.0,0.0
Mobilize or increase armed forces,Demand humanitarian aid,0,169,0.0,0.0
Demand humanitarian aid,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Demand political reform,0,169,0.0,0.0
Demand political reform,Mobilize or increase armed forces,0,2,0.0,0.0
Mobilize or increase armed forces,Ease curfew,0,169,0.0,0.0
Ease curfew,Mobilize or increase armed forces,0,5,0.0,0.0
Mobilize or increase armed forces,Appeal for policy change,0,169,0.0,0.0
Appeal for policy change,Mobilize or increase armed forces,0,12,0.0,0.0
Mobilize or increase armed forces,Express intent to cooperate on intelligence,0,169,0.0,0.0
Express intent to cooperate on intelligence,Mobilize or increase armed forces,0,8,0.0,0.0
Mobilize or increase armed forces,Demobilize armed forces,1,169,0.005917159763313609,0.011627906976744186
Demobilize armed forces,Mobilize or increase armed forces,1,3,0.3333333333333333,0.011627906976744186
Mobilize or increase armed forces,Reduce or stop material aid,0,169,0.0,0.0
Reduce or stop material aid,Mobilize or increase armed forces,0,3,0.0,0.0
Mobilize or increase armed forces,"Threaten with sanctions, boycott, embargo",0,169,0.0,0.0
"Threaten with sanctions, boycott, embargo",Mobilize or increase armed forces,0,6,0.0,0.0
Mobilize or increase armed forces,Reduce or stop humanitarian assistance,0,169,0.0,0.0
Reduce or stop humanitarian assistance,Mobilize or increase armed forces,0,4,0.0,0.0
Mobilize or increase armed forces,Refuse to release persons or property,0,169,0.0,0.0
Refuse to release persons or property,Mobilize or increase armed forces,0,19,0.0,0.0
Mobilize or increase armed forces,Destroy property,0,169,0.0,0.0
Destroy property,Mobilize or increase armed forces,0,3,0.0,0.0
Mobilize or increase armed forces,Appeal for military protection or peacekeeping,0,169,0.0,0.0
Appeal for military protection or peacekeeping,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Ban political parties or politicians,0,169,0.0,0.0
Ban political parties or politicians,Mobilize or increase armed forces,0,7,0.0,0.0
Mobilize or increase armed forces,Grant asylum,0,169,0.0,0.0
Grant asylum,Mobilize or increase armed forces,0,7,0.0,0.0
Mobilize or increase armed forces,Investigate war crimes,0,169,0.0,0.0
Investigate war crimes,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Accede to demands for rights,0,169,0.0,0.0
Accede to demands for rights,Mobilize or increase armed forces,0,6,0.0,0.0
Mobilize or increase armed forces,Increase police alert status,2,169,0.011834319526627219,0.020618556701030927
Increase police alert status,Mobilize or increase armed forces,2,25,0.08,0.020618556701030927
Mobilize or increase armed forces,Threaten to reduce or break relations,0,169,0.0,0.0
Threaten to reduce or break relations,Mobilize or increase armed forces,0,4,0.0,0.0
Mobilize or increase armed forces,Threaten with repression,0,169,0.0,0.0
Threaten with repression,Mobilize or increase armed forces,0,5,0.0,0.0
Mobilize or increase armed forces,Violate ceasefire,0,169,0.0,0.0
Violate ceasefire,Mobilize or increase armed forces,0,4,0.0,0.0
Mobilize or increase armed forces,Reject request for military aid,0,169,0.0,0.0
Reject request for military aid,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,"Use chemical, biological, or radiological weapons",0,169,0.0,0.0
"Use chemical, biological, or radiological weapons",Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Demand material aid,0,169,0.0,0.0
Demand material aid,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Express intent to change leadership,0,169,0.0,0.0
Express intent to change leadership,Mobilize or increase armed forces,0,6,0.0,0.0
Mobilize or increase armed forces,Reject material cooperation,0,169,0.0,0.0
Reject material cooperation,Mobilize or increase armed forces,0,3,0.0,0.0
Mobilize or increase armed forces,Appeal for target to allow international involvement (non-mediation),0,169,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,"Express intent to change institutions, regime",9,169,0.05325443786982249,0.058823529411764705
"Express intent to change institutions, regime",Mobilize or increase armed forces,1,1,1.0,0.058823529411764705
Mobilize or increase armed forces,Demand military aid,0,169,0.0,0.0
Demand military aid,Mobilize or increase armed forces,0,2,0.0,0.0
Mobilize or increase armed forces,Seize or damage property,2,169,0.011834319526627219,0.022598870056497175
Seize or damage property,Mobilize or increase armed forces,2,8,0.25,0.022598870056497175
Mobilize or increase armed forces,Appeal for rights,0,169,0.0,0.0
Appeal for rights,Mobilize or increase armed forces,0,9,0.0,0.0
Mobilize or increase armed forces,Reject request for military protection or peacekeeping,0,169,0.0,0.0
Reject request for military protection or peacekeeping,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Reject military cooperation,0,169,0.0,0.005813953488372093
Reject military cooperation,Mobilize or increase armed forces,1,3,0.3333333333333333,0.005813953488372093
Mobilize or increase armed forces,Threaten to reduce or stop aid,0,169,0.0,0.0
Threaten to reduce or stop aid,Mobilize or increase armed forces,0,4,0.0,0.0
Mobilize or increase armed forces,Demand release of persons or property,0,169,0.0,0.0
Demand release of persons or property,Mobilize or increase armed forces,0,5,0.0,0.0
Mobilize or increase armed forces,"Threaten with political dissent, protest",0,169,0.0,0.0
"Threaten with political dissent, protest",Mobilize or increase armed forces,0,5,0.0,0.0
Mobilize or increase armed forces,Carry out car bombing,0,169,0.0,0.0
Carry out car bombing,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Carry out roadside bombing,0,169,0.0,0.0
Carry out roadside bombing,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Use as human shield,0,169,0.0,0.0
Use as human shield,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Threaten to halt mediation,0,169,0.0,0.0
Threaten to halt mediation,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Express intent to institute political reform,0,169,0.0,0.0
Express intent to institute political reform,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Forgive,0,169,0.0,0.0
Forgive,Mobilize or increase armed forces,0,3,0.0,0.0
Mobilize or increase armed forces,Investigate human rights abuses,0,169,0.0,0.0
Investigate human rights abuses,Mobilize or increase armed forces,0,3,0.0,0.0
Mobilize or increase armed forces,"Appeal for easing of economic sanctions, boycott, or embargo",0,169,0.0,0.0058823529411764705
"Appeal for easing of economic sanctions, boycott, or embargo",Mobilize or increase armed forces,1,1,1.0,0.0058823529411764705
Mobilize or increase armed forces,Threaten to halt negotiations,2,169,0.011834319526627219,0.011764705882352941
Threaten to halt negotiations,Mobilize or increase armed forces,0,1,0.0,0.011764705882352941
Mobilize or increase armed forces,Engage in judicial cooperation,0,169,0.0,0.0
Engage in judicial cooperation,Mobilize or increase armed forces,0,10,0.0,0.0
Mobilize or increase armed forces,Expel or withdraw,0,169,0.0,0.0
Expel or withdraw,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Engage in mass expulsion,0,169,0.0,0.0
Engage in mass expulsion,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Engage in violent protest for rights,0,169,0.0,0.0
Engage in violent protest for rights,Mobilize or increase armed forces,0,1,0.0,0.0
Mobilize or increase armed forces,Ease military blockade,0,169,0.0,0.0
Ease military blockade,Mobilize or increase armed forces,0,3,0.0,0.0
Mobilize or increase armed forces,Demonstrate for policy change,0,169,0.0,0.0
Demonstrate for policy change,Mobilize or increase armed forces,0,4,0.0,0.0
Mobilize or increase armed forces,Obstruct passage to demand leadership change,0,169,0.0,0.0
Obstruct passage to demand leadership change,Mobilize or increase armed forces,0,2,0.0,0.0
Mobilize or increase armed forces,Reject judicial cooperation,0,169,0.0,0.0
Reject judicial cooperation,Mobilize or increase armed forces,0,1,0.0,0.0
Carry out suicide bombing,"Conduct suicide, car, or other non-military bombing",23,76,0.3026315789473684,0.32413793103448274
"Conduct suicide, car, or other non-military bombing",Carry out suicide bombing,24,69,0.34782608695652173,0.32413793103448274
Carry out suicide bombing,"Protest violently, riot",3,76,0.039473684210526314,0.014204545454545454
"Protest violently, riot",Carry out suicide bombing,2,276,0.007246376811594203,0.014204545454545454
Carry out suicide bombing,Assassinate,2,76,0.02631578947368421,0.03333333333333333
Assassinate,Carry out suicide bombing,2,44,0.045454545454545456,0.03333333333333333
Carry out suicide bombing,Kill by physical assault,0,76,0.0,0.0
Kill by physical assault,Carry out suicide bombing,0,80,0.0,0.0
Carry out suicide bombing,Impose administrative sanctions,0,76,0.0,0.0
Impose administrative sanctions,Carry out suicide bombing,0,133,0.0,0.0
Carry out suicide bombing,Confiscate property,0,76,0.0,0.0
Confiscate property,Carry out suicide bombing,0,138,0.0,0.0
Carry out suicide bombing,Express accord,0,76,0.0,0.0
Express accord,Carry out suicide bombing,0,79,0.0,0.0
Carry out suicide bombing,Retreat or surrender militarily,4,76,0.05263157894736842,0.04580152671755725
Retreat or surrender militarily,Carry out suicide bombing,2,55,0.03636363636363636,0.04580152671755725
Carry out suicide bombing,Express intent to cooperate economically,0,76,0.0,0.0
Express intent to cooperate economically,Carry out suicide bombing,0,93,0.0,0.0
Carry out suicide bombing,Express intent to change policy,0,76,0.0,0.0
Express intent to change policy,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Appeal for economic aid,0,76,0.0,0.0
Appeal for economic aid,Carry out suicide bombing,0,23,0.0,0.0
Carry out suicide bombing,Appeal for aid,0,76,0.0,0.0
Appeal for aid,Carry out suicide bombing,0,22,0.0,0.0
Carry out suicide bombing,Appeal for de-escalation of military engagement,0,76,0.0,0.0
Appeal for de-escalation of military engagement,Carry out suicide bombing,0,34,0.0,0.0
Carry out suicide bombing,Defend verbally,0,76,0.0,0.0
Defend verbally,Carry out suicide bombing,0,25,0.0,0.0
Carry out suicide bombing,Coerce,0,76,0.0,0.0
Coerce,Carry out suicide bombing,0,95,0.0,0.0
Carry out suicide bombing,Accede to demands for change in policy,0,76,0.0,0.0
Accede to demands for change in policy,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Engage in material cooperation,0,76,0.0,0.0
Engage in material cooperation,Carry out suicide bombing,0,83,0.0,0.0
Carry out suicide bombing,Sexually assault,0,76,0.0,0.0
Sexually assault,Carry out suicide bombing,0,112,0.0,0.0
Carry out suicide bombing,Express intent to provide economic aid,0,76,0.0,0.0
Express intent to provide economic aid,Carry out suicide bombing,0,70,0.0,0.0
Carry out suicide bombing,Decline comment,0,76,0.0,0.0
Decline comment,Carry out suicide bombing,0,22,0.0,0.0
Carry out suicide bombing,Provide economic aid,0,76,0.0,0.0
Provide economic aid,Carry out suicide bombing,0,71,0.0,0.0
Carry out suicide bombing,Express intent to accept mediation,0,76,0.0,0.0
Express intent to accept mediation,Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,Appeal for judicial cooperation,0,76,0.0,0.0
Appeal for judicial cooperation,Carry out suicide bombing,0,23,0.0,0.0
Carry out suicide bombing,Express intent to de-escalate military engagement,0,76,0.0,0.0
Express intent to de-escalate military engagement,Carry out suicide bombing,0,31,0.0,0.0
Carry out suicide bombing,Grant diplomatic recognition,0,76,0.0,0.0
Grant diplomatic recognition,Carry out suicide bombing,0,53,0.0,0.0
Carry out suicide bombing,Apologize,0,76,0.0,0.0
Apologize,Carry out suicide bombing,0,33,0.0,0.0
Carry out suicide bombing,Express intent to provide military aid,5,76,0.06578947368421052,0.03571428571428571
Express intent to provide military aid,Carry out suicide bombing,1,92,0.010869565217391304,0.03571428571428571
Carry out suicide bombing,"Refuse to ease economic sanctions, boycott, or embargo",0,76,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Carry out suicide bombing,0,4,0.0,0.0
Carry out suicide bombing,Appeal for material cooperation,0,76,0.0,0.0
Appeal for material cooperation,Carry out suicide bombing,0,10,0.0,0.0
Carry out suicide bombing,Express intent to mediate,0,76,0.0,0.0
Express intent to mediate,Carry out suicide bombing,0,14,0.0,0.0
Carry out suicide bombing,Accuse of aggression,0,76,0.0,0.0
Accuse of aggression,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,Demand settling of dispute,0,76,0.0,0.0
Demand settling of dispute,Carry out suicide bombing,0,5,0.0,0.0
Carry out suicide bombing,"Express intent to ease economic sanctions, boycott, or embargo",0,76,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Carry out suicide bombing,0,18,0.0,0.0
Carry out suicide bombing,Mobilize or increase police power,0,76,0.0,0.0
Mobilize or increase police power,Carry out suicide bombing,0,25,0.0,0.0
Carry out suicide bombing,Demonstrate military or police power,0,76,0.0,0.0
Demonstrate military or police power,Carry out suicide bombing,0,30,0.0,0.0
Carry out suicide bombing,"Demand change in institutions, regime",0,76,0.0,0.0
"Demand change in institutions, regime",Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,Express intent to cooperate militarily,0,76,0.0,0.0
Express intent to cooperate militarily,Carry out suicide bombing,0,14,0.0,0.0
Carry out suicide bombing,Reduce or stop military assistance,0,76,0.0,0.0
Reduce or stop military assistance,Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,"Defy norms, law",0,76,0.0,0.0
"Defy norms, law",Carry out suicide bombing,0,57,0.0,0.0
Carry out suicide bombing,Demand that target yields,0,76,0.0,0.0
Demand that target yields,Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,Threaten non-force,0,76,0.0,0.0
Threaten non-force,Carry out suicide bombing,0,10,0.0,0.0
Carry out suicide bombing,"Ease economic sanctions, boycott, embargo",0,76,0.0,0.0
"Ease economic sanctions, boycott, embargo",Carry out suicide bombing,0,21,0.0,0.0
Carry out suicide bombing,Impose state of emergency or martial law,0,76,0.0,0.0
Impose state of emergency or martial law,Carry out suicide bombing,0,12,0.0,0.0
Carry out suicide bombing,Ease state of emergency or martial law,0,76,0.0,0.0
Ease state of emergency or martial law,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,"Accede to demands for change in institutions, regime",0,76,0.0,0.0
"Accede to demands for change in institutions, regime",Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Express intent to yield,0,76,0.0,0.0
Express intent to yield,Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,Share intelligence or information,0,76,0.0,0.0
Share intelligence or information,Carry out suicide bombing,0,38,0.0,0.0
Carry out suicide bombing,"Accuse of espionage, treason",0,76,0.0,0.0
"Accuse of espionage, treason",Carry out suicide bombing,0,14,0.0,0.0
Carry out suicide bombing,Receive inspectors,0,76,0.0,0.0
Receive inspectors,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Increase military alert status,0,76,0.0,0.0
Increase military alert status,Carry out suicide bombing,0,27,0.0,0.0
Carry out suicide bombing,Attempt to assassinate,0,76,0.0,0.0
Attempt to assassinate,Carry out suicide bombing,0,11,0.0,0.0
Carry out suicide bombing,Refuse to yield,0,76,0.0,0.0
Refuse to yield,Carry out suicide bombing,0,37,0.0,0.0
Carry out suicide bombing,Veto,0,76,0.0,0.0
Veto,Carry out suicide bombing,0,6,0.0,0.0
Carry out suicide bombing,Complain officially,0,76,0.0,0.0
Complain officially,Carry out suicide bombing,0,109,0.0,0.0
Carry out suicide bombing,Reduce or stop economic assistance,0,76,0.0,0.0
Reduce or stop economic assistance,Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,"Impose blockade, restrict movement",0,76,0.0,0.010638297872340425
"Impose blockade, restrict movement",Carry out suicide bombing,1,18,0.05555555555555555,0.010638297872340425
Carry out suicide bombing,Express intent to provide military protection or peacekeeping,0,76,0.0,0.0
Express intent to provide military protection or peacekeeping,Carry out suicide bombing,0,6,0.0,0.0
Carry out suicide bombing,Halt mediation,0,76,0.0,0.0
Halt mediation,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Demand intelligence cooperation,0,76,0.0,0.0
Demand intelligence cooperation,Carry out suicide bombing,0,15,0.0,0.0
Carry out suicide bombing,Demonstrate for leadership change,0,76,0.0,0.0
Demonstrate for leadership change,Carry out suicide bombing,0,27,0.0,0.0
Carry out suicide bombing,Conduct hunger strike,0,76,0.0,0.0
Conduct hunger strike,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Demand mediation,0,76,0.0,0.0
Demand mediation,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Demand economic aid,0,76,0.0,0.0
Demand economic aid,Carry out suicide bombing,0,10,0.0,0.0
Carry out suicide bombing,"Demand meeting, negotiation",0,76,0.0,0.0
"Demand meeting, negotiation",Carry out suicide bombing,0,15,0.0,0.0
Carry out suicide bombing,Appeal for military aid,0,76,0.0,0.0
Appeal for military aid,Carry out suicide bombing,0,26,0.0,0.0
Carry out suicide bombing,Demand material cooperation,0,76,0.0,0.0
Demand material cooperation,Carry out suicide bombing,0,9,0.0,0.0
Carry out suicide bombing,"Return, release property",0,76,0.0,0.0
"Return, release property",Carry out suicide bombing,0,10,0.0,0.0
Carry out suicide bombing,Express intent to engage in material cooperation,0,76,0.0,0.0
Express intent to engage in material cooperation,Carry out suicide bombing,0,10,0.0,0.0
Carry out suicide bombing,Demand policy change,0,76,0.0,0.0
Demand policy change,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Reject economic cooperation,0,76,0.0,0.0
Reject economic cooperation,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Appeal for humanitarian aid,0,76,0.0,0.0
Appeal for humanitarian aid,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,Demand judicial cooperation,0,76,0.0,0.0
Demand judicial cooperation,Carry out suicide bombing,0,4,0.0,0.0
Carry out suicide bombing,Express intent to ease administrative sanctions,0,76,0.0,0.0
Express intent to ease administrative sanctions,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,Accede to requests or demands for political reform,0,76,0.0,0.0
Accede to requests or demands for political reform,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Demand rights,0,76,0.0,0.0
Demand rights,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Appeal to yield,0,76,0.0,0.0
Appeal to yield,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,Demand humanitarian aid,0,76,0.0,0.0
Demand humanitarian aid,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Demand political reform,0,76,0.0,0.0
Demand political reform,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Ease curfew,0,76,0.0,0.0
Ease curfew,Carry out suicide bombing,0,5,0.0,0.0
Carry out suicide bombing,Appeal for policy change,0,76,0.0,0.0
Appeal for policy change,Carry out suicide bombing,0,12,0.0,0.0
Carry out suicide bombing,Express intent to cooperate on intelligence,0,76,0.0,0.0
Express intent to cooperate on intelligence,Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,Demobilize armed forces,0,76,0.0,0.0
Demobilize armed forces,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Reduce or stop material aid,0,76,0.0,0.0
Reduce or stop material aid,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,"Threaten with sanctions, boycott, embargo",0,76,0.0,0.0
"Threaten with sanctions, boycott, embargo",Carry out suicide bombing,0,6,0.0,0.0
Carry out suicide bombing,Reduce or stop humanitarian assistance,0,76,0.0,0.0
Reduce or stop humanitarian assistance,Carry out suicide bombing,0,4,0.0,0.0
Carry out suicide bombing,Refuse to release persons or property,0,76,0.0,0.0
Refuse to release persons or property,Carry out suicide bombing,0,19,0.0,0.0
Carry out suicide bombing,Destroy property,0,76,0.0,0.0
Destroy property,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Appeal for military protection or peacekeeping,0,76,0.0,0.0
Appeal for military protection or peacekeeping,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Ban political parties or politicians,0,76,0.0,0.0
Ban political parties or politicians,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,Grant asylum,0,76,0.0,0.0
Grant asylum,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,Investigate war crimes,0,76,0.0,0.0
Investigate war crimes,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Accede to demands for rights,0,76,0.0,0.0
Accede to demands for rights,Carry out suicide bombing,0,6,0.0,0.0
Carry out suicide bombing,Increase police alert status,0,76,0.0,0.0
Increase police alert status,Carry out suicide bombing,0,25,0.0,0.0
Carry out suicide bombing,Threaten to reduce or break relations,0,76,0.0,0.0
Threaten to reduce or break relations,Carry out suicide bombing,0,4,0.0,0.0
Carry out suicide bombing,Threaten with repression,0,76,0.0,0.0
Threaten with repression,Carry out suicide bombing,0,5,0.0,0.0
Carry out suicide bombing,Violate ceasefire,0,76,0.0,0.0
Violate ceasefire,Carry out suicide bombing,0,4,0.0,0.0
Carry out suicide bombing,Reject request for military aid,0,76,0.0,0.0
Reject request for military aid,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,"Use chemical, biological, or radiological weapons",0,76,0.0,0.0
"Use chemical, biological, or radiological weapons",Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Demand material aid,0,76,0.0,0.0
Demand material aid,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Express intent to change leadership,0,76,0.0,0.0
Express intent to change leadership,Carry out suicide bombing,0,6,0.0,0.0
Carry out suicide bombing,Reject material cooperation,0,76,0.0,0.0
Reject material cooperation,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Appeal for target to allow international involvement (non-mediation),0,76,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,"Express intent to change institutions, regime",0,76,0.0,0.0
"Express intent to change institutions, regime",Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Demand military aid,0,76,0.0,0.0
Demand military aid,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Seize or damage property,0,76,0.0,0.0
Seize or damage property,Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,Appeal for rights,0,76,0.0,0.0
Appeal for rights,Carry out suicide bombing,0,9,0.0,0.0
Carry out suicide bombing,Reject request for military protection or peacekeeping,0,76,0.0,0.0
Reject request for military protection or peacekeeping,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Reject military cooperation,0,76,0.0,0.0
Reject military cooperation,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Threaten to reduce or stop aid,0,76,0.0,0.0
Threaten to reduce or stop aid,Carry out suicide bombing,0,4,0.0,0.0
Carry out suicide bombing,Demand release of persons or property,0,76,0.0,0.0
Demand release of persons or property,Carry out suicide bombing,0,5,0.0,0.0
Carry out suicide bombing,"Threaten with political dissent, protest",0,76,0.0,0.0
"Threaten with political dissent, protest",Carry out suicide bombing,0,5,0.0,0.0
Carry out suicide bombing,Carry out car bombing,1,76,0.013157894736842105,0.025974025974025976
Carry out car bombing,Carry out suicide bombing,1,1,1.0,0.025974025974025976
Carry out suicide bombing,Carry out roadside bombing,0,76,0.0,0.012987012987012988
Carry out roadside bombing,Carry out suicide bombing,1,1,1.0,0.012987012987012988
Carry out suicide bombing,Use as human shield,0,76,0.0,0.012987012987012988
Use as human shield,Carry out suicide bombing,1,1,1.0,0.012987012987012988
Carry out suicide bombing,Threaten to halt mediation,0,76,0.0,0.0
Threaten to halt mediation,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Express intent to institute political reform,0,76,0.0,0.0
Express intent to institute political reform,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Forgive,0,76,0.0,0.0
Forgive,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Investigate human rights abuses,0,76,0.0,0.0
Investigate human rights abuses,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,"Appeal for easing of economic sanctions, boycott, or embargo",0,76,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Threaten to halt negotiations,0,76,0.0,0.0
Threaten to halt negotiations,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Engage in judicial cooperation,0,76,0.0,0.0
Engage in judicial cooperation,Carry out suicide bombing,0,10,0.0,0.0
Carry out suicide bombing,Expel or withdraw,0,76,0.0,0.0
Expel or withdraw,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Engage in mass expulsion,0,76,0.0,0.0
Engage in mass expulsion,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Engage in violent protest for rights,0,76,0.0,0.0
Engage in violent protest for rights,Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Ease military blockade,0,76,0.0,0.0
Ease military blockade,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Demonstrate for policy change,0,76,0.0,0.0
Demonstrate for policy change,Carry out suicide bombing,0,4,0.0,0.0
Carry out suicide bombing,Obstruct passage to demand leadership change,0,76,0.0,0.0
Obstruct passage to demand leadership change,Carry out suicide bombing,0,2,0.0,0.0
Carry out suicide bombing,Reject judicial cooperation,0,76,0.0,0.0
Reject judicial cooperation,Carry out suicide bombing,0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Protest violently, riot",1,69,0.014492753623188406,0.011594202898550725
"Protest violently, riot","Conduct suicide, car, or other non-military bombing",3,276,0.010869565217391304,0.011594202898550725
"Conduct suicide, car, or other non-military bombing",Assassinate,0,69,0.0,0.008849557522123894
Assassinate,"Conduct suicide, car, or other non-military bombing",1,44,0.022727272727272728,0.008849557522123894
"Conduct suicide, car, or other non-military bombing",Kill by physical assault,0,69,0.0,0.006711409395973154
Kill by physical assault,"Conduct suicide, car, or other non-military bombing",1,80,0.0125,0.006711409395973154
"Conduct suicide, car, or other non-military bombing",Impose administrative sanctions,0,69,0.0,0.0
Impose administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,133,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Confiscate property,0,69,0.0,0.0
Confiscate property,"Conduct suicide, car, or other non-military bombing",0,138,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express accord,0,69,0.0,0.0
Express accord,"Conduct suicide, car, or other non-military bombing",0,79,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Retreat or surrender militarily,16,69,0.2318840579710145,0.14516129032258066
Retreat or surrender militarily,"Conduct suicide, car, or other non-military bombing",2,55,0.03636363636363636,0.14516129032258066
"Conduct suicide, car, or other non-military bombing",Express intent to cooperate economically,0,69,0.0,0.030864197530864196
Express intent to cooperate economically,"Conduct suicide, car, or other non-military bombing",5,93,0.053763440860215055,0.030864197530864196
"Conduct suicide, car, or other non-military bombing",Express intent to change policy,0,69,0.0,0.0
