relation i,relation j,#implication,#rel_i,P one direction,P two direction
Carry out roadside bombing,Yield,0,1,0.0,0.0
Yield,Appeal for target to allow international involvement (non-mediation),0,93,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Yield,0,1,0.0,0.0
"Obstruct passage, block",Mediate,0,58,0.0,0.0
Mediate,"Obstruct passage, block",0,15,0.0,0.0
"Obstruct passage, block",Apologize,0,58,0.0,0.0
Apologize,"Obstruct passage, block",0,33,0.0,0.0
"Obstruct passage, block",Express intent to release persons or property,0,58,0.0,0.0
Express intent to release persons or property,"Obstruct passage, block",0,61,0.0,0.0
"Obstruct passage, block",Express intent to de-escalate military engagement,0,58,0.0,0.0
Express intent to de-escalate military engagement,"Obstruct passage, block",0,31,0.0,0.0
"Obstruct passage, block",Accede to demands for rights,0,58,0.0,0.0
Accede to demands for rights,"Obstruct passage, block",0,6,0.0,0.0
"Obstruct passage, block",Demand economic aid,1,58,0.017241379310344827,0.029411764705882353
Demand economic aid,"Obstruct passage, block",1,10,0.1,0.029411764705882353
"Obstruct passage, block",Impose state of emergency or martial law,0,58,0.0,0.0
Impose state of emergency or martial law,"Obstruct passage, block",0,12,0.0,0.0
"Obstruct passage, block",Receive deployment of peacekeepers,0,58,0.0,0.0
Receive deployment of peacekeepers,"Obstruct passage, block",0,28,0.0,0.0
"Obstruct passage, block",Demand de-escalation of military engagement,2,58,0.034482758620689655,0.05714285714285714
Demand de-escalation of military engagement,"Obstruct passage, block",2,12,0.16666666666666666,0.05714285714285714
"Obstruct passage, block","Declare truce, ceasefire",2,58,0.034482758620689655,0.04938271604938271
"Declare truce, ceasefire","Obstruct passage, block",2,23,0.08695652173913043,0.04938271604938271
"Obstruct passage, block",Reduce or stop humanitarian assistance,23,58,0.39655172413793105,0.4032258064516129
Reduce or stop humanitarian assistance,"Obstruct passage, block",2,4,0.5,0.4032258064516129
"Obstruct passage, block",Appeal to others to settle dispute,0,58,0.0,0.0
Appeal to others to settle dispute,"Obstruct passage, block",0,12,0.0,0.0
"Obstruct passage, block",Reject request for military aid,0,58,0.0,0.0
Reject request for military aid,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block","Threaten with political dissent, protest",0,58,0.0,0.0
"Threaten with political dissent, protest","Obstruct passage, block",0,5,0.0,0.0
"Obstruct passage, block",Acknowledge or claim responsibility,0,58,0.0,0.0
Acknowledge or claim responsibility,"Obstruct passage, block",0,62,0.0,0.0
"Obstruct passage, block","Express intent to ease economic sanctions, boycott, or embargo",0,58,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo","Obstruct passage, block",0,18,0.0,0.0
"Obstruct passage, block",Coerce,0,58,0.0,0.0
Coerce,"Obstruct passage, block",0,95,0.0,0.0
"Obstruct passage, block",fight with artillery and tanks,0,58,0.0,0.0
fight with artillery and tanks,"Obstruct passage, block",0,32,0.0,0.0
"Obstruct passage, block",Express intent to cooperate on intelligence,0,58,0.0,0.0
Express intent to cooperate on intelligence,"Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Express intent to settle dispute,0,58,0.0,0.0
Express intent to settle dispute,"Obstruct passage, block",0,54,0.0,0.0
"Obstruct passage, block",Express accord,2,58,0.034482758620689655,0.021897810218978103
Express accord,"Obstruct passage, block",1,79,0.012658227848101266,0.021897810218978103
"Obstruct passage, block",Decline comment,0,58,0.0,0.0
Decline comment,"Obstruct passage, block",0,22,0.0,0.0
"Obstruct passage, block",Rally opposition against,1,58,0.017241379310344827,0.015873015873015872
Rally opposition against,"Obstruct passage, block",1,68,0.014705882352941176,0.015873015873015872
"Obstruct passage, block",Rally support on behalf of,0,58,0.0,0.0
Rally support on behalf of,"Obstruct passage, block",0,96,0.0,0.0
"Obstruct passage, block",Halt negotiations,0,58,0.0,0.0
Halt negotiations,"Obstruct passage, block",0,27,0.0,0.0
"Obstruct passage, block",Appeal for military aid,4,58,0.06896551724137931,0.05952380952380952
Appeal for military aid,"Obstruct passage, block",1,26,0.038461538461538464,0.05952380952380952
"Obstruct passage, block",Threaten with military force,27,58,0.46551724137931033,0.2080536912751678
Threaten with military force,"Obstruct passage, block",4,91,0.04395604395604396,0.2080536912751678
"Obstruct passage, block",Express intent to provide military protection or peacekeeping,0,58,0.0,0.0
Express intent to provide military protection or peacekeeping,"Obstruct passage, block",0,6,0.0,0.0
"Obstruct passage, block",Assassinate,0,58,0.0,0.0
Assassinate,"Obstruct passage, block",0,44,0.0,0.0
"Obstruct passage, block","Threaten with sanctions, boycott, embargo",0,58,0.0,0.0
"Threaten with sanctions, boycott, embargo","Obstruct passage, block",0,6,0.0,0.0
"Obstruct passage, block",Demand change in leadership,0,58,0.0,0.0
Demand change in leadership,"Obstruct passage, block",0,64,0.0,0.0
"Obstruct passage, block",Appeal for economic aid,0,58,0.0,0.0
Appeal for economic aid,"Obstruct passage, block",0,23,0.0,0.0
"Obstruct passage, block",Refuse to de-escalate military engagement,0,58,0.0,0.0
Refuse to de-escalate military engagement,"Obstruct passage, block",0,4,0.0,0.0
"Obstruct passage, block",Express intent to provide military aid,0,58,0.0,0.0
Express intent to provide military aid,"Obstruct passage, block",0,92,0.0,0.0
"Obstruct passage, block",Refuse to release persons or property,0,58,0.0,0.0
Refuse to release persons or property,"Obstruct passage, block",0,19,0.0,0.0
"Obstruct passage, block",Increase police alert status,0,58,0.0,0.0
Increase police alert status,"Obstruct passage, block",0,25,0.0,0.0
"Obstruct passage, block","Return, release property",0,58,0.0,0.0
"Return, release property","Obstruct passage, block",0,10,0.0,0.0
"Obstruct passage, block",Ease military blockade,23,58,0.39655172413793105,0.4098360655737705
Ease military blockade,"Obstruct passage, block",2,3,0.6666666666666666,0.4098360655737705
"Obstruct passage, block",Appeal for material cooperation,1,58,0.017241379310344827,0.029411764705882353
Appeal for material cooperation,"Obstruct passage, block",1,10,0.1,0.029411764705882353
"Obstruct passage, block",Appeal for economic cooperation,0,58,0.0,0.0
Appeal for economic cooperation,"Obstruct passage, block",0,15,0.0,0.0
"Obstruct passage, block",Give ultimatum,0,58,0.0,0.0
Give ultimatum,"Obstruct passage, block",0,52,0.0,0.0
"Obstruct passage, block",Demand settling of dispute,0,58,0.0,0.0
Demand settling of dispute,"Obstruct passage, block",0,5,0.0,0.0
"Obstruct passage, block","Accuse of crime, corruption",0,58,0.0,0.0
"Accuse of crime, corruption","Obstruct passage, block",0,64,0.0,0.0
"Obstruct passage, block",Defend verbally,0,58,0.0,0.0
Defend verbally,"Obstruct passage, block",0,25,0.0,0.0
"Obstruct passage, block",Accuse of human rights abuses,0,58,0.0,0.0
Accuse of human rights abuses,"Obstruct passage, block",0,39,0.0,0.0
"Obstruct passage, block",Provide military protection or peacekeeping,0,58,0.0,0.0
Provide military protection or peacekeeping,"Obstruct passage, block",0,23,0.0,0.0
"Obstruct passage, block","Accuse of espionage, treason",0,58,0.0,0.0
"Accuse of espionage, treason","Obstruct passage, block",0,14,0.0,0.0
"Obstruct passage, block",Seize or damage property,0,58,0.0,0.0
Seize or damage property,"Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Accede to requests or demands for political reform,0,58,0.0,0.0
Accede to requests or demands for political reform,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block","Appeal for easing of economic sanctions, boycott, or embargo",0,58,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Appeal to yield,0,58,0.0,0.0
Appeal to yield,"Obstruct passage, block",0,7,0.0,0.0
"Obstruct passage, block",Demand military aid,0,58,0.0,0.0
Demand military aid,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block",Threaten to reduce or stop aid,23,58,0.39655172413793105,0.4032258064516129
Threaten to reduce or stop aid,"Obstruct passage, block",2,4,0.5,0.4032258064516129
"Obstruct passage, block",Refuse to ease administrative sanctions,0,58,0.0,0.0
Refuse to ease administrative sanctions,"Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Demand release of persons or property,0,58,0.0,0.0
Demand release of persons or property,"Obstruct passage, block",0,5,0.0,0.0
"Obstruct passage, block",Accede to demands for change in leadership,0,58,0.0,0.0
Accede to demands for change in leadership,"Obstruct passage, block",0,29,0.0,0.0
"Obstruct passage, block","Demand change in institutions, regime",0,58,0.0,0.0
"Demand change in institutions, regime","Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Appeal for easing of administrative sanctions,0,58,0.0,0.0
Appeal for easing of administrative sanctions,"Obstruct passage, block",0,13,0.0,0.0
"Obstruct passage, block",Appeal for release of persons or property,0,58,0.0,0.0
Appeal for release of persons or property,"Obstruct passage, block",0,30,0.0,0.0
"Obstruct passage, block",Demonstrate for policy change,0,58,0.0,0.0
Demonstrate for policy change,"Obstruct passage, block",0,4,0.0,0.0
"Obstruct passage, block",Appeal for aid,0,58,0.0,0.0
Appeal for aid,"Obstruct passage, block",0,22,0.0,0.0
"Obstruct passage, block",Appeal for rights,0,58,0.0,0.0
Appeal for rights,"Obstruct passage, block",0,9,0.0,0.0
"Obstruct passage, block",Appeal to engage in or accept mediation,0,58,0.0,0.0
Appeal to engage in or accept mediation,"Obstruct passage, block",0,33,0.0,0.0
"Obstruct passage, block",Engage in judicial cooperation,0,58,0.0,0.0
Engage in judicial cooperation,"Obstruct passage, block",0,10,0.0,0.0
"Obstruct passage, block",Engage in violent protest for rights,0,58,0.0,0.0
Engage in violent protest for rights,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Express intent to mediate,0,58,0.0,0.0
Express intent to mediate,"Obstruct passage, block",0,14,0.0,0.0
"Obstruct passage, block",Expel or withdraw peacekeepers,0,58,0.0,0.0
Expel or withdraw peacekeepers,"Obstruct passage, block",0,4,0.0,0.0
"Obstruct passage, block",Appeal for military protection or peacekeeping,0,58,0.0,0.0
Appeal for military protection or peacekeeping,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Accuse of war crimes,1,58,0.017241379310344827,0.03076923076923077
Accuse of war crimes,"Obstruct passage, block",1,7,0.14285714285714285,0.03076923076923077
"Obstruct passage, block",Reject military cooperation,0,58,0.0,0.0
Reject military cooperation,"Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Threaten to halt negotiations,0,58,0.0,0.0
Threaten to halt negotiations,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Ban political parties or politicians,0,58,0.0,0.0
Ban political parties or politicians,"Obstruct passage, block",0,7,0.0,0.0
"Obstruct passage, block",Express intent to change leadership,0,58,0.0,0.0
Express intent to change leadership,"Obstruct passage, block",0,6,0.0,0.0
"Obstruct passage, block",Demand material cooperation,1,58,0.017241379310344827,0.029850746268656716
Demand material cooperation,"Obstruct passage, block",1,9,0.1111111111111111,0.029850746268656716
"Obstruct passage, block",Express intent to institute political reform,0,58,0.0,0.0
Express intent to institute political reform,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Demand easing of administrative sanctions,0,58,0.0,0.0
Demand easing of administrative sanctions,"Obstruct passage, block",0,4,0.0,0.0
"Obstruct passage, block",Express intent to engage in material cooperation,0,58,0.0,0.0
Express intent to engage in material cooperation,"Obstruct passage, block",0,10,0.0,0.0
"Obstruct passage, block",Reduce or stop economic assistance,0,58,0.0,0.0
Reduce or stop economic assistance,"Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Demand intelligence cooperation,0,58,0.0,0.0
Demand intelligence cooperation,"Obstruct passage, block",0,15,0.0,0.0
"Obstruct passage, block",Ease curfew,4,58,0.06896551724137931,0.07936507936507936
Ease curfew,"Obstruct passage, block",1,5,0.2,0.07936507936507936
"Obstruct passage, block",Receive inspectors,0,58,0.0,0.0
Receive inspectors,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block",Engage in mass killings,0,58,0.0,0.0
Engage in mass killings,"Obstruct passage, block",0,12,0.0,0.0
"Obstruct passage, block",Demand rights,0,58,0.0,0.0
Demand rights,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block",Demand political reform,0,58,0.0,0.0
Demand political reform,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block",Demand judicial cooperation,0,58,0.0,0.0
Demand judicial cooperation,"Obstruct passage, block",0,4,0.0,0.0
"Obstruct passage, block",Violate ceasefire,0,58,0.0,0.0
Violate ceasefire,"Obstruct passage, block",0,4,0.0,0.0
"Obstruct passage, block",Express intent to accept mediation,0,58,0.0,0.0
Express intent to accept mediation,"Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Express intent to ease administrative sanctions,0,58,0.0,0.0
Express intent to ease administrative sanctions,"Obstruct passage, block",0,7,0.0,0.0
"Obstruct passage, block","Refuse to ease economic sanctions, boycott, or embargo",0,58,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Obstruct passage, block",0,4,0.0,0.0
"Obstruct passage, block",Demand that target yields,0,58,0.0,0.0
Demand that target yields,"Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Demand mediation,0,58,0.0,0.0
Demand mediation,"Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Appeal for humanitarian aid,0,58,0.0,0.0
Appeal for humanitarian aid,"Obstruct passage, block",0,7,0.0,0.0
"Obstruct passage, block",Obstruct passage to demand leadership change,0,58,0.0,0.0
Obstruct passage to demand leadership change,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block",Express intent to yield,0,58,0.0,0.0
Express intent to yield,"Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Threaten to halt mediation,0,58,0.0,0.0
Threaten to halt mediation,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Reject judicial cooperation,0,58,0.0,0.0
Reject judicial cooperation,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Reduce or stop military assistance,0,58,0.0,0.0
Reduce or stop military assistance,"Obstruct passage, block",0,8,0.0,0.0
"Obstruct passage, block",Threaten to reduce or break relations,0,58,0.0,0.0
Threaten to reduce or break relations,"Obstruct passage, block",0,4,0.0,0.0
"Obstruct passage, block",Demobilize armed forces,0,58,0.0,0.0
Demobilize armed forces,"Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Use as human shield,0,58,0.0,0.0
Use as human shield,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Demand policy change,0,58,0.0,0.0
Demand policy change,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block","Accede to demands for change in institutions, regime",0,58,0.0,0.0
"Accede to demands for change in institutions, regime","Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Reject economic cooperation,0,58,0.0,0.0
Reject economic cooperation,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block",Reject material cooperation,0,58,0.0,0.0
Reject material cooperation,"Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Halt mediation,0,58,0.0,0.0
Halt mediation,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Threaten with repression,0,58,0.0,0.0
Threaten with repression,"Obstruct passage, block",0,5,0.0,0.0
"Obstruct passage, block",Accede to demands for change in policy,0,58,0.0,0.0
Accede to demands for change in policy,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block",Investigate war crimes,0,58,0.0,0.0
Investigate war crimes,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Conduct hunger strike,0,58,0.0,0.0
Conduct hunger strike,"Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Destroy property,0,58,0.0,0.0
Destroy property,"Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Express intent to change policy,0,58,0.0,0.0
Express intent to change policy,"Obstruct passage, block",0,2,0.0,0.0
"Obstruct passage, block","Use chemical, biological, or radiological weapons",0,58,0.0,0.0
"Use chemical, biological, or radiological weapons","Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Reject request for military protection or peacekeeping,0,58,0.0,0.0
Reject request for military protection or peacekeeping,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Demand material aid,0,58,0.0,0.0
Demand material aid,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Reduce or stop material aid,0,58,0.0,0.0
Reduce or stop material aid,"Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Engage in mass expulsion,0,58,0.0,0.0
Engage in mass expulsion,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Appeal for policy change,0,58,0.0,0.0
Appeal for policy change,"Obstruct passage, block",0,12,0.0,0.0
"Obstruct passage, block",Investigate human rights abuses,0,58,0.0,0.0
Investigate human rights abuses,"Obstruct passage, block",0,3,0.0,0.0
"Obstruct passage, block",Carry out car bombing,0,58,0.0,0.0
Carry out car bombing,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Expel or withdraw,0,58,0.0,0.0
Expel or withdraw,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Grant asylum,0,58,0.0,0.0
Grant asylum,"Obstruct passage, block",0,7,0.0,0.0
"Obstruct passage, block",Ease state of emergency or martial law,0,58,0.0,0.0
Ease state of emergency or martial law,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Carry out roadside bombing,0,58,0.0,0.0
Carry out roadside bombing,"Obstruct passage, block",0,1,0.0,0.0
"Obstruct passage, block",Appeal for target to allow international involvement (non-mediation),0,58,0.0,0.0
Appeal for target to allow international involvement (non-mediation),"Obstruct passage, block",0,1,0.0,0.0
Mediate,Apologize,0,15,0.0,0.0
Apologize,Mediate,0,33,0.0,0.0
Mediate,Express intent to release persons or property,0,15,0.0,0.0
Express intent to release persons or property,Mediate,0,61,0.0,0.0
Mediate,Express intent to de-escalate military engagement,1,15,0.06666666666666667,0.043478260869565216
Express intent to de-escalate military engagement,Mediate,1,31,0.03225806451612903,0.043478260869565216
Mediate,Accede to demands for rights,0,15,0.0,0.0
Accede to demands for rights,Mediate,0,6,0.0,0.0
Mediate,Demand economic aid,0,15,0.0,0.0
Demand economic aid,Mediate,0,10,0.0,0.0
Mediate,Impose state of emergency or martial law,0,15,0.0,0.0
Impose state of emergency or martial law,Mediate,0,12,0.0,0.0
Mediate,Receive deployment of peacekeepers,0,15,0.0,0.0
Receive deployment of peacekeepers,Mediate,0,28,0.0,0.0
Mediate,Demand de-escalation of military engagement,0,15,0.0,0.0
Demand de-escalation of military engagement,Mediate,0,12,0.0,0.0
Mediate,"Declare truce, ceasefire",0,15,0.0,0.0
"Declare truce, ceasefire",Mediate,0,23,0.0,0.0
Mediate,Reduce or stop humanitarian assistance,0,15,0.0,0.0
Reduce or stop humanitarian assistance,Mediate,0,4,0.0,0.0
Mediate,Appeal to others to settle dispute,0,15,0.0,0.0
Appeal to others to settle dispute,Mediate,0,12,0.0,0.0
Mediate,Reject request for military aid,0,15,0.0,0.0
Reject request for military aid,Mediate,0,1,0.0,0.0
Mediate,"Threaten with political dissent, protest",0,15,0.0,0.0
"Threaten with political dissent, protest",Mediate,0,5,0.0,0.0
Mediate,Acknowledge or claim responsibility,0,15,0.0,0.0
Acknowledge or claim responsibility,Mediate,0,62,0.0,0.0
Mediate,"Express intent to ease economic sanctions, boycott, or embargo",1,15,0.06666666666666667,0.06060606060606061
"Express intent to ease economic sanctions, boycott, or embargo",Mediate,1,18,0.05555555555555555,0.06060606060606061
Mediate,Coerce,0,15,0.0,0.0
Coerce,Mediate,0,95,0.0,0.0
Mediate,fight with artillery and tanks,0,15,0.0,0.0
fight with artillery and tanks,Mediate,0,32,0.0,0.0
Mediate,Express intent to cooperate on intelligence,0,15,0.0,0.0
Express intent to cooperate on intelligence,Mediate,0,8,0.0,0.0
Mediate,Express intent to settle dispute,0,15,0.0,0.0
Express intent to settle dispute,Mediate,0,54,0.0,0.0
Mediate,Express accord,0,15,0.0,0.0
Express accord,Mediate,0,79,0.0,0.0
Mediate,Decline comment,1,15,0.06666666666666667,0.08108108108108109
Decline comment,Mediate,2,22,0.09090909090909091,0.08108108108108109
Mediate,Rally opposition against,0,15,0.0,0.0
Rally opposition against,Mediate,0,68,0.0,0.0
Mediate,Rally support on behalf of,0,15,0.0,0.0
Rally support on behalf of,Mediate,0,96,0.0,0.0
Mediate,Halt negotiations,0,15,0.0,0.0
Halt negotiations,Mediate,0,27,0.0,0.0
Mediate,Appeal for military aid,0,15,0.0,0.0
Appeal for military aid,Mediate,0,26,0.0,0.0
Mediate,Threaten with military force,0,15,0.0,0.0
Threaten with military force,Mediate,0,91,0.0,0.0
Mediate,Express intent to provide military protection or peacekeeping,0,15,0.0,0.0
Express intent to provide military protection or peacekeeping,Mediate,0,6,0.0,0.0
Mediate,Assassinate,0,15,0.0,0.0
Assassinate,Mediate,0,44,0.0,0.0
Mediate,"Threaten with sanctions, boycott, embargo",0,15,0.0,0.0
"Threaten with sanctions, boycott, embargo",Mediate,0,6,0.0,0.0
Mediate,Demand change in leadership,0,15,0.0,0.0
Demand change in leadership,Mediate,0,64,0.0,0.0
Mediate,Appeal for economic aid,0,15,0.0,0.0
Appeal for economic aid,Mediate,0,23,0.0,0.0
Mediate,Refuse to de-escalate military engagement,0,15,0.0,0.0
Refuse to de-escalate military engagement,Mediate,0,4,0.0,0.0
Mediate,Express intent to provide military aid,1,15,0.06666666666666667,0.028037383177570093
Express intent to provide military aid,Mediate,2,92,0.021739130434782608,0.028037383177570093
Mediate,Refuse to release persons or property,0,15,0.0,0.0
Refuse to release persons or property,Mediate,0,19,0.0,0.0
Mediate,Increase police alert status,0,15,0.0,0.0
Increase police alert status,Mediate,0,25,0.0,0.0
Mediate,"Return, release property",0,15,0.0,0.0
"Return, release property",Mediate,0,10,0.0,0.0
Mediate,Ease military blockade,0,15,0.0,0.0
Ease military blockade,Mediate,0,3,0.0,0.0
Mediate,Appeal for material cooperation,0,15,0.0,0.0
Appeal for material cooperation,Mediate,0,10,0.0,0.0
Mediate,Appeal for economic cooperation,0,15,0.0,0.0
Appeal for economic cooperation,Mediate,0,15,0.0,0.0
Mediate,Give ultimatum,0,15,0.0,0.0
Give ultimatum,Mediate,0,52,0.0,0.0
Mediate,Demand settling of dispute,1,15,0.06666666666666667,0.1
Demand settling of dispute,Mediate,1,5,0.2,0.1
Mediate,"Accuse of crime, corruption",0,15,0.0,0.0
"Accuse of crime, corruption",Mediate,0,64,0.0,0.0
Mediate,Defend verbally,0,15,0.0,0.0
Defend verbally,Mediate,0,25,0.0,0.0
Mediate,Accuse of human rights abuses,0,15,0.0,0.0
Accuse of human rights abuses,Mediate,0,39,0.0,0.0
Mediate,Provide military protection or peacekeeping,0,15,0.0,0.0
Provide military protection or peacekeeping,Mediate,0,23,0.0,0.0
Mediate,"Accuse of espionage, treason",0,15,0.0,0.0
"Accuse of espionage, treason",Mediate,0,14,0.0,0.0
Mediate,Seize or damage property,0,15,0.0,0.0
Seize or damage property,Mediate,0,8,0.0,0.0
Mediate,Accede to requests or demands for political reform,0,15,0.0,0.0
Accede to requests or demands for political reform,Mediate,0,2,0.0,0.0
Mediate,"Appeal for easing of economic sanctions, boycott, or embargo",0,15,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Mediate,0,1,0.0,0.0
Mediate,Appeal to yield,0,15,0.0,0.0
Appeal to yield,Mediate,0,7,0.0,0.0
Mediate,Demand military aid,0,15,0.0,0.0
Demand military aid,Mediate,0,2,0.0,0.0
Mediate,Threaten to reduce or stop aid,0,15,0.0,0.0
Threaten to reduce or stop aid,Mediate,0,4,0.0,0.0
Mediate,Refuse to ease administrative sanctions,0,15,0.0,0.0
Refuse to ease administrative sanctions,Mediate,0,8,0.0,0.0
Mediate,Demand release of persons or property,0,15,0.0,0.0
Demand release of persons or property,Mediate,0,5,0.0,0.0
Mediate,Accede to demands for change in leadership,0,15,0.0,0.0
Accede to demands for change in leadership,Mediate,0,29,0.0,0.0
Mediate,"Demand change in institutions, regime",0,15,0.0,0.0
"Demand change in institutions, regime",Mediate,0,8,0.0,0.0
Mediate,Appeal for easing of administrative sanctions,0,15,0.0,0.0
Appeal for easing of administrative sanctions,Mediate,0,13,0.0,0.0
Mediate,Appeal for release of persons or property,0,15,0.0,0.0
Appeal for release of persons or property,Mediate,0,30,0.0,0.0
Mediate,Demonstrate for policy change,0,15,0.0,0.0
Demonstrate for policy change,Mediate,0,4,0.0,0.0
Mediate,Appeal for aid,0,15,0.0,0.0
Appeal for aid,Mediate,0,22,0.0,0.0
Mediate,Appeal for rights,0,15,0.0,0.0
Appeal for rights,Mediate,0,9,0.0,0.0
Mediate,Appeal to engage in or accept mediation,0,15,0.0,0.0
Appeal to engage in or accept mediation,Mediate,0,33,0.0,0.0
Mediate,Engage in judicial cooperation,0,15,0.0,0.0
Engage in judicial cooperation,Mediate,0,10,0.0,0.0
Mediate,Engage in violent protest for rights,0,15,0.0,0.0
Engage in violent protest for rights,Mediate,0,1,0.0,0.0
Mediate,Express intent to mediate,1,15,0.06666666666666667,0.06896551724137931
Express intent to mediate,Mediate,1,14,0.07142857142857142,0.06896551724137931
Mediate,Expel or withdraw peacekeepers,0,15,0.0,0.0
Expel or withdraw peacekeepers,Mediate,0,4,0.0,0.0
Mediate,Appeal for military protection or peacekeeping,0,15,0.0,0.0
Appeal for military protection or peacekeeping,Mediate,0,1,0.0,0.0
Mediate,Accuse of war crimes,0,15,0.0,0.0
Accuse of war crimes,Mediate,0,7,0.0,0.0
Mediate,Reject military cooperation,0,15,0.0,0.0
Reject military cooperation,Mediate,0,3,0.0,0.0
Mediate,Threaten to halt negotiations,0,15,0.0,0.0
Threaten to halt negotiations,Mediate,0,1,0.0,0.0
Mediate,Ban political parties or politicians,0,15,0.0,0.0
Ban political parties or politicians,Mediate,0,7,0.0,0.0
Mediate,Express intent to change leadership,0,15,0.0,0.0
Express intent to change leadership,Mediate,0,6,0.0,0.0
Mediate,Demand material cooperation,0,15,0.0,0.0
Demand material cooperation,Mediate,0,9,0.0,0.0
Mediate,Express intent to institute political reform,0,15,0.0,0.0
Express intent to institute political reform,Mediate,0,1,0.0,0.0
Mediate,Demand easing of administrative sanctions,0,15,0.0,0.0
Demand easing of administrative sanctions,Mediate,0,4,0.0,0.0
Mediate,Express intent to engage in material cooperation,0,15,0.0,0.0
Express intent to engage in material cooperation,Mediate,0,10,0.0,0.0
Mediate,Reduce or stop economic assistance,0,15,0.0,0.0
Reduce or stop economic assistance,Mediate,0,8,0.0,0.0
Mediate,Demand intelligence cooperation,0,15,0.0,0.0
Demand intelligence cooperation,Mediate,0,15,0.0,0.0
Mediate,Ease curfew,0,15,0.0,0.0
Ease curfew,Mediate,0,5,0.0,0.0
Mediate,Receive inspectors,0,15,0.0,0.0
Receive inspectors,Mediate,0,2,0.0,0.0
Mediate,Engage in mass killings,0,15,0.0,0.0
Engage in mass killings,Mediate,0,12,0.0,0.0
Mediate,Demand rights,0,15,0.0,0.0
Demand rights,Mediate,0,2,0.0,0.0
Mediate,Demand political reform,0,15,0.0,0.0
Demand political reform,Mediate,0,2,0.0,0.0
Mediate,Demand judicial cooperation,0,15,0.0,0.0
Demand judicial cooperation,Mediate,0,4,0.0,0.0
Mediate,Violate ceasefire,0,15,0.0,0.0
Violate ceasefire,Mediate,0,4,0.0,0.0
Mediate,Express intent to accept mediation,0,15,0.0,0.0
Express intent to accept mediation,Mediate,0,8,0.0,0.0
Mediate,Express intent to ease administrative sanctions,0,15,0.0,0.0
Express intent to ease administrative sanctions,Mediate,0,7,0.0,0.0
Mediate,"Refuse to ease economic sanctions, boycott, or embargo",0,15,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Mediate,0,4,0.0,0.0
Mediate,Demand that target yields,0,15,0.0,0.0
Demand that target yields,Mediate,0,8,0.0,0.0
