,head,relation,tail,time
1273,Angela Merkel,Make a visit,Romania,2010-10-12
1274,Appeals Court (Malaysia),Deny responsibility,Lawyer/Attorney (Malaysia),2012-04-05
1275,Armed Gang (Thailand),Use unconventional violence,Citizen (Thailand),2009-04-28
1276,Yasuo Fukuda,Express intent to cooperate economically,Lee Myung Bak,2008-02-25
1277,Portugal,Host a visit,Royal Administration (Spain),2014-07-07
1278,Japan,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2015-06-22
1279,Government (Burundi),"Declare truce, ceasefire",Rebel Group (Burundi),2005-05-12
1280,Lee Myung Bak,Discuss by telephone,Barack Obama,2011-12-19
1281,South Korea,Express intent to cooperate,China,2006-08-29
1282,Businessperson (Australia),Deny responsibility,Citizen (Australia),2005-06-23
1283,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2007-08-01
1284,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2015-11-19
1285,Wen Jiabao,"Return, release person(s)",China,2008-02-04
1286,Abhisit Vejjajiva,Make statement,Protester (Thailand),2010-04-04
1287,Laos,Express intent to cooperate,Vietnam,2007-02-05
1288,South Korea,Engage in negotiation,Japan,2014-04-16
1289,Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-10-02
1290,Oman,Sign formal agreement,Iran,2015-05-26
1291,UN Security Council,Express intent to settle dispute,Sudan,2013-11-18
1292,China,Praise or endorse,Japan,2009-05-22
1293,Citizen (Nigeria),Appeal for intelligence,Government (Nigeria),2015-09-18
1294,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2011-10-21
1295,South Sudan,Make statement,Sudan,2013-01-04
1296,Japan,Express intent to cooperate,South Korea,2010-08-22
1297,Lawyer/Attorney (United Kingdom),Accuse,Citizen (United Kingdom),2006-11-07
1298,China,Make an appeal or request,Japan,2007-05-29
1299,Nuri al-Maliki,Make a visit,Iran,2006-09-12
1300,Police (Australia),Investigate,Citizen (Australia),2006-06-24
1301,Iran,Express intent to meet or negotiate,China,2006-06-15
1302,Tzipi Livni,Express intent to meet or negotiate,Mahmoud Abbas,2006-05-21
1303,Iran,Provide military aid,Iraq,2014-06-11
1304,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2006-07-10
1305,Military Personnel - Special (India),fight with small arms and light weapons,Protester (India),2010-06-26
1306,Member of Parliament (Australia),Demand,Citizen (Australia),2008-06-23
1307,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2012-11-16
1308,Japan,Express intent to settle dispute,China,2008-06-16
1309,South Sudan,"Demand change in institutions, regime",Sudan,2012-07-21
1310,Japan,Express intent to cooperate,Association of Southeast Asian Nations,2007-11-21
1311,Angela Merkel,Make statement,Government (Germany),2005-07-17
1312,Benazir Bhutto,Make statement,Pervez Musharraf,2007-09-01
1313,Mahmoud Abbas,Engage in negotiation,Benjamin Netanyahu,2010-09-06
1314,Ma Ying Jeou,Express intent to engage in diplomatic cooperation (such as policy support),China,2008-03-18
1315,Yasuo Fukuda,Express intent to meet or negotiate,Lee Myung Bak,2008-04-21
1316,Police (Australia),Accuse,Citizen (Australia),2008-05-29
1317,China,Engage in diplomatic cooperation,South Korea,2007-09-14
1318,Lawyer/Attorney (Sweden),"Arrest, detain, or charge with legal action",Julian Paul Assange,2010-08-25
1319,South Korea,Host a visit,China,2014-07-03
1320,Japan,Consult,South Korea,2009-04-05
1321,China,Express intent to cooperate,Japan,2006-02-07
1322,Barack Obama,Discuss by telephone,Joanne Liu,2015-10-08
1323,Thongsing Thammavong,Express intent to meet or negotiate,Vietnam,2011-03-01
1324,Police (Australia),Coerce,Citizen (Australia),2006-07-26
1325,Thailand,Express intent to settle dispute,Cambodia,2008-10-14
1326,Vietnam,Express intent to cooperate,China,2009-03-20
1327,Police (South Africa),Demand,South Africa,2006-04-20
1328,Police (Australia),Investigate,Citizen (Australia),2007-09-16
1329,Barack Obama,Express intent to settle dispute,South Sudan,2013-12-20
1330,Rapid Action Battalion,Use conventional military force,Citizen (Bangladesh),2005-12-10
1331,Barack Obama,Make statement,Mahmoud Abbas,2014-03-18
1332,Police (Australia),Confiscate property,Citizen (Australia),2008-01-30
1333,Segolene Royal,Make optimistic comment,China,2007-01-08
1334,Citizen (Nigeria),Praise or endorse,Government (Nigeria),2012-08-22
1335,Wesley K. Clark,Make pessimistic comment,Iran,2007-02-07
1336,China,Accuse,Japan,2012-09-25
1337,Tzipi Livni,Make a visit,France,2006-08-23
1338,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2008-01-30
1339,Donald Rumsfeld,Make statement,China,2005-06-04
1340,Head of Government (Ghana),Express intent to meet or negotiate,China,2010-09-20
1341,Police (Australia),Express accord,Citizen (Australia),2007-09-16
1342,Kim Kye Gwan,Consult,Bill Richardson,2007-04-09
1343,Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014-06-12
1344,Vietnam,Express intent to cooperate,China,2005-11-01
1345,Kuomintang,Criticize or denounce,Tu Cheng-sheng,2007-08-24
1346,Military (Madagascar),Use conventional military force,Madagascar,2009-03-17
1347,China,Consult,Japan,2007-10-30
1348,Barack Obama,Make an appeal or request,South Sudan,2013-12-20
1349,Alexis Tsipras,Criticize or denounce,Citizen (Greece),2015-06-29
1350,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2011-02-16
1351,South Korea,Consult,China,2010-12-23
1352,South Korea,Express intent to cooperate,Japan,2010-05-15
1353,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2009-05-14
1354,Mahmoud Abbas,Consult,Barack Obama,2009-05-28
1355,South Korea,Consult,Japan,2009-03-12
1356,Police (Australia),Accuse,Citizen (Australia),2011-02-04
1357,China,Express intent to settle dispute,Vietnam,2015-03-11
1358,China,Engage in diplomatic cooperation,Vietnam,2009-09-30
1359,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2005-01-12
1360,China,Express intent to meet or negotiate,South Africa,2008-06-12
1361,Barack Obama,Retreat or surrender militarily,Iraq,2014-09-11
1362,Iran,Host a visit,Refugee (Afghanistan),2009-04-24
1363,Thailand,Make statement,Malaysia,2005-11-24
1364,Wen Jiabao,Consult,Media Personnel (Japan),2007-04-04
1365,Japan,Provide economic aid,China,2008-05-13
1366,Government (Guinea-Bissau),Praise or endorse,Muhammad VI,2015-05-28
1367,Police (Australia),"Return, release person(s)",Citizen (Australia),2005-03-16
1368,Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2015-09-18
1369,Barack Obama,Make a visit,Mexico,2009-03-19
1370,Bolivia,Host a visit,Evo Morales,2005-12-23
1371,Association of Southeast Asian Nations,Express intent to meet or negotiate,Japan,2006-06-28
1372,China,Appeal for diplomatic cooperation (such as policy support),Japan,2005-04-22
1373,Iran,Sign formal agreement,Iraq,2014-12-09
1374,China,Engage in diplomatic cooperation,Japan,2005-11-25
1375,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2015-03-10
1376,Ivan Gasparovic,Consult,Frantisek Kasický,2006-07-17
1377,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2015-10-07
1378,Protester (Egypt),"Protest violently, riot",Police (Egypt),2013-03-02
1379,Vincent C. Siew,Make a visit,China,2008-04-07
1380,Citizen (Greece),Criticize or denounce,Alexis Tsipras,2015-07-15
1381,Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2005-08-19
1382,Mahmoud Abbas,Consult,Barack Obama,2009-09-25
1383,Government (Nigeria),Forgive,Militant (Nigeria),2009-07-14
1384,China,Express intent to meet or negotiate,Japan,2006-12-07
1385,Vietnam,Sign formal agreement,Laos,2008-01-03
1386,Benjamin Netanyahu,Accuse,Mahmoud Abbas,2015-10-23
1387,Mikhail Yefimovich Fradkov,Consult,Yuriy Yekhanurov,2005-09-30
1388,Angela Merkel,Engage in negotiation,Dmitry Anatolyevich Medvedev,2010-07-14
1389,Muhammadu Buhari,Criticize or denounce,Government (Nigeria),2015-06-30
1390,Benjamin Netanyahu,Consult,Dmitry Anatolyevich Medvedev,2010-02-14
1391,Barack Obama,Make statement,Benjamin Netanyahu,2010-07-06
1392,Israeli Defense Forces,Use conventional military force,"Women (Palestinian Territory, Occupied)",2015-11-06
1393,Citizen (Nigeria),Make an appeal or request,Muhammadu Buhari,2015-08-12
1394,Japan,Engage in negotiation,South Korea,2015-10-15
1395,George Yeo,Express intent to meet or negotiate,South Korea,2007-06-04
1396,Wen Jiabao,Praise or endorse,Helmut Schmidt,2012-04-22
1397,Wen Jiabao,Express intent to meet or negotiate,Shaukat Aziz,2005-04-05
1398,Opposition Supporter (Pakistan),Consult,Abdullah Gül,2007-12-03
1399,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2006-05-03
1400,Ma Ying Jeou,Cooperate economically,China,2008-04-22
1401,Mahmoud Ahmadinejad,Make statement,Iran,2006-08-01
1402,China,Consult,France,2005-09-01
1403,Iran,Express intent to engage in diplomatic cooperation (such as policy support),Iraq,2014-06-11
1404,Head of Government (Qatar),Express intent to meet or negotiate,Angela Merkel,2014-09-17
1405,Tzipi Livni,Consult,Mahmoud Abbas,2006-05-21
1406,Roh Moo Hyun,Engage in negotiation,Oluṣẹgun Ọbasanjọ,2006-11-06
1407,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2005-04-14
1408,Criminal (Zambia),Physically assault,Citizen (Zambia),2008-10-21
1409,Segolene Royal,Engage in negotiation,Angela Merkel,2007-03-06
1410,China,Sign formal agreement,Vietnam,2006-11-20
1411,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2007-11-01
1412,Israeli Defense Forces,fight with small arms and light weapons,"Armed Gang (Palestinian Territory, Occupied)",2006-07-06
1413,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2005-09-19
1414,Dmitry Anatolyevich Medvedev,Express intent to cooperate,Islam Karimov,2010-11-27
1415,Court Judge (United Kingdom),Reject,Citizen (United Kingdom),2010-04-29
1416,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2005-09-19
1417,Japan,Engage in negotiation,China,2006-07-21
1418,China,Criticize or denounce,Vietnam,2015-03-11
1419,Sudan,Meet at a 'third' location,South Sudan,2012-07-26
1420,Barack Obama,Criticize or denounce,Iran,2009-09-25
1421,Japan,Host a visit,Lee Myung Bak,2012-08-26
1422,Barack Obama,Make statement,Sudan,2009-10-19
1423,Japan,Express intent to meet or negotiate,China,2007-04-05
1424,Citizen (Nigeria),Appeal for diplomatic cooperation (such as policy support),Government (Nigeria),2015-07-24
1425,Abdul Kalam,Host a visit,Carlo Azeglio Ciampi,2005-02-14
1426,Japan,Make a visit,China,2006-11-29
1427,Thailand,Consult,Cambodia,2008-10-14
1428,Police (Australia),Confiscate property,Citizen (Australia),2012-07-27
1429,John Brennan,Make an appeal or request,Ali Abdullah Saleh,2011-07-12
1430,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-10-10
1431,Japan,Express intent to cooperate,China,2005-11-02
1432,China,Make optimistic comment,Vietnam,2006-11-20
1433,Japan,Consult,China,2007-03-15
1434,Citizen (Nigeria),"Defy norms, law",Government (Nigeria),2012-11-09
1435,Police (Australia),Accuse,Citizen (Australia),2014-01-28
1436,Barack Obama,Praise or endorse,Mexico,2013-05-02
1437,Tzipi Livni,Make optimistic comment,France,2006-07-29
1438,Barack Obama,Make a visit,China,2012-02-17
1439,Mahmoud Ahmadinejad,Make statement,Iran,2007-05-24
1440,Barack Obama,Make statement,Iraq,2014-08-12
1441,Appeals Court (Malaysia),Reject,Lawyer/Attorney (Malaysia),2012-04-05
1442,Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2007-09-19
1443,Vietnam,Sign formal agreement,Laos,2009-02-05
1444,South Korea,Engage in diplomatic cooperation,China,2011-03-19
1445,Foreign Affairs (South Korea),Reduce or break diplomatic relations,Japan,2005-10-24
1446,China,Consult,South Korea,2006-01-20
1447,Japan,Engage in diplomatic cooperation,China,2005-04-22
1448,Japan,Engage in negotiation,China,2009-06-07
1449,Eritrea,Accuse,Ethiopia,2011-08-17
1450,Barack Obama,Make empathetic comment,Joanne Liu,2015-10-08
1451,Police (Australia),Make an appeal or request,Citizen (Australia),2005-06-09
1452,Jackson Mandago,Accuse,Citizen (Uganda),2015-04-18
1453,Lawyer/Attorney (Australia),Make a visit,The Hague,2012-07-03
1454,Yasuo Fukuda,Express intent to engage in diplomatic cooperation (such as policy support),Roh Moo Hyun,2007-10-05
1455,China,Consult,Shivshankar Menon,2010-07-07
1456,Lee Myung Bak,Consult,Ministry (South Korea),2008-03-10
1457,Japan,Express intent to cooperate,China,2007-08-06
1458,Japan,Express intent to cooperate,China,2009-01-07
1459,Yemen,"Arrest, detain, or charge with legal action",Criminal (Somalia),2010-05-27
1460,China,Engage in negotiation,Japan,2006-12-07
1461,France,Demand,Iran,2007-10-05
1462,Japan,Express intent to cooperate,China,2005-10-14
1463,Likud,Make statement,Benjamin Netanyahu,2009-03-18
1464,Vietnam,"Arrest, detain, or charge with legal action",Citizen (Australia),2008-03-22
1465,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2011-07-15
1466,South Korea,Demand diplomatic cooperation (such as policy support),Japan,2015-12-11
1467,South Korea,Sign formal agreement,Japan,2009-01-07
1468,Barack Obama,Meet at a 'third' location,Angela Merkel,2015-02-14
1469,Mahmoud Ahmadinejad,Make a visit,Iran,2012-03-26
1470,Vietnam,Consult,Cambodia,2010-08-05
1471,Wen Jiabao,Express intent to meet or negotiate,Media Personnel (Japan),2007-04-04
1472,China,Engage in diplomatic cooperation,Japan,2005-06-02
1473,Barack Obama,Discuss by telephone,Lee Myung Bak,2008-11-11
1474,Head of Government (Sri Lanka),Engage in negotiation,Pervez Musharraf,2005-02-09
1475,Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2009-01-12
1476,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-04-17
1477,South Korea,Demand,Japan,2015-11-06
1478,Mekong River Commission,Consult,Vietnam,2014-04-05
1479,Barack Obama,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2010-04-08
1480,Bolivia,Praise or endorse,Evo Morales,2006-01-22
1481,South Sudan,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2012-09-26
1482,Japan,Make an appeal or request,South Korea,2005-05-17
1483,Police (Australia),Engage in negotiation,Lawyer/Attorney (Australia),2006-12-14
1484,Barack Obama,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2011-11-10
1485,Barack Obama,Express intent to meet or negotiate,Iran,2009-01-27
1486,Dimeji Bankole,Express intent to meet or negotiate,Citizen (Nigeria),2009-03-05
1487,Tony Blair,Consult,Iraq,2007-05-19
1488,Mahmoud Abbas,Consult,Barack Obama,2010-06-08
1489,Citizen (Nigeria),Express intent to provide material aid,Government (Nigeria),2012-08-22
1490,Barack Obama,Express intent to meet or negotiate,Cristina Fernández de Kirchner,2010-04-13
1491,China,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2006-02-01
1492,City Mayor (Philippines),Consult,Police (Philippines),2009-03-12
1493,Sedki Sobhi,Praise or endorse,Police (Egypt),2014-04-01
1494,Association of Southeast Asian Nations,Express intent to meet or negotiate,Japan,2008-10-27
1495,Lawyer/Attorney (Sweden),Make statement,Julian Paul Assange,2011-02-09
1496,Iraq,Host a visit,Mahmoud Ahmadinejad,2008-03-03
1497,China,Host a visit,Donald Rumsfeld,2005-10-21
1498,Police (Australia),Investigate,Citizen (Australia),2006-08-28
1499,Police (Australia),Use tactics of violent repression,Citizen (Australia),2007-09-07
1500,Japan,Consult,South Korea,2010-08-20
1501,Police (Australia),Demand,Criminal (Australia),2005-11-08
1502,China,Express intent to provide material aid,South Korea,2014-04-17
1503,Children (Netherlands),Criticize or denounce,Business (Netherlands),2012-09-24
1504,Iran,"Defy norms, law",UN Security Council,2006-09-05
1505,Police (Australia),Make an appeal or request,Citizen (Australia),2008-07-29
1506,South Sudan,Accuse,Sudan,2012-07-21
1507,Mahmoud Ahmadinejad,Make a visit,Rafael Correa,2012-01-12
1508,Cabinet / Council of Ministers / Advisors (United States),Engage in negotiation,Presidential Candidate (Afghanistan),2014-07-11
1509,Police (Australia),Sexually assault,Citizen (Australia),2014-03-27
1510,Japan,Express intent to meet or negotiate,South Korea,2006-06-13
1511,Evo Morales,Consult,Xi Jinping,2013-12-20
1512,China,Make an appeal or request,Japan,2006-10-17
1513,Tony Blair,Praise or endorse,Nasser Judeh,2012-04-24
1514,Malaysia,Express intent to cooperate,Vietnam,2010-05-13
1515,China,Express intent to meet or negotiate,France,2006-10-10
1516,Angela Merkel,Sign formal agreement,Dmitry Anatolyevich Medvedev,2010-07-14
1517,Sudan,Employ aerial weapons,South Sudan,2012-04-13
1518,China,Engage in negotiation,Japan,2005-12-06
1519,Police (Australia),Confiscate property,Citizen (Australia),2008-12-03
1520,Mahmoud Ahmadinejad,Make a visit,Iran,2013-01-22
1521,Vietnam,Make an appeal or request,China,2015-03-07
1522,Abhisit Vejjajiva,Reject,Citizen (Thailand),2010-03-29
1523,Donald Rumsfeld,Make pessimistic comment,China,2005-10-21
1524,South Korea,Make statement,China,2006-07-26
1525,Qatar,Make statement,Sudan,2009-07-09
1526,Police (Australia),Confiscate property,Citizen (Australia),2008-05-24
1527,Police (Uganda),Use conventional military force,Citizen (Uganda),2008-09-02
1528,Angela Merkel,Express intent to meet or negotiate,Gerhard Schröder,2005-10-05
1529,Police (Australia),Make an appeal or request,Citizen (Australia),2005-03-16
1530,Government (Nigeria),Use conventional military force,Citizen (Nigeria),2015-07-08
1531,Japan,Consult,China,2007-12-01
1532,City Mayor (Philippines),Make statement,Police (Philippines),2009-03-12
1533,Appeals Court (Chile),"Return, release person(s)",Augusto Pinochet,2006-01-02
1534,China,Express intent to cooperate,Japan,2008-07-22
1535,Massoud Barzani,Make statement,Iraq,2015-03-04
1536,Shimon Peres,Engage in negotiation,Mahmoud Abbas,2006-05-21
1537,Abhisit Vejjajiva,Express intent to meet or negotiate,Vietnam,2009-07-13
1538,Japan,Engage in negotiation,South Korea,2006-04-21
1539,Valentin Sobolev,Make a visit,Iran,2008-04-27
1540,Iran,"Defy norms, law",UN Security Council,2008-03-04
1541,Jackson Mandago,Reduce relations,Citizen (Uganda),2015-04-18
1542,African Union,Provide military protection or peacekeeping,Sudan,2006-09-19
1543,Lee Myung Bak,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2010-11-10
1544,China,Consult,South Korea,2006-01-05
1545,Muhammadu Buhari,Engage in symbolic act,Citizen (Nigeria),2011-04-22
1546,Barack Obama,Retreat or surrender militarily,Iraq,2011-10-22
1547,Citizen (Tanzania),Demand,Tanzania,2011-03-29
1548,Rafael Correa,Make a visit,Colombia,2008-03-07
1549,Iran,Express intent to meet or negotiate,Yemen,2015-04-30
1550,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2005-10-29
1551,Japan,Express intent to cooperate,China,2007-01-23
1552,Yoshihiko Noda,Make optimistic comment,Japan,2011-11-04
1553,China,Consult,South Korea,2009-04-12
1554,Islam Karimov,Sign formal agreement,Gurbanguly Berdymukhammedov,2007-10-18
1555,Dmitry Anatolyevich Medvedev,Engage in negotiation,Abdullah Gül,2010-05-12
1556,China,"Declare truce, ceasefire",Japan,2006-10-08
1557,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2006-08-29
1558,Somsavat Lengsava,Make statement,Laos,2006-03-21
1559,Ministry (Iran),Consider policy option,Head of Government (Pakistan),2013-02-20
1560,Japan,Engage in negotiation,China,2006-12-18
1561,South Sudan,Accuse,Sudan,2012-09-26
1562,Revolutionary Socialist Party,Make an appeal or request,A.K. Antony,2008-05-05
1563,Lien Chan,Express intent to meet or negotiate,China,2005-04-25
1564,Criminal (Australia),Appeal for change in leadership,Citizen (Australia),2005-05-07
1565,Barack Obama,Make statement,Dmitry Anatolyevich Medvedev,2010-04-08
1566,al-Aqsa Martyrs' Brigades,Demand,Citizen (International),2006-01-07
1567,China,Sign formal agreement,Japan,2008-05-16
1568,Citizen (Nigeria),Appeal for diplomatic cooperation (such as policy support),Government (Nigeria),2014-02-28
1569,Mexico,Consult,China,2009-07-09
1570,South Korea,Consult,Japan,2010-05-15
1571,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2007-11-01
1572,Morteza Sarmadi,Engage in negotiation,Iraq,2015-04-02
1573,Japan,Consult,China,2006-07-27
1574,South Korea,Express intent to cooperate,Japan,2005-11-08
1575,China,Make an appeal or request,Japan,2005-04-22
1576,Yasuo Fukuda,Engage in negotiation,China,2007-12-28
1577,Eritrea,Make statement,Ethiopia,2011-08-17
1578,Jaroslav Palas,Make a visit,Mexico,2005-02-08
1579,Police (Australia),Make an appeal or request,Citizen (Australia),2009-01-30
1580,Government (Nigeria),Accuse,Citizen (Nigeria),2012-10-25
1581,Citizen (Australia),Reduce relations,Julia Gillard,2010-09-07
1582,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2008-07-04
1583,Roh Moo Hyun,Express intent to meet or negotiate,Head of Government (Mongolia),2006-05-08
1584,Prachanda,Consult,Shivshankar Menon,2009-02-18
1585,Armed Gang (Thailand),fight with small arms and light weapons,Citizen (Thailand),2009-04-28
1586,Member of Parliament (Australia),Rally opposition against,Citizen (Australia),2015-09-17
1587,China,Criticize or denounce,Japan,2005-04-22
1588,South Korea,Make statement,Japan,2006-10-11
1589,China,"Ease economic sanctions, boycott, embargo",Japan,2007-04-12
1590,Emmanuel Eweta Uduaghan,Make an appeal or request,Citizen (Nigeria),2014-10-22
1591,Yasuo Fukuda,Appeal for diplomatic cooperation (such as policy support),Roh Moo Hyun,2007-10-05
1592,Japan,Consult,China,2006-05-18
1593,Barack Obama,Make statement,China,2009-01-13
1594,Citizen (Australia),Make an appeal or request,Member of Parliament (Australia),2008-06-09
1595,Japan,Halt negotiations,China,2006-05-07
1596,Police (South Korea),"Arrest, detain, or charge with legal action",Criminal (South Korea),2011-05-15
1597,Japan,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2010-11-18
1598,Iran,Sign formal agreement,Iraq,2008-02-25
1599,Thailand,Engage in diplomatic cooperation,Cambodia,2009-11-16
1600,South Sudan,Consult,Sudan,2012-02-14
1601,Benjamin Netanyahu,Criticize or denounce,Barack Obama,2009-05-29
1602,Thailand,Sign formal agreement,China,2014-12-25
1603,Xi Jinping,Make statement,China,2015-05-28
1604,Sudan,Express intent to engage in diplomatic cooperation (such as policy support),South Sudan,2012-09-27
1605,Evo Morales,Make a visit,Bolivia,2007-03-08
1606,Japan,Sign formal agreement,Kuwait,2012-03-22
1607,Roh Moo Hyun,Make a visit,China,2007-04-10
1608,Yasuo Fukuda,Engage in symbolic act,Lee Myung Bak,2008-02-25
1609,Protester (Egypt),Demonstrate or rally,Police (Egypt),2011-01-26
1610,Xi Jinping,Engage in symbolic act,Scientist (China),2011-01-26
1611,China,Engage in diplomatic cooperation,Japan,2006-09-27
1612,Protester (Egypt),"Protest violently, riot",Police (Egypt),2011-01-26
1613,Japan,Express intent to cooperate,China,2005-10-17
1614,Mahmoud Ahmadinejad,Make statement,Iran,2013-01-09
1615,UN Security Council,Criticize or denounce,Eritrea,2006-10-18
1616,Barack Obama,Express intent to cooperate,Dmitry Anatolyevich Medvedev,2010-04-08
1617,South Korea,Consult,Japan,2009-04-14
1618,South Korea,Consult,Japan,2005-12-12
1619,Citizen (Australia),Make optimistic comment,Police (Australia),2008-11-28
1620,UN Security Council,Sign formal agreement,Iran,2007-01-03
1621,Police (Australia),Confiscate property,Citizen (Australia),2012-10-04
1622,Cambodia,Express intent to cooperate,Vietnam,2006-12-18
1623,Oversight Court (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-12-23
1624,Laos,Engage in diplomatic cooperation,Vietnam,2007-09-04
1625,Police (Egypt),fight with small arms and light weapons,Protester (Egypt),2011-11-28
1626,China,Host a visit,Japan,2005-04-17
1627,Wang Yi,Praise or endorse,Iraq,2014-02-23
1628,Thailand,Bring lawsuit against,Citizen (Thailand),2015-09-29
1629,Police (Australia),Accuse,Citizen (Australia),2012-06-20
1630,France,Make an appeal or request,Romania,2010-09-10
1631,Head of Government (Egypt),Make a visit,Royal Administration (Spain),2015-04-30
1632,Japan,Make statement,South Korea,2005-05-17
1633,Japan,Make an appeal or request,China,2006-09-18
1634,South Korea,Consult,Japan,2015-10-16
1635,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-07-18
1636,Barack Obama,Express intent to meet or negotiate,Xi Jinping,2015-09-16
1637,Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2006-01-27
1638,Mahmoud Abbas,Make a visit,Barack Obama,2014-03-18
1639,Oman,Express intent to meet or negotiate,Iran,2014-03-13
1640,South Korea,Express intent to meet or negotiate,China,2006-10-04
1641,Citizen (Croatia),Demonstrate or rally,Government (Croatia),2011-03-09
1642,Tony Blair,Consult,Mahmoud Abbas,2006-12-18
1643,China,Sign formal agreement,Kuwait,2009-05-10
1644,Laos,Express intent to cooperate,Vietnam,2007-07-11
1645,China,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2011-10-31
1646,Iran,"Return, release person(s)",Citizen (United Kingdom),2007-04-04
1647,Japan,"Demand meeting, negotiation",China,2005-04-22
1648,Media (Africa),Accuse,Police (Kenya),2008-06-23
1649,Envoy (United States),Engage in negotiation,China,2010-11-23
1650,Thailand,Sign formal agreement,Japan,2006-06-01
1651,Police (Australia),Provide humanitarian aid,Citizen (Australia),2010-03-08
1652,Japan,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-02-28
1653,Trinidad and Tobago,Consult,Xi Jinping,2013-06-02
1654,Ma Ying Jeou,Express intent to meet or negotiate,China,2008-05-21
1655,Vietnam,Consult,Japan,2007-11-23
1656,Congress (United States),Express intent to meet or negotiate,Jusuf Kalla,2009-02-09
1657,Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-05-02
1658,Police (Uganda),Appeal for diplomatic cooperation (such as policy support),Citizen (Uganda),2007-04-30
1659,China,Consult,France,2006-10-10
1660,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2013-10-01
1661,Police (Australia),Investigate,Citizen (Australia),2014-12-15
1662,Police (Australia),Express intent to provide economic aid,Citizen (Australia),2005-01-12
1663,Barack Obama,Consult,Jens Stoltenberg,2011-10-20
1664,Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-01-13
1665,Boko Haram,fight with small arms and light weapons,Citizen (Nigeria),2014-04-17
1666,Police (Australia),Use conventional military force,Women (Australia),2013-02-07
1667,Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Benjamin Netanyahu,2015-03-18
1668,Barack Obama,Make statement,Iran,2015-07-22
1669,Cabinet / Council of Ministers / Advisors (United States),Make statement,Presidential Candidate (Afghanistan),2014-07-11
1670,Pervez Musharraf,Express intent to cooperate,China,2008-05-13
1671,Police (Australia),Investigate,Citizen (Australia),2007-01-11
1672,Japan,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2009-04-05
1673,Barack Obama,Make statement,Benjamin Netanyahu,2009-05-14
1674,South Korea,Express intent to meet or negotiate,Japan,2011-09-24
1675,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2005-03-11
1676,Japan,Meet at a 'third' location,China,2005-10-14
1677,Ali Abdullah Saleh,Express intent to meet or negotiate,Abdullah Gül,2008-02-26
1678,Joon Young Woo,Engage in negotiation,Kim Kye Gwan,2007-01-23
1679,Haider Al-Abadi,Consult,Barack Obama,2015-06-29
1680,Barack Obama,Express intent to meet or negotiate,Angela Merkel,2015-02-14
1681,China,Consult,Association of Southeast Asian Nations,2006-11-03
