head	relation	tail	time
Jerry Brown	Make a visit	Mexico	2014-07-30
France	Criticize or denounce	François Hollande	2014-01-02
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	China	2014-02-25
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	China	2014-06-07
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	China	2014-12-03
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	China	2014-02-26
Wendy Sherman	Make statement	Iran	2014-09-10
Wendy Sherman	Make statement	Iran	2014-02-10
Sebastian Kurz	Express intent to meet or negotiate	Iran	2014-01-31
Sebastian Kurz	Express intent to meet or negotiate	Foreign Affairs (Georgia)	2014-05-05
Edgars Rinkevics	Express intent to meet or negotiate	Sauli Niinistö	2014-04-14
Edgars Rinkevics	Express intent to meet or negotiate	John Baird	2014-04-23
Government (Nigeria)	Threaten	Citizen (Nigeria)	2014-02-20
Government (Nigeria)	Threaten	Citizen (Nigeria)	2014-08-04
Tzipi Livni	Consult	Martin Indyk	2014-04-06
Tzipi Livni	Consult	Martin Indyk	2014-04-03
Jack Straw	Express intent to meet or negotiate	Mohammad Javad Zarif	2014-01-08
Legislature (Lebanon)	Consult	Nabih Berri	2014-12-12
Militia (Kenya)	Use unconventional violence	Citizen (Kenya)	2014-06-05
Citizen (Venezuela)	Accuse	Government (Venezuela)	2014-08-19
Citizen (Venezuela)	Accuse	Government (Venezuela)	2014-05-14
Citizen (Venezuela)	Accuse	Government (Venezuela)	2014-05-29
Police (South Africa)	Impose administrative sanctions	South Africa	2014-10-28
Police (South Africa)	Impose administrative sanctions	South Africa	2014-02-12
Police (South Africa)	Impose administrative sanctions	South Africa	2014-08-26
Catherine Ashton	Make a visit	Iran	2014-03-19
Government (Syria)	Use conventional military force	Islamic Militant (Syria)	2014-08-20
Government (Syria)	Use conventional military force	Armed Rebel (Syria)	2014-04-25
Elizabeth II	Make a visit	Ireland	2014-10-21
Elizabeth II	Make a visit	France	2014-06-06
Elizabeth II	Make a visit	France	2014-06-04
Elizabeth II	Make a visit	Ireland	2014-04-11
Citizen (India)	Engage in symbolic act	Jawaharlal Nehru	2014-11-13
Citizen (India)	Engage in symbolic act	Head of Government (India)	2014-01-28
Police (Canada)	Arrest, detain, or charge with legal action	Men (United States)	2014-03-01
China	Demand	North Korea	2014-11-02
China	Demand	Philippines	2014-05-09
Iran	Make a visit	Japan	2014-12-20
Iran	Make a visit	Oman	2014-11-11
Iran	Make a visit	Iraq	2014-11-12
Justice Department/Ministery (Philippines)	Make statement	Lawyer/Attorney (Philippines)	2014-05-16
National Coalition for Syrian Revolutionary and Opposition Forces	Make statement	Iran	2014-01-20
Media Personnel (Pakistan)	Make statement	Tehrik-i-Taliban Pakistan	2014-03-02
Media Personnel (Pakistan)	Make statement	Inter-Services Intelligence	2014-07-23
Japan	Reduce relations	South Korea	2014-06-23
Massoud Barzani	Host a visit	François Hollande	2014-09-13
Barack Obama	Host a visit	Head of Government (Chile)	2014-06-30
Barack Obama	Host a visit	François Hollande	2014-02-13
Iraq	Receive deployment of peacekeepers	France	2014-09-21
Ali Jannati	Make statement	Iran	2014-01-31
Police (South Africa)	fight with small arms and light weapons	Men (South Africa)	2014-07-23
Police (South Africa)	fight with small arms and light weapons	Men (South Africa)	2014-01-30
Mauritania	Host a visit	Ibrahim Boubacar Keïta	2014-02-16
Mauritania	Host a visit	Ibrahim Boubacar Keïta	2014-01-15
Mauritania	Host a visit	Jean-Yves Le Drian	2014-05-13
Government (Nigeria)	Provide humanitarian aid	Citizen (Nigeria)	2014-04-23
Eastern Mindanao Command	Make statement	Military (Philippines)	2014-05-30
Afghan National Army	Use conventional military force	Afghanistan	2014-01-17
Afghan National Army	Use conventional military force	Militant (Taliban)	2014-09-18
Thief (India)	Physically assault	Citizen (India)	2014-07-15
Thief (India)	Physically assault	Citizen (India)	2014-01-30
Rajya Sabha	Accuse	Citizen (India)	2014-06-17
Head of Government (China)	Praise or endorse	Foreign Affairs (Liberia)	2014-10-24
Head of Government (China)	Praise or endorse	Qatar	2014-11-03
Jens Weidmann	Make statement	European Central Bank	2014-07-03
Evangelos Venizelos	Criticize or denounce	Alexis Tsipras	2014-09-14
Thailand	Express intent to meet or negotiate	Cambodia	2014-10-17
Thailand	Express intent to meet or negotiate	Business (Iran)	2014-02-17
John Baird	Consult	Military (Kuwait)	2014-10-13
Lloyd Austin	Make a visit	Bahrain	2014-05-16
Court Judge (India)	Make statement	Justice Department/Ministery (India)	2014-12-07
Police (Australia)	Coerce	Criminal (Australia)	2014-12-09
Abdel Fattah Al-Sisi	Praise or endorse	Army Personnel (Egypt)	2014-06-08
Abdel Fattah Al-Sisi	Praise or endorse	Police (Egypt)	2014-03-11
Lawyer/Attorney (Australia)	Impose administrative sanctions	Citizen (Australia)	2014-01-08
Prayuth Chan-ocha	Praise or endorse	National Council for Peace and Order of Thailand	2014-06-22
UN Security Council	Make pessimistic comment	Democratic Forces for the Liberation of Rwanda	2014-08-28
UN Security Council	Make pessimistic comment	Armed Band (Afghanistan)	2014-03-18
UN Security Council	Make pessimistic comment	Sudan	2014-12-11
UN Security Council	Make pessimistic comment	Sudan	2014-04-05
Foreign Affairs (Israel)	Make statement	Israeli Defense Forces	2014-07-24
Foreign Affairs (Israel)	Make statement	Canada	2014-01-17
Congress (Argentina)	Make statement	Sergio Massa	2014-02-08
Congress (Argentina)	Make statement	Government (Argentina)	2014-04-09
Muhammadu Buhari	Make an appeal or request	Citizen (Nigeria)	2014-12-01
Muhammadu Buhari	Make an appeal or request	Citizen (Nigeria)	2014-04-24
Muhammadu Buhari	Make an appeal or request	Citizen (Nigeria)	2014-05-09
Citizen (Turkey)	Use unconventional violence	Nationalist Movement Party	2014-02-08
Bahrain	Praise or endorse	Other Authorities / Officials (Libya)	2014-11-14
Mexico	Express intent to engage in diplomatic cooperation (such as policy support)	Angola	2014-10-19
Mexico	Express intent to engage in diplomatic cooperation (such as policy support)	Vietnam	2014-10-23
North Korea	Demand	South Korea	2014-01-21
Andrew Robb	Express intent to meet or negotiate	Fumio Kishida	2014-03-26
Member of Parliament (Iran)	Demand	Iran	2014-05-13
Head of Government (India)	Reject	Citizen (India)	2014-01-22
Chris Olukolade	Make statement	Defense / Security Ministry (Nigeria)	2014-10-18
Chris Olukolade	Make statement	Military Personnel (Nigeria)	2014-07-05
Chris Olukolade	Make statement	Terrorist (Boko Haram)	2014-03-28
Juan Carlos Pinzon	Make statement	Head of Government (Brazil)	2014-10-22
Juan Carlos Pinzon	Make statement	Head of Government (Colombia)	2014-03-29
Police (Australia)	Reject	Citizen (Australia)	2014-08-22
Umar al Bashir	Consult	Isaias Afewerki	2014-05-08
Umar al Bashir	Consult	Sergey Viktorovich Lavrov	2014-12-03
Head of Government (Ukraine)	Express intent to meet or negotiate	Angela Merkel	2014-10-30
Iraq	Use conventional military force	Terrorist (Islamic State of Iraq and the Levant)	2014-06-28
Iraq	Use conventional military force	Iran	2014-05-08
Jose Luis de Matos	Make a visit	Angola	2014-12-18
Canada	Consult	Jason Kenney	2014-03-04
Canada	Consult	France	2014-03-25
Canada	Consult	Japan	2014-04-21
Alex Salmond	Accuse	News Editor (United Kingdom)	2014-09-15
Prayuth Chan-ocha	Make a visit	China	2014-12-24
Prayuth Chan-ocha	Make a visit	Myanmar	2014-10-09
Armenia	Host a visit	François Hollande	2014-05-12
Armenia	Host a visit	François Hollande	2014-05-15
Joseph Robinette Biden	Make statement	Iran	2014-12-06
Joseph Robinette Biden	Make statement	North Atlantic Treaty Organization	2014-03-19
Representatives (France)	Consult	Activist (France)	2014-06-27
Armed Band (Uganda)	Use unconventional violence	Citizen (Uganda)	2014-06-27
Armed Band (Uganda)	Use unconventional violence	Police (Uganda)	2014-07-07
State Media (Lebanon)	Make statement	Associated Press	2014-09-09
Frank Bainimarama	Make a visit	New Zealand	2014-07-22
Citizen (Indonesia)	Use unconventional violence	Protester (Indonesia)	2014-05-07
Member of the Judiciary (Nigeria)	Demand	Government (Nigeria)	2014-06-23
Massoud Barzani	Make an appeal or request	Citizen (Unidentified State Actor)	2014-08-10
Massoud Barzani	Make an appeal or request	Citizen (Unidentified State Actor)	2014-08-12
Victoria Nuland	Make a visit	Serbia	2014-07-14
Victoria Nuland	Make a visit	Romania	2014-01-10
Victoria Nuland	Make a visit	Romania	2014-01-15
Central Intelligence Agency	Assassinate	Kim Jong-Un	2014-12-02
Tanzania	Arrest, detain, or charge with legal action	Citizen (Kenya)	2014-02-05
Armed Gang (India)	fight with small arms and light weapons	Head of Government (India)	2014-06-14
Angola	Consult	Governor (Angola)	2014-09-05
Angola	Consult	International Monetary Fund	2014-04-10
Main Opposition (Turkey)	Make statement	Justice and Development Party	2014-09-24
Men (Philippines)	fight with small arms and light weapons	City Mayor (Philippines)	2014-04-21
Citizen (Uganda)	Use unconventional violence	Citizen (Kenya)	2014-06-04
Citizen (Turkey)	Criticize or denounce	Government Official (Turkey)	2014-03-28
Citizen (Turkey)	Criticize or denounce	Justice and Development Party	2014-03-24
Citizen (Turkey)	Criticize or denounce	Middle East	2014-06-18
Armenia	Sign formal agreement	Armenian Revolutionary Federation	2014-06-23
Indigenous People (Nigeria)	Accuse	Government (Nigeria)	2014-06-10
Vietnam	Express intent to meet or negotiate	South Korea	2014-12-07
Vietnam	Express intent to meet or negotiate	Association of Southeast Asian Nations	2014-11-10
François Hollande	Express intent to cooperate	Angela Merkel	2014-10-18
François Hollande	Express intent to cooperate	Angela Merkel	2014-12-17
François Hollande	Express intent to cooperate	Barack Obama	2014-07-08
Citizen (Sudan)	Consult	Media (Africa)	2014-03-06
Citizen (Sudan)	Consult	Media (Africa)	2014-03-24
Security Service of Ukraine	Make statement	Armed Rebel (Ukraine)	2014-08-05
Wael al-Halki	Make an appeal or request	Iran	2014-12-21
Police (Yemen)	Make statement	Military Personnel (Yemen)	2014-04-03
Citizen (Malaysia)	Make an appeal or request	Citizen (Nigeria)	2014-12-12
Criminal (Australia)	Sexually assault	Citizen (Australia)	2014-07-18
Citizen (Australia)	Reduce relations	Chief of Staff (Australia)	2014-11-13
Media (Russia)	Make statement	Sergey Viktorovich Lavrov	2014-07-21
Media (Russia)	Make statement	Armed Gang (Russia)	2014-02-09
Armed Opposition (Nigeria)	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-04-07
Shimon Peres	Praise or endorse	Giorgio Napolitano	2014-06-10
National Council for Peace and Order of Thailand	Arrest, detain, or charge with legal action	National United Front for Democracy Against Dictatorship	2014-05-28
National Council for Peace and Order of Thailand	Arrest, detain, or charge with legal action	Jatuporn Prompan	2014-05-28
Council of Europe	Consult	Elmar Mammadyarov	2014-05-08
Malaysia	Provide humanitarian aid	Citizen (Malaysia)	2014-12-09
North Korea	Reject plan, agreement to settle dispute	South Korea	2014-06-12
Food and Agriculture Organization	Praise or endorse	Mexico	2014-12-01
Food and Agriculture Organization	Praise or endorse	Morocco	2014-04-23
Adams Oshiomhole	Praise or endorse	Congress (Benin)	2014-10-01
Court Judge (Kenya)	Reject	Citizen (Kenya)	2014-04-17
Citizen (Malaysia)	Bring lawsuit against	Civil Aviation Authority	2014-10-31
Abdiweli Sheikh Ahmed	Make a visit	Ethiopia	2014-02-20
Daniel Scioli	Make an appeal or request	City Mayor (Argentina)	2014-01-18
Police (Namibia)	Use conventional military force	Citizen (Namibia)	2014-09-05
Police (Namibia)	Use conventional military force	Citizen (Namibia)	2014-11-20
Mikhail Sergeyevich Gorbachev	Make statement	Interfax	2014-03-19
Zakir Hasanov	Consult	Irakli Alasania	2014-08-18
Insurgent (Thailand)	fight with small arms and light weapons	Thailand	2014-11-12
Government (Nigeria)	Reject	Media (Nigeria)	2014-03-11
Bahrain	Engage in diplomatic cooperation	Qatar	2014-11-20
Bahrain	Engage in diplomatic cooperation	Labor and Employment Ministry (Bahrain)	2014-12-23
Benjamin Netanyahu	Express intent to engage in diplomatic cooperation (such as policy support)	Yair Lapid	2014-02-10
Sheikh Hasina Wajed	Make an appeal or request	Citizen (Bangladesh)	2014-01-01
Ministry (Thailand)	Make statement	Thailand	2014-12-23
North Atlantic Treaty Organization	Make a visit	Romania	2014-10-24
North Atlantic Treaty Organization	Make a visit	Curacao	2014-09-24
North Atlantic Treaty Organization	Make a visit	François Hollande	2014-09-04
Military (United Kingdom)	Use conventional military force	Citizen (United Kingdom)	2014-02-26
Ashraf Ghani Ahmadzai	Express intent to cooperate	Abdullah Abdullah	2014-09-09
Angela Merkel	Demand	Intelligence Officer (United States)	2014-07-14
Kim Jong-Un	Make an appeal or request	Citizen (North Korea)	2014-04-24
Kim Jong-Un	Make an appeal or request	Citizen (North Korea)	2014-08-31
Niger	Consult	Sierra Leone	2014-06-02
UN Security Council	Rally support on behalf of	Iraq	2014-08-05
UN Security Council	Rally support on behalf of	Iraq	2014-08-06
UN Security Council	Rally support on behalf of	Peacekeeping Troop (Pakistan)	2014-10-11
UN Security Council	Rally support on behalf of	Afghanistan	2014-12-12
International Monetary Fund	Engage in negotiation	Mauritania	2014-02-14
International Monetary Fund	Engage in negotiation	Yannis Stournaras	2014-02-24
State Media (China)	Make statement	China	2014-03-29
Michael Sata	Consult	Military Personnel (Zambia)	2014-09-20
Michael Sata	Consult	Shimon Peres	2014-06-25
Michael Sata	Consult	Head of Government (Ethiopia)	2014-02-03
Protester (Egypt)	Demonstrate or rally	Police (Egypt)	2014-03-19
Protester (Egypt)	Demonstrate or rally	Police (Egypt)	2014-05-30
Protester (Egypt)	Demonstrate or rally	Abdel Fattah Al-Sisi	2014-06-28
Protester (Egypt)	Demonstrate or rally	Police (Egypt)	2014-08-12
Protester (Egypt)	Demonstrate or rally	Police (Egypt)	2014-07-03
Protester (Egypt)	Demonstrate or rally	Police (Egypt)	2014-01-17
Protester (Egypt)	Demonstrate or rally	Police (Egypt)	2014-12-15
Protester (Egypt)	Demonstrate or rally	Police (Egypt)	2014-03-06
Protester (Egypt)	Demonstrate or rally	Police (Egypt)	2014-03-31
Court Judge (Namibia)	Reject	Citizen (Namibia)	2014-08-06
Citizen (Turkey)	Make an appeal or request	Party Member (Turkey)	2014-01-01
Citizen (Turkey)	Make an appeal or request	Businessperson (Turkey)	2014-03-14
Indigenous People (Nigeria)	Make an appeal or request	Emmanuel Eweta Uduaghan	2014-03-14
Indigenous People (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-07-09
UN Security Council	Praise or endorse	Nonaligned Movement	2014-07-24
UN Security Council	Praise or endorse	Khaled Bahah	2014-10-14
UN Security Council	Praise or endorse	Afghanistan	2014-04-06
UN Security Council	Praise or endorse	Government (Nigeria)	2014-11-11
Presidential Candidate (Argentina)	Criticize or denounce	Sergio Massa	2014-10-29
Military Advisor (United States)	Make a visit	Iraq	2014-06-25
Military Advisor (United States)	Make a visit	Iraq	2014-09-15
Head of Government (Nigeria)	Criticize or denounce	Citizen (Nigeria)	2014-06-23
Head of Government (Nigeria)	Criticize or denounce	State Security Service	2014-11-26
Head of Government (Nigeria)	Criticize or denounce	Government (Nigeria)	2014-04-15
Head of Government (Nigeria)	Criticize or denounce	Government (Nigeria)	2014-10-03
Canada	Express intent to engage in diplomatic cooperation (such as policy support)	Vietnam	2014-09-30
Canada	Express intent to engage in diplomatic cooperation (such as policy support)	China	2014-11-09
Foreign Affairs (Russia)	Threaten	Government (United States)	2014-04-29
Foreign Affairs (Russia)	Threaten	Ireland	2014-03-20
Marwan Charbel	Make statement	Military (Lebanon)	2014-01-22
Government (Kenya)	Make statement	Police (Kenya)	2014-11-02
Ministry (Iran)	Make a visit	Kuwait	2014-11-16
Police (Israel)	fight with small arms and light weapons	Criminal (Israel)	2014-08-04
Rafael Correa	Make statement	Evo Morales	2014-10-14
Radoslaw Sikorski	Express intent to meet or negotiate	Iran	2014-02-28
Mohammad Javad Zarif	Express intent to engage in diplomatic cooperation (such as policy support)	Citizen (Saudi Arabia)	2014-05-14
Police (Indonesia)	Use tactics of violent repression	Protester (Indonesia)	2014-02-08
Police (South Africa)	Increase police alert status	South Africa	2014-01-14
Police (Malaysia)	Make statement	Malaysia	2014-09-13
Head of Government (China)	Consult	Xi Jinping	2014-11-10
Head of Government (China)	Consult	Dmitry Anatolyevich Medvedev	2014-10-13
Seyran Ohanyan	Consult	Armenia	2014-08-04
Joseph Robinette Biden	Praise or endorse	Japan	2014-07-31
Joseph Robinette Biden	Praise or endorse	Iraq	2014-12-18
Business (Iran)	Consult	France	2014-02-06
Islamic Preacher (Iran)	Make statement	Iran	2014-09-07
Uhuru Muigai Kenyatta	Engage in negotiation	United Arab Emirates	2014-11-26
Uhuru Muigai Kenyatta	Engage in negotiation	South Sudan	2014-11-07
Tajikistan	Express intent to engage in diplomatic cooperation (such as policy support)	Iran	2014-10-27
Tajikistan	Consult	Xi Jinping	2014-11-09
Tajikistan	Consult	Iran	2014-08-28
Tajikistan	Consult	Kazakhstan	2014-09-24
Tajikistan	Consult	China	2014-12-11
Tajikistan	Consult	Foreign Affairs (Russia)	2014-08-13
Police (Indonesia)	Return, release person(s)	Women (Australia)	2014-02-10
Citizen (Indonesia)	Express intent to cooperate	Citizen (Australia)	2014-01-09
Government (Argentina)	Make statement	Education (Argentina)	2014-02-06
Governor (Kenya)	Praise or endorse	Government (Kenya)	2014-09-20
Governor (Kenya)	Praise or endorse	Uhuru	2014-05-29
Citizen (Australia)	Make an appeal or request	Member of Parliament (Australia)	2014-12-03
Citizen (Australia)	Make an appeal or request	Government (Nigeria)	2014-05-09
Algirdas Butkevičius	Make statement	China	2014-12-17
Pol Gen Somyot Poompanmoung	Make statement	Thailand	2014-06-03
Pol Gen Somyot Poompanmoung	Make statement	Activist (Thailand)	2014-08-09
Wael al-Halki	Praise or endorse	Iran	2014-12-16
Sudan People's Liberation Army	Occupy territory	South Sudan	2014-05-04
Protester (Hong Kong)	Make an appeal or request	Student (Hong Kong)	2014-12-03
Afghanistan	Make statement	Representatives (Afghanistan)	2014-08-04
Afghanistan	Make statement	Iran	2014-02-19
Massoud Barzani	Discuss by telephone	Joseph Robinette Biden	2014-08-08
Massoud Barzani	Discuss by telephone	François Hollande	2014-08-09
Governor (Thailand)	Make statement	Thailand	2014-10-06
Yevhen Perebyinis	Make statement	Representatives (Russia)	2014-03-05
Yevhen Perebyinis	Make statement	Military (Russia)	2014-04-04
Yevhen Perebyinis	Make statement	Pavlo Klimkin	2014-11-18
National Council for Peace and Order of Thailand	Return, release person(s)	Citizen (Thailand)	2014-05-28
Joseph Robinette Biden	Make an appeal or request	Iurie Leanca	2014-10-16
Boy Rafli Amar	Make statement	Police (Indonesia)	2014-07-21
Citizen (India)	Express intent to meet or negotiate	Afghanistan	2014-10-23
Citizen (India)	Express intent to meet or negotiate	Thailand	2014-02-06
Citizen (India)	Express intent to meet or negotiate	Head of Government (India)	2014-12-16
Benjamin Netanyahu	Threaten	Israeli Defense Forces	2014-07-31
Police (Kenya)	Demand	Citizen (Kenya)	2014-04-24
Government (Nigeria)	Use conventional military force	Boko Haram	2014-08-18
Government (Nigeria)	Use conventional military force	Stephen Davis	2014-09-05
Barack Obama	Make optimistic comment	Benjamin Netanyahu	2014-03-18
Citizen (Tanzania)	Use unconventional violence	Farm Worker (Tanzania)	2014-11-17
Maldives	Host a visit	Xi Jinping	2014-09-16
Christine Milne	Make statement	Green Party (Australia)	2014-03-19
Other Authorities / Officials (Nigeria)	Consult	Media (Africa)	2014-07-28
Kozo Watanabe	Make statement	Japan	2014-07-15
Kozo Watanabe	Make statement	Japan	2014-07-16
Poland	Express intent to meet or negotiate	North Atlantic Treaty Organization	2014-03-02
Foreign Affairs (Syria)	Consult	Middle East	2014-01-15
Foreign Affairs (Syria)	Consult	Foreign Affairs (Russia)	2014-12-10
Romania	Engage in diplomatic cooperation	Iran	2014-01-08
Romania	Engage in diplomatic cooperation	China	2014-09-29
Romania	Engage in diplomatic cooperation	Tanzania	2014-09-01
Sierra Leone	Host a visit	South Korea	2014-11-21
Citizen (Georgia)	Express intent to meet or negotiate	France	2014-05-13
Citizen (Georgia)	Express intent to meet or negotiate	Tamar Beruchashvili	2014-03-19
South Korea	Make optimistic comment	Xi Jinping	2014-07-02
Abu Sayyaf	Use conventional military force	Malaysia	2014-04-07
Abu Sayyaf	Use conventional military force	Malaysia	2014-04-23
Catherine Ashton	Express intent to cooperate	Serbia	2014-04-28
Government (Kenya)	Expel or deport individuals	Indigenous People (Somalia)	2014-04-18
Nabih Berri	Make statement	Iran	2014-09-30
Hamdeen Sabahi	Praise or endorse	Defense / Security Ministry (Egypt)	2014-02-13
Cameroon	Express intent to cooperate	Niger	2014-05-23
Lawyer/Attorney (Kenya)	Accuse	Citizen (Kenya)	2014-10-08
Mexico	Express intent to cooperate	Canada	2014-02-21
Ma Xiaoguang	Make statement	People First Party Korea	2014-05-05
Protester (Yemen)	Protest violently, riot	Police (Yemen)	2014-02-21
Militant (Nigeria)	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-12
Militant (Nigeria)	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-08-23
Militant (Nigeria)	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-06-27
Militant (Nigeria)	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-04-25
North Korea	Express intent to cooperate	South Korea	2014-10-04
Morteza Sarmadi	Make statement	Government (Syria)	2014-01-21
Fessehaye Yohannes	Make an appeal or request	Member of the Judiciary (Nigeria)	2014-11-22
Angela Merkel	Criticize or denounce	Foreign Affairs (United States)	2014-02-07
Defense / Security Ministry (China)	Make statement	Chang Wanquan	2014-10-23
Defense / Security Ministry (China)	Make statement	Japan	2014-06-12
Defense / Security Ministry (China)	Make statement	China	2014-12-14
Gen Prayut Chan-o-cha	Make a visit	Cambodia	2014-10-30
Pogu Bitrus	Consult	Daily Trust	2014-05-13
Jakaya Mrisho Kikwete	Consult	Congo	2014-05-11
Jakaya Mrisho Kikwete	Consult	UN Security Council	2014-09-29
M.K. Narayanan	Consult	Election Commission (India)	2014-05-25
M.K. Narayanan	Consult	Ashok Kumar	2014-01-07
Djibouti	Consult	South Sudan	2014-08-25
Armenia	Engage in negotiation	North Atlantic Treaty Organization	2014-03-28
Protester (Ukraine)	Make statement	Human Rights Group (Ukraine)	2014-01-20
Insurgent (Afghanistan)	fight with small arms and light weapons	Afghanistan	2014-07-17
Court Judge (Thailand)	Arrest, detain, or charge with legal action	Student (Thailand)	2014-11-05
Edgars Rinkevics	Make statement	Foreign Affairs (Latvia)	2014-11-15
Edgars Rinkevics	Make statement	Foreign Affairs (Latvia)	2014-02-05
Ministry (Liberia)	Make statement	Agriculture / Fishing / Forestry Ministry (Liberia)	2014-05-14
Alexis Tsipras	Express intent to meet or negotiate	Serbia	2014-12-04
Citizen (Nigeria)	Demonstrate or rally	Boko Haram	2014-05-22
Ministry (Nigeria)	Praise or endorse	Citizen (Nigeria)	2014-08-12
Student (Mexico)	Demonstrate or rally	Government (Mexico)	2014-10-15
Sergey Kuzhugetovich Shoygu	Discuss by telephone	Chuck Hagel	2014-04-28
Muhammadu Buhari	Consult	Chibuike Rotimi Amaechi	2014-10-20
Government (Nigeria)	Engage in material cooperation	Citizen (Nigeria)	2014-05-21
Court Judge (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-10-23
Media Personnel (United States)	Make statement	Japan	2014-07-30
Media Personnel (United States)	Make statement	City Mayor (Costa Rica)	2014-04-03
Media Personnel (United States)	Make statement	Chevron	2014-09-13
Milos Zeman	Consult	Education Ministry (Czech Republic)	2014-07-29
Milos Zeman	Consult	Head of Government (Tajikistan)	2014-11-27
Milos Zeman	Consult	Xi Jinping	2014-11-04
Milos Zeman	Consult	Businessperson (Czech Republic)	2014-07-08
Tan Sri Muhyiddin Yassin	Make statement	Malaysia	2014-06-27
Tan Sri Muhyiddin Yassin	Make statement	Fiji	2014-09-24
Combatant (Kenya)	Use unconventional violence	Citizen (Kenya)	2014-06-17
Criminal (Philippines)	Make statement	Police (Philippines)	2014-04-12
Iran	Express intent to provide military aid	Iraq	2014-06-26
Insurgent (Islamic State of Iraq and the Levant)	Abduct, hijack, or take hostage	Children (Iraq)	2014-08-16
Malaysia	Arrest, detain, or charge with legal action	Men (Malaysia)	2014-10-18
Malaysia	Arrest, detain, or charge with legal action	Men (Malaysia)	2014-01-01
Malaysia	Arrest, detain, or charge with legal action	Citizen (Malaysia)	2014-07-03
Malaysia	Arrest, detain, or charge with legal action	Men (Malaysia)	2014-03-17
Malaysia	Arrest, detain, or charge with legal action	Combatant (Islamic State of Iraq and the Levant)	2014-09-28
John Kerry	Engage in symbolic act	Nasser Judeh	2014-11-15
Ibrahim Shehu Shema	Make statement	Government (Nigeria)	2014-05-27
Ibrahim Shehu Shema	Make statement	Government (Nigeria)	2014-09-09
Environment Department/Ministry (Jordan)	Make statement	Ministry (Jordan)	2014-09-01
Dmitry Anatolyevich Medvedev	Make an appeal or request	Information / Communication / Transparency Ministry (Russia)	2014-06-03
Macky Sall	Make a visit	China	2014-02-15
Macky Sall	Make a visit	Head of Government (Qatar)	2014-03-03
Akitaka Saiki	Make statement	Cho Tai-young	2014-10-01
Zhang Dejiang	Engage in negotiation	Lawmaker (Japan)	2014-05-06
Winthai Suvari	Make statement	National Council for Peace and Order of Thailand	2014-07-17
Winthai Suvari	Make statement	National Council for Peace and Order of Thailand	2014-05-30
Ethiopia	Engage in negotiation	Foreign Affairs (Ethiopia)	2014-01-02
Government (Nigeria)	Expel or deport individuals	Company - Owner or Operator (Nigeria)	2014-11-11
Court Judge (Nigeria)	Arrest, detain, or charge with legal action	Clergy (Nigeria)	2014-12-12
Court Judge (Nigeria)	Arrest, detain, or charge with legal action	Citizen (Nigeria)	2014-07-18
Court Judge (Nigeria)	Arrest, detain, or charge with legal action	Citizen (Nigeria)	2014-11-20
Tajikistan	Express intent to meet or negotiate	Iran	2014-09-10
Tajikistan	Express intent to meet or negotiate	Iran	2014-06-13
Police (Mozambique)	Arrest, detain, or charge with legal action	Businessperson (Mozambique)	2014-04-15
Sudan	Sign formal agreement	South Sudan	2014-09-27
Representatives (Iraq)	Consult	Massoud Barzani	2014-06-18
Foreign Affairs (Russia)	Express intent to meet or negotiate	Iran	2014-02-12
Foreign Affairs (Russia)	Express intent to meet or negotiate	Sudan	2014-12-01
Yasuo Fukuda	Make a visit	China	2014-10-12
Myanmar	Praise or endorse	Thailand	2014-06-06
WAM news agency	Make statement	State Security Court (United Arab Emirates)	2014-05-19
Salman Khurshid	Make an appeal or request	Cable News Network	2014-03-17
Jens Stoltenberg	Make a visit	Poland	2014-10-06
Nabih Berri	Make an appeal or request	Lawmaker (Lebanon)	2014-10-09
Royal Administration (Nigeria)	Make statement	Indigenous People (Nigeria)	2014-12-01
Hani Dahi	Make statement	China	2014-07-14
Citizen (Kenya)	fight with small arms and light weapons	Police (Kenya)	2014-06-05
Dimitrios Avramopoulos	Consult	Vassilis Kikilias	2014-11-10
Education (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-06-09
Company - Owner or Operator (India)	Make statement	Military Personnel - Special (India)	2014-04-29
Haider Al-Abadi	Consult	Representatives (Iraq)	2014-12-22
Haider Al-Abadi	Consult	Defense / Security Ministry (Iraq)	2014-09-16
Haider Al-Abadi	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-09-10
Haider Al-Abadi	Consult	Barack Obama	2014-09-24
Sule Lamido	Make statement	News Editor (Nigeria)	2014-03-24
Malaysia	Make an appeal or request	Citizen (Thailand)	2014-03-09
Malaysia	Make an appeal or request	Citizen (Malaysia)	2014-05-06
Antonis Samaras	Consult	Angela Merkel	2014-09-23
Antonis Samaras	Consult	Evangelos Venizelos	2014-07-14
Antonis Samaras	Consult	Aristovoulos Spiliotopoulos	2014-02-19
