relation test,relation train,#inverse,#rel_test,percentage
Express intent to cooperate,Express intent to engage in material cooperation,60,999,0.06006006006006006
Express intent to cooperate,Express intent to mediate,81,999,0.08108108108108109
Express intent to cooperate,Appeal for aid,124,999,0.12412412412412413
Express intent to cooperate,"Refuse to ease economic sanctions, boycott, or embargo",49,999,0.04904904904904905
Express intent to cooperate,Express intent to cooperate on intelligence,192,999,0.1921921921921922
Express intent to cooperate,Demand humanitarian aid,0,999,0.0
Express intent to cooperate,Reject request for military protection or peacekeeping,1,999,0.001001001001001001
Express intent to cooperate,Appeal for military cooperation,6,999,0.006006006006006006
Express intent to cooperate,Receive inspectors,5,999,0.005005005005005005
Express intent to cooperate,"Express intent to change institutions, regime",5,999,0.005005005005005005
Express intent to cooperate,Reject mediation,9,999,0.009009009009009009
Express intent to cooperate,Appeal for target to allow international involvement (non-mediation),0,999,0.0
Express intent to cooperate,Threaten to impose curfew,0,999,0.0
Express intent to cooperate,Threaten to halt negotiations,4,999,0.004004004004004004
Express intent to cooperate,Reject request for humanitarian aid,49,999,0.04904904904904905
Express intent to cooperate,Demand easing of political dissent,1,999,0.001001001001001001
Express intent to cooperate,"Reject request for change in institutions, regime",0,999,0.0
Express intent to cooperate,Ease curfew,2,999,0.002002002002002002
Express intent to cooperate,Threaten to halt international involvement (non-mediation),0,999,0.0
Express intent to cooperate,Reject request or demand for political reform,0,999,0.0
Make pessimistic comment,Accede to demands for rights,9,278,0.03237410071942446
Make pessimistic comment,Express intent to allow international involvement (non-mediation),1,278,0.0035971223021582736
Make pessimistic comment,"Obstruct passage, block",3,278,0.01079136690647482
Make pessimistic comment,"Defy norms, law",35,278,0.12589928057553956
Make pessimistic comment,Express intent to settle dispute,32,278,0.11510791366906475
Make pessimistic comment,Halt negotiations,36,278,0.12949640287769784
Make pessimistic comment,Express intent to de-escalate military engagement,9,278,0.03237410071942446
Make pessimistic comment,Provide military protection or peacekeeping,3,278,0.01079136690647482
Make pessimistic comment,Receive deployment of peacekeepers,10,278,0.03597122302158273
Make pessimistic comment,Reject judicial cooperation,10,278,0.03597122302158273
Make pessimistic comment,"Declare truce, ceasefire",30,278,0.1079136690647482
Make pessimistic comment,"Return, release property",18,278,0.06474820143884892
Make pessimistic comment,Express intent to cooperate militarily,23,278,0.08273381294964029
Make pessimistic comment,Veto,0,278,0.0
Make pessimistic comment,Forgive,1,278,0.0035971223021582736
Make pessimistic comment,Appeal for aid,31,278,0.11151079136690648
Make pessimistic comment,Express intent to cooperate on intelligence,16,278,0.05755395683453238
Make pessimistic comment,Reject request for military protection or peacekeeping,2,278,0.007194244604316547
Make pessimistic comment,Ease military blockade,2,278,0.007194244604316547
Make pessimistic comment,"Appeal for easing of economic sanctions, boycott, or embargo",4,278,0.014388489208633094
Make pessimistic comment,Receive inspectors,9,278,0.03237410071942446
Make pessimistic comment,"Express intent to change institutions, regime",4,278,0.014388489208633094
Make pessimistic comment,Reject military cooperation,0,278,0.0
Make pessimistic comment,Reject mediation,2,278,0.007194244604316547
Make pessimistic comment,Threaten to impose curfew,0,278,0.0
Make pessimistic comment,Threaten to halt negotiations,3,278,0.01079136690647482
Make pessimistic comment,Reject request for humanitarian aid,3,278,0.01079136690647482
Make pessimistic comment,Demand easing of political dissent,0,278,0.0
Make pessimistic comment,Ease curfew,2,278,0.007194244604316547
"Return, release person(s)","Obstruct passage, block",3,176,0.017045454545454544
"Return, release person(s)",Ease military blockade,0,176,0.0
"Return, release person(s)",Demand economic cooperation,0,176,0.0
"Return, release person(s)",Ease curfew,0,176,0.0
"Return, release person(s)",Engage in violent protest for policy change,0,176,0.0
"Return, release person(s)",Detonate nuclear weapons,0,176,0.0
Use unconventional violence,fight with small arms and light weapons,475,928,0.5118534482758621
fight with small arms and light weapons,fight with artillery and tanks,10,526,0.019011406844106463
fight with small arms and light weapons,Accuse of aggression,2,526,0.0038022813688212928
fight with small arms and light weapons,Use as human shield,7,526,0.013307984790874524
fight with small arms and light weapons,Carry out roadside bombing,0,526,0.0
fight with small arms and light weapons,Ease curfew,1,526,0.0019011406844106464
Make optimistic comment,Express intent to engage in diplomatic cooperation (such as policy support),197,442,0.4457013574660634
Express intent to engage in diplomatic cooperation (such as policy support),Accede to demands for rights,12,976,0.012295081967213115
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to allow international involvement (non-mediation),0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),"Obstruct passage, block",3,976,0.0030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate economically,406,976,0.41598360655737704
Express intent to engage in diplomatic cooperation (such as policy support),"Defy norms, law",113,976,0.11577868852459017
Express intent to engage in diplomatic cooperation (such as policy support),Cooperate economically,406,976,0.41598360655737704
Express intent to engage in diplomatic cooperation (such as policy support),"Threaten with sanctions, boycott, embargo",38,976,0.0389344262295082
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to settle dispute,352,976,0.36065573770491804
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for intelligence,182,976,0.1864754098360656
Express intent to engage in diplomatic cooperation (such as policy support),Halt negotiations,208,976,0.21311475409836064
Express intent to engage in diplomatic cooperation (such as policy support),Accede to demands for change in policy,34,976,0.03483606557377049
Express intent to engage in diplomatic cooperation (such as policy support),Increase police alert status,10,976,0.010245901639344262
Express intent to engage in diplomatic cooperation (such as policy support),Demonstrate military or police power,172,976,0.1762295081967213
Express intent to engage in diplomatic cooperation (such as policy support),"Impose embargo, boycott, or sanctions",74,976,0.07581967213114754
Express intent to engage in diplomatic cooperation (such as policy support),Provide military protection or peacekeeping,35,976,0.035860655737704916
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to yield,24,976,0.02459016393442623
Express intent to engage in diplomatic cooperation (such as policy support),Receive deployment of peacekeepers,53,976,0.05430327868852459
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for military aid,39,976,0.039959016393442626
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to provide humanitarian aid,191,976,0.19569672131147542
Express intent to engage in diplomatic cooperation (such as policy support),"Impose blockade, restrict movement",14,976,0.014344262295081968
Express intent to engage in diplomatic cooperation (such as policy support),Give ultimatum,74,976,0.07581967213114754
Express intent to engage in diplomatic cooperation (such as policy support),Grant diplomatic recognition,305,976,0.3125
Express intent to engage in diplomatic cooperation (such as policy support),"Reject plan, agreement to settle dispute",285,976,0.29200819672131145
Express intent to engage in diplomatic cooperation (such as policy support),Reject judicial cooperation,48,976,0.04918032786885246
Express intent to engage in diplomatic cooperation (such as policy support),"Declare truce, ceasefire",249,976,0.2551229508196721
Express intent to engage in diplomatic cooperation (such as policy support),"Return, release property",74,976,0.07581967213114754
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate militarily,250,976,0.25614754098360654
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or stop economic assistance,152,976,0.1557377049180328
Express intent to engage in diplomatic cooperation (such as policy support),fight with artillery and tanks,72,976,0.07377049180327869
Express intent to engage in diplomatic cooperation (such as policy support),Demand material cooperation,61,976,0.0625
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to reduce or stop aid,29,976,0.02971311475409836
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for aid,84,976,0.0860655737704918
Express intent to engage in diplomatic cooperation (such as policy support),"Refuse to ease economic sanctions, boycott, or embargo",28,976,0.028688524590163935
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate on intelligence,113,976,0.11577868852459017
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for rights,91,976,0.0932377049180328
Express intent to engage in diplomatic cooperation (such as policy support),Reject request for military protection or peacekeeping,1,976,0.0010245901639344263
Express intent to engage in diplomatic cooperation (such as policy support),Ease military blockade,3,976,0.0030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),Reject economic cooperation,22,976,0.022540983606557378
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for military cooperation,8,976,0.00819672131147541
Express intent to engage in diplomatic cooperation (such as policy support),Investigate war crimes,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Receive inspectors,8,976,0.00819672131147541
Express intent to engage in diplomatic cooperation (such as policy support),"Express intent to change institutions, regime",12,976,0.012295081967213115
Express intent to engage in diplomatic cooperation (such as policy support),Reject mediation,19,976,0.0194672131147541
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to impose curfew,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Halt mediation,7,976,0.007172131147540984
Express intent to engage in diplomatic cooperation (such as policy support),Demand economic cooperation,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to halt negotiations,5,976,0.005122950819672131
Express intent to engage in diplomatic cooperation (such as policy support),Demand military aid,5,976,0.005122950819672131
Express intent to engage in diplomatic cooperation (such as policy support),Reject request for humanitarian aid,27,976,0.027663934426229508
Express intent to engage in diplomatic cooperation (such as policy support),Demand easing of political dissent,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Ease curfew,2,976,0.0020491803278688526
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to halt international involvement (non-mediation),0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Reject request for policy change,0,976,0.0
Provide humanitarian aid,"Obstruct passage, block",8,172,0.046511627906976744
Provide humanitarian aid,Provide military protection or peacekeeping,2,172,0.011627906976744186
Provide humanitarian aid,Threaten to reduce or stop aid,1,172,0.005813953488372093
Provide humanitarian aid,Engage in political dissent,0,172,0.0
Provide humanitarian aid,Ease military blockade,6,172,0.03488372093023256
Provide humanitarian aid,Appeal for military cooperation,0,172,0.0
Provide humanitarian aid,Reject request for humanitarian aid,1,172,0.005813953488372093
Provide humanitarian aid,Ease curfew,6,172,0.03488372093023256
Provide humanitarian aid,Detonate nuclear weapons,0,172,0.0
Make optimistic comment,Accede to demands for rights,7,442,0.01583710407239819
Make optimistic comment,Express intent to allow international involvement (non-mediation),0,442,0.0
Make optimistic comment,"Threaten with sanctions, boycott, embargo",7,442,0.01583710407239819
Make optimistic comment,Express intent to settle dispute,52,442,0.11764705882352941
Make optimistic comment,Halt negotiations,39,442,0.08823529411764706
Make optimistic comment,"Impose embargo, boycott, or sanctions",21,442,0.04751131221719457
Make optimistic comment,Provide military protection or peacekeeping,4,442,0.00904977375565611
Make optimistic comment,"Ease economic sanctions, boycott, embargo",22,442,0.049773755656108594
Make optimistic comment,Receive deployment of peacekeepers,12,442,0.027149321266968326
Make optimistic comment,Give ultimatum,47,442,0.10633484162895927
Make optimistic comment,"Reject plan, agreement to settle dispute",65,442,0.14705882352941177
Make optimistic comment,Reject judicial cooperation,9,442,0.020361990950226245
Make optimistic comment,"Declare truce, ceasefire",58,442,0.13122171945701358
Make optimistic comment,"Return, release property",24,442,0.05429864253393665
Make optimistic comment,Express intent to cooperate militarily,39,442,0.08823529411764706
Make optimistic comment,Reduce or stop economic assistance,37,442,0.083710407239819
Make optimistic comment,Threaten to reduce or stop aid,16,442,0.03619909502262444
Make optimistic comment,Express intent to engage in material cooperation,8,442,0.01809954751131222
Make optimistic comment,Appeal for aid,19,442,0.042986425339366516
Make optimistic comment,"Refuse to ease economic sanctions, boycott, or embargo",15,442,0.033936651583710405
Make optimistic comment,Express intent to cooperate on intelligence,22,442,0.049773755656108594
Make optimistic comment,Appeal for rights,22,442,0.049773755656108594
Make optimistic comment,Demand humanitarian aid,0,442,0.0
Make optimistic comment,Reject request for military protection or peacekeeping,0,442,0.0
Make optimistic comment,"Express intent to ease economic sanctions, boycott, or embargo",1,442,0.0022624434389140274
Make optimistic comment,Appeal for military cooperation,0,442,0.0
Make optimistic comment,Receive inspectors,12,442,0.027149321266968326
Make optimistic comment,"Express intent to change institutions, regime",1,442,0.0022624434389140274
Make optimistic comment,Reject military cooperation,2,442,0.004524886877828055
Make optimistic comment,Reject request for humanitarian aid,15,442,0.033936651583710405
Make optimistic comment,Ease curfew,1,442,0.0022624434389140274
Provide aid,Threaten to reduce or stop aid,2,98,0.02040816326530612
Provide aid,Reject request for humanitarian aid,2,98,0.02040816326530612
Provide aid,Ease curfew,2,98,0.02040816326530612
Use unconventional violence,Accede to demands for rights,11,928,0.011853448275862068
Accede to demands for rights,Demand easing of political dissent,0,5,0.0
Accede to demands for rights,Ease curfew,0,5,0.0
Confiscate property,Demand military aid,0,128,0.0
Threaten with military force,Reject judicial cooperation,0,63,0.0
Use unconventional violence,Torture,120,928,0.12931034482758622
Use unconventional violence,Use as human shield,54,928,0.05818965517241379
Use unconventional violence,"Express intent to change institutions, regime",1,928,0.0010775862068965517
Use unconventional violence,Ease curfew,0,928,0.0
Use unconventional violence,Reject request for policy change,0,928,0.0
Discuss by telephone,Reject military cooperation,0,398,0.0
Discuss by telephone,Demand military aid,0,398,0.0
Discuss by telephone,Reject request for humanitarian aid,0,398,0.0
Ease administrative sanctions,Threaten to impose curfew,0,60,0.0
Ease administrative sanctions,Ease curfew,3,60,0.05
Ease administrative sanctions,Detonate nuclear weapons,0,60,0.0
Make empathetic comment,Express intent to allow international involvement (non-mediation),0,125,0.0
Make empathetic comment,Appeal for military cooperation,0,125,0.0
Make empathetic comment,Reject request for humanitarian aid,0,125,0.0
Make empathetic comment,Demand easing of political dissent,0,125,0.0
Make empathetic comment,Ease curfew,0,125,0.0
Make empathetic comment,Detonate nuclear weapons,0,125,0.0
Express intent to cooperate economically,Express intent to allow international involvement (non-mediation),0,89,0.0
Rally support on behalf of,Express intent to allow international involvement (non-mediation),0,61,0.0
Mobilize or increase armed forces,Express intent to allow international involvement (non-mediation),0,85,0.0
Increase military alert status,Express intent to allow international involvement (non-mediation),0,15,0.0
Meet at a 'third' location,Express intent to allow international involvement (non-mediation),0,198,0.0
Express intent to settle dispute,Express intent to allow international involvement (non-mediation),0,65,0.0
Retreat or surrender militarily,Express intent to allow international involvement (non-mediation),0,38,0.0
Occupy territory,Express intent to allow international involvement (non-mediation),0,81,0.0
Halt negotiations,Express intent to allow international involvement (non-mediation),0,27,0.0
Express intent to provide military protection or peacekeeping,Express intent to allow international involvement (non-mediation),4,17,0.23529411764705882
"Impose embargo, boycott, or sanctions",Express intent to allow international involvement (non-mediation),0,80,0.0
Provide military protection or peacekeeping,Express intent to allow international involvement (non-mediation),19,49,0.3877551020408163
Receive deployment of peacekeepers,Express intent to allow international involvement (non-mediation),0,51,0.0
Mobilize or increase police power,Express intent to allow international involvement (non-mediation),0,22,0.0
Give ultimatum,Express intent to allow international involvement (non-mediation),0,34,0.0
Share intelligence or information,Express intent to allow international involvement (non-mediation),0,25,0.0
Appeal for de-escalation of military engagement,Express intent to allow international involvement (non-mediation),0,18,0.0
Appeal for economic cooperation,Express intent to allow international involvement (non-mediation),0,6,0.0
Mediate,Express intent to allow international involvement (non-mediation),2,19,0.10526315789473684
Refuse to yield,Express intent to allow international involvement (non-mediation),0,17,0.0
Demand de-escalation of military engagement,Express intent to allow international involvement (non-mediation),0,8,0.0
Express intent to mediate,Express intent to allow international involvement (non-mediation),0,8,0.0
Appeal to others to settle dispute,Express intent to allow international involvement (non-mediation),0,2,0.0
Accuse of aggression,Express intent to allow international involvement (non-mediation),0,9,0.0
Threaten to reduce or break relations,Express intent to allow international involvement (non-mediation),0,11,0.0
Yield,Reject request for humanitarian aid,0,54,0.0
Yield,Ease curfew,0,54,0.0
Yield,Detonate nuclear weapons,0,54,0.0
Coerce,"Obstruct passage, block",7,50,0.14
Use tactics of violent repression,"Obstruct passage, block",1,75,0.013333333333333334
Provide economic aid,"Obstruct passage, block",0,59,0.0
Expel or deport individuals,"Obstruct passage, block",8,91,0.08791208791208792
Occupy territory,"Obstruct passage, block",0,81,0.0
Impose restrictions on political freedoms,"Obstruct passage, block",0,27,0.0
Refuse to release persons or property,"Obstruct passage, block",1,17,0.058823529411764705
Reject judicial cooperation,"Obstruct passage, block",0,2,0.0
Express intent to mediate,"Obstruct passage, block",0,8,0.0
Express intent to cooperate economically,Express intent to settle dispute,30,89,0.33707865168539325
Express intent to cooperate economically,Reject judicial cooperation,3,89,0.033707865168539325
Express intent to cooperate economically,Express intent to cooperate militarily,17,89,0.19101123595505617
Express intent to cooperate economically,Express intent to cooperate on intelligence,6,89,0.06741573033707865
Express intent to cooperate economically,Appeal for military cooperation,1,89,0.011235955056179775
Express intent to cooperate economically,Reject request for humanitarian aid,3,89,0.033707865168539325
Express intent to cooperate economically,Threaten to halt international involvement (non-mediation),0,89,0.0
Cooperate militarily,Express intent to cooperate militarily,9,42,0.21428571428571427
Cooperate militarily,Express intent to cooperate on intelligence,1,42,0.023809523809523808
Cooperate militarily,Appeal for military cooperation,0,42,0.0
Cooperate militarily,Reject military cooperation,0,42,0.0
"Defy norms, law","Threaten with sanctions, boycott, embargo",17,44,0.38636363636363635
"Defy norms, law","Impose embargo, boycott, or sanctions",20,44,0.45454545454545453
"Defy norms, law",Allow humanitarian access,0,44,0.0
"Defy norms, law",Reject judicial cooperation,1,44,0.022727272727272728
"Defy norms, law",Appeal for target to allow international involvement (non-mediation),0,44,0.0
Appeal for change in leadership,Reject request for change in leadership,2,33,0.06060606060606061
Appeal for change in leadership,Demand easing of political dissent,0,33,0.0
Appeal for change in leadership,Ease curfew,0,33,0.0
Appeal for change in leadership,Reject request for policy change,0,33,0.0
Coerce,Ease military blockade,4,50,0.08
Coerce,Ease curfew,4,50,0.08
Coerce,Detonate nuclear weapons,1,50,0.02
Rally support on behalf of,Receive deployment of peacekeepers,1,61,0.01639344262295082
Rally support on behalf of,Reject request for military protection or peacekeeping,0,61,0.0
Rally support on behalf of,"Express intent to change institutions, regime",0,61,0.0
Rally support on behalf of,Threaten to impose curfew,0,61,0.0
Rally support on behalf of,Reject request for humanitarian aid,0,61,0.0
Rally support on behalf of,Ease curfew,0,61,0.0
Provide military aid,Reject mediation,3,34,0.08823529411764706
Provide military aid,Reject request for humanitarian aid,0,34,0.0
Cooperate economically,Express intent to settle dispute,19,91,0.2087912087912088
Cooperate economically,Reject judicial cooperation,3,91,0.03296703296703297
Cooperate economically,"Declare truce, ceasefire",16,91,0.17582417582417584
Cooperate economically,Express intent to cooperate militarily,10,91,0.10989010989010989
Cooperate economically,Reduce or stop economic assistance,8,91,0.08791208791208792
Cooperate economically,Threaten to reduce or stop aid,3,91,0.03296703296703297
Cooperate economically,Express intent to cooperate on intelligence,4,91,0.04395604395604396
Cooperate economically,Appeal for military cooperation,0,91,0.0
Cooperate economically,Receive inspectors,0,91,0.0
Cooperate economically,Reject military cooperation,0,91,0.0
Cooperate economically,Demand economic cooperation,0,91,0.0
Cooperate economically,Reject request for humanitarian aid,2,91,0.02197802197802198
Provide economic aid,Reject judicial cooperation,2,59,0.03389830508474576
Provide economic aid,Demand economic cooperation,0,59,0.0
Provide economic aid,Reject request for humanitarian aid,0,59,0.0
Reduce or break diplomatic relations,Reject judicial cooperation,4,97,0.041237113402061855
Reduce or break diplomatic relations,Reject request for humanitarian aid,4,97,0.041237113402061855
Mobilize or increase armed forces,Receive deployment of peacekeepers,19,85,0.2235294117647059
Mobilize or increase armed forces,Reject request for humanitarian aid,0,85,0.0
Deny responsibility,"Threaten with sanctions, boycott, embargo",1,131,0.007633587786259542
"Reject plan, agreement to settle dispute","Threaten with sanctions, boycott, embargo",3,36,0.08333333333333333
Meet at a 'third' location,Express intent to settle dispute,47,198,0.23737373737373738
Meet at a 'third' location,Halt negotiations,30,198,0.15151515151515152
Meet at a 'third' location,"Impose embargo, boycott, or sanctions",16,198,0.08080808080808081
Meet at a 'third' location,Reject judicial cooperation,7,198,0.03535353535353535
Meet at a 'third' location,"Declare truce, ceasefire",35,198,0.17676767676767677
Meet at a 'third' location,Express intent to cooperate militarily,26,198,0.13131313131313133
Meet at a 'third' location,Express intent to cooperate on intelligence,15,198,0.07575757575757576
Meet at a 'third' location,Appeal for military cooperation,0,198,0.0
Meet at a 'third' location,Reject request for humanitarian aid,2,198,0.010101010101010102
Rally opposition against,Halt mediation,0,48,0.0
Rally opposition against,Demand economic cooperation,0,48,0.0
Rally opposition against,Reject request for humanitarian aid,0,48,0.0
Rally opposition against,Ease curfew,1,48,0.020833333333333332
Rally opposition against,Reject request or demand for political reform,0,48,0.0
Engage in material cooperation,Express intent to cooperate on intelligence,2,54,0.037037037037037035
Engage in material cooperation,Reject request for humanitarian aid,1,54,0.018518518518518517
Engage in material cooperation,Reject request for policy change,0,54,0.0
Express intent to settle dispute,Halt negotiations,17,65,0.26153846153846155
Express intent to settle dispute,Receive deployment of peacekeepers,7,65,0.1076923076923077
Express intent to settle dispute,Reject judicial cooperation,1,65,0.015384615384615385
Express intent to settle dispute,Express intent to cooperate on intelligence,5,65,0.07692307692307693
Express intent to settle dispute,Reject request for military protection or peacekeeping,1,65,0.015384615384615385
Express intent to settle dispute,Appeal for military cooperation,1,65,0.015384615384615385
Express intent to settle dispute,Reject request for humanitarian aid,2,65,0.03076923076923077
Express intent to settle dispute,Threaten to halt international involvement (non-mediation),0,65,0.0
Retreat or surrender militarily,Receive deployment of peacekeepers,13,38,0.34210526315789475
Retreat or surrender militarily,Reject request for military protection or peacekeeping,0,38,0.0
Appeal for intelligence,Allow humanitarian access,0,54,0.0
Appeal for intelligence,Express intent to cooperate on intelligence,2,54,0.037037037037037035
Appeal for intelligence,Appeal for target to allow international involvement (non-mediation),0,54,0.0
Appeal for intelligence,Reject request for humanitarian aid,1,54,0.018518518518518517
Expel or deport individuals,Ease military blockade,4,91,0.04395604395604396
Expel or deport individuals,"Express intent to change institutions, regime",4,91,0.04395604395604396
Expel or deport individuals,Threaten to impose curfew,0,91,0.0
Expel or deport individuals,Ease curfew,2,91,0.02197802197802198
Expel or deport individuals,Detonate nuclear weapons,0,91,0.0
Occupy territory,Receive deployment of peacekeepers,6,81,0.07407407407407407
Occupy territory,Reject judicial cooperation,5,81,0.06172839506172839
Occupy territory,Express intent to cooperate on intelligence,4,81,0.04938271604938271
Occupy territory,Reject request for humanitarian aid,1,81,0.012345679012345678
Bring lawsuit against,Demand easing of political dissent,1,92,0.010869565217391304
Bring lawsuit against,"Reject request for change in institutions, regime",0,92,0.0
Bring lawsuit against,Ease curfew,1,92,0.010869565217391304
Deny responsibility,Halt negotiations,15,131,0.11450381679389313
Deny responsibility,"Impose embargo, boycott, or sanctions",3,131,0.022900763358778626
Deny responsibility,Reject judicial cooperation,0,131,0.0
Deny responsibility,Violate ceasefire,0,131,0.0
Deny responsibility,Appeal for aid,1,131,0.007633587786259542
Deny responsibility,"Refuse to ease economic sanctions, boycott, or embargo",8,131,0.061068702290076333
Deny responsibility,Express intent to cooperate on intelligence,10,131,0.07633587786259542
Deny responsibility,Reject request for humanitarian aid,8,131,0.061068702290076333
Deny responsibility,Demand easing of political dissent,0,131,0.0
"Reject proposal to meet, discuss, or negotiate",Veto,1,76,0.013157894736842105
"Reject proposal to meet, discuss, or negotiate",Reject request for humanitarian aid,2,76,0.02631578947368421
"Reject proposal to meet, discuss, or negotiate",Ease curfew,0,76,0.0
Halt negotiations,Reject judicial cooperation,0,27,0.0
"Declare truce, ceasefire",Halt negotiations,7,23,0.30434782608695654
Halt negotiations,Reject request for humanitarian aid,3,27,0.1111111111111111
Halt negotiations,Ease curfew,0,27,0.0
Impose restrictions on political freedoms,Ease military blockade,0,27,0.0
Impose restrictions on political freedoms,"Express intent to change institutions, regime",1,27,0.037037037037037035
Impose restrictions on political freedoms,Ease curfew,0,27,0.0
Receive deployment of peacekeepers,Express intent to provide military protection or peacekeeping,27,51,0.5294117647058824
Express intent to provide military protection or peacekeeping,Receive deployment of peacekeepers,10,17,0.5882352941176471
Express intent to provide military protection or peacekeeping,Reject request for military protection or peacekeeping,6,17,0.35294117647058826
Express intent to provide military protection or peacekeeping,Demand economic cooperation,0,17,0.0
Express accord,Express intent to cooperate on intelligence,3,44,0.06818181818181818
Express accord,Appeal for military cooperation,0,44,0.0
Express accord,Reject request for humanitarian aid,0,44,0.0
Impose administrative sanctions,Engage in political dissent,0,80,0.0
Impose administrative sanctions,Threaten to impose curfew,0,80,0.0
Impose administrative sanctions,Demand easing of political dissent,0,80,0.0
Impose administrative sanctions,Ease curfew,1,80,0.0125
Receive deployment of peacekeepers,Express intent to de-escalate military engagement,6,51,0.11764705882352941
Express intent to de-escalate military engagement,Ease curfew,0,32,0.0
Demonstrate military or police power,Express intent to cooperate on intelligence,1,18,0.05555555555555555
Demonstrate military or police power,Reject request for humanitarian aid,0,18,0.0
"Reject plan, agreement to settle dispute","Impose embargo, boycott, or sanctions",5,36,0.1388888888888889
"Impose embargo, boycott, or sanctions",Veto,0,80,0.0
"Impose embargo, boycott, or sanctions",Threaten to halt international involvement (non-mediation),0,80,0.0
Receive deployment of peacekeepers,Provide military protection or peacekeeping,48,51,0.9411764705882353
Provide military protection or peacekeeping,Receive deployment of peacekeepers,48,49,0.9795918367346939
Provide military protection or peacekeeping,Reject request for military protection or peacekeeping,21,49,0.42857142857142855
Provide military protection or peacekeeping,"Appeal for easing of economic sanctions, boycott, or embargo",2,49,0.04081632653061224
Express intent to yield,Ease curfew,0,6,0.0
Complain officially,Reject judicial cooperation,0,36,0.0
Complain officially,Threaten to impose curfew,0,36,0.0
Complain officially,Reject request for humanitarian aid,0,36,0.0
Complain officially,Detonate nuclear weapons,0,36,0.0
Consider policy option,Reject judicial cooperation,2,63,0.031746031746031744
Consider policy option,"Refuse to ease economic sanctions, boycott, or embargo",0,63,0.0
Consider policy option,Reject request for military protection or peacekeeping,0,63,0.0
Consider policy option,Appeal for military cooperation,0,63,0.0
Consider policy option,Receive inspectors,2,63,0.031746031746031744
Consider policy option,Reject request for humanitarian aid,0,63,0.0
"Accuse of crime, corruption",Threaten to impose curfew,0,28,0.0
"Accuse of crime, corruption",Reject request for policy change,0,28,0.0
Reduce relations,Reject judicial cooperation,5,102,0.049019607843137254
Reduce relations,"Return, release property",15,102,0.14705882352941177
Reduce relations,Veto,0,102,0.0
Reduce relations,Express intent to cooperate on intelligence,15,102,0.14705882352941177
Reduce relations,"Express intent to change institutions, regime",2,102,0.0196078431372549
Reduce relations,Reject request for change in leadership,0,102,0.0
Reduce relations,Reject mediation,3,102,0.029411764705882353
Reduce relations,Demand economic cooperation,0,102,0.0
Reduce relations,Reject request for humanitarian aid,7,102,0.06862745098039216
Reduce relations,Demand easing of political dissent,0,102,0.0
Reduce relations,Ease curfew,0,102,0.0
Reduce relations,Reject request or demand for political reform,0,102,0.0
Receive deployment of peacekeepers,Allow humanitarian access,2,51,0.0392156862745098
Give ultimatum,Receive deployment of peacekeepers,2,34,0.058823529411764705
Demand de-escalation of military engagement,Receive deployment of peacekeepers,1,8,0.125
Receive deployment of peacekeepers,Reject request for military protection or peacekeeping,2,51,0.0392156862745098
Receive deployment of peacekeepers,Reject mediation,0,51,0.0
Receive deployment of peacekeepers,Appeal for target to allow international involvement (non-mediation),2,51,0.0392156862745098
Threaten non-force,Demand easing of political dissent,0,8,0.0
Demand diplomatic cooperation (such as policy support),Receive inspectors,4,36,0.1111111111111111
Demand diplomatic cooperation (such as policy support),Reject request for humanitarian aid,0,36,0.0
Express intent to release persons or property,Reject judicial cooperation,2,33,0.06060606060606061
Express intent to release persons or property,Ease curfew,0,33,0.0
Express intent to provide economic aid,Reject judicial cooperation,1,56,0.017857142857142856
Express intent to provide economic aid,Receive inspectors,0,56,0.0
Express intent to provide economic aid,Demand economic cooperation,0,56,0.0
Express intent to provide economic aid,Reject request for humanitarian aid,0,56,0.0
Express intent to provide economic aid,Ease curfew,1,56,0.017857142857142856
Appeal for de-escalation of military engagement,Allow humanitarian access,0,18,0.0
Refuse to de-escalate military engagement,Allow humanitarian access,0,4,0.0
"Reject plan, agreement to settle dispute",Allow humanitarian access,1,36,0.027777777777777776
Appeal to others to meet or negotiate,Allow humanitarian access,0,17,0.0
