,head,relation,tail,time
27294,Police (New Zealand),"Arrest, detain, or charge with legal action",Children (New Zealand),2008-01-27
27295,Citizen (Nigeria),Make an appeal or request,Human Rights Commission (Nigeria),2009-11-11
27296,African Union,Provide military protection or peacekeeping,Sudan,2007-08-12
27297,China,Engage in diplomatic cooperation,Vietnam,2009-10-08
27298,Citizen (Australia),"Protest violently, riot",Police (Australia),2012-02-02
27299,UN Security Council,Appeal for intelligence,Other Authorities / Officials (Mali),2015-05-28
27300,Lawyer/Attorney (South Korea),Confiscate property,South Korea,2013-06-21
27301,Police (Jamaica),"Arrest, detain, or charge with legal action",Criminal (Jamaica),2009-04-21
27302,Police (Australia),Accuse,Citizen (Australia),2015-09-02
27303,Japan,Consult,South Korea,2015-04-12
27304,South Korea,Sign formal agreement,Japan,2011-01-04
27305,Ministry (Sudan),Make an appeal or request,Citizen (Sudan),2013-04-12
27306,South Africa,Criticize or denounce,Police (South Africa),2007-09-20
27307,China,Sign formal agreement,Association of Southeast Asian Nations,2006-03-11
27308,Iran,Host a visit,Javier Solana,2008-06-14
27309,International Monetary Fund,Express intent to provide material aid,Romania,2012-09-28
27310,Yemen,Use conventional military force,Saudi Arabian Defence Forces,2015-03-29
27311,South Africa,Demand,UN Security Council,2011-08-25
27312,China,Express intent to cooperate,Barack Obama,2010-04-12
27313,Barack Obama,Express intent to provide humanitarian aid,Iraq,2015-04-15
27314,Mahmoud Ahmadinejad,Host a visit,Pervez Musharraf,2008-04-28
27315,Foreign Affairs (South Africa),Express intent to meet or negotiate,Iran,2014-06-14
27316,Israeli Defense Forces,Make statement,al-Aqsa Martyrs' Brigades,2005-11-01
27317,Malaysia,Sign formal agreement,Thailand,2006-04-14
27318,Barack Obama,Make pessimistic comment,Iraq,2010-09-02
27319,Activist (Thailand),Make statement,Thailand,2010-09-21
27320,Media Personnel (Japan),Make statement,Japan,2007-07-17
27321,Prime Minister Chaudhry,Criticize or denounce,Prime Minister Qarase,2006-04-25
27322,Citizen (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Julia Gillard,2005-01-21
27323,Japan,Engage in material cooperation,South Korea,2008-04-02
27324,Barack Obama,Sign formal agreement,Raúl Castro,2015-07-19
27325,Criminal (China),Sexually assault,Women (China),2012-01-14
27326,Mwai Kibaki,Praise or endorse,China,2006-10-26
27327,France,"Arrest, detain, or charge with legal action",Men (France),2007-07-29
27328,African Union,Make statement,Peacekeeping Troop (African Union),2006-09-26
27329,Elizabeth II,"Appeal for change in institutions, regime",Tony Blair,2007-06-27
27330,Iran,Express intent to meet or negotiate,Nonaligned Movement,2012-08-18
27331,Shaukat Aziz,Make statement,Pervez Musharraf,2007-11-01
27332,Police (Australia),Demand,Citizen (Australia),2005-03-30
27333,China,Host a visit,Ma Ying Jeou,2015-05-05
27334,City Mayor (China),Make statement,China,2011-01-27
27335,South Korea,Consult,Japan,2008-11-27
27336,Police (Uganda),Use conventional military force,Citizen (Uganda),2015-09-11
27337,Sudan,Express intent to settle dispute,South Sudan,2012-03-29
27338,Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2010-04-05
27339,Wen Jiabao,Consult,Angela Merkel,2007-03-20
27340,Yasuo Fukuda,Engage in symbolic act,Lee Myung Bak,2008-02-25
27341,Cabinet / Council of Ministers / Advisors (United States),Engage in negotiation,Wang Yi,2013-07-02
27342,Thailand,Consult,Malaysia,2014-12-03
27343,Criminal (Mexico),Use unconventional violence,Mexico,2008-01-24
27344,Abdullah Gül,Make statement,Iran,2011-04-16
27345,China,Sign formal agreement,Japan,2007-08-08
27346,Citizen (Australia),Criticize or denounce,People Associated with the Opposition (Australia),2010-09-29
27347,France,Host a visit,Mohamed Ould Abdel Aziz,2012-11-30
27348,Mexico,Praise or endorse,United States Senate,2013-06-28
27349,Yasuo Fukuda,Make statement,Japan,2008-07-08
27350,China,Express intent to engage in diplomatic cooperation (such as policy support),Malaysia,2005-09-04
27351,Frank Bainimarama,Demand that target yields,Prime Minister Qarase,2006-12-04
27352,Barack Obama,Praise or endorse,Japan,2015-11-19
27353,Kuwait,Consult,United Arab Emirates,2014-09-15
27354,Wang Yi,Make statement,China,2013-11-15
27355,Police (Macedonia),Use conventional military force,Armed Gang (Macedonia),2015-05-11
27356,Criminal (Australia),Threaten,Citizen (Australia),2012-03-07
27357,Barack Obama,Express intent to cooperate,Lee Myung Bak,2012-11-07
27358,Malaysia,Mediate,Moro Islamic Liberation Front,2006-02-06
27359,Media Personnel (New Zealand),Make statement,Police (New Zealand),2007-03-13
27360,Congress (United States),Sign formal agreement,South Korea,2011-10-17
27361,Government (Sudan),"Reject proposal to meet, discuss, or negotiate",Citizen (Sudan),2009-08-13
27362,Abdul-Karim Al-Arhabi,Make a visit,Japan,2008-04-10
27363,Iran,Engage in diplomatic cooperation,South Korea,2014-01-30
27364,China,Praise or endorse,Yemen,2011-11-24
27365,Sudan,Receive deployment of peacekeepers,African Union,2005-02-18
27366,China,Host a visit,Christine Lagarde,2011-06-09
27367,Employee (Philippines),Appeal for economic aid,City Mayor (Philippines),2008-10-08
27368,Ministry (Nigeria),Make statement,Government (Nigeria),2008-07-02
27369,Benjamin Netanyahu,Make statement,Mahmoud Abbas,2015-10-22
27370,Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2015-07-03
27371,John Garang,Make a visit,Sudan,2005-01-22
27372,Mahmoud Abbas,Make statement,Barack Obama,2013-03-22
27373,Mahmoud Ahmadinejad,Make statement,Iran,2006-08-27
27374,China,Host a visit,Evo Morales,2015-07-14
27375,Julia Gillard,Make an appeal or request,Citizen (Australia),2011-03-25
27376,City Mayor (Philippines),Demand,Police (Philippines),2013-07-16
27377,South Korea,Express intent to meet or negotiate,UN Security Council,2009-05-25
27378,France,Accuse,Iran,2006-02-17
27379,National Resistance Movement,Threaten,Citizen (Uganda),2005-12-06
27380,Mahmoud Ahmadinejad,Make statement,Iran,2010-05-23
27381,Protester (Bosnia and Herzegovina),Demonstrate or rally,Police (Bosnia and Herzegovina),2014-02-07
27382,South Sudan,Express intent to cooperate,Sudan,2013-09-11
27383,Bureaucrat (Australia),Make an appeal or request,Citizen (Australia),2005-02-22
27384,Barack Obama,Make a visit,Ethiopia,2015-08-02
27385,Nigerian Navy,"Arrest, detain, or charge with legal action",Citizen (Nigeria),2013-06-19
27386,Japan,Express intent to meet or negotiate,South Korea,2012-05-07
27387,Dmitry Anatolyevich Medvedev,Praise or endorse,Barack Obama,2009-01-27
27388,China,Consult,Ricardo Alarcón de Quesada,2010-11-24
27389,Ministry (Brazil),Express intent to meet or negotiate,People Associated with the Opposition (Brazil),2005-08-14
27390,Head of Government (Pakistan),Make statement,Pervez Musharraf,2006-10-12
27391,National United Front for Democracy Against Dictatorship,Criticize or denounce,Abhisit Vejjajiva,2013-05-09
27392,Tony Blair,Engage in negotiation,Nuri al-Maliki,2006-05-25
27393,Wen Jiabao,Make statement,Japan,2012-11-19
27394,Other Authorities / Officials (Nigeria),Threaten,Citizen (Nigeria),2009-05-12
27395,UN Security Council,Express intent to meet or negotiate,Sudan,2010-10-06
27396,Mahmoud Ahmadinejad,Make statement,Iran,2005-12-13
27397,Citizen (Australia),Demand,Police (Australia),2007-05-16
27398,Xi Jinping,Consult,Barack Obama,2013-06-09
27399,Romania,Make statement,France,2010-11-05
27400,João Baptista Kussumua,Make statement,Angola,2010-07-19
27401,Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2015-12-22
27402,Vietnam,Host a visit,Cambodia,2012-11-15
27403,Sheikh Jabir al Ahmad al Jabir al Sabah,Make a visit,Romania,2008-05-10
27404,Japan,Express intent to cooperate economically,Thailand,2005-11-26
27405,Iran,Host a visit,Muhammadu Buhari,2015-12-24
27406,Thailand,Express intent to engage in diplomatic cooperation (such as policy support),Barack Obama,2009-04-03
27407,Envoy (United States),Consult,Nasser Judeh,2011-04-07
27408,China,Host a visit,Raúl Castro,2005-04-22
27409,Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-10-21
27410,Head of Government (South Korea),Make statement,South Korea,2011-09-07
27411,Police (Ukraine),Accuse,Vitali Klitschko,2015-03-31
27412,China,Engage in diplomatic cooperation,Kazakhstan,2009-05-20
27413,Roh Moo Hyun,Make statement,South Korea,2006-01-25
27414,Abdullah Gül,Sign formal agreement,Jack Straw,2005-10-09
27415,Barack Obama,Engage in negotiation,Benjamin Netanyahu,2010-09-01
27416,Citizen (Unidentified State Actor),Appeal for release of persons or property,China,2010-06-04
27417,France,Host a visit,Rafiq Hariri,2011-01-14
27418,Mallam Isa Yuguda,Make an appeal or request,Citizen (Nigeria),2013-04-23
27419,Umaru Musa Yar'Adua,Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2009-07-21
27420,Abdullah Gül,Make statement,Iran,2006-07-09
27421,Foreign Affairs (Israel),Accuse,Iran,2014-06-13
27422,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2010-11-25
27423,Abhisit Vejjajiva,Express intent to engage in diplomatic cooperation (such as policy support),National United Front for Democracy Against Dictatorship,2009-03-02
27424,Kazakhstan,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2009-06-04
27425,Police (Philippines),"Arrest, detain, or charge with legal action",Military (Philippines),2013-10-10
27426,Iran,Make an appeal or request,UN Security Council,2008-01-18
27427,Iran,Host a visit,Daniel Ortega,2007-06-09
27428,Mahmoud Abbas,Consult,Royal Administration (Saudi Arabia),2007-11-18
27429,Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Men (United Kingdom),2012-01-05
27430,United Arab Emirates,Praise or endorse,Christine Lagarde,2011-06-15
27431,Iraq,Host a visit,Iran,2013-07-26
27432,Kuwait,Host a visit,Nuri al-Maliki,2006-07-05
27433,Iran,Host a visit,Javier Solana,2008-05-28
27434,Barack Obama,Make statement,Iraq,2014-08-14
27435,African Union,Praise or endorse,Government (South Africa),2015-04-16
27436,France,Criticize or denounce,Romania,2011-02-08
27437,Nuri al-Maliki,Make a visit,Iraq,2011-01-09
27438,Abhisit Vejjajiva,Make statement,Thailand,2011-04-06
27439,Ministry (Iran),Make statement,Iran,2012-07-04
27440,Chongwadai,Make statement,Roh Moo Hyun,2005-07-04
27441,Armed Rebel (Syria),Make an appeal or request,Barack Obama,2014-04-04
27442,Iran,Engage in symbolic act,Islamic Preacher (Iran),2012-11-26
27443,Government (South Africa),Express intent to provide economic aid,South Africa,2014-10-20
27444,France,"Arrest, detain, or charge with legal action",Women (France),2008-11-01
27445,Ethiopia,Sign formal agreement,Eritrea,2006-03-06
27446,Protester (Egypt),Demonstrate or rally,Police (Egypt),2011-01-26
27447,Iran,Expel or deport individuals,Refugee (Afghanistan),2006-11-15
27448,Philip Hammond,Make optimistic comment,Iran,2015-08-16
27449,Head of Government (Pakistan),Discuss by telephone,Abdullah Gül,2010-11-30
27450,China,Host a visit,Kim Kye Gwan,2008-02-29
27451,Barack Obama,Make a visit,Japan,2013-11-21
27452,Djibouti,Engage in diplomatic cooperation,Yemen,2007-03-11
27453,Military (Philippines),Use conventional military force,Abu Sayyaf,2006-08-24
27454,Police (Philippines),Use conventional military force,Men (Philippines),2012-05-04
27455,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2011-11-26
27456,Lawmaker (United Kingdom),Accuse,Tony Blair,2006-03-20
27457,China,Make an appeal or request,South Africa,2010-06-10
27458,Abdullah Gül,Consult,Angela Merkel,2005-11-24
27459,Abdul Kadir,Make a visit,Trinidad and Tobago,2007-06-05
27460,Citizen (Sudan),Express intent to meet or negotiate,Sudan,2007-11-27
27461,Sudan,Make statement,Ministry (Sudan),2011-05-16
27462,Government (Sudan),Use conventional military force,Citizen (Sudan),2005-04-29
27463,Isaias Afewerki,Make a visit,Eritrea,2006-03-14
27464,Kuwait,Host a visit,Nuri al-Maliki,2011-02-16
27465,Angela Merkel,Make a visit,Barack Obama,2011-06-07
27466,Women (Australia),Threaten,Police (Australia),2008-12-22
27467,Sudan,Host a visit,Islamic Courts Union,2006-07-27
27468,Umaru Musa Yar'Adua,Consult,Ministry (Nigeria),2009-02-09
27469,Robert Hill,Make a visit,South Korea,2005-10-19
27470,Protester (Afghanistan),"Protest violently, riot",Military Personnel - Special (Afghanistan),2011-05-19
27471,Colombia,Consult,Gabriel Silva Luján,2010-03-23
27472,Mahmoud Ahmadinejad,Make statement,Iran,2007-04-22
27473,Mehdi Karrubi,Make an appeal or request,Iran,2010-06-03
27474,China,Provide economic aid,International Government Organizations,2015-11-04
27475,Panhellenic Socialist Movement,Demand change in leadership,New Democracy,2009-07-22
27476,"Media (Palestinian Territory, Occupied)",Acknowledge or claim responsibility,Israeli Defense Forces,2007-09-11
27477,Catherine Ashton,Make statement,China,2014-03-19
27478,Xi Jinping,Make a visit,Vietnam,2015-11-11
27479,Associated Press,Discuss by telephone,Police (Philippines),2007-05-31
27480,Japan,Criticize or denounce,Iran,2006-04-12
27481,Citizen (Nigeria),Complain officially,Presidential Candidate (Nigeria),2015-01-29
27482,France,Make statement,Iran,2009-05-25
27483,China,Express intent to cooperate,South Korea,2013-02-06
27484,Ashraf Ghani Ahmadzai,Consult,Barack Obama,2015-03-31
27485,Ministry (Brazil),Discuss by telephone,Cláudio Lembo,2006-05-15
27486,China,Sign formal agreement,Iran,2006-01-23
27487,Military Personnel (Philippines),Make statement,Military (Philippines),2007-05-29
27488,Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2009-01-05
27489,Yemen,Consult,Isaias Afewerki,2010-10-22
27490,China,Host a visit,Japan,2006-08-15
27491,Military Personnel - Special (India),Investigate,Men (India),2008-07-20
27492,Sudan,Engage in diplomatic cooperation,Ethiopia,2007-12-13
27493,Thailand,Host a visit,Immigrants (North Korea),2014-06-23
27494,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2011-05-12
27495,Police (Sudan),Use conventional military force,Citizen (Sudan),2007-06-20
27496,Lawyer/Attorney (Australia),Impose administrative sanctions,Citizen (Australia),2008-01-22
27497,Criminal (Brazil),Use unconventional violence,Citizen (Brazil),2006-08-02
27498,Yemen,Consult,Kuwait,2012-07-18
27499,Xi Jinping,Make statement,China,2014-10-29
27500,Ali Abdullah Saleh,Make a visit,Royal Administration (Saudi Arabia),2010-02-23
27501,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-05-23
27502,China,Engage in diplomatic cooperation,Japan,2006-09-27
27503,China,Express intent to meet or negotiate,Association of Southeast Asian Nations,2011-01-18
27504,Iran,Host a visit,Julie Bishop,2015-04-20
27505,Police (Saudi Arabia),Investigate,Citizen (Saudi Arabia),2009-04-08
27506,Michael Sata,"Return, release person(s)",Citizen (Zambia),2013-10-25
27507,Laos,Express intent to meet or negotiate,China,2011-10-30
27508,Government Official (Japan),Make statement,Japan,2006-10-09
27509,Citizen (Australia),Threaten with military force,Criminal (Australia),2005-02-03
27510,Lawyer/Attorney (Indonesia),Make an appeal or request,Police (Indonesia),2010-04-05
27511,Kuwait,Engage in diplomatic cooperation,Iraq,2010-09-17
27512,Lawyer/Attorney (Australia),Make statement,Police (Australia),2007-11-21
27513,Citizen (Nigeria),Accuse,Government (Nigeria),2009-10-23
27514,Nuri al-Maliki,Make statement,Iraq,2010-11-28
27515,France,Host a visit,Indigenous People (United Kingdom),2014-08-01
27516,Ministry (Nigeria),Make statement,Government (Nigeria),2014-10-03
27517,Rapid Action Battalion,"Arrest, detain, or charge with legal action",Citizen (Bangladesh),2015-02-20
27518,Panhellenic Socialist Movement,Criticize or denounce,New Democracy,2015-09-01
27519,Thailand,Reject,Association of Southeast Asian Nations,2008-07-22
27520,Holy See,Grant diplomatic recognition,China,2006-03-26
27521,Wen Jiabao,Demand diplomatic cooperation (such as policy support),China,2009-06-26
27522,Citizen (Uganda),Make an appeal or request,National Resistance Movement,2015-09-14
27523,Member of Parliament (Australia),Appeal for diplomatic cooperation (such as policy support),Citizen (Australia),2014-04-30
27524,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2012-12-07
27525,Bolivia,Make an appeal or request,Andean Community,2008-06-30
27526,Ashraf Ghani Ahmadzai,Consult,Barack Obama,2014-09-07
27527,Japan,Host a visit,China,2005-09-30
27528,Protester (Egypt),"Protest violently, riot",Police (Egypt),2011-01-26
27529,Dmitry Anatolyevich Medvedev,Express intent to meet or negotiate,Kazakhstan,2008-07-05
27530,Mahmoud Abbas,Demonstrate or rally,Al Jazeera,2011-01-25
27531,Head of Government (Nigeria),Praise or endorse,Government (Nigeria),2015-07-21
27532,Japan,Engage in negotiation,China,2007-02-09
27533,Iran,Host a visit,Mahmoud Ahmadinejad,2007-10-23
27534,Barack Obama,Make statement,Iran,2012-10-30
27535,Thailand,Make an appeal or request,Citizen (Thailand),2006-03-26
27536,Cambodia,Engage in diplomatic cooperation,Vietnam,2007-11-16
27537,Abhisit Vejjajiva,Make statement,National United Front for Democracy Against Dictatorship,2010-04-04
27538,Lawyer/Attorney (South Korea),Make statement,Police (South Korea),2015-10-07
27539,Media Personnel (Iran),Make statement,Iran,2013-07-29
27540,Ministry (Brazil),Make statement,People Associated with the Opposition (Brazil),2006-05-09
27541,Sudan,Express intent to cooperate,Eritrea,2011-05-13
27542,Iran,Engage in negotiation,Malaysia,2006-05-13
27543,South Africa,Consult,Mexico,2007-06-01
27544,Vietnam,Sign formal agreement,Japan,2008-10-20
27545,Islamic Preacher (Iran),Consult,Iran,2013-09-23
27546,Police (Malaysia),Provide humanitarian aid,Men (Malaysia),2009-05-28
27547,Police (Libya),Make statement,Military Personnel (Libya),2015-04-12
27548,China,Demand,Yoshihiko Noda,2011-08-29
27549,Yoshihiko Noda,Express intent to cooperate economically,China,2011-11-18
27550,Government (Nigeria),Refuse to yield,Citizen (Nigeria),2013-09-24
27551,Citizen (Nigeria),Express intent to cooperate,Head of Government (Nigeria),2014-06-24
27552,Armed Rebel (Russia),fight with small arms and light weapons,Military (Russia),2006-02-09
27553,Japan,Express intent to cooperate,China,2005-10-17
27554,Barack Obama,Consult,Iran,2008-05-29
27555,Kuwait,Host a visit,Mahmoud Abbas,2006-02-06
27556,Government (Pakistan),Engage in diplomatic cooperation,Iran,2015-09-07
27557,Roh Moo Hyun,Express intent to meet or negotiate,Kuwait,2007-03-15
27558,Mahmoud Ahmadinejad,Make statement,Iran,2013-01-09
27559,Police (Philippines),Make statement,Thief (Philippines),2012-04-09
27560,Police (Tanzania),"Arrest, detain, or charge with legal action",Citizen (Tanzania),2013-01-28
27561,Boris Johnson,Consult,Citizen (United Kingdom),2009-06-24
27562,Japan,Host a visit,Irakli Alasania,2014-03-05
27563,Angela Merkel,Host a visit,Wen Jiabao,2007-08-27
27564,Pier Luigi Bersani,Praise or endorse,Mario Monti,2012-12-13
27565,Naval (United States),Provide humanitarian aid,Iran,2012-03-07
27566,Ministry (Iran),Make statement,Iran,2009-04-08
27567,Japan,"Reject proposal to meet, discuss, or negotiate",South Korea,2012-09-07
27568,Barack Obama,Demand,China,2011-09-02
27569,UN Security Council,Criticize or denounce,Eritrea,2006-10-18
27570,Guatemala,"Arrest, detain, or charge with legal action",Military (Guatemala),2011-08-03
27571,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2012-03-09
27572,Ma Ying Jeou,Make a visit,Huang Kun-huei,2008-04-29
27573,United Arab Emirates,Make a visit,Kuwait,2008-06-05
27574,Barack Obama,Accuse,Iran,2015-05-15
27575,Moro Islamic Liberation Front,Use conventional military force,Police (Philippines),2015-02-05
27576,Barack Obama,Express intent to cooperate,Dmitry Anatolyevich Medvedev,2010-04-08
27577,South Sudan,Engage in diplomatic cooperation,Sudan,2013-03-30
27578,José Ángel Gurría,Accede to requests or demands for political reform,Mexico,2011-09-26
27579,Men (Malaysia),Use unconventional violence,Police (Malaysia),2011-06-22
27580,Protester (Tanzania),Demonstrate or rally,Police (Tanzania),2011-01-10
27581,Barack Obama,Engage in negotiation,Benjamin Netanyahu,2010-06-24
27582,Criminal (Mexico),Use unconventional violence,Military (Mexico),2009-07-12
27583,Benazir Bhutto,Express intent to cooperate economically,Pervez Musharraf,2008-01-11
27584,China,Engage in negotiation,Ma Ying Jeou,2008-10-21
27585,Gloria Trevi,Make a visit,Mexico,2010-03-31
27586,Military Personnel (Philippines),Make statement,Military (Philippines),2011-11-01
27587,Congress (United States),Make an appeal or request,Japan,2012-08-20
27588,Barack Obama,Consult,Nuri al-Maliki,2012-07-19
27589,Saud bin Faisal bin Abdul-Aziz,Make a visit,Head of Government (Egypt),2014-09-08
27590,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Mexico,2005-03-08
27591,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2012-06-10
27592,Japan,Engage in negotiation,South Korea,2015-12-15
27593,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2012-01-02
27594,Citizen (Zambia),"Reject proposal to meet, discuss, or negotiate",Michael Sata,2006-04-13
27595,China,Host a visit,Japan,2006-02-23
27596,Laos,Host a visit,Association of Southeast Asian Nations,2005-08-30
27597,Mahmoud Ahmadinejad,Make statement,Iran,2007-07-12
27598,Government (France),Express intent to meet or negotiate,People Associated with the Opposition (France),2015-04-21
27599,Protester (Thailand),"Obstruct passage, block",Thailand,2014-02-19
27600,Isaias Afewerki,Engage in negotiation,Qatar,2009-03-13
27601,Militant (Syria),Use unconventional violence,Armed Rebel (Syria),2015-08-09
27602,Ma Ying Jeou,Express intent to settle dispute,China,2008-07-22
27603,France,Consult,Foreign Affairs (Israel),2014-01-16
27604,Japan,Make statement,South Korea,2006-06-14
27605,France,Consult,Cabinet / Council of Ministers / Advisors (United States),2006-02-03
27606,South Korea,Express intent to cooperate,China,2014-05-19
27607,Angela Merkel,Make a visit,Head of Government (Egypt),2010-09-22
27608,Togo,Engage in diplomatic cooperation,China,2009-08-27
27609,Evo Morales,Make statement,Iran,2008-03-19
27610,Iran,Host a visit,Mahmoud Ahmadinejad,2013-06-27
27611,Employee (Israel),Make statement,Police (Israel),2010-12-03
27612,Japan,Consult,China,2007-10-25
27613,South Korea,Consult,Japan,2009-04-14
27614,Ali Abdullah Saleh,Consult,Head of Government (Qatar),2011-01-12
27615,Vietnam,Consult,Cambodia,2010-04-01
27616,South Korea,Consult,Japan,2005-12-12
27617,South Korea,Express intent to meet or negotiate,Association of Southeast Asian Nations,2007-10-08
27618,Head of Government (Pakistan),Make statement,Government (Pakistan),2008-05-13
27619,Lee Myung Bak,Express intent to meet or negotiate,United Arab Emirates,2011-03-02
27620,Citizen (Australia),Make optimistic comment,Police (Australia),2008-11-28
27621,Iraq,Express intent to cooperate,China,2015-12-23
27622,Guatemala,"Arrest, detain, or charge with legal action",Media Personnel (Guatemala),2012-07-17
27623,Jaroslav Baska,Criticize or denounce,Lubomír Galko,2012-02-15
27624,Lawyer/Attorney (Australia),Investigate,Citizen (Australia),2013-04-16
27625,China,Host a visit,Valdas Adamkus,2006-09-21
27626,Citizen (Nigeria),Accuse,Government (Nigeria),2009-10-27
27627,Muslim Militant (Philippines),Use unconventional violence,Military (Philippines),2013-05-28
27628,Abhisit Vejjajiva,Make statement,Cambodia,2010-08-09
27629,Media Personnel (New Zealand),Make statement,Police (New Zealand),2007-01-31
27630,France,Engage in negotiation,Iran,2015-10-28
27631,Bruce Golding,Make a visit,China,2011-09-21
27632,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2013-10-22
27633,Iran,Reject,UN Security Council,2007-02-22
27634,Iran,Express intent to cooperate,UN Security Council,2014-07-19
27635,Lawyer/Attorney (Australia),"Return, release person(s)",Citizen (Australia),2009-10-06
27636,Guerrilla (Colombia),Make an appeal or request,Colombia,2009-09-27
27637,Donald Rumsfeld,Make an appeal or request,Thailand,2005-06-06
27638,Jatuporn Prompan,Make statement,Abhisit Vejjajiva,2010-08-12
27639,Julia Gillard,Make a visit,South Korea,2011-04-28
27640,South Korea,Criticize or denounce,China,2010-12-14
27641,Japan,Engage in diplomatic cooperation,China,2008-05-09
27642,Nuri al-Maliki,Consult,Massoud Barzani,2014-03-01
27643,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-07
27644,South Sudan,Accuse,Sudan,2012-05-16
27645,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),China,2010-09-16
27646,Citizen (Sudan),Express intent to provide military protection or peacekeeping,Sudan,2005-02-18
27647,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2015-05-11
27648,Abdullah Gül,Make a visit,Iran,2006-06-26
27649,China,Consult,Associated Press,2005-05-05
27650,Citizen (Tanzania),Demand,Police (Tanzania),2015-10-28
27651,Foreign Affairs (France),Consult,Iran,2013-11-20
27652,China,Host a visit,Donald Rumsfeld,2005-10-24
27653,Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2015-02-26
27654,Ulster Unionist Party,Demand,Sir Reg Empey,2010-03-27
27655,Japan,Reject,Xi Jinping,2014-07-04
27656,Head of Government (Turkmenistan),Make a visit,China,2006-03-14
27657,Afghan National Army,Use conventional military force,Militant (Taliban),2009-12-23
27658,UN Security Council,Sign formal agreement,Iran,2007-01-03
27659,Police (Australia),Investigate,Women (Australia),2008-12-27
27660,Middle East,Host a visit,Barack Obama,2013-04-04
27661,China,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2013-11-15
27662,Police (Australia),Confiscate property,Citizen (Australia),2012-10-04
27663,Police (Kenya),"Arrest, detain, or charge with legal action",Men (Kenya),2014-01-15
27664,Military Personnel (Philippines),Make statement,Military (Philippines),2012-01-22
27665,Al-Shabaab,Use conventional military force,African Union,2014-12-27
27666,Defense / Security Ministry (Zambia),Make an appeal or request,Citizen (Zambia),2012-09-10
27667,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Association of Southeast Asian Nations,2005-03-05
27668,Christine Lagarde,Make statement,France,2010-03-16
27669,Verkhovna Rada,Make an appeal or request,Head of Government (Ukraine),2014-09-02
27670,Cambodia,Express intent to cooperate,Vietnam,2006-12-18
27671,Staffan de Mistura,Make statement,Iran,2015-04-30
27672,Thailand,Cooperate economically,Vietnam,2008-03-21
27673,Military (Cambodia),Use conventional military force,Thailand,2011-04-24
27674,Evo Morales,Impose administrative sanctions,Bolivia,2011-09-28
27675,Police (Malaysia),Investigate,Men (Malaysia),2006-06-07
27676,Military (Philippines),Make statement,Police (Philippines),2015-03-12
27677,Military (Philippines),Violate ceasefire,Moro Islamic Liberation Front,2014-07-29
27678,Police (Kenya),"Arrest, detain, or charge with legal action",Men (Kenya),2013-08-30
27679,Rioter (Ukraine),Physically assault,Police (Ukraine),2014-02-18
27680,Iran,Deny responsibility,Iraq,2008-11-19
27681,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2005-08-25
27682,France,Make a visit,China,2008-05-27
27683,Economic Cooperation Organization,Make a visit,Iran,2009-03-08
27684,Angela Merkel,Criticize or denounce,Benjamin Netanyahu,2011-10-02
27685,Oversight Court (Bulgaria),"Arrest, detain, or charge with legal action",Citizen (Bulgaria),2014-12-23
27686,Japan,Express intent to provide material aid,China,2006-08-10
27687,Kuwait,Host a visit,Supreme Council (Iraq),2011-08-18
27688,Bolivia,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2012-06-07
27689,Nuri al-Maliki,Make a visit,Iran,2009-05-21
27690,Japan,Express intent to cooperate,China,2008-06-27
27691,Lawyer/Attorney (Australia),Demand,Citizen (Australia),2006-03-24
27692,Mahmoud Ahmadinejad,Make statement,Oman,2009-08-04
27693,Abhisit Vejjajiva,Appeal for release of persons or property,Protester (Thailand),2009-04-12
27694,Japan,Criticize or denounce,Citizen (North Korea),2006-07-27
27695,National Resistance Movement,Deny responsibility,Citizen (Uganda),2008-12-03
27696,South Korea,Host a visit,Japan,2006-11-05
