relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Impose state of emergency or martial law,"Threaten with sanctions, boycott, embargo",0,12,0.0,0.0
"Threaten with sanctions, boycott, embargo",Impose state of emergency or martial law,0,6,0.0,0.0
Impose state of emergency or martial law,Express intent to change policy,0,12,0.0,0.0
Express intent to change policy,Impose state of emergency or martial law,0,2,0.0,0.0
Impose state of emergency or martial law,Accuse of human rights abuses,0,12,0.0,0.0
Accuse of human rights abuses,Impose state of emergency or martial law,0,39,0.0,0.0
Impose state of emergency or martial law,Appeal for humanitarian aid,0,12,0.0,0.0
Appeal for humanitarian aid,Impose state of emergency or martial law,0,7,0.0,0.0
Impose state of emergency or martial law,Demand judicial cooperation,0,12,0.0,0.0
Demand judicial cooperation,Impose state of emergency or martial law,0,4,0.0,0.0
Impose state of emergency or martial law,Engage in mass killings,0,12,0.0,0.0
Engage in mass killings,Impose state of emergency or martial law,0,12,0.0,0.0
Impose state of emergency or martial law,Demand economic aid,0,12,0.0,0.0
Demand economic aid,Impose state of emergency or martial law,0,10,0.0,0.0
Impose state of emergency or martial law,Demand material aid,0,12,0.0,0.0
Demand material aid,Impose state of emergency or martial law,0,1,0.0,0.0
Impose state of emergency or martial law,Express intent to provide military protection or peacekeeping,0,12,0.0,0.0
Express intent to provide military protection or peacekeeping,Impose state of emergency or martial law,0,6,0.0,0.0
Impose state of emergency or martial law,Investigate human rights abuses,0,12,0.0,0.0
Investigate human rights abuses,Impose state of emergency or martial law,0,3,0.0,0.0
Impose state of emergency or martial law,Violate ceasefire,0,12,0.0,0.0
Violate ceasefire,Impose state of emergency or martial law,0,4,0.0,0.0
Impose state of emergency or martial law,Carry out car bombing,0,12,0.0,0.0
Carry out car bombing,Impose state of emergency or martial law,0,1,0.0,0.0
Impose state of emergency or martial law,Demand material cooperation,0,12,0.0,0.0
Demand material cooperation,Impose state of emergency or martial law,0,9,0.0,0.0
Impose state of emergency or martial law,"Accede to demands for change in institutions, regime",0,12,0.0,0.0
"Accede to demands for change in institutions, regime",Impose state of emergency or martial law,0,3,0.0,0.0
Impose state of emergency or martial law,Expel or withdraw,0,12,0.0,0.0
Expel or withdraw,Impose state of emergency or martial law,0,1,0.0,0.0
Impose state of emergency or martial law,Expel or withdraw peacekeepers,0,12,0.0,0.0
Expel or withdraw peacekeepers,Impose state of emergency or martial law,0,4,0.0,0.0
Impose state of emergency or martial law,Destroy property,0,12,0.0,0.0
Destroy property,Impose state of emergency or martial law,0,3,0.0,0.0
Impose state of emergency or martial law,Reject economic cooperation,0,12,0.0,0.0
Reject economic cooperation,Impose state of emergency or martial law,0,2,0.0,0.0
Impose state of emergency or martial law,Refuse to de-escalate military engagement,0,12,0.0,0.0
Refuse to de-escalate military engagement,Impose state of emergency or martial law,0,4,0.0,0.0
Use as human shield,Demand policy change,0,1,0.0,0.0
Demand policy change,Use as human shield,0,2,0.0,0.0
Use as human shield,"Accuse of espionage, treason",0,1,0.0,0.0
"Accuse of espionage, treason",Use as human shield,0,14,0.0,0.0
Use as human shield,Demand that target yields,0,1,0.0,0.0
Demand that target yields,Use as human shield,0,8,0.0,0.0
Use as human shield,Reduce or stop military assistance,0,1,0.0,0.0
Reduce or stop military assistance,Use as human shield,0,8,0.0,0.0
Use as human shield,Share intelligence or information,0,1,0.0,0.0
Share intelligence or information,Use as human shield,0,38,0.0,0.0
Use as human shield,Accede to demands for change in policy,0,1,0.0,0.0
Accede to demands for change in policy,Use as human shield,0,2,0.0,0.0
Use as human shield,Express intent to ease administrative sanctions,0,1,0.0,0.0
Express intent to ease administrative sanctions,Use as human shield,0,7,0.0,0.0
Use as human shield,"Threaten with sanctions, boycott, embargo",0,1,0.0,0.0
"Threaten with sanctions, boycott, embargo",Use as human shield,0,6,0.0,0.0
Use as human shield,Express intent to change policy,0,1,0.0,0.0
Express intent to change policy,Use as human shield,0,2,0.0,0.0
Use as human shield,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Use as human shield,0,39,0.0,0.0
Use as human shield,Appeal for humanitarian aid,0,1,0.0,0.0
Appeal for humanitarian aid,Use as human shield,0,7,0.0,0.0
Use as human shield,Demand judicial cooperation,0,1,0.0,0.0
Demand judicial cooperation,Use as human shield,0,4,0.0,0.0
Use as human shield,Engage in mass killings,0,1,0.0,0.0
Engage in mass killings,Use as human shield,0,12,0.0,0.0
Use as human shield,Demand economic aid,0,1,0.0,0.0
Demand economic aid,Use as human shield,0,10,0.0,0.0
Use as human shield,Demand material aid,0,1,0.0,0.0
Demand material aid,Use as human shield,0,1,0.0,0.0
Use as human shield,Express intent to provide military protection or peacekeeping,0,1,0.0,0.0
Express intent to provide military protection or peacekeeping,Use as human shield,0,6,0.0,0.0
Use as human shield,Investigate human rights abuses,0,1,0.0,0.0
Investigate human rights abuses,Use as human shield,0,3,0.0,0.0
Use as human shield,Violate ceasefire,0,1,0.0,0.0
Violate ceasefire,Use as human shield,0,4,0.0,0.0
Use as human shield,Carry out car bombing,0,1,0.0,0.0
Carry out car bombing,Use as human shield,0,1,0.0,0.0
Use as human shield,Demand material cooperation,0,1,0.0,0.0
Demand material cooperation,Use as human shield,0,9,0.0,0.0
Use as human shield,"Accede to demands for change in institutions, regime",0,1,0.0,0.0
"Accede to demands for change in institutions, regime",Use as human shield,0,3,0.0,0.0
Use as human shield,Expel or withdraw,0,1,0.0,0.0
Expel or withdraw,Use as human shield,0,1,0.0,0.0
Use as human shield,Expel or withdraw peacekeepers,0,1,0.0,0.0
Expel or withdraw peacekeepers,Use as human shield,0,4,0.0,0.0
Use as human shield,Destroy property,0,1,0.0,0.0
Destroy property,Use as human shield,0,3,0.0,0.0
Use as human shield,Reject economic cooperation,0,1,0.0,0.0
Reject economic cooperation,Use as human shield,0,2,0.0,0.0
Use as human shield,Refuse to de-escalate military engagement,0,1,0.0,0.0
Refuse to de-escalate military engagement,Use as human shield,0,4,0.0,0.0
Demand policy change,"Accuse of espionage, treason",0,2,0.0,0.0
"Accuse of espionage, treason",Demand policy change,0,14,0.0,0.0
Demand policy change,Demand that target yields,0,2,0.0,0.0
Demand that target yields,Demand policy change,0,8,0.0,0.0
Demand policy change,Reduce or stop military assistance,0,2,0.0,0.0
Reduce or stop military assistance,Demand policy change,0,8,0.0,0.0
Demand policy change,Share intelligence or information,0,2,0.0,0.0
Share intelligence or information,Demand policy change,0,38,0.0,0.0
Demand policy change,Accede to demands for change in policy,0,2,0.0,0.0
Accede to demands for change in policy,Demand policy change,0,2,0.0,0.0
Demand policy change,Express intent to ease administrative sanctions,0,2,0.0,0.0
Express intent to ease administrative sanctions,Demand policy change,0,7,0.0,0.0
Demand policy change,"Threaten with sanctions, boycott, embargo",0,2,0.0,0.0
"Threaten with sanctions, boycott, embargo",Demand policy change,0,6,0.0,0.0
Demand policy change,Express intent to change policy,0,2,0.0,0.0
Express intent to change policy,Demand policy change,0,2,0.0,0.0
Demand policy change,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Demand policy change,0,39,0.0,0.0
Demand policy change,Appeal for humanitarian aid,0,2,0.0,0.0
Appeal for humanitarian aid,Demand policy change,0,7,0.0,0.0
Demand policy change,Demand judicial cooperation,0,2,0.0,0.0
Demand judicial cooperation,Demand policy change,0,4,0.0,0.0
Demand policy change,Engage in mass killings,0,2,0.0,0.0
Engage in mass killings,Demand policy change,0,12,0.0,0.0
Demand policy change,Demand economic aid,0,2,0.0,0.0
Demand economic aid,Demand policy change,0,10,0.0,0.0
Demand policy change,Demand material aid,0,2,0.0,0.0
Demand material aid,Demand policy change,0,1,0.0,0.0
Demand policy change,Express intent to provide military protection or peacekeeping,0,2,0.0,0.0
Express intent to provide military protection or peacekeeping,Demand policy change,0,6,0.0,0.0
Demand policy change,Investigate human rights abuses,0,2,0.0,0.0
Investigate human rights abuses,Demand policy change,0,3,0.0,0.0
Demand policy change,Violate ceasefire,0,2,0.0,0.0
Violate ceasefire,Demand policy change,0,4,0.0,0.0
Demand policy change,Carry out car bombing,0,2,0.0,0.0
Carry out car bombing,Demand policy change,0,1,0.0,0.0
Demand policy change,Demand material cooperation,0,2,0.0,0.0
Demand material cooperation,Demand policy change,0,9,0.0,0.0
Demand policy change,"Accede to demands for change in institutions, regime",0,2,0.0,0.0
"Accede to demands for change in institutions, regime",Demand policy change,0,3,0.0,0.0
Demand policy change,Expel or withdraw,0,2,0.0,0.0
Expel or withdraw,Demand policy change,0,1,0.0,0.0
Demand policy change,Expel or withdraw peacekeepers,0,2,0.0,0.0
Expel or withdraw peacekeepers,Demand policy change,0,4,0.0,0.0
Demand policy change,Destroy property,0,2,0.0,0.0
Destroy property,Demand policy change,0,3,0.0,0.0
Demand policy change,Reject economic cooperation,0,2,0.0,0.0
Reject economic cooperation,Demand policy change,0,2,0.0,0.0
Demand policy change,Refuse to de-escalate military engagement,0,2,0.0,0.0
Refuse to de-escalate military engagement,Demand policy change,0,4,0.0,0.0
"Accuse of espionage, treason",Demand that target yields,0,14,0.0,0.0
Demand that target yields,"Accuse of espionage, treason",0,8,0.0,0.0
"Accuse of espionage, treason",Reduce or stop military assistance,0,14,0.0,0.0
Reduce or stop military assistance,"Accuse of espionage, treason",0,8,0.0,0.0
"Accuse of espionage, treason",Share intelligence or information,0,14,0.0,0.0
Share intelligence or information,"Accuse of espionage, treason",0,38,0.0,0.0
"Accuse of espionage, treason",Accede to demands for change in policy,0,14,0.0,0.0
Accede to demands for change in policy,"Accuse of espionage, treason",0,2,0.0,0.0
"Accuse of espionage, treason",Express intent to ease administrative sanctions,0,14,0.0,0.0
Express intent to ease administrative sanctions,"Accuse of espionage, treason",0,7,0.0,0.0
"Accuse of espionage, treason","Threaten with sanctions, boycott, embargo",0,14,0.0,0.0
"Threaten with sanctions, boycott, embargo","Accuse of espionage, treason",0,6,0.0,0.0
"Accuse of espionage, treason",Express intent to change policy,0,14,0.0,0.0
Express intent to change policy,"Accuse of espionage, treason",0,2,0.0,0.0
"Accuse of espionage, treason",Accuse of human rights abuses,0,14,0.0,0.0
Accuse of human rights abuses,"Accuse of espionage, treason",0,39,0.0,0.0
"Accuse of espionage, treason",Appeal for humanitarian aid,0,14,0.0,0.0
Appeal for humanitarian aid,"Accuse of espionage, treason",0,7,0.0,0.0
"Accuse of espionage, treason",Demand judicial cooperation,0,14,0.0,0.0
Demand judicial cooperation,"Accuse of espionage, treason",0,4,0.0,0.0
"Accuse of espionage, treason",Engage in mass killings,0,14,0.0,0.0
Engage in mass killings,"Accuse of espionage, treason",0,12,0.0,0.0
"Accuse of espionage, treason",Demand economic aid,0,14,0.0,0.0
Demand economic aid,"Accuse of espionage, treason",0,10,0.0,0.0
"Accuse of espionage, treason",Demand material aid,0,14,0.0,0.0
Demand material aid,"Accuse of espionage, treason",0,1,0.0,0.0
"Accuse of espionage, treason",Express intent to provide military protection or peacekeeping,0,14,0.0,0.0
Express intent to provide military protection or peacekeeping,"Accuse of espionage, treason",0,6,0.0,0.0
"Accuse of espionage, treason",Investigate human rights abuses,0,14,0.0,0.0
Investigate human rights abuses,"Accuse of espionage, treason",0,3,0.0,0.0
"Accuse of espionage, treason",Violate ceasefire,0,14,0.0,0.0
Violate ceasefire,"Accuse of espionage, treason",0,4,0.0,0.0
"Accuse of espionage, treason",Carry out car bombing,0,14,0.0,0.0
Carry out car bombing,"Accuse of espionage, treason",0,1,0.0,0.0
"Accuse of espionage, treason",Demand material cooperation,0,14,0.0,0.0
Demand material cooperation,"Accuse of espionage, treason",0,9,0.0,0.0
"Accuse of espionage, treason","Accede to demands for change in institutions, regime",0,14,0.0,0.0
"Accede to demands for change in institutions, regime","Accuse of espionage, treason",0,3,0.0,0.0
"Accuse of espionage, treason",Expel or withdraw,0,14,0.0,0.0
Expel or withdraw,"Accuse of espionage, treason",0,1,0.0,0.0
"Accuse of espionage, treason",Expel or withdraw peacekeepers,0,14,0.0,0.0
Expel or withdraw peacekeepers,"Accuse of espionage, treason",0,4,0.0,0.0
"Accuse of espionage, treason",Destroy property,0,14,0.0,0.0
Destroy property,"Accuse of espionage, treason",0,3,0.0,0.0
"Accuse of espionage, treason",Reject economic cooperation,0,14,0.0,0.0
Reject economic cooperation,"Accuse of espionage, treason",0,2,0.0,0.0
"Accuse of espionage, treason",Refuse to de-escalate military engagement,0,14,0.0,0.0
Refuse to de-escalate military engagement,"Accuse of espionage, treason",0,4,0.0,0.0
Demand that target yields,Reduce or stop military assistance,0,8,0.0,0.0
Reduce or stop military assistance,Demand that target yields,0,8,0.0,0.0
Demand that target yields,Share intelligence or information,0,8,0.0,0.0
Share intelligence or information,Demand that target yields,0,38,0.0,0.0
Demand that target yields,Accede to demands for change in policy,0,8,0.0,0.0
Accede to demands for change in policy,Demand that target yields,0,2,0.0,0.0
Demand that target yields,Express intent to ease administrative sanctions,0,8,0.0,0.0
Express intent to ease administrative sanctions,Demand that target yields,0,7,0.0,0.0
Demand that target yields,"Threaten with sanctions, boycott, embargo",0,8,0.0,0.0
"Threaten with sanctions, boycott, embargo",Demand that target yields,0,6,0.0,0.0
Demand that target yields,Express intent to change policy,0,8,0.0,0.0
Express intent to change policy,Demand that target yields,0,2,0.0,0.0
Demand that target yields,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Demand that target yields,0,39,0.0,0.0
Demand that target yields,Appeal for humanitarian aid,0,8,0.0,0.0
Appeal for humanitarian aid,Demand that target yields,0,7,0.0,0.0
Demand that target yields,Demand judicial cooperation,0,8,0.0,0.0
Demand judicial cooperation,Demand that target yields,0,4,0.0,0.0
Demand that target yields,Engage in mass killings,0,8,0.0,0.0
Engage in mass killings,Demand that target yields,0,12,0.0,0.0
Demand that target yields,Demand economic aid,0,8,0.0,0.0
Demand economic aid,Demand that target yields,0,10,0.0,0.0
Demand that target yields,Demand material aid,0,8,0.0,0.0
Demand material aid,Demand that target yields,0,1,0.0,0.0
Demand that target yields,Express intent to provide military protection or peacekeeping,0,8,0.0,0.0
Express intent to provide military protection or peacekeeping,Demand that target yields,0,6,0.0,0.0
Demand that target yields,Investigate human rights abuses,0,8,0.0,0.0
Investigate human rights abuses,Demand that target yields,0,3,0.0,0.0
Demand that target yields,Violate ceasefire,0,8,0.0,0.0
Violate ceasefire,Demand that target yields,0,4,0.0,0.0
Demand that target yields,Carry out car bombing,0,8,0.0,0.0
Carry out car bombing,Demand that target yields,0,1,0.0,0.0
Demand that target yields,Demand material cooperation,0,8,0.0,0.0
Demand material cooperation,Demand that target yields,0,9,0.0,0.0
Demand that target yields,"Accede to demands for change in institutions, regime",0,8,0.0,0.0
"Accede to demands for change in institutions, regime",Demand that target yields,0,3,0.0,0.0
Demand that target yields,Expel or withdraw,0,8,0.0,0.0
Expel or withdraw,Demand that target yields,0,1,0.0,0.0
Demand that target yields,Expel or withdraw peacekeepers,0,8,0.0,0.0
Expel or withdraw peacekeepers,Demand that target yields,0,4,0.0,0.0
Demand that target yields,Destroy property,0,8,0.0,0.0
Destroy property,Demand that target yields,0,3,0.0,0.0
Demand that target yields,Reject economic cooperation,0,8,0.0,0.0
Reject economic cooperation,Demand that target yields,0,2,0.0,0.0
Demand that target yields,Refuse to de-escalate military engagement,0,8,0.0,0.0
Refuse to de-escalate military engagement,Demand that target yields,0,4,0.0,0.0
Reduce or stop military assistance,Share intelligence or information,0,8,0.0,0.0
Share intelligence or information,Reduce or stop military assistance,0,38,0.0,0.0
Reduce or stop military assistance,Accede to demands for change in policy,0,8,0.0,0.0
Accede to demands for change in policy,Reduce or stop military assistance,0,2,0.0,0.0
Reduce or stop military assistance,Express intent to ease administrative sanctions,0,8,0.0,0.0
Express intent to ease administrative sanctions,Reduce or stop military assistance,0,7,0.0,0.0
Reduce or stop military assistance,"Threaten with sanctions, boycott, embargo",0,8,0.0,0.0
"Threaten with sanctions, boycott, embargo",Reduce or stop military assistance,0,6,0.0,0.0
Reduce or stop military assistance,Express intent to change policy,0,8,0.0,0.0
Express intent to change policy,Reduce or stop military assistance,0,2,0.0,0.0
Reduce or stop military assistance,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Reduce or stop military assistance,0,39,0.0,0.0
Reduce or stop military assistance,Appeal for humanitarian aid,0,8,0.0,0.0
Appeal for humanitarian aid,Reduce or stop military assistance,0,7,0.0,0.0
Reduce or stop military assistance,Demand judicial cooperation,0,8,0.0,0.0
Demand judicial cooperation,Reduce or stop military assistance,0,4,0.0,0.0
Reduce or stop military assistance,Engage in mass killings,0,8,0.0,0.0
Engage in mass killings,Reduce or stop military assistance,0,12,0.0,0.0
Reduce or stop military assistance,Demand economic aid,0,8,0.0,0.0
Demand economic aid,Reduce or stop military assistance,0,10,0.0,0.0
Reduce or stop military assistance,Demand material aid,0,8,0.0,0.0
Demand material aid,Reduce or stop military assistance,0,1,0.0,0.0
Reduce or stop military assistance,Express intent to provide military protection or peacekeeping,0,8,0.0,0.0
Express intent to provide military protection or peacekeeping,Reduce or stop military assistance,0,6,0.0,0.0
Reduce or stop military assistance,Investigate human rights abuses,0,8,0.0,0.0
Investigate human rights abuses,Reduce or stop military assistance,0,3,0.0,0.0
Reduce or stop military assistance,Violate ceasefire,0,8,0.0,0.0
Violate ceasefire,Reduce or stop military assistance,0,4,0.0,0.0
Reduce or stop military assistance,Carry out car bombing,0,8,0.0,0.0
Carry out car bombing,Reduce or stop military assistance,0,1,0.0,0.0
Reduce or stop military assistance,Demand material cooperation,0,8,0.0,0.0
Demand material cooperation,Reduce or stop military assistance,0,9,0.0,0.0
Reduce or stop military assistance,"Accede to demands for change in institutions, regime",0,8,0.0,0.0
"Accede to demands for change in institutions, regime",Reduce or stop military assistance,0,3,0.0,0.0
Reduce or stop military assistance,Expel or withdraw,0,8,0.0,0.0
Expel or withdraw,Reduce or stop military assistance,0,1,0.0,0.0
Reduce or stop military assistance,Expel or withdraw peacekeepers,0,8,0.0,0.0
Expel or withdraw peacekeepers,Reduce or stop military assistance,0,4,0.0,0.0
Reduce or stop military assistance,Destroy property,0,8,0.0,0.0
Destroy property,Reduce or stop military assistance,0,3,0.0,0.0
Reduce or stop military assistance,Reject economic cooperation,0,8,0.0,0.0
Reject economic cooperation,Reduce or stop military assistance,0,2,0.0,0.0
Reduce or stop military assistance,Refuse to de-escalate military engagement,0,8,0.0,0.0
Refuse to de-escalate military engagement,Reduce or stop military assistance,0,4,0.0,0.0
Share intelligence or information,Accede to demands for change in policy,0,38,0.0,0.0
Accede to demands for change in policy,Share intelligence or information,0,2,0.0,0.0
Share intelligence or information,Express intent to ease administrative sanctions,0,38,0.0,0.0
Express intent to ease administrative sanctions,Share intelligence or information,0,7,0.0,0.0
Share intelligence or information,"Threaten with sanctions, boycott, embargo",0,38,0.0,0.0
"Threaten with sanctions, boycott, embargo",Share intelligence or information,0,6,0.0,0.0
Share intelligence or information,Express intent to change policy,0,38,0.0,0.0
Express intent to change policy,Share intelligence or information,0,2,0.0,0.0
Share intelligence or information,Accuse of human rights abuses,0,38,0.0,0.0
Accuse of human rights abuses,Share intelligence or information,0,39,0.0,0.0
Share intelligence or information,Appeal for humanitarian aid,0,38,0.0,0.0
Appeal for humanitarian aid,Share intelligence or information,0,7,0.0,0.0
Share intelligence or information,Demand judicial cooperation,0,38,0.0,0.0
Demand judicial cooperation,Share intelligence or information,0,4,0.0,0.0
Share intelligence or information,Engage in mass killings,0,38,0.0,0.0
Engage in mass killings,Share intelligence or information,0,12,0.0,0.0
Share intelligence or information,Demand economic aid,0,38,0.0,0.0
Demand economic aid,Share intelligence or information,0,10,0.0,0.0
Share intelligence or information,Demand material aid,0,38,0.0,0.0
Demand material aid,Share intelligence or information,0,1,0.0,0.0
Share intelligence or information,Express intent to provide military protection or peacekeeping,0,38,0.0,0.0
Express intent to provide military protection or peacekeeping,Share intelligence or information,0,6,0.0,0.0
Share intelligence or information,Investigate human rights abuses,0,38,0.0,0.0
Investigate human rights abuses,Share intelligence or information,0,3,0.0,0.0
Share intelligence or information,Violate ceasefire,0,38,0.0,0.0
Violate ceasefire,Share intelligence or information,0,4,0.0,0.0
Share intelligence or information,Carry out car bombing,0,38,0.0,0.0
Carry out car bombing,Share intelligence or information,0,1,0.0,0.0
Share intelligence or information,Demand material cooperation,0,38,0.0,0.0
Demand material cooperation,Share intelligence or information,0,9,0.0,0.0
Share intelligence or information,"Accede to demands for change in institutions, regime",0,38,0.0,0.0
"Accede to demands for change in institutions, regime",Share intelligence or information,0,3,0.0,0.0
Share intelligence or information,Expel or withdraw,0,38,0.0,0.0
Expel or withdraw,Share intelligence or information,0,1,0.0,0.0
Share intelligence or information,Expel or withdraw peacekeepers,0,38,0.0,0.0
Expel or withdraw peacekeepers,Share intelligence or information,0,4,0.0,0.0
Share intelligence or information,Destroy property,0,38,0.0,0.0
Destroy property,Share intelligence or information,0,3,0.0,0.0
Share intelligence or information,Reject economic cooperation,0,38,0.0,0.0
Reject economic cooperation,Share intelligence or information,0,2,0.0,0.0
Share intelligence or information,Refuse to de-escalate military engagement,0,38,0.0,0.0
Refuse to de-escalate military engagement,Share intelligence or information,0,4,0.0,0.0
Accede to demands for change in policy,Express intent to ease administrative sanctions,0,2,0.0,0.0
Express intent to ease administrative sanctions,Accede to demands for change in policy,0,7,0.0,0.0
Accede to demands for change in policy,"Threaten with sanctions, boycott, embargo",0,2,0.0,0.0
"Threaten with sanctions, boycott, embargo",Accede to demands for change in policy,0,6,0.0,0.0
Accede to demands for change in policy,Express intent to change policy,0,2,0.0,0.0
Express intent to change policy,Accede to demands for change in policy,0,2,0.0,0.0
Accede to demands for change in policy,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Accede to demands for change in policy,0,39,0.0,0.0
Accede to demands for change in policy,Appeal for humanitarian aid,0,2,0.0,0.0
Appeal for humanitarian aid,Accede to demands for change in policy,0,7,0.0,0.0
Accede to demands for change in policy,Demand judicial cooperation,0,2,0.0,0.0
Demand judicial cooperation,Accede to demands for change in policy,0,4,0.0,0.0
Accede to demands for change in policy,Engage in mass killings,0,2,0.0,0.0
Engage in mass killings,Accede to demands for change in policy,0,12,0.0,0.0
Accede to demands for change in policy,Demand economic aid,0,2,0.0,0.0
Demand economic aid,Accede to demands for change in policy,0,10,0.0,0.0
Accede to demands for change in policy,Demand material aid,0,2,0.0,0.0
Demand material aid,Accede to demands for change in policy,0,1,0.0,0.0
Accede to demands for change in policy,Express intent to provide military protection or peacekeeping,0,2,0.0,0.0
Express intent to provide military protection or peacekeeping,Accede to demands for change in policy,0,6,0.0,0.0
Accede to demands for change in policy,Investigate human rights abuses,0,2,0.0,0.0
Investigate human rights abuses,Accede to demands for change in policy,0,3,0.0,0.0
Accede to demands for change in policy,Violate ceasefire,0,2,0.0,0.0
Violate ceasefire,Accede to demands for change in policy,0,4,0.0,0.0
Accede to demands for change in policy,Carry out car bombing,0,2,0.0,0.0
Carry out car bombing,Accede to demands for change in policy,0,1,0.0,0.0
Accede to demands for change in policy,Demand material cooperation,0,2,0.0,0.0
Demand material cooperation,Accede to demands for change in policy,0,9,0.0,0.0
Accede to demands for change in policy,"Accede to demands for change in institutions, regime",0,2,0.0,0.0
"Accede to demands for change in institutions, regime",Accede to demands for change in policy,0,3,0.0,0.0
Accede to demands for change in policy,Expel or withdraw,0,2,0.0,0.0
Expel or withdraw,Accede to demands for change in policy,0,1,0.0,0.0
Accede to demands for change in policy,Expel or withdraw peacekeepers,0,2,0.0,0.0
Expel or withdraw peacekeepers,Accede to demands for change in policy,0,4,0.0,0.0
Accede to demands for change in policy,Destroy property,0,2,0.0,0.0
Destroy property,Accede to demands for change in policy,0,3,0.0,0.0
Accede to demands for change in policy,Reject economic cooperation,0,2,0.0,0.0
Reject economic cooperation,Accede to demands for change in policy,0,2,0.0,0.0
Accede to demands for change in policy,Refuse to de-escalate military engagement,0,2,0.0,0.0
Refuse to de-escalate military engagement,Accede to demands for change in policy,0,4,0.0,0.0
Express intent to ease administrative sanctions,"Threaten with sanctions, boycott, embargo",0,7,0.0,0.0
"Threaten with sanctions, boycott, embargo",Express intent to ease administrative sanctions,0,6,0.0,0.0
Express intent to ease administrative sanctions,Express intent to change policy,0,7,0.0,0.0
Express intent to change policy,Express intent to ease administrative sanctions,0,2,0.0,0.0
Express intent to ease administrative sanctions,Accuse of human rights abuses,0,7,0.0,0.0
Accuse of human rights abuses,Express intent to ease administrative sanctions,0,39,0.0,0.0
Express intent to ease administrative sanctions,Appeal for humanitarian aid,0,7,0.0,0.0
Appeal for humanitarian aid,Express intent to ease administrative sanctions,0,7,0.0,0.0
Express intent to ease administrative sanctions,Demand judicial cooperation,0,7,0.0,0.0
Demand judicial cooperation,Express intent to ease administrative sanctions,0,4,0.0,0.0
Express intent to ease administrative sanctions,Engage in mass killings,0,7,0.0,0.0
Engage in mass killings,Express intent to ease administrative sanctions,0,12,0.0,0.0
Express intent to ease administrative sanctions,Demand economic aid,0,7,0.0,0.0
Demand economic aid,Express intent to ease administrative sanctions,0,10,0.0,0.0
Express intent to ease administrative sanctions,Demand material aid,0,7,0.0,0.0
Demand material aid,Express intent to ease administrative sanctions,0,1,0.0,0.0
Express intent to ease administrative sanctions,Express intent to provide military protection or peacekeeping,0,7,0.0,0.0
Express intent to provide military protection or peacekeeping,Express intent to ease administrative sanctions,0,6,0.0,0.0
Express intent to ease administrative sanctions,Investigate human rights abuses,0,7,0.0,0.0
Investigate human rights abuses,Express intent to ease administrative sanctions,0,3,0.0,0.0
Express intent to ease administrative sanctions,Violate ceasefire,0,7,0.0,0.0
Violate ceasefire,Express intent to ease administrative sanctions,0,4,0.0,0.0
Express intent to ease administrative sanctions,Carry out car bombing,0,7,0.0,0.0
Carry out car bombing,Express intent to ease administrative sanctions,0,1,0.0,0.0
Express intent to ease administrative sanctions,Demand material cooperation,0,7,0.0,0.0
Demand material cooperation,Express intent to ease administrative sanctions,0,9,0.0,0.0
Express intent to ease administrative sanctions,"Accede to demands for change in institutions, regime",0,7,0.0,0.0
"Accede to demands for change in institutions, regime",Express intent to ease administrative sanctions,0,3,0.0,0.0
Express intent to ease administrative sanctions,Expel or withdraw,0,7,0.0,0.0
Expel or withdraw,Express intent to ease administrative sanctions,0,1,0.0,0.0
Express intent to ease administrative sanctions,Expel or withdraw peacekeepers,0,7,0.0,0.0
Expel or withdraw peacekeepers,Express intent to ease administrative sanctions,0,4,0.0,0.0
Express intent to ease administrative sanctions,Destroy property,0,7,0.0,0.0
Destroy property,Express intent to ease administrative sanctions,0,3,0.0,0.0
Express intent to ease administrative sanctions,Reject economic cooperation,0,7,0.0,0.0
Reject economic cooperation,Express intent to ease administrative sanctions,0,2,0.0,0.0
Express intent to ease administrative sanctions,Refuse to de-escalate military engagement,0,7,0.0,0.0
Refuse to de-escalate military engagement,Express intent to ease administrative sanctions,0,4,0.0,0.0
"Threaten with sanctions, boycott, embargo",Express intent to change policy,0,6,0.0,0.0
Express intent to change policy,"Threaten with sanctions, boycott, embargo",0,2,0.0,0.0
"Threaten with sanctions, boycott, embargo",Accuse of human rights abuses,0,6,0.0,0.0
Accuse of human rights abuses,"Threaten with sanctions, boycott, embargo",0,39,0.0,0.0
"Threaten with sanctions, boycott, embargo",Appeal for humanitarian aid,0,6,0.0,0.0
Appeal for humanitarian aid,"Threaten with sanctions, boycott, embargo",0,7,0.0,0.0
"Threaten with sanctions, boycott, embargo",Demand judicial cooperation,0,6,0.0,0.0
Demand judicial cooperation,"Threaten with sanctions, boycott, embargo",0,4,0.0,0.0
"Threaten with sanctions, boycott, embargo",Engage in mass killings,0,6,0.0,0.0
Engage in mass killings,"Threaten with sanctions, boycott, embargo",0,12,0.0,0.0
"Threaten with sanctions, boycott, embargo",Demand economic aid,0,6,0.0,0.0
Demand economic aid,"Threaten with sanctions, boycott, embargo",0,10,0.0,0.0
