,head,relation,tail,time
10372,Oluṣẹgun Ọbasanjọ,Make an appeal or request,Citizen (Nigeria),2015-02-16
10373,Citizen (Nigeria),Bring lawsuit against,Government (Nigeria),2012-10-25
10374,Media Personnel (Australia),Make statement,Police (Australia),2007-02-23
10375,Cabinet / Council of Ministers / Advisors (Bangladesh),Make an appeal or request,Citizen (Bangladesh),2005-06-16
10376,Barack Obama,Discuss by telephone,Raúl Castro,2015-01-01
10377,China,Make optimistic comment,Japan,2005-04-07
10378,Military Personnel (Philippines),Make statement,Military (Philippines),2011-07-10
10379,Barack Obama,Make statement,Benjamin Netanyahu,2010-07-06
10380,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2005-03-24
10381,Vietnam,Engage in diplomatic cooperation,Japan,2006-11-07
10382,Citizen (Nigeria),Make an appeal or request,Muhammadu Buhari,2015-08-12
10383,Japan,Engage in negotiation,South Korea,2015-10-15
10384,Nuri al-Maliki,Engage in negotiation,Head of Government (Qatar),2011-10-30
10385,Angela Merkel,Consult,Head of Government (Ukraine),2014-07-15
10386,Cristina Fernández de Kirchner,Discuss by telephone,Xi Jinping,2014-11-21
10387,Barack Obama,Praise or endorse,Mahmoud Abbas,2013-08-01
10388,China,Express intent to meet or negotiate,South Korea,2014-09-06
10389,France,Consult,China,2008-11-24
10390,Barack Obama,Make statement,Benjamin Netanyahu,2011-08-09
10391,Mahmoud Ahmadinejad,Make statement,Iran,2005-10-06
10392,Yoshihiko Noda,Express intent to meet or negotiate,Japan,2012-02-18
10393,Head of Government (Nigeria),Make statement,Umaru Musa Yar'Adua,2008-11-26
10394,China,Praise or endorse,Vietnam,2007-10-23
10395,Iran,Sign formal agreement,United Arab Emirates,2011-10-04
10396,UN Security Council,Sign formal agreement,Iran,2015-09-28
10397,Evo Morales,Consult,Bolivia,2010-08-03
10398,China,Express intent to engage in diplomatic cooperation (such as policy support),France,2008-10-25
10399,Ministry (Nigeria),Make statement,Government (Nigeria),2011-10-21
10400,Lee Myung Bak,Consult,Barack Obama,2010-04-22
10401,Wen Jiabao,Express intent to meet or negotiate,Shaukat Aziz,2005-04-05
10402,China,Express intent to cooperate,South Korea,2008-10-27
10403,France,Express intent to meet or negotiate,Iran,2005-12-19
10404,China,Consult,South Korea,2008-10-31
10405,Media Personnel (Saudi Arabia),Make statement,Police (Saudi Arabia),2014-05-06
10406,Lawyer/Attorney (Australia),Make statement,Police (Australia),2013-10-11
10407,China,Engage in diplomatic cooperation,Association of Southeast Asian Nations,2006-11-07
10408,Japan,Consult,China,2005-02-14
10409,Ministry (Nigeria),Make statement,Government (Nigeria),2012-04-10
10410,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2006-05-03
10411,Dmitry Anatolyevich Medvedev,Praise or endorse,Barack Obama,2010-03-30
10412,Abhisit Vejjajiva,Make an appeal or request,Citizen (Thailand),2009-03-20
10413,Mahmoud Ahmadinejad,Make statement,Iran,2006-08-01
10414,Tzipi Livni,Consult,Mahmoud Abbas,2014-05-25
10415,Alexis Tsipras,Discuss by telephone,Jacob J. Lew,2015-05-28
10416,Daniel Mitov,Express intent to meet or negotiate,Philip Hammond,2015-01-14
10417,China,Host a visit,Japan,2007-09-22
10418,China,Express intent to meet or negotiate,Japan,2009-04-14
10419,Mexico,Express intent to cooperate,South Korea,2008-07-08
10420,Iran,Reject,UN Security Council,2007-06-20
10421,Other Authorities / Officials (Mexico),Make statement,Mexico,2010-06-24
10422,Police (Turkmenistan),Praise or endorse,Head of Government (Turkmenistan),2010-10-01
10423,China,Consult,France,2005-09-01
10424,Head of Government (India),Make an appeal or request,Governor (India),2012-07-01
10425,Thailand,Make statement,Abhisit Vejjajiva,2009-03-16
10426,Mexico,Sign formal agreement,Japan,2006-02-06
10427,Police (Australia),Accuse,Citizen (Australia),2005-12-23
10428,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2015-11-10
10429,"Armed Gang (Palestinian Territory, Occupied)",fight with small arms and light weapons,Israeli Defense Forces,2013-09-23
10430,South Korea,Praise or endorse,China,2013-05-10
10431,Abhisit Vejjajiva,Make an appeal or request,Citizen (Thailand),2010-08-29
10432,African Union,Consult,South Africa,2015-06-25
10433,Abhisit Vejjajiva,Make statement,National United Front for Democracy Against Dictatorship,2009-04-29
10434,Police (Australia),Accuse,Citizen (Australia),2010-07-29
10435,Mahmoud Abbas,Consult,"Government (Palestinian Territory, Occupied)",2006-08-31
10436,Central Intelligence Agency,Make statement,Al Jazeera,2006-01-20
10437,Japan,Express intent to cooperate,China,2010-10-09
10438,South Sudan,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2008-08-07
10439,Haider Al-Abadi,Praise or endorse,Iran,2015-01-20
10440,South Korea,Meet at a 'third' location,Japan,2015-08-04
10441,France,Express intent to meet or negotiate,Iran,2013-12-08
10442,Iran,Express intent to engage in diplomatic cooperation (such as policy support),Iraq,2014-06-11
10443,Japan,Consult,China,2007-03-20
10444,South Korea,Engage in negotiation,China,2005-02-11
10445,Julia Gillard,Consult,Barack Obama,2010-11-14
10446,Laos,Sign formal agreement,China,2006-01-26
10447,Barack Obama,Express intent to meet or negotiate,Mexico,2014-02-16
10448,Iran,Engage in negotiation,Sergey Vladilenovich Kiriyenko,2006-09-25
10449,Barack Obama,Engage in negotiation,Abdullah Gül,2009-04-06
10450,South Korea,Engage in negotiation,China,2015-12-05
10451,Iran,Engage in diplomatic cooperation,Iraq,2015-10-09
10452,Envoy (United States),Engage in negotiation,China,2009-07-02
10453,Police (Australia),Accuse,Citizen (Australia),2007-10-08
10454,Ma Ying Jeou,Make statement,China,2006-05-15
10455,Iran,Engage in negotiation,China,2010-12-10
10456,Citizen (Brazil),Use unconventional violence,Criminal (Brazil),2010-03-12
10457,Malaysia,Make statement,Police (Malaysia),2014-01-15
10458,Tzipi Livni,Consult,Mahmoud Abbas,2006-05-21
10459,Vietnam,Engage in diplomatic cooperation,Thailand,2005-04-26
10460,Muhammadu Buhari,Make statement,Government (Nigeria),2015-09-16
10461,Roh Moo Hyun,Engage in negotiation,Oluṣẹgun Ọbasanjọ,2006-11-06
10462,Wen Jiabao,Consult,Media Personnel (International),2010-09-24
10463,Cambodia,Express intent to cooperate,Thailand,2014-06-17
10464,Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2007-11-23
10465,Mahmoud Abbas,Discuss by telephone,Barack Obama,2009-11-04
10466,Japan,Criticize or denounce,China,2010-04-01
10467,South Korea,Express intent to meet or negotiate,China,2006-03-24
10468,France,Engage in negotiation,China,2013-04-12
10469,South Korea,Express intent to meet or negotiate,Japan,2010-05-20
10470,Media Personnel (Australia),Make statement,Police (Australia),2007-12-11
10471,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2005-04-14
10472,Iraq,Praise or endorse,Iran,2015-04-08
10473,Grand National Party,Criticize or denounce,Democratic Party,2013-08-02
10474,China,Express intent to cooperate,Vietnam,2005-12-28
10475,South Korea,Express intent to meet or negotiate,China,2015-10-10
10476,Wang Yi,Make statement,China,2013-11-14
10477,South Korea,Express intent to meet or negotiate,Japan,2014-12-29
10478,Lee Myung Bak,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2011-11-01
10479,Activist (Australia),Criticize or denounce,Member of Parliament (Australia),2008-02-20
10480,Mahmoud Ahmadinejad,Make statement,Iran,2007-07-03
10481,Pervez Musharraf,Make statement,Benazir Bhutto,2013-04-26
10482,France,Host a visit,Iran,2014-06-09
10483,Member of Parliament (Australia),Praise or endorse,Julia Gillard,2011-03-05
10484,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-06-05
10485,China,Host a visit,Japan,2006-11-28
10486,Citizen (Australia),Express intent to meet or negotiate,Police (Australia),2005-01-30
10487,Angela Merkel,Engage in negotiation,Herman Van Rompuy,2010-02-11
10488,Vietnam,Consult,Cambodia,2012-02-23
10489,Citizen (Nigeria),Accuse,Other Authorities / Officials (Nigeria),2014-06-19
10490,Head of Government (Nigeria),Make statement,Government (Nigeria),2011-07-15
10491,Barack Obama,Criticize or denounce,China,2014-07-09
10492,Laos,Host a visit,Thailand,2006-11-13
10493,China,Sign formal agreement,Vietnam,2006-11-20
10494,Chuck Hagel,Consult,Sergey Kuzhugetovich Shoygu,2013-03-26
10495,Romania,Engage in diplomatic cooperation,France,2014-02-07
10496,Citizen (Australia),Use unconventional violence,Criminal (Australia),2015-11-15
10497,Cabinet / Council of Ministers / Advisors (Japan),Make statement,Japan,2014-08-05
10498,China,Engage in diplomatic cooperation,Yemen,2010-12-14
10499,Israeli Defense Forces,fight with small arms and light weapons,"Armed Gang (Palestinian Territory, Occupied)",2006-07-06
10500,Japan,Consult,South Korea,2005-04-08
10501,Chevron,Consult,Other Authorities / Officials (Nigeria),2010-08-04
10502,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2005-09-19
10503,Iran,Make statement,France,2015-09-19
10504,Armed Rebel (Mali),Use unconventional violence,Citizen (Mali),2014-06-25
10505,Barack Obama,Discuss by telephone,Benjamin Netanyahu,2013-11-24
10506,Ministry (Brazil),Consult,Head of Government (Brazil),2014-10-23
10507,Peacekeeping Troop (African Union),Use conventional military force,Al-Shabaab,2012-11-12
10508,Military (Russia),Consult,Medical Personnel (Russia),2013-01-16
10509,Wang Yi,Make statement,China,2015-01-12
10510,Angola,Host a visit,China,2012-07-13
10511,Treasury/Finance Ministry (Germany),Make statement,Government (Germany),2015-10-06
10512,Lawyer/Attorney (Australia),Make statement,Police (Australia),2007-09-04
10513,Japan,Engage in diplomatic cooperation,South Korea,2015-08-21
10514,Japan,Express intent to cooperate,France,2014-05-05
10515,Xi Jinping,Make statement,China,2014-04-27
10516,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2005-09-19
10517,Benedict XVI,Discuss by telephone,Angela Merkel,2009-02-08
10518,China,Express intent to cooperate,South Korea,2011-08-28
10519,Mahmoud Ahmadinejad,Make statement,Iran,2006-01-06
10520,Associated Press,Discuss by telephone,Police (Philippines),2007-04-23
10521,Iran,Engage in diplomatic cooperation,Government (Pakistan),2014-02-25
10522,Ministry (Nigeria),Make statement,Government (Nigeria),2010-07-13
10523,National United Front for Democracy Against Dictatorship,Make an appeal or request,Citizen (Thailand),2012-06-04
10524,Citizen (Bangladesh),Provide humanitarian aid,Employee (Bangladesh),2006-03-22
10525,South Korea,Express intent to meet or negotiate,Japan,2008-03-30
10526,Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2009-02-05
10527,Japan,Engage in negotiation,China,2006-07-21
10528,France,Express intent to cooperate,Japan,2014-09-26
10529,Criminal (Australia),Use unconventional violence,Citizen (Australia),2005-09-30
10530,UN Security Council,Make statement,Iran,2007-02-20
10531,Laos,Express intent to meet or negotiate,Thailand,2008-04-01
10532,China,Express intent to cooperate,South Korea,2012-05-13
10533,Angela Merkel,Consult,Benjamin Netanyahu,2010-01-22
10534,UN Security Council,Make statement,Ma Ying Jeou,2015-07-23
10535,Dmitry Anatolyevich Medvedev,Engage in negotiation,Barack Obama,2009-04-01
10536,China,Criticize or denounce,Vietnam,2015-03-11
10537,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2006-08-29
10538,Barack Obama,Make statement,Iran,2010-04-14
10539,Barack Obama,Express intent to meet or negotiate,Angela Merkel,2013-07-08
10540,China,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2009-02-20
10541,China,Consult,Japan,2013-09-28
10542,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2005-12-19
10543,Xi Jinping,Make statement,China,2008-11-06
10544,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2008-11-21
10545,Medical Personnel (Moldova),Make statement,Lawyer/Attorney (Moldova),2005-05-16
10546,Citizen (Nigeria),Accuse,Government (Nigeria),2013-01-31
10547,Police (Australia),Criticize or denounce,Citizen (Australia),2014-01-23
10548,Iran,Make statement,Barack Obama,2014-11-10
10549,Police (Philippines),Make statement,City Mayor (Philippines),2014-03-01
10550,Xi Jinping,Make statement,China,2015-11-09
10551,Barack Obama,Criticize or denounce,Iran,2009-09-25
10552,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2015-09-04
10553,Abhisit Vejjajiva,Demand,Citizen (Thailand),2011-03-28
10554,Iran,Praise or endorse,China,2008-01-18
10555,Japan,Express intent to meet or negotiate,South Korea,2007-05-16
10556,Benjamin Netanyahu,Make statement,Likud,2015-03-17
10557,France,Praise or endorse,UN Security Council,2006-03-16
10558,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Laos,2006-08-29
10559,Japan,Make statement,China,2006-09-29
10560,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2005-11-17
10561,China,Engage in diplomatic cooperation,Japan,2009-05-03
10562,Ministry (Nigeria),Make statement,Government (Nigeria),2013-12-11
10563,Barack Obama,Sign formal agreement,Dmitry Anatolyevich Medvedev,2009-04-08
10564,Armed Rebel (Ukraine),Accuse,Military (Ukraine),2014-11-06
10565,Japan,Express intent to engage in diplomatic cooperation (such as policy support),China,2007-05-17
10566,Mahmoud Ahmadinejad,Make statement,Iran,2008-03-17
10567,Thailand,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-06-26
10568,Japan,Express intent to meet or negotiate,China,2007-04-05
10569,Muslim (United Kingdom),Criticize or denounce,Citizen (United Kingdom),2007-07-06
10570,Finance / Economy / Commerce / Trade Ministry (India),Make statement,A.P. Sharma,2010-05-05
10571,Pervez Musharraf,Consult,Shaukat Aziz,2006-02-02
10572,Citizen (Thailand),Express intent to cooperate,Thailand,2006-07-28
10573,Dmitry Anatolyevich Medvedev,Consult,Nuri al-Maliki,2012-11-11
10574,Vietnam,Engage in diplomatic cooperation,Laos,2007-07-20
10575,Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2006-12-12
10576,Malaysia,Express intent to cooperate,Thailand,2015-10-22
10577,France,Praise or endorse,UN Security Council,2009-04-15
10578,Association of Southeast Asian Nations,Engage in negotiation,South Korea,2005-10-12
10579,Citizen (Nigeria),Make an appeal or request,Emmanuel Eweta Uduaghan,2014-10-09
10580,China,Host a visit,Barack Obama,2010-02-01
10581,Police (Philippines),Engage in negotiation,City Mayor (Philippines),2014-01-31
10582,Citizen (Nigeria),Appeal for diplomatic cooperation (such as policy support),Government (Nigeria),2015-07-24
10583,China,Sign formal agreement,Ma Ying Jeou,2009-08-04
10584,Barack Obama,Engage in negotiation,Mahmoud Abbas,2009-06-08
10585,Japan,Express intent to cooperate,South Korea,2008-06-02
10586,Head of Government (Nigeria),Praise or endorse,Citizen (Nigeria),2009-04-08
10587,South Korea,Demand,Japan,2005-01-17
10588,Lee Myung Bak,Make statement,South Korea,2012-02-21
10589,Foreign Affairs (India),Consult,Algirdas Butkevičius,2015-01-12
10590,Nuri al-Maliki,Make statement,Iraq,2009-03-30
10591,China,Engage in diplomatic cooperation,Japan,2011-03-19
10592,Abdullah Gül,Engage in symbolic act,Tzipi Livni,2006-05-29
10593,China,Host a visit,South Korea,2005-06-20
10594,Laos,Consult,Vietnam,2013-10-28
10595,Citizen (United Kingdom),Make an appeal or request,Muslim (United Kingdom),2005-11-16
10596,Benjamin Netanyahu,Appeal for diplomatic cooperation (such as policy support),Tzipi Livni,2008-09-18
10597,China,Host a visit,Barack Obama,2009-10-28
10598,Japan,Make a visit,China,2006-11-29
10599,Citizen (Nigeria),Make an appeal or request,Nigerian Bar Association,2009-02-02
10600,Government (Nigeria),Demand,Head of Government (Nigeria),2005-01-25
10601,Thailand,Criticize or denounce,Cambodia,2011-04-26
10602,Police (Malaysia),Make statement,Lawyer/Attorney (Malaysia),2008-01-05
10603,Japan,Consult,China,2012-05-23
10604,Abdel Fattah Al-Sisi,Engage in negotiation,Mahmoud Abbas,2015-11-09
10605,Yemen,Express intent to engage in diplomatic cooperation (such as policy support),China,2013-11-03
10606,China,Praise or endorse,UN Security Council,2006-10-26
10607,China,Consult,Japan,2008-12-13
10608,"Government (Palestinian Territory, Occupied)",Make statement,Mahmoud Abbas,2005-05-28
10609,Tzipi Livni,Make statement,Benjamin Netanyahu,2015-05-20
10610,Armed Rebel (Ukraine),Accuse,Military (Ukraine),2015-06-11
10611,Lawyer/Attorney (Australia),Criticize or denounce,Citizen (Australia),2007-04-12
10612,China,Make optimistic comment,Iran,2006-02-22
10613,Laos,Make a visit,Vietnam,2008-11-05
10614,Thailand,Use conventional military force,Military (Myanmar),2007-03-27
10615,Theresa May,Make an appeal or request,Citizen (United Kingdom),2014-11-10
10616,Thailand,Consult,Cambodia,2008-10-14
10617,Police (Australia),Accuse,Citizen (Australia),2009-09-26
10618,South Korea,Make statement,Chung Dong-young,2005-06-15
10619,Mahmoud Ahmadinejad,Express intent to meet or negotiate,Iran,2007-12-03
10620,Labor Union (India),Consult,Head of Government (India),2005-11-29
10621,Mexico,Consult,Barack Obama,2014-07-26
10622,Agence France-Presse,Discuss by telephone,Police (Cambodia),2005-09-24
10623,Japan,Make statement,France,2006-10-10
10624,Thailand,Demand,Citizen (Thailand),2007-07-08
10625,Barack Obama,Sign formal agreement,Iran,2015-11-22
10626,Mahmoud Abbas,Express intent to meet or negotiate,Benjamin Netanyahu,2014-04-23
10627,Ministry (Nigeria),Make statement,Government (Nigeria),2008-12-30
10628,Citizen (Australia),Criticize or denounce,Police (Australia),2015-10-08
10629,Abhisit Vejjajiva,Demand,Citizen (Thailand),2008-09-11
10630,Benjamin Netanyahu,Consult,Barack Obama,2015-11-07
10631,China,Engage in diplomatic cooperation,Angola,2012-06-09
10632,Media (India),Consult,Election Commission (India),2010-08-31
10633,Malaysia,Make a visit,Thailand,2006-03-25
10634,France,Consult,China,2010-09-12
10635,Vietnam,Sign formal agreement,China,2007-06-30
10636,Israeli Defense Forces,fight with small arms and light weapons,"Armed Gang (Palestinian Territory, Occupied)",2005-07-18
10637,Mexico,Consult,Colombia,2008-06-28
10638,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2010-07-30
10639,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-10-10
10640,Japan,Express intent to cooperate,China,2005-11-02
10641,China,Make optimistic comment,Vietnam,2006-11-20
10642,Japan,Express intent to engage in diplomatic cooperation (such as policy support),Association of Southeast Asian Nations,2005-04-13
10643,Mahmoud Ahmadinejad,Make optimistic comment,Iran,2009-06-20
10644,Men (South Africa),fight with small arms and light weapons,Police (South Africa),2010-07-26
10645,Military (Lebanon),Use conventional military force,Fatah al-Islam,2007-06-20
10646,Military Personnel (Philippines),Make statement,Military (Philippines),2011-10-04
10647,Oman,Consult,Iran,2014-08-05
10648,South Korea,Make statement,Japan,2012-06-02
10649,Japan,Consult,China,2007-03-15
10650,Military (Ukraine),Make statement,Armed Rebel (Ukraine),2014-11-12
10651,Iran,Make an appeal or request,Iraq,2005-07-20
10652,Iraq,Engage in diplomatic cooperation,Iran,2008-03-03
10653,Tony Blair,Consult,Mahmoud Abbas,2005-08-16
10654,Iraq,Make a visit,Qatar,2012-04-03
10655,Media Personnel (Australia),Make statement,Police (Australia),2007-06-29
10656,South Korea,Express intent to cooperate,China,2009-11-18
10657,Jonah David Jang,Praise or endorse,Government (Nigeria),2011-02-02
10658,Benazir Bhutto,Make statement,Pervez Musharraf,2008-02-04
10659,Criminal (Zambia),Use unconventional violence,Citizen (Zambia),2007-11-02
10660,African Union,Make statement,Sudan,2005-03-19
10661,South Korea,Engage in negotiation,Mexico,2007-12-08
10662,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2012-08-02
10663,Yair Lapid,Criticize or denounce,Benjamin Netanyahu,2013-01-25
10664,Valentin Sobolev,Discuss by telephone,UN Security Council,2008-02-18
10665,France,Engage in negotiation,Iran,2013-11-08
10666,Benazir Bhutto,Make statement,Pervez Musharraf,2013-06-26
10667,Dmitry Anatolyevich Medvedev,Consult,Herman Van Rompuy,2011-12-15
10668,Media Personnel (Iran),Make statement,Iran,2007-07-03
10669,Iran,Engage in diplomatic cooperation,Kuwait,2014-11-12
10670,Iran,Consult,United Arab Emirates,2013-10-26
10671,Japan,Grant diplomatic recognition,China,2009-05-04
10672,China,Make an appeal or request,Japan,2006-09-28
10673,Xi Jinping,Consult,Barack Obama,2012-02-20
10674,Andean Community,Make an appeal or request,Colombia,2008-04-14
10675,China,Make pessimistic comment,Japan,2015-09-19
10676,France,Engage in negotiation,Iran,2015-02-01
10677,Lee Myung Bak,Make statement,South Korea,2010-11-16
10678,Head of Government (Nigeria),Consult,Government (Nigeria),2009-11-18
10679,Iraq,Express intent to cooperate economically,Iran,2015-02-01
10680,Lesotho,Consult,Malawi,2005-08-01
10681,Military (Philippines),Make statement,Police (Philippines),2012-02-10
10682,Laos,Engage in diplomatic cooperation,Vietnam,2005-02-05
10683,Iran,Consult,Qatar,2011-04-30
10684,Cambodia,Express intent to cooperate,Vietnam,2007-07-30
10685,France,Consult,China,2006-09-14
10686,Police (Australia),Consult,Police (New Zealand),2014-12-11
10687,Police (Australia),Accuse,Citizen (Australia),2014-01-28
10688,China,Criticize or denounce,Japan,2013-08-13
10689,Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2006-01-30
10690,Barack Obama,Consult,Head of Government (Egypt),2014-09-26
10691,Agence France-Presse,Discuss by telephone,Citizen (Mali),2012-07-16
10692,China,Make an appeal or request,International Monetary Fund,2010-04-25
10693,Cambodia,Praise or endorse,Thailand,2009-06-22
10694,China,Praise or endorse,Barack Obama,2012-11-09
10695,Iran,Engage in negotiation,France,2005-04-13
10696,Police (Israel),Make statement,Israeli Defense Forces,2006-07-12
10697,Abhisit Vejjajiva,Make statement,Thailand,2010-06-16
10698,Military (Philippines),Use conventional military force,Abu Sayyaf,2008-02-18
10699,Vietnam,Express intent to meet or negotiate,Laos,2005-08-10
10700,Mahmoud Ahmadinejad,Make statement,Iran,2007-05-24
10701,China,Express intent to meet or negotiate,South Korea,2012-03-14
10702,Citizen (Nigeria),Express intent to cooperate,Defense / Security Ministry (Nigeria),2013-09-16
10703,Citizen (Nigeria),Make an appeal or request,Ministry (Nigeria),2013-05-20
10704,Laos,Consult,Cambodia,2008-10-23
10705,Police (Australia),Accuse,Citizen (Australia),2012-05-01
10706,South Korea,Sign formal agreement,China,2006-04-18
10707,Mauritania,Engage in diplomatic cooperation,Sudan,2013-01-31
10708,Japan,Express intent to meet or negotiate,China,2006-11-16
10709,Malaysia,Investigate,Police (Malaysia),2005-01-28
10710,Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2015-08-07
10711,UN Security Council,Criticize or denounce,Iran,2008-09-27
10712,Citizen (Nigeria),Accuse,Government (Nigeria),2005-10-06
10713,Muslim (Indonesia),Use conventional military force,Christian (Indonesia),2007-03-05
10714,Japan,Engage in material cooperation,Thailand,2012-03-05
10715,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-09-26
10716,Malaysia,Engage in diplomatic cooperation,Thailand,2007-09-11
10717,Government (Sudan),Make statement,Sudan,2006-10-10
10718,Vietnam,Sign formal agreement,Laos,2009-02-05
10719,Japan,Host a visit,Thailand,2007-03-15
10720,China,Engage in negotiation,Japan,2015-05-18
10721,Barack Obama,Make statement,Iran,2013-03-20
10722,Malaysia,Make statement,Foreign Affairs (Malaysia),2013-03-13
10723,Insurgent (Thailand),Use unconventional violence,Citizen (Thailand),2007-02-25
10724,France,Make statement,Iran,2006-01-10
10725,Colombia,Express intent to meet or negotiate,Foreign Affairs (Venezuela),2014-11-18
10726,Xi Jinping,Make statement,China,2014-05-22
10727,Japan,Make a visit,China,2006-01-07
10728,Envoy (United States),Consult,Yerlan Idrisov,2012-10-04
10729,China,Engage in negotiation,France,2006-11-12
10730,Nuri al-Maliki,Consult,Barack Obama,2011-10-29
10731,France,Engage in diplomatic cooperation,Angola,2008-12-16
10732,Chuck Hagel,Consult,Sergey Kuzhugetovich Shoygu,2014-04-29
10733,Xi Jinping,Make statement,China,2015-11-15
10734,South Korea,Express intent to cooperate,China,2009-04-12
10735,South Korea,Consult,Mexico,2015-05-22
10736,Jakaya Mrisho Kikwete,Make statement,Tanzania,2015-03-26
10737,Head of Government (Pakistan),Praise or endorse,Head of Government (India),2005-11-22
10738,Insurgent (Thailand),Use unconventional violence,Citizen (Thailand),2006-03-06
10739,South Korea,Engage in diplomatic cooperation,China,2011-03-19
10740,Employee (Philippines),Make statement,Police (Philippines),2005-01-21
10741,China,Consult,South Korea,2006-01-20
10742,William J. Fallon,Consult,Pervez Musharraf,2007-11-03
10743,Police (Australia),Make an appeal or request,Citizen (Australia),2014-11-30
10744,China,Engage in negotiation,France,2012-06-04
10745,South Africa,Express intent to cooperate,China,2014-11-16
10746,Iran,Engage in negotiation,France,2015-03-12
10747,Japan,Engage in diplomatic cooperation,China,2005-04-22
10748,Japan,Engage in negotiation,China,2009-06-07
10749,Thailand,Consult,Vietnam,2008-11-06
10750,Eritrea,Accuse,Ethiopia,2011-08-17
10751,Wen Jiabao,Express intent to meet or negotiate,Lee Myung Bak,2009-10-10
10752,Iran,Engage in diplomatic cooperation,United Arab Emirates,2005-01-10
10753,China,Express intent to cooperate,Japan,2010-10-05
10754,Citizen (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Police (Australia),2015-02-13
10755,Police (Australia),Make an appeal or request,Citizen (Australia),2005-06-09
10756,Police (Australia),Make an appeal or request,Citizen (Australia),2011-02-21
10757,Court Judge (United Kingdom),Demand,Citizen (United Kingdom),2006-12-04
10758,José Dirceu de Oliveira e Silva,Praise or endorse,Ministry (Brazil),2006-03-24
10759,Muhammadu Buhari,Make an appeal or request,Citizen (Nigeria),2015-06-19
10760,Iván Velázquez-Caballero,Use unconventional violence,Miguel Treviño Morales,2012-09-27
10761,Yasuo Fukuda,Express intent to engage in diplomatic cooperation (such as policy support),Roh Moo Hyun,2007-10-05
10762,Japan,Express intent to cooperate,China,2006-04-25
10763,Vincent C. Siew,Consult,Xi Jinping,2013-10-12
10764,Japan,Express intent to cooperate,China,2007-08-06
10765,Angola,Host a visit,China,2014-05-10
10766,Vietnam,Praise or endorse,France,2005-06-10
10767,Japan,Make statement,Kaoru Yosano,2009-02-17
10768,Japan,Express intent to cooperate,China,2009-01-07
10769,South Korea,Express intent to meet or negotiate,Japan,2007-05-03
10770,Police (Australia),"Return, release person(s)",Citizen (Australia),2008-05-02
10771,Member of Parliament (Kyrgyzstan),Make an appeal or request,Citizen (Kyrgyzstan),2008-02-22
10772,China,Engage in negotiation,Japan,2006-12-07
10773,Japan,Demand,South Korea,2013-01-08
10774,Dmitry Anatolyevich Medvedev,Consult,Lee Myung Bak,2011-10-24
10775,Benedict XVI,Consult,Head of Government (South Korea),2009-07-10
10776,Cambodia,Consult,Laos,2008-10-22
10777,France,Express intent to cooperate,China,2015-07-06
10778,Member of Parliament (Australia),Make an appeal or request,Citizen (Australia),2010-10-26
10779,Citizen (Nigeria),Make an appeal or request,Emmanuel Eweta Uduaghan,2014-10-07
10780,Citizen (Nigeria),Appeal for economic aid,Government (Nigeria),2013-04-04
10781,China,Express intent to meet or negotiate,South Korea,2006-06-08
10782,Benjamin Netanyahu,Engage in negotiation,Envoy (United States),2010-08-11
10783,Government (Sudan),Make statement,Sudan,2012-07-29
10784,Dmitry Anatolyevich Medvedev,Express intent to meet or negotiate,Rashid Gumarovich Nurgaliyev,2007-06-01
10785,Vietnam,Make statement,China,2013-03-27
10786,Lawyer/Attorney (Australia),Criticize or denounce,Citizen (Australia),2008-07-18
10787,China,Consult,Japan,2008-12-11
10788,Moro Islamic Liberation Front,Use conventional military force,Military (Philippines),2008-06-28
10789,Tony Blair,Consult,Mahmoud Abbas,2007-10-10
10790,Yemen,Engage in diplomatic cooperation,France,2007-06-27
10791,France,Demand,Iran,2007-10-05
10792,China,Engage in negotiation,Japan,2006-03-06
