relation i,relation j,#inverse,#rel_i,P one direction,P two direction
"Appeal for easing of economic sanctions, boycott, or embargo",Appeal for release of persons or property,1,1,1.0,0.0967741935483871
Appeal for release of persons or property,"Appeal for easing of economic sanctions, boycott, or embargo",2,30,0.06666666666666667,0.0967741935483871
"Appeal for easing of economic sanctions, boycott, or embargo",Expel or withdraw peacekeepers,0,1,0.0,0.0
Expel or withdraw peacekeepers,"Appeal for easing of economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Appeal for military protection or peacekeeping,0,1,0.0,0.0
Appeal for military protection or peacekeeping,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Attempt to assassinate,0,1,0.0,0.0
Attempt to assassinate,"Appeal for easing of economic sanctions, boycott, or embargo",0,11,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Accuse of war crimes,0,1,0.0,0.0
Accuse of war crimes,"Appeal for easing of economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reject military cooperation,0,1,0.0,0.0
Reject military cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Threaten to halt negotiations,0,1,0.0,0.0
Threaten to halt negotiations,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand material cooperation,0,1,0.0,0.0
Demand material cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,9,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to institute political reform,0,1,0.0,0.0
Express intent to institute political reform,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Investigate crime, corruption",0,1,0.0,0.0
"Investigate crime, corruption","Appeal for easing of economic sanctions, boycott, or embargo",0,28,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand easing of administrative sanctions,0,1,0.0,0.0
Demand easing of administrative sanctions,"Appeal for easing of economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Ban political parties or politicians,0,1,0.0,0.0
Ban political parties or politicians,"Appeal for easing of economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to engage in material cooperation,0,1,0.0,0.0
Express intent to engage in material cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,10,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reduce or stop economic assistance,0,1,0.0,0.0
Reduce or stop economic assistance,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Ease curfew,0,1,0.0,0.0
Ease curfew,"Appeal for easing of economic sanctions, boycott, or embargo",0,5,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Receive inspectors,0,1,0.0,0.0
Receive inspectors,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Engage in mass killings,0,1,0.0,0.0
Engage in mass killings,"Appeal for easing of economic sanctions, boycott, or embargo",0,12,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand intelligence cooperation,0,1,0.0,0.0
Demand intelligence cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,15,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand political reform,0,1,0.0,0.0
Demand political reform,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand judicial cooperation,0,1,0.0,0.0
Demand judicial cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Engage in political dissent,0,1,0.0,0.0
Engage in political dissent,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Refuse to ease administrative sanctions,0,1,0.0,0.0
Refuse to ease administrative sanctions,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Violate ceasefire,0,1,0.0,0.0
Violate ceasefire,"Appeal for easing of economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to accept mediation,0,1,0.0,0.0
Express intent to accept mediation,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to ease administrative sanctions,0,1,0.0,0.0
Express intent to ease administrative sanctions,"Appeal for easing of economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Refuse to ease economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Appeal for easing of economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Engage in judicial cooperation,1,1,1.0,0.18181818181818182
Engage in judicial cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",1,10,0.1,0.18181818181818182
"Appeal for easing of economic sanctions, boycott, or embargo",Demand that target yields,0,1,0.0,0.0
Demand that target yields,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand mediation,0,1,0.0,0.0
Demand mediation,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Appeal for humanitarian aid,0,1,0.0,0.0
Appeal for humanitarian aid,"Appeal for easing of economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Obstruct passage to demand leadership change,0,1,0.0,0.0
Obstruct passage to demand leadership change,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to yield,0,1,0.0,0.0
Express intent to yield,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand de-escalation of military engagement,0,1,0.0,0.0
Demand de-escalation of military engagement,"Appeal for easing of economic sanctions, boycott, or embargo",0,12,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Conduct hunger strike,0,1,0.0,0.0
Conduct hunger strike,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reject judicial cooperation,0,1,0.0,0.0
Reject judicial cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Seize or damage property,0,1,0.0,0.0
Seize or damage property,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reduce or stop military assistance,0,1,0.0,0.0
Reduce or stop military assistance,"Appeal for easing of economic sanctions, boycott, or embargo",0,8,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Threaten to reduce or break relations,0,1,0.0,0.0
Threaten to reduce or break relations,"Appeal for easing of economic sanctions, boycott, or embargo",0,4,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demobilize armed forces,0,1,0.0,0.0
Demobilize armed forces,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to change leadership,0,1,0.0,0.0
Express intent to change leadership,"Appeal for easing of economic sanctions, boycott, or embargo",0,6,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Use as human shield,0,1,0.0,0.0
Use as human shield,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand policy change,0,1,0.0,0.0
Demand policy change,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Accede to demands for change in institutions, regime",0,1,0.0,0.0
"Accede to demands for change in institutions, regime","Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reject economic cooperation,0,1,0.0,0.0
Reject economic cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reject material cooperation,0,1,0.0,0.0
Reject material cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Halt mediation,0,1,0.0,0.0
Halt mediation,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Threaten with repression,0,1,0.0,0.0
Threaten with repression,"Appeal for easing of economic sanctions, boycott, or embargo",0,5,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Use chemical, biological, or radiological weapons",0,1,0.0,0.0
"Use chemical, biological, or radiological weapons","Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reject request for military protection or peacekeeping,0,1,0.0,0.0
Reject request for military protection or peacekeeping,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand material aid,0,1,0.0,0.0
Demand material aid,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Engage in mass expulsion,0,1,0.0,0.0
Engage in mass expulsion,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Appeal for policy change,0,1,0.0,0.0
Appeal for policy change,"Appeal for easing of economic sanctions, boycott, or embargo",0,12,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Investigate human rights abuses,0,1,0.0,0.0
Investigate human rights abuses,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Carry out car bombing,0,1,0.0,0.0
Carry out car bombing,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Grant asylum,0,1,0.0,0.0
Grant asylum,"Appeal for easing of economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Ease state of emergency or martial law,0,1,0.0,0.0
Ease state of emergency or martial law,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Carry out roadside bombing,0,1,0.0,0.0
Carry out roadside bombing,"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to change policy,0,1,0.0,0.0
Express intent to change policy,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Appeal for target to allow international involvement (non-mediation),0,1,0.0,0.0
Appeal for target to allow international involvement (non-mediation),"Appeal for easing of economic sanctions, boycott, or embargo",0,1,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Destroy property,0,1,0.0,0.0
Destroy property,"Appeal for easing of economic sanctions, boycott, or embargo",0,3,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Accede to demands for change in policy,0,1,0.0,0.0
Accede to demands for change in policy,"Appeal for easing of economic sanctions, boycott, or embargo",0,2,0.0,0.0
Accuse of human rights abuses,Appeal to yield,0,39,0.0,0.0
Appeal to yield,Accuse of human rights abuses,0,7,0.0,0.0
Accuse of human rights abuses,"Return, release property",0,39,0.0,0.0
"Return, release property",Accuse of human rights abuses,0,10,0.0,0.0
Accuse of human rights abuses,fight with artillery and tanks,0,39,0.0,0.0
fight with artillery and tanks,Accuse of human rights abuses,0,32,0.0,0.0
Accuse of human rights abuses,Demand military aid,0,39,0.0,0.0
Demand military aid,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Threaten to reduce or stop aid,0,39,0.0,0.0
Threaten to reduce or stop aid,Accuse of human rights abuses,0,4,0.0,0.0
Accuse of human rights abuses,Share intelligence or information,0,39,0.0,0.0
Share intelligence or information,Accuse of human rights abuses,0,38,0.0,0.0
Accuse of human rights abuses,Demand release of persons or property,0,39,0.0,0.0
Demand release of persons or property,Accuse of human rights abuses,0,5,0.0,0.0
Accuse of human rights abuses,Decline comment,0,39,0.0,0.0
Decline comment,Accuse of human rights abuses,0,22,0.0,0.0
Accuse of human rights abuses,Forgive,0,39,0.0,0.0
Forgive,Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Accede to demands for change in leadership,0,39,0.0,0.0
Accede to demands for change in leadership,Accuse of human rights abuses,0,29,0.0,0.0
Accuse of human rights abuses,"Demand change in institutions, regime",0,39,0.0,0.0
"Demand change in institutions, regime",Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Appeal for easing of administrative sanctions,0,39,0.0,0.0
Appeal for easing of administrative sanctions,Accuse of human rights abuses,0,13,0.0,0.0
Accuse of human rights abuses,Appeal for aid,0,39,0.0,0.0
Appeal for aid,Accuse of human rights abuses,0,22,0.0,0.0
Accuse of human rights abuses,Appeal for rights,0,39,0.0,0.0
Appeal for rights,Accuse of human rights abuses,0,9,0.0,0.0
Accuse of human rights abuses,Appeal to engage in or accept mediation,0,39,0.0,0.0
Appeal to engage in or accept mediation,Accuse of human rights abuses,0,33,0.0,0.0
Accuse of human rights abuses,"Impose blockade, restrict movement",0,39,0.0,0.0
"Impose blockade, restrict movement",Accuse of human rights abuses,0,18,0.0,0.0
Accuse of human rights abuses,Engage in violent protest for rights,0,39,0.0,0.0
Engage in violent protest for rights,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Express intent to mediate,0,39,0.0,0.0
Express intent to mediate,Accuse of human rights abuses,0,14,0.0,0.0
Accuse of human rights abuses,Appeal for release of persons or property,0,39,0.0,0.0
Appeal for release of persons or property,Accuse of human rights abuses,0,30,0.0,0.0
Accuse of human rights abuses,Expel or withdraw peacekeepers,0,39,0.0,0.0
Expel or withdraw peacekeepers,Accuse of human rights abuses,0,4,0.0,0.0
Accuse of human rights abuses,Appeal for military protection or peacekeeping,0,39,0.0,0.0
Appeal for military protection or peacekeeping,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Attempt to assassinate,0,39,0.0,0.0
Attempt to assassinate,Accuse of human rights abuses,0,11,0.0,0.0
Accuse of human rights abuses,Accuse of war crimes,0,39,0.0,0.0
Accuse of war crimes,Accuse of human rights abuses,0,7,0.0,0.0
Accuse of human rights abuses,Reject military cooperation,0,39,0.0,0.0
Reject military cooperation,Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Threaten to halt negotiations,0,39,0.0,0.0
Threaten to halt negotiations,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Demand material cooperation,0,39,0.0,0.0
Demand material cooperation,Accuse of human rights abuses,0,9,0.0,0.0
Accuse of human rights abuses,Express intent to institute political reform,0,39,0.0,0.0
Express intent to institute political reform,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,"Investigate crime, corruption",0,39,0.0,0.0
"Investigate crime, corruption",Accuse of human rights abuses,0,28,0.0,0.0
Accuse of human rights abuses,Demand easing of administrative sanctions,0,39,0.0,0.0
Demand easing of administrative sanctions,Accuse of human rights abuses,0,4,0.0,0.0
Accuse of human rights abuses,Ban political parties or politicians,0,39,0.0,0.0
Ban political parties or politicians,Accuse of human rights abuses,0,7,0.0,0.0
Accuse of human rights abuses,Express intent to engage in material cooperation,0,39,0.0,0.0
Express intent to engage in material cooperation,Accuse of human rights abuses,0,10,0.0,0.0
Accuse of human rights abuses,Reduce or stop economic assistance,0,39,0.0,0.0
Reduce or stop economic assistance,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Ease curfew,0,39,0.0,0.0
Ease curfew,Accuse of human rights abuses,0,5,0.0,0.0
Accuse of human rights abuses,Receive inspectors,0,39,0.0,0.0
Receive inspectors,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Engage in mass killings,0,39,0.0,0.0
Engage in mass killings,Accuse of human rights abuses,0,12,0.0,0.0
Accuse of human rights abuses,Demand intelligence cooperation,0,39,0.0,0.0
Demand intelligence cooperation,Accuse of human rights abuses,0,15,0.0,0.0
Accuse of human rights abuses,Demand political reform,0,39,0.0,0.0
Demand political reform,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Demand judicial cooperation,0,39,0.0,0.0
Demand judicial cooperation,Accuse of human rights abuses,0,4,0.0,0.0
Accuse of human rights abuses,Engage in political dissent,0,39,0.0,0.0
Engage in political dissent,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Refuse to ease administrative sanctions,0,39,0.0,0.0
Refuse to ease administrative sanctions,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Violate ceasefire,0,39,0.0,0.0
Violate ceasefire,Accuse of human rights abuses,0,4,0.0,0.0
Accuse of human rights abuses,Express intent to accept mediation,0,39,0.0,0.0
Express intent to accept mediation,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Express intent to ease administrative sanctions,0,39,0.0,0.0
Express intent to ease administrative sanctions,Accuse of human rights abuses,0,7,0.0,0.0
Accuse of human rights abuses,"Refuse to ease economic sanctions, boycott, or embargo",0,39,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Accuse of human rights abuses,0,4,0.0,0.0
Accuse of human rights abuses,Engage in judicial cooperation,0,39,0.0,0.0
Engage in judicial cooperation,Accuse of human rights abuses,0,10,0.0,0.0
Accuse of human rights abuses,Demand that target yields,0,39,0.0,0.0
Demand that target yields,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Demand mediation,0,39,0.0,0.0
Demand mediation,Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Appeal for humanitarian aid,0,39,0.0,0.0
Appeal for humanitarian aid,Accuse of human rights abuses,0,7,0.0,0.0
Accuse of human rights abuses,Obstruct passage to demand leadership change,0,39,0.0,0.0
Obstruct passage to demand leadership change,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Express intent to yield,0,39,0.0,0.0
Express intent to yield,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Demand de-escalation of military engagement,0,39,0.0,0.0
Demand de-escalation of military engagement,Accuse of human rights abuses,0,12,0.0,0.0
Accuse of human rights abuses,Conduct hunger strike,0,39,0.0,0.0
Conduct hunger strike,Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Reject judicial cooperation,0,39,0.0,0.0
Reject judicial cooperation,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Seize or damage property,0,39,0.0,0.0
Seize or damage property,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Reduce or stop military assistance,0,39,0.0,0.0
Reduce or stop military assistance,Accuse of human rights abuses,0,8,0.0,0.0
Accuse of human rights abuses,Threaten to reduce or break relations,0,39,0.0,0.0
Threaten to reduce or break relations,Accuse of human rights abuses,0,4,0.0,0.0
Accuse of human rights abuses,Demobilize armed forces,0,39,0.0,0.0
Demobilize armed forces,Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Express intent to change leadership,0,39,0.0,0.0
Express intent to change leadership,Accuse of human rights abuses,0,6,0.0,0.0
Accuse of human rights abuses,Use as human shield,0,39,0.0,0.0
Use as human shield,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Demand policy change,0,39,0.0,0.0
Demand policy change,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,"Accede to demands for change in institutions, regime",0,39,0.0,0.0
"Accede to demands for change in institutions, regime",Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Reject economic cooperation,0,39,0.0,0.0
Reject economic cooperation,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Reject material cooperation,0,39,0.0,0.0
Reject material cooperation,Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Halt mediation,0,39,0.0,0.0
Halt mediation,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Threaten with repression,0,39,0.0,0.0
Threaten with repression,Accuse of human rights abuses,0,5,0.0,0.0
Accuse of human rights abuses,"Use chemical, biological, or radiological weapons",0,39,0.0,0.0
"Use chemical, biological, or radiological weapons",Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Reject request for military protection or peacekeeping,0,39,0.0,0.0
Reject request for military protection or peacekeeping,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Demand material aid,0,39,0.0,0.0
Demand material aid,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Engage in mass expulsion,0,39,0.0,0.0
Engage in mass expulsion,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Appeal for policy change,0,39,0.0,0.0
Appeal for policy change,Accuse of human rights abuses,0,12,0.0,0.0
Accuse of human rights abuses,Investigate human rights abuses,0,39,0.0,0.0
Investigate human rights abuses,Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Carry out car bombing,0,39,0.0,0.0
Carry out car bombing,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Grant asylum,0,39,0.0,0.0
Grant asylum,Accuse of human rights abuses,0,7,0.0,0.0
Accuse of human rights abuses,Ease state of emergency or martial law,0,39,0.0,0.0
Ease state of emergency or martial law,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Carry out roadside bombing,0,39,0.0,0.0
Carry out roadside bombing,Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Express intent to change policy,0,39,0.0,0.0
Express intent to change policy,Accuse of human rights abuses,0,2,0.0,0.0
Accuse of human rights abuses,Appeal for target to allow international involvement (non-mediation),0,39,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Accuse of human rights abuses,0,1,0.0,0.0
Accuse of human rights abuses,Destroy property,0,39,0.0,0.0
Destroy property,Accuse of human rights abuses,0,3,0.0,0.0
Accuse of human rights abuses,Accede to demands for change in policy,0,39,0.0,0.0
Accede to demands for change in policy,Accuse of human rights abuses,0,2,0.0,0.0
Appeal to yield,"Return, release property",1,7,0.14285714285714285,0.17647058823529413
"Return, release property",Appeal to yield,2,10,0.2,0.17647058823529413
Appeal to yield,fight with artillery and tanks,2,7,0.2857142857142857,0.20512820512820512
fight with artillery and tanks,Appeal to yield,6,32,0.1875,0.20512820512820512
Appeal to yield,Demand military aid,0,7,0.0,0.0
Demand military aid,Appeal to yield,0,2,0.0,0.0
Appeal to yield,Threaten to reduce or stop aid,0,7,0.0,0.0
Threaten to reduce or stop aid,Appeal to yield,0,4,0.0,0.0
Appeal to yield,Share intelligence or information,0,7,0.0,0.0
Share intelligence or information,Appeal to yield,0,38,0.0,0.0
Appeal to yield,Demand release of persons or property,0,7,0.0,0.0
Demand release of persons or property,Appeal to yield,0,5,0.0,0.0
Appeal to yield,Decline comment,2,7,0.2857142857142857,0.10344827586206896
Decline comment,Appeal to yield,1,22,0.045454545454545456,0.10344827586206896
Appeal to yield,Forgive,0,7,0.0,0.0
Forgive,Appeal to yield,0,3,0.0,0.0
Appeal to yield,Accede to demands for change in leadership,0,7,0.0,0.0
Accede to demands for change in leadership,Appeal to yield,0,29,0.0,0.0
Appeal to yield,"Demand change in institutions, regime",0,7,0.0,0.0
"Demand change in institutions, regime",Appeal to yield,0,8,0.0,0.0
Appeal to yield,Appeal for easing of administrative sanctions,0,7,0.0,0.0
Appeal for easing of administrative sanctions,Appeal to yield,0,13,0.0,0.0
Appeal to yield,Appeal for aid,0,7,0.0,0.0
Appeal for aid,Appeal to yield,0,22,0.0,0.0
Appeal to yield,Appeal for rights,0,7,0.0,0.0
Appeal for rights,Appeal to yield,0,9,0.0,0.0
Appeal to yield,Appeal to engage in or accept mediation,0,7,0.0,0.0
Appeal to engage in or accept mediation,Appeal to yield,0,33,0.0,0.0
Appeal to yield,"Impose blockade, restrict movement",0,7,0.0,0.0
"Impose blockade, restrict movement",Appeal to yield,0,18,0.0,0.0
Appeal to yield,Engage in violent protest for rights,0,7,0.0,0.0
Engage in violent protest for rights,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Express intent to mediate,0,7,0.0,0.0
Express intent to mediate,Appeal to yield,0,14,0.0,0.0
Appeal to yield,Appeal for release of persons or property,0,7,0.0,0.0
Appeal for release of persons or property,Appeal to yield,0,30,0.0,0.0
Appeal to yield,Expel or withdraw peacekeepers,0,7,0.0,0.0
Expel or withdraw peacekeepers,Appeal to yield,0,4,0.0,0.0
Appeal to yield,Appeal for military protection or peacekeeping,0,7,0.0,0.0
Appeal for military protection or peacekeeping,Appeal to yield,0,1,0.0,0.0
Appeal to yield,Attempt to assassinate,0,7,0.0,0.0
Attempt to assassinate,Appeal to yield,0,11,0.0,0.0
Appeal to yield,Accuse of war crimes,0,7,0.0,0.0
Accuse of war crimes,Appeal to yield,0,7,0.0,0.0
Appeal to yield,Reject military cooperation,2,7,0.2857142857142857,0.3
Reject military cooperation,Appeal to yield,1,3,0.3333333333333333,0.3
Appeal to yield,Threaten to halt negotiations,2,7,0.2857142857142857,0.375
Threaten to halt negotiations,Appeal to yield,1,1,1.0,0.375
Appeal to yield,Demand material cooperation,0,7,0.0,0.0
Demand material cooperation,Appeal to yield,0,9,0.0,0.0
Appeal to yield,Express intent to institute political reform,0,7,0.0,0.0
Express intent to institute political reform,Appeal to yield,0,1,0.0,0.0
Appeal to yield,"Investigate crime, corruption",0,7,0.0,0.0
"Investigate crime, corruption",Appeal to yield,0,28,0.0,0.0
Appeal to yield,Demand easing of administrative sanctions,0,7,0.0,0.0
Demand easing of administrative sanctions,Appeal to yield,0,4,0.0,0.0
Appeal to yield,Ban political parties or politicians,1,7,0.14285714285714285,0.14285714285714285
Ban political parties or politicians,Appeal to yield,1,7,0.14285714285714285,0.14285714285714285
Appeal to yield,Express intent to engage in material cooperation,0,7,0.0,0.0
Express intent to engage in material cooperation,Appeal to yield,0,10,0.0,0.0
Appeal to yield,Reduce or stop economic assistance,0,7,0.0,0.0
Reduce or stop economic assistance,Appeal to yield,0,8,0.0,0.0
Appeal to yield,Ease curfew,0,7,0.0,0.0
Ease curfew,Appeal to yield,0,5,0.0,0.0
Appeal to yield,Receive inspectors,0,7,0.0,0.0
Receive inspectors,Appeal to yield,0,2,0.0,0.0
Appeal to yield,Engage in mass killings,0,7,0.0,0.0
Engage in mass killings,Appeal to yield,0,12,0.0,0.0
Appeal to yield,Demand intelligence cooperation,0,7,0.0,0.0
Demand intelligence cooperation,Appeal to yield,0,15,0.0,0.0
Appeal to yield,Demand political reform,0,7,0.0,0.0
Demand political reform,Appeal to yield,0,2,0.0,0.0
Appeal to yield,Demand judicial cooperation,0,7,0.0,0.0
Demand judicial cooperation,Appeal to yield,0,4,0.0,0.0
Appeal to yield,Engage in political dissent,0,7,0.0,0.0
Engage in political dissent,Appeal to yield,0,2,0.0,0.0
Appeal to yield,Refuse to ease administrative sanctions,0,7,0.0,0.0
Refuse to ease administrative sanctions,Appeal to yield,0,8,0.0,0.0
Appeal to yield,Violate ceasefire,0,7,0.0,0.0
Violate ceasefire,Appeal to yield,0,4,0.0,0.0
