relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
Expel or deport individuals,Rally opposition against,0,766,0.0,0.0
Rally opposition against,Expel or deport individuals,0,328,0.0,0.0
Expel or deport individuals,Increase military alert status,0,766,0.0,0.0
Increase military alert status,Expel or deport individuals,0,127,0.0,0.0
Expel or deport individuals,Reject judicial cooperation,0,766,0.0,0.0
Reject judicial cooperation,Expel or deport individuals,0,23,0.0,0.0
Expel or deport individuals,Express intent to provide humanitarian aid,0,766,0.0,0.0
Express intent to provide humanitarian aid,Expel or deport individuals,0,272,0.0,0.0
Expel or deport individuals,Halt negotiations,0,766,0.0,0.0
Halt negotiations,Expel or deport individuals,0,200,0.0,0.0
Expel or deport individuals,Express intent to engage in material cooperation,0,766,0.0,0.0
Express intent to engage in material cooperation,Expel or deport individuals,0,63,0.0,0.0
Expel or deport individuals,"Investigate crime, corruption",0,766,0.0,0.0
"Investigate crime, corruption",Expel or deport individuals,0,265,0.0,0.0
Expel or deport individuals,Appeal to others to settle dispute,0,766,0.0,0.0
Appeal to others to settle dispute,Expel or deport individuals,0,87,0.0,0.0
Expel or deport individuals,Demand judicial cooperation,0,766,0.0,0.0
Demand judicial cooperation,Expel or deport individuals,0,26,0.0,0.0
Expel or deport individuals,Demand settling of dispute,0,766,0.0,0.0
Demand settling of dispute,Expel or deport individuals,0,15,0.0,0.0
Expel or deport individuals,Cooperate militarily,0,766,0.0,0.0
Cooperate militarily,Expel or deport individuals,0,375,0.0,0.0
Expel or deport individuals,Express intent to cooperate militarily,0,766,0.0,0.0
Express intent to cooperate militarily,Expel or deport individuals,0,115,0.0,0.0
Expel or deport individuals,Attempt to assassinate,0,766,0.0,0.0
Attempt to assassinate,Expel or deport individuals,0,18,0.0,0.0
Expel or deport individuals,"Reject request for change in institutions, regime",0,766,0.0,0.0
"Reject request for change in institutions, regime",Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Mediate,0,766,0.0,0.0
Mediate,Expel or deport individuals,0,142,0.0,0.0
Expel or deport individuals,Express intent to de-escalate military engagement,0,766,0.0,0.0
Express intent to de-escalate military engagement,Expel or deport individuals,0,248,0.0,0.0
Expel or deport individuals,Express intent to ease administrative sanctions,0,766,0.0,0.0
Express intent to ease administrative sanctions,Expel or deport individuals,0,46,0.0,0.0
Expel or deport individuals,Express intent to provide material aid,0,766,0.0,0.0
Express intent to provide material aid,Expel or deport individuals,0,408,0.0,0.0
Expel or deport individuals,Refuse to yield,0,766,0.0,0.0
Refuse to yield,Expel or deport individuals,0,145,0.0,0.0
Expel or deport individuals,Accuse of aggression,0,766,0.0,0.0
Accuse of aggression,Expel or deport individuals,0,34,0.0,0.0
Expel or deport individuals,Express intent to yield,0,766,0.0,0.0
Express intent to yield,Expel or deport individuals,0,72,0.0,0.0
Expel or deport individuals,Ease administrative sanctions,0,766,0.0,0.0
Ease administrative sanctions,Expel or deport individuals,0,610,0.0,0.0
Expel or deport individuals,Express intent to accept mediation,0,766,0.0,0.0
Express intent to accept mediation,Expel or deport individuals,0,72,0.0,0.0
Expel or deport individuals,Threaten to reduce or break relations,0,766,0.0,0.0
Threaten to reduce or break relations,Expel or deport individuals,0,49,0.0,0.0
Expel or deport individuals,Impose state of emergency or martial law,0,766,0.0,0.0
Impose state of emergency or martial law,Expel or deport individuals,0,55,0.0,0.0
Expel or deport individuals,"Threaten with sanctions, boycott, embargo",0,766,0.0,0.0
"Threaten with sanctions, boycott, embargo",Expel or deport individuals,0,68,0.0,0.0
Expel or deport individuals,Kill by physical assault,0,766,0.0,0.0
Kill by physical assault,Expel or deport individuals,0,259,0.0,0.0
Expel or deport individuals,Appeal for policy change,0,766,0.0,0.0
Appeal for policy change,Expel or deport individuals,0,59,0.0,0.0
Expel or deport individuals,Refuse to ease administrative sanctions,0,766,0.0,0.0
Refuse to ease administrative sanctions,Expel or deport individuals,0,36,0.0,0.0
Expel or deport individuals,"Accuse of espionage, treason",0,766,0.0,0.0
"Accuse of espionage, treason",Expel or deport individuals,0,49,0.0,0.0
Expel or deport individuals,Demobilize armed forces,0,766,0.0,0.0
Demobilize armed forces,Expel or deport individuals,0,14,0.0,0.0
Expel or deport individuals,Demand intelligence cooperation,0,766,0.0,0.0
Demand intelligence cooperation,Expel or deport individuals,0,56,0.0,0.0
Expel or deport individuals,Carry out suicide bombing,0,766,0.0,0.0
Carry out suicide bombing,Expel or deport individuals,0,129,0.0,0.0
Expel or deport individuals,Appeal for rights,0,766,0.0,0.0
Appeal for rights,Expel or deport individuals,0,34,0.0,0.0
Expel or deport individuals,Defend verbally,0,766,0.0,0.0
Defend verbally,Expel or deport individuals,0,137,0.0,0.0
Expel or deport individuals,"Demand change in institutions, regime",0,766,0.0,0.0
"Demand change in institutions, regime",Expel or deport individuals,0,30,0.0,0.0
Expel or deport individuals,Destroy property,0,766,0.0,0.0
Destroy property,Expel or deport individuals,0,26,0.0,0.0
Expel or deport individuals,Appeal for de-escalation of military engagement,0,766,0.0,0.0
Appeal for de-escalation of military engagement,Expel or deport individuals,0,179,0.0,0.0
Expel or deport individuals,Reduce or stop economic assistance,0,766,0.0,0.0
Reduce or stop economic assistance,Expel or deport individuals,0,94,0.0,0.0
Expel or deport individuals,Reduce or stop humanitarian assistance,0,766,0.0,0.0
Reduce or stop humanitarian assistance,Expel or deport individuals,0,21,0.0,0.0
Expel or deport individuals,Reduce or stop material aid,0,766,0.0,0.0
Reduce or stop material aid,Expel or deport individuals,0,34,0.0,0.0
Expel or deport individuals,Demand that target yields,0,766,0.0,0.0
Demand that target yields,Expel or deport individuals,0,47,0.0,0.0
Expel or deport individuals,Reject request for economic aid,0,766,0.0,0.0
Reject request for economic aid,Expel or deport individuals,0,3,0.0,0.0
Expel or deport individuals,fight with artillery and tanks,0,766,0.0,0.0
fight with artillery and tanks,Expel or deport individuals,0,131,0.0,0.0
Expel or deport individuals,Appeal for military aid,0,766,0.0,0.0
Appeal for military aid,Expel or deport individuals,0,67,0.0,0.0
Expel or deport individuals,Appeal for military protection or peacekeeping,0,766,0.0,0.0
Appeal for military protection or peacekeeping,Expel or deport individuals,0,19,0.0,0.0
Expel or deport individuals,"Appeal for easing of economic sanctions, boycott, or embargo",0,766,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,Conduct strike or boycott,0,766,0.0,0.0
Conduct strike or boycott,Expel or deport individuals,0,62,0.0,0.0
Expel or deport individuals,"Return, release property",0,766,0.0,0.0
"Return, release property",Expel or deport individuals,0,40,0.0,0.0
Expel or deport individuals,Appeal for economic aid,0,766,0.0,0.0
Appeal for economic aid,Expel or deport individuals,0,74,0.0,0.0
Expel or deport individuals,Appeal for target to allow international involvement (non-mediation),0,766,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Expel or deport individuals,0,5,0.0,0.0
Expel or deport individuals,Accede to demands for change in leadership,0,766,0.0,0.0
Accede to demands for change in leadership,Expel or deport individuals,0,93,0.0,0.0
Expel or deport individuals,Decline comment,0,766,0.0,0.0
Decline comment,Expel or deport individuals,0,114,0.0,0.0
Expel or deport individuals,Express intent to change leadership,0,766,0.0,0.0
Express intent to change leadership,Expel or deport individuals,0,23,0.0,0.0
Expel or deport individuals,Increase police alert status,0,766,0.0,0.0
Increase police alert status,Expel or deport individuals,0,84,0.0,0.0
Expel or deport individuals,Accede to demands for change in policy,0,766,0.0,0.0
Accede to demands for change in policy,Expel or deport individuals,0,33,0.0,0.0
Expel or deport individuals,Appeal for military cooperation,0,766,0.0,0.0
Appeal for military cooperation,Expel or deport individuals,0,2,0.0,0.0
Expel or deport individuals,Veto,0,766,0.0,0.0
Veto,Expel or deport individuals,0,114,0.0,0.0
Expel or deport individuals,Express intent to allow international involvement (non-mediation),0,766,0.0,0.0
Express intent to allow international involvement (non-mediation),Expel or deport individuals,0,2,0.0,0.0
Expel or deport individuals,Mobilize or increase police power,0,766,0.0,0.0
Mobilize or increase police power,Expel or deport individuals,0,178,0.0,0.0
Expel or deport individuals,Express intent to cooperate on judicial matters,0,766,0.0,0.0
Express intent to cooperate on judicial matters,Expel or deport individuals,0,51,0.0,0.0
Expel or deport individuals,Accuse of human rights abuses,0,766,0.0,0.0
Accuse of human rights abuses,Expel or deport individuals,0,208,0.0,0.0
Expel or deport individuals,Appeal for judicial cooperation,0,766,0.0,0.0
Appeal for judicial cooperation,Expel or deport individuals,0,99,0.0,0.0
Expel or deport individuals,Appeal for easing of administrative sanctions,0,766,0.0,0.0
Appeal for easing of administrative sanctions,Expel or deport individuals,0,65,0.0,0.0
Expel or deport individuals,Express intent to cooperate on intelligence,0,766,0.0,0.0
Express intent to cooperate on intelligence,Expel or deport individuals,0,22,0.0,0.0
Expel or deport individuals,Rally support on behalf of,0,766,0.0,0.0
Rally support on behalf of,Expel or deport individuals,0,506,0.0,0.0
Expel or deport individuals,"Ease economic sanctions, boycott, embargo",0,766,0.0,0.0
"Ease economic sanctions, boycott, embargo",Expel or deport individuals,0,49,0.0,0.0
Expel or deport individuals,Engage in judicial cooperation,2,766,0.0026109660574412533,0.004705882352941176
Engage in judicial cooperation,Expel or deport individuals,2,84,0.023809523809523808,0.004705882352941176
Expel or deport individuals,Reject economic cooperation,0,766,0.0,0.0
Reject economic cooperation,Expel or deport individuals,0,30,0.0,0.0
Expel or deport individuals,Appeal for humanitarian aid,0,766,0.0,0.0
Appeal for humanitarian aid,Expel or deport individuals,0,40,0.0,0.0
Expel or deport individuals,Engage in mass killings,0,766,0.0,0.0
Engage in mass killings,Expel or deport individuals,0,32,0.0,0.0
Expel or deport individuals,Assassinate,0,766,0.0,0.0
Assassinate,Expel or deport individuals,0,136,0.0,0.0
Expel or deport individuals,Accuse of war crimes,0,766,0.0,0.0
Accuse of war crimes,Expel or deport individuals,0,40,0.0,0.0
Expel or deport individuals,"Threaten with political dissent, protest",0,766,0.0,0.0
"Threaten with political dissent, protest",Expel or deport individuals,0,17,0.0,0.0
Expel or deport individuals,Forgive,0,766,0.0,0.0
Forgive,Expel or deport individuals,0,56,0.0,0.0
Expel or deport individuals,Expel or withdraw,0,766,0.0,0.0
Expel or withdraw,Expel or deport individuals,0,34,0.0,0.0
Expel or deport individuals,Threaten with administrative sanctions,0,766,0.0,0.0
Threaten with administrative sanctions,Expel or deport individuals,0,24,0.0,0.0
Expel or deport individuals,Reject request for humanitarian aid,0,766,0.0,0.0
Reject request for humanitarian aid,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,"Obstruct passage, block",2,766,0.0026109660574412533,0.00437636761487965
"Obstruct passage, block",Expel or deport individuals,2,148,0.013513513513513514,0.00437636761487965
Expel or deport individuals,Refuse to de-escalate military engagement,0,766,0.0,0.0
Refuse to de-escalate military engagement,Expel or deport individuals,0,47,0.0,0.0
Expel or deport individuals,Seize or damage property,0,766,0.0,0.0
Seize or damage property,Expel or deport individuals,0,58,0.0,0.0
Expel or deport individuals,Demonstrate for leadership change,0,766,0.0,0.0
Demonstrate for leadership change,Expel or deport individuals,0,73,0.0,0.0
Expel or deport individuals,Express intent to change policy,0,766,0.0,0.0
Express intent to change policy,Expel or deport individuals,0,17,0.0,0.0
Expel or deport individuals,"Appeal for change in institutions, regime",0,766,0.0,0.0
"Appeal for change in institutions, regime",Expel or deport individuals,0,52,0.0,0.0
Expel or deport individuals,Demand policy change,0,766,0.0,0.0
Demand policy change,Expel or deport individuals,0,12,0.0,0.0
Expel or deport individuals,Reject mediation,0,766,0.0,0.0
Reject mediation,Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,"Refuse to ease economic sanctions, boycott, or embargo",0,766,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Expel or deport individuals,0,15,0.0,0.0
Expel or deport individuals,Engage in violent protest for leadership change,0,766,0.0,0.0
Engage in violent protest for leadership change,Expel or deport individuals,0,9,0.0,0.0
Expel or deport individuals,Reject request for change in leadership,0,766,0.0,0.0
Reject request for change in leadership,Expel or deport individuals,0,6,0.0,0.0
Expel or deport individuals,Appeal for easing of political dissent,0,766,0.0,0.0
Appeal for easing of political dissent,Expel or deport individuals,0,11,0.0,0.0
Expel or deport individuals,Ease state of emergency or martial law,0,766,0.0,0.0
Ease state of emergency or martial law,Expel or deport individuals,0,14,0.0,0.0
Expel or deport individuals,Demand economic aid,0,766,0.0,0.0
Demand economic aid,Expel or deport individuals,0,36,0.0,0.0
Expel or deport individuals,Threaten with repression,0,766,0.0,0.0
Threaten with repression,Expel or deport individuals,0,18,0.0,0.0
Expel or deport individuals,Reject material cooperation,0,766,0.0,0.0
Reject material cooperation,Expel or deport individuals,0,9,0.0,0.0
Expel or deport individuals,Demand material aid,0,766,0.0,0.0
Demand material aid,Expel or deport individuals,0,6,0.0,0.0
Expel or deport individuals,Violate ceasefire,0,766,0.0,0.0
Violate ceasefire,Expel or deport individuals,0,17,0.0,0.0
Expel or deport individuals,Demand military aid,0,766,0.0,0.0
Demand military aid,Expel or deport individuals,0,9,0.0,0.0
Expel or deport individuals,Ease political dissent,0,766,0.0,0.0
Ease political dissent,Expel or deport individuals,0,6,0.0,0.0
Expel or deport individuals,Impose curfew,0,766,0.0,0.0
Impose curfew,Expel or deport individuals,0,14,0.0,0.0
Expel or deport individuals,Use as human shield,0,766,0.0,0.0
Use as human shield,Expel or deport individuals,0,14,0.0,0.0
Expel or deport individuals,Appeal for political reform,0,766,0.0,0.0
Appeal for political reform,Expel or deport individuals,0,19,0.0,0.0
Expel or deport individuals,Investigate human rights abuses,0,766,0.0,0.0
Investigate human rights abuses,Expel or deport individuals,0,13,0.0,0.0
Expel or deport individuals,Demand release of persons or property,0,766,0.0,0.0
Demand release of persons or property,Expel or deport individuals,0,7,0.0,0.0
Expel or deport individuals,"Express intent to ease economic sanctions, boycott, or embargo",0,766,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Expel or deport individuals,0,16,0.0,0.0
Expel or deport individuals,"Use chemical, biological, or radiological weapons",0,766,0.0,0.0
"Use chemical, biological, or radiological weapons",Expel or deport individuals,0,6,0.0,0.0
Expel or deport individuals,Demand economic cooperation,0,766,0.0,0.0
Demand economic cooperation,Expel or deport individuals,0,2,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Reject plan, agreement to settle dispute",0,329,0.0,0.0
"Reject plan, agreement to settle dispute",Demand diplomatic cooperation (such as policy support),0,331,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Declare truce, ceasefire",1,329,0.00303951367781155,0.0041753653444676405
"Declare truce, ceasefire",Demand diplomatic cooperation (such as policy support),1,150,0.006666666666666667,0.0041753653444676405
Demand diplomatic cooperation (such as policy support),Express intent to mediate,0,329,0.0,0.0
Express intent to mediate,Demand diplomatic cooperation (such as policy support),0,52,0.0,0.0
Demand diplomatic cooperation (such as policy support),Engage in material cooperation,0,329,0.0,0.0
Engage in material cooperation,Demand diplomatic cooperation (such as policy support),0,444,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for material cooperation,0,329,0.0,0.0
Appeal for material cooperation,Demand diplomatic cooperation (such as policy support),0,64,0.0,0.0
Demand diplomatic cooperation (such as policy support),Mobilize or increase armed forces,0,329,0.0,0.0
Mobilize or increase armed forces,Demand diplomatic cooperation (such as policy support),0,638,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal to others to meet or negotiate,0,329,0.0,0.0
Appeal to others to meet or negotiate,Demand diplomatic cooperation (such as policy support),0,147,0.0,0.0
Demand diplomatic cooperation (such as policy support),Demand change in leadership,0,329,0.0,0.0
Demand change in leadership,Demand diplomatic cooperation (such as policy support),0,198,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to release persons or property,0,329,0.0,0.0
Express intent to release persons or property,Demand diplomatic cooperation (such as policy support),0,287,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Defy norms, law",0,329,0.0,0.0
"Defy norms, law",Demand diplomatic cooperation (such as policy support),0,344,0.0,0.0
Demand diplomatic cooperation (such as policy support),Demonstrate military or police power,0,329,0.0,0.0
Demonstrate military or police power,Demand diplomatic cooperation (such as policy support),0,159,0.0,0.0
Demand diplomatic cooperation (such as policy support),Rally opposition against,0,329,0.0,0.0
Rally opposition against,Demand diplomatic cooperation (such as policy support),0,328,0.0,0.0
Demand diplomatic cooperation (such as policy support),Increase military alert status,0,329,0.0,0.0
Increase military alert status,Demand diplomatic cooperation (such as policy support),0,127,0.0,0.0
Demand diplomatic cooperation (such as policy support),Reject judicial cooperation,0,329,0.0,0.0
Reject judicial cooperation,Demand diplomatic cooperation (such as policy support),0,23,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to provide humanitarian aid,0,329,0.0,0.0
Express intent to provide humanitarian aid,Demand diplomatic cooperation (such as policy support),0,272,0.0,0.0
Demand diplomatic cooperation (such as policy support),Halt negotiations,0,329,0.0,0.0
Halt negotiations,Demand diplomatic cooperation (such as policy support),0,200,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to engage in material cooperation,0,329,0.0,0.0
Express intent to engage in material cooperation,Demand diplomatic cooperation (such as policy support),0,63,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Investigate crime, corruption",0,329,0.0,0.0
"Investigate crime, corruption",Demand diplomatic cooperation (such as policy support),0,265,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal to others to settle dispute,0,329,0.0,0.0
Appeal to others to settle dispute,Demand diplomatic cooperation (such as policy support),0,87,0.0,0.0
Demand diplomatic cooperation (such as policy support),Demand judicial cooperation,0,329,0.0,0.0
Demand judicial cooperation,Demand diplomatic cooperation (such as policy support),0,26,0.0,0.0
Demand diplomatic cooperation (such as policy support),Demand settling of dispute,0,329,0.0,0.0
Demand settling of dispute,Demand diplomatic cooperation (such as policy support),0,15,0.0,0.0
Demand diplomatic cooperation (such as policy support),Cooperate militarily,0,329,0.0,0.0
Cooperate militarily,Demand diplomatic cooperation (such as policy support),0,375,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to cooperate militarily,0,329,0.0,0.0
Express intent to cooperate militarily,Demand diplomatic cooperation (such as policy support),0,115,0.0,0.0
Demand diplomatic cooperation (such as policy support),Attempt to assassinate,0,329,0.0,0.0
Attempt to assassinate,Demand diplomatic cooperation (such as policy support),0,18,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Reject request for change in institutions, regime",0,329,0.0,0.0
"Reject request for change in institutions, regime",Demand diplomatic cooperation (such as policy support),0,1,0.0,0.0
Demand diplomatic cooperation (such as policy support),Mediate,0,329,0.0,0.0
Mediate,Demand diplomatic cooperation (such as policy support),0,142,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to de-escalate military engagement,0,329,0.0,0.0
Express intent to de-escalate military engagement,Demand diplomatic cooperation (such as policy support),0,248,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to ease administrative sanctions,0,329,0.0,0.0
Express intent to ease administrative sanctions,Demand diplomatic cooperation (such as policy support),0,46,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to provide material aid,0,329,0.0,0.0
Express intent to provide material aid,Demand diplomatic cooperation (such as policy support),0,408,0.0,0.0
Demand diplomatic cooperation (such as policy support),Refuse to yield,0,329,0.0,0.0
Refuse to yield,Demand diplomatic cooperation (such as policy support),0,145,0.0,0.0
Demand diplomatic cooperation (such as policy support),Accuse of aggression,0,329,0.0,0.0
Accuse of aggression,Demand diplomatic cooperation (such as policy support),0,34,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to yield,2,329,0.0060790273556231,0.00997506234413965
Express intent to yield,Demand diplomatic cooperation (such as policy support),2,72,0.027777777777777776,0.00997506234413965
Demand diplomatic cooperation (such as policy support),Ease administrative sanctions,0,329,0.0,0.0
Ease administrative sanctions,Demand diplomatic cooperation (such as policy support),0,610,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to accept mediation,0,329,0.0,0.0
Express intent to accept mediation,Demand diplomatic cooperation (such as policy support),0,72,0.0,0.0
Demand diplomatic cooperation (such as policy support),Threaten to reduce or break relations,0,329,0.0,0.0
Threaten to reduce or break relations,Demand diplomatic cooperation (such as policy support),0,49,0.0,0.0
Demand diplomatic cooperation (such as policy support),Impose state of emergency or martial law,0,329,0.0,0.0
Impose state of emergency or martial law,Demand diplomatic cooperation (such as policy support),0,55,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Threaten with sanctions, boycott, embargo",0,329,0.0,0.0
"Threaten with sanctions, boycott, embargo",Demand diplomatic cooperation (such as policy support),0,68,0.0,0.0
Demand diplomatic cooperation (such as policy support),Kill by physical assault,0,329,0.0,0.0
Kill by physical assault,Demand diplomatic cooperation (such as policy support),0,259,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for policy change,0,329,0.0,0.0
Appeal for policy change,Demand diplomatic cooperation (such as policy support),0,59,0.0,0.0
Demand diplomatic cooperation (such as policy support),Refuse to ease administrative sanctions,0,329,0.0,0.0
Refuse to ease administrative sanctions,Demand diplomatic cooperation (such as policy support),0,36,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Accuse of espionage, treason",0,329,0.0,0.0
"Accuse of espionage, treason",Demand diplomatic cooperation (such as policy support),0,49,0.0,0.0
Demand diplomatic cooperation (such as policy support),Demobilize armed forces,0,329,0.0,0.0
Demobilize armed forces,Demand diplomatic cooperation (such as policy support),0,14,0.0,0.0
Demand diplomatic cooperation (such as policy support),Demand intelligence cooperation,0,329,0.0,0.0
Demand intelligence cooperation,Demand diplomatic cooperation (such as policy support),0,56,0.0,0.0
Demand diplomatic cooperation (such as policy support),Carry out suicide bombing,0,329,0.0,0.0
Carry out suicide bombing,Demand diplomatic cooperation (such as policy support),0,129,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for rights,0,329,0.0,0.0
Appeal for rights,Demand diplomatic cooperation (such as policy support),0,34,0.0,0.0
Demand diplomatic cooperation (such as policy support),Defend verbally,0,329,0.0,0.0
Defend verbally,Demand diplomatic cooperation (such as policy support),0,137,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Demand change in institutions, regime",0,329,0.0,0.0
"Demand change in institutions, regime",Demand diplomatic cooperation (such as policy support),0,30,0.0,0.0
Demand diplomatic cooperation (such as policy support),Destroy property,0,329,0.0,0.0
Destroy property,Demand diplomatic cooperation (such as policy support),0,26,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for de-escalation of military engagement,0,329,0.0,0.0
Appeal for de-escalation of military engagement,Demand diplomatic cooperation (such as policy support),0,179,0.0,0.0
Demand diplomatic cooperation (such as policy support),Reduce or stop economic assistance,0,329,0.0,0.0
Reduce or stop economic assistance,Demand diplomatic cooperation (such as policy support),0,94,0.0,0.0
Demand diplomatic cooperation (such as policy support),Reduce or stop humanitarian assistance,0,329,0.0,0.0
Reduce or stop humanitarian assistance,Demand diplomatic cooperation (such as policy support),0,21,0.0,0.0
Demand diplomatic cooperation (such as policy support),Reduce or stop material aid,0,329,0.0,0.0
Reduce or stop material aid,Demand diplomatic cooperation (such as policy support),0,34,0.0,0.0
Demand diplomatic cooperation (such as policy support),Demand that target yields,1,329,0.00303951367781155,0.005319148936170213
Demand that target yields,Demand diplomatic cooperation (such as policy support),1,47,0.02127659574468085,0.005319148936170213
Demand diplomatic cooperation (such as policy support),Reject request for economic aid,0,329,0.0,0.0
Reject request for economic aid,Demand diplomatic cooperation (such as policy support),0,3,0.0,0.0
Demand diplomatic cooperation (such as policy support),fight with artillery and tanks,0,329,0.0,0.0
fight with artillery and tanks,Demand diplomatic cooperation (such as policy support),0,131,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for military aid,0,329,0.0,0.0
Appeal for military aid,Demand diplomatic cooperation (such as policy support),0,67,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for military protection or peacekeeping,0,329,0.0,0.0
Appeal for military protection or peacekeeping,Demand diplomatic cooperation (such as policy support),0,19,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Appeal for easing of economic sanctions, boycott, or embargo",0,329,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand diplomatic cooperation (such as policy support),0,8,0.0,0.0
Demand diplomatic cooperation (such as policy support),Conduct strike or boycott,0,329,0.0,0.0
Conduct strike or boycott,Demand diplomatic cooperation (such as policy support),0,62,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Return, release property",0,329,0.0,0.0
"Return, release property",Demand diplomatic cooperation (such as policy support),0,40,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for economic aid,0,329,0.0,0.0
Appeal for economic aid,Demand diplomatic cooperation (such as policy support),0,74,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for target to allow international involvement (non-mediation),0,329,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Demand diplomatic cooperation (such as policy support),0,5,0.0,0.0
Demand diplomatic cooperation (such as policy support),Accede to demands for change in leadership,0,329,0.0,0.0
Accede to demands for change in leadership,Demand diplomatic cooperation (such as policy support),0,93,0.0,0.0
Demand diplomatic cooperation (such as policy support),Decline comment,0,329,0.0,0.0
Decline comment,Demand diplomatic cooperation (such as policy support),0,114,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to change leadership,0,329,0.0,0.0
Express intent to change leadership,Demand diplomatic cooperation (such as policy support),0,23,0.0,0.0
Demand diplomatic cooperation (such as policy support),Increase police alert status,0,329,0.0,0.0
Increase police alert status,Demand diplomatic cooperation (such as policy support),0,84,0.0,0.0
Demand diplomatic cooperation (such as policy support),Accede to demands for change in policy,0,329,0.0,0.0
Accede to demands for change in policy,Demand diplomatic cooperation (such as policy support),0,33,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for military cooperation,0,329,0.0,0.0
Appeal for military cooperation,Demand diplomatic cooperation (such as policy support),0,2,0.0,0.0
Demand diplomatic cooperation (such as policy support),Veto,0,329,0.0,0.0
Veto,Demand diplomatic cooperation (such as policy support),0,114,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to allow international involvement (non-mediation),0,329,0.0,0.0
Express intent to allow international involvement (non-mediation),Demand diplomatic cooperation (such as policy support),0,2,0.0,0.0
Demand diplomatic cooperation (such as policy support),Mobilize or increase police power,0,329,0.0,0.0
Mobilize or increase police power,Demand diplomatic cooperation (such as policy support),0,178,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to cooperate on judicial matters,0,329,0.0,0.0
Express intent to cooperate on judicial matters,Demand diplomatic cooperation (such as policy support),0,51,0.0,0.0
Demand diplomatic cooperation (such as policy support),Accuse of human rights abuses,0,329,0.0,0.0
Accuse of human rights abuses,Demand diplomatic cooperation (such as policy support),0,208,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for judicial cooperation,0,329,0.0,0.0
Appeal for judicial cooperation,Demand diplomatic cooperation (such as policy support),0,99,0.0,0.0
Demand diplomatic cooperation (such as policy support),Appeal for easing of administrative sanctions,0,329,0.0,0.0
Appeal for easing of administrative sanctions,Demand diplomatic cooperation (such as policy support),0,65,0.0,0.0
Demand diplomatic cooperation (such as policy support),Express intent to cooperate on intelligence,0,329,0.0,0.0
Express intent to cooperate on intelligence,Demand diplomatic cooperation (such as policy support),0,22,0.0,0.0
Demand diplomatic cooperation (such as policy support),Rally support on behalf of,0,329,0.0,0.0
Rally support on behalf of,Demand diplomatic cooperation (such as policy support),0,506,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Ease economic sanctions, boycott, embargo",0,329,0.0,0.0
"Ease economic sanctions, boycott, embargo",Demand diplomatic cooperation (such as policy support),0,49,0.0,0.0
Demand diplomatic cooperation (such as policy support),Engage in judicial cooperation,0,329,0.0,0.0
Engage in judicial cooperation,Demand diplomatic cooperation (such as policy support),0,84,0.0,0.0
