relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Carry out suicide bombing,Demand rights,0,129,0.0,0.0
Demand rights,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,"Reject request for change in institutions, regime",0,129,0.0,0.0
"Reject request for change in institutions, regime",Carry out suicide bombing,0,1,0.0,0.0
Carry out suicide bombing,Reject request for economic aid,0,129,0.0,0.0
Reject request for economic aid,Carry out suicide bombing,0,3,0.0,0.0
Carry out suicide bombing,Demand political reform,0,129,0.0,0.0
Demand political reform,Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,Demand mediation,0,129,0.0,0.0
Demand mediation,Carry out suicide bombing,0,9,0.0,0.0
Carry out suicide bombing,"Appeal for easing of economic sanctions, boycott, or embargo",0,129,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Carry out suicide bombing,0,8,0.0,0.0
Carry out suicide bombing,Accuse of war crimes,0,129,0.0,0.0
Accuse of war crimes,Carry out suicide bombing,0,40,0.0,0.0
Carry out suicide bombing,"Use chemical, biological, or radiological weapons",0,129,0.0,0.0
"Use chemical, biological, or radiological weapons",Carry out suicide bombing,0,6,0.0,0.0
Carry out suicide bombing,Threaten with restrictions on political freedoms,0,129,0.0,0.0
Threaten with restrictions on political freedoms,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,Demand military aid,0,129,0.0,0.0
Demand military aid,Carry out suicide bombing,0,9,0.0,0.0
Carry out suicide bombing,Express intent to change leadership,0,129,0.0,0.0
Express intent to change leadership,Carry out suicide bombing,0,23,0.0,0.0
Assassinate,Appeal for economic cooperation,0,136,0.0,0.0
Appeal for economic cooperation,Assassinate,0,93,0.0,0.0
Assassinate,Demand policy change,0,136,0.0,0.0
Demand policy change,Assassinate,0,12,0.0,0.0
Assassinate,Ease state of emergency or martial law,0,136,0.0,0.0
Ease state of emergency or martial law,Assassinate,0,14,0.0,0.0
Assassinate,Appeal for easing of political dissent,0,136,0.0,0.0
Appeal for easing of political dissent,Assassinate,0,11,0.0,0.0
Assassinate,Threaten with repression,0,136,0.0,0.0
Threaten with repression,Assassinate,0,18,0.0,0.0
Assassinate,Appeal for rights,0,136,0.0,0.0
Appeal for rights,Assassinate,0,34,0.0,0.0
Assassinate,Mediate,0,136,0.0,0.0
Mediate,Assassinate,0,142,0.0,0.0
Assassinate,Decline comment,0,136,0.0,0.0
Decline comment,Assassinate,0,114,0.0,0.0
Assassinate,Impose curfew,0,136,0.0,0.0
Impose curfew,Assassinate,0,14,0.0,0.0
Assassinate,Appeal for humanitarian aid,0,136,0.0,0.0
Appeal for humanitarian aid,Assassinate,0,40,0.0,0.0
Assassinate,Reject request for change in leadership,0,136,0.0,0.0
Reject request for change in leadership,Assassinate,0,6,0.0,0.0
Assassinate,Violate ceasefire,0,136,0.0,0.0
Violate ceasefire,Assassinate,0,17,0.0,0.0
Assassinate,"Express intent to ease economic sanctions, boycott, or embargo",0,136,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Assassinate,0,16,0.0,0.0
Assassinate,Accede to demands for change in leadership,0,136,0.0,0.0
Accede to demands for change in leadership,Assassinate,0,93,0.0,0.0
Assassinate,Refuse to de-escalate military engagement,0,136,0.0,0.0
Refuse to de-escalate military engagement,Assassinate,0,47,0.0,0.0
Assassinate,Grant asylum,0,136,0.0,0.0
Grant asylum,Assassinate,0,56,0.0,0.0
Assassinate,Receive inspectors,0,136,0.0,0.0
Receive inspectors,Assassinate,0,16,0.0,0.0
Assassinate,Ease military blockade,0,136,0.0,0.0
Ease military blockade,Assassinate,0,7,0.0,0.0
Assassinate,"Appeal for change in institutions, regime",0,136,0.0,0.0
"Appeal for change in institutions, regime",Assassinate,0,52,0.0,0.0
Assassinate,Engage in violent protest for leadership change,0,136,0.0,0.0
Engage in violent protest for leadership change,Assassinate,0,9,0.0,0.0
Assassinate,Threaten to impose curfew,0,136,0.0,0.0
Threaten to impose curfew,Assassinate,0,2,0.0,0.0
Assassinate,Appeal for material cooperation,0,136,0.0,0.0
Appeal for material cooperation,Assassinate,0,64,0.0,0.0
Assassinate,Threaten with administrative sanctions,0,136,0.0,0.0
Threaten with administrative sanctions,Assassinate,0,24,0.0,0.0
Assassinate,Express intent to change policy,0,136,0.0,0.0
Express intent to change policy,Assassinate,0,17,0.0,0.0
Assassinate,Demand judicial cooperation,0,136,0.0,0.0
Demand judicial cooperation,Assassinate,0,26,0.0,0.0
Assassinate,Express intent to institute political reform,0,136,0.0,0.0
Express intent to institute political reform,Assassinate,0,13,0.0,0.0
Assassinate,Expel or withdraw peacekeepers,0,136,0.0,0.0
Expel or withdraw peacekeepers,Assassinate,0,15,0.0,0.0
Assassinate,Attempt to assassinate,0,136,0.0,0.0
Attempt to assassinate,Assassinate,0,18,0.0,0.0
Assassinate,Reject material cooperation,0,136,0.0,0.0
Reject material cooperation,Assassinate,0,9,0.0,0.0
Assassinate,Accede to demands for rights,0,136,0.0,0.0
Accede to demands for rights,Assassinate,0,47,0.0,0.0
Assassinate,Halt mediation,0,136,0.0,0.0
Halt mediation,Assassinate,0,3,0.0,0.0
Assassinate,Threaten to reduce or stop aid,0,136,0.0,0.0
Threaten to reduce or stop aid,Assassinate,0,17,0.0,0.0
Assassinate,Demand economic cooperation,0,136,0.0,0.0
Demand economic cooperation,Assassinate,0,2,0.0,0.0
Assassinate,Threaten to halt negotiations,0,136,0.0,0.0
Threaten to halt negotiations,Assassinate,0,7,0.0,0.0
Assassinate,Appeal for military protection or peacekeeping,0,136,0.0,0.0
Appeal for military protection or peacekeeping,Assassinate,0,19,0.0,0.0
Assassinate,Reject request for humanitarian aid,0,136,0.0,0.0
Reject request for humanitarian aid,Assassinate,0,1,0.0,0.0
Assassinate,Investigate human rights abuses,0,136,0.0,0.0
Investigate human rights abuses,Assassinate,0,13,0.0,0.0
Assassinate,Destroy property,0,136,0.0,0.0
Destroy property,Assassinate,0,26,0.0,0.0
Assassinate,Reject mediation,0,136,0.0,0.0
Reject mediation,Assassinate,0,8,0.0,0.0
Assassinate,Demand easing of administrative sanctions,0,136,0.0,0.0
Demand easing of administrative sanctions,Assassinate,0,10,0.0,0.0
Assassinate,Accede to requests or demands for political reform,0,136,0.0,0.0
Accede to requests or demands for political reform,Assassinate,0,10,0.0,0.0
Assassinate,Threaten to halt mediation,0,136,0.0,0.0
Threaten to halt mediation,Assassinate,0,1,0.0,0.0
Assassinate,Appeal for target to allow international involvement (non-mediation),0,136,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Assassinate,0,5,0.0,0.0
Assassinate,Demand rights,0,136,0.0,0.0
Demand rights,Assassinate,0,7,0.0,0.0
Assassinate,"Reject request for change in institutions, regime",0,136,0.0,0.0
"Reject request for change in institutions, regime",Assassinate,0,1,0.0,0.0
Assassinate,Reject request for economic aid,0,136,0.0,0.0
Reject request for economic aid,Assassinate,0,3,0.0,0.0
Assassinate,Demand political reform,0,136,0.0,0.0
Demand political reform,Assassinate,0,8,0.0,0.0
Assassinate,Demand mediation,0,136,0.0,0.0
Demand mediation,Assassinate,0,9,0.0,0.0
Assassinate,"Appeal for easing of economic sanctions, boycott, or embargo",0,136,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Assassinate,0,8,0.0,0.0
Assassinate,Accuse of war crimes,0,136,0.0,0.0
Accuse of war crimes,Assassinate,0,40,0.0,0.0
Assassinate,"Use chemical, biological, or radiological weapons",0,136,0.0,0.0
"Use chemical, biological, or radiological weapons",Assassinate,0,6,0.0,0.0
Assassinate,Threaten with restrictions on political freedoms,0,136,0.0,0.0
Threaten with restrictions on political freedoms,Assassinate,0,7,0.0,0.0
Assassinate,Demand military aid,0,136,0.0,0.0
Demand military aid,Assassinate,0,9,0.0,0.0
Assassinate,Express intent to change leadership,0,136,0.0,0.0
Express intent to change leadership,Assassinate,0,23,0.0,0.0
Appeal for economic cooperation,Demand policy change,0,93,0.0,0.0
Demand policy change,Appeal for economic cooperation,0,12,0.0,0.0
Appeal for economic cooperation,Ease state of emergency or martial law,0,93,0.0,0.0
Ease state of emergency or martial law,Appeal for economic cooperation,0,14,0.0,0.0
Appeal for economic cooperation,Appeal for easing of political dissent,0,93,0.0,0.0
Appeal for easing of political dissent,Appeal for economic cooperation,0,11,0.0,0.0
Appeal for economic cooperation,Threaten with repression,0,93,0.0,0.0
Threaten with repression,Appeal for economic cooperation,0,18,0.0,0.0
Appeal for economic cooperation,Appeal for rights,0,93,0.0,0.0
Appeal for rights,Appeal for economic cooperation,0,34,0.0,0.0
Appeal for economic cooperation,Mediate,0,93,0.0,0.0
Mediate,Appeal for economic cooperation,0,142,0.0,0.0
Appeal for economic cooperation,Decline comment,0,93,0.0,0.0
Decline comment,Appeal for economic cooperation,0,114,0.0,0.0
Appeal for economic cooperation,Impose curfew,0,93,0.0,0.0
Impose curfew,Appeal for economic cooperation,0,14,0.0,0.0
Appeal for economic cooperation,Appeal for humanitarian aid,0,93,0.0,0.0
Appeal for humanitarian aid,Appeal for economic cooperation,0,40,0.0,0.0
Appeal for economic cooperation,Reject request for change in leadership,0,93,0.0,0.0
Reject request for change in leadership,Appeal for economic cooperation,0,6,0.0,0.0
Appeal for economic cooperation,Violate ceasefire,0,93,0.0,0.0
Violate ceasefire,Appeal for economic cooperation,0,17,0.0,0.0
Appeal for economic cooperation,"Express intent to ease economic sanctions, boycott, or embargo",0,93,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Appeal for economic cooperation,0,16,0.0,0.0
Appeal for economic cooperation,Accede to demands for change in leadership,0,93,0.0,0.0
Accede to demands for change in leadership,Appeal for economic cooperation,0,93,0.0,0.0
Appeal for economic cooperation,Refuse to de-escalate military engagement,0,93,0.0,0.0
Refuse to de-escalate military engagement,Appeal for economic cooperation,0,47,0.0,0.0
Appeal for economic cooperation,Grant asylum,0,93,0.0,0.0
Grant asylum,Appeal for economic cooperation,0,56,0.0,0.0
Appeal for economic cooperation,Receive inspectors,0,93,0.0,0.0
Receive inspectors,Appeal for economic cooperation,0,16,0.0,0.0
Appeal for economic cooperation,Ease military blockade,0,93,0.0,0.0
Ease military blockade,Appeal for economic cooperation,0,7,0.0,0.0
Appeal for economic cooperation,"Appeal for change in institutions, regime",0,93,0.0,0.0
"Appeal for change in institutions, regime",Appeal for economic cooperation,0,52,0.0,0.0
Appeal for economic cooperation,Engage in violent protest for leadership change,0,93,0.0,0.0
Engage in violent protest for leadership change,Appeal for economic cooperation,0,9,0.0,0.0
Appeal for economic cooperation,Threaten to impose curfew,0,93,0.0,0.0
Threaten to impose curfew,Appeal for economic cooperation,0,2,0.0,0.0
Appeal for economic cooperation,Appeal for material cooperation,0,93,0.0,0.0
Appeal for material cooperation,Appeal for economic cooperation,0,64,0.0,0.0
Appeal for economic cooperation,Threaten with administrative sanctions,0,93,0.0,0.0
Threaten with administrative sanctions,Appeal for economic cooperation,0,24,0.0,0.0
Appeal for economic cooperation,Express intent to change policy,0,93,0.0,0.0
Express intent to change policy,Appeal for economic cooperation,0,17,0.0,0.0
Appeal for economic cooperation,Demand judicial cooperation,0,93,0.0,0.0
Demand judicial cooperation,Appeal for economic cooperation,0,26,0.0,0.0
Appeal for economic cooperation,Express intent to institute political reform,0,93,0.0,0.0
Express intent to institute political reform,Appeal for economic cooperation,0,13,0.0,0.0
Appeal for economic cooperation,Expel or withdraw peacekeepers,0,93,0.0,0.0
Expel or withdraw peacekeepers,Appeal for economic cooperation,0,15,0.0,0.0
Appeal for economic cooperation,Attempt to assassinate,0,93,0.0,0.0
Attempt to assassinate,Appeal for economic cooperation,0,18,0.0,0.0
Appeal for economic cooperation,Reject material cooperation,0,93,0.0,0.0
Reject material cooperation,Appeal for economic cooperation,0,9,0.0,0.0
Appeal for economic cooperation,Accede to demands for rights,0,93,0.0,0.0
Accede to demands for rights,Appeal for economic cooperation,0,47,0.0,0.0
Appeal for economic cooperation,Halt mediation,0,93,0.0,0.0
Halt mediation,Appeal for economic cooperation,0,3,0.0,0.0
Appeal for economic cooperation,Threaten to reduce or stop aid,0,93,0.0,0.0
Threaten to reduce or stop aid,Appeal for economic cooperation,0,17,0.0,0.0
Appeal for economic cooperation,Demand economic cooperation,0,93,0.0,0.0
Demand economic cooperation,Appeal for economic cooperation,0,2,0.0,0.0
Appeal for economic cooperation,Threaten to halt negotiations,0,93,0.0,0.0
Threaten to halt negotiations,Appeal for economic cooperation,0,7,0.0,0.0
Appeal for economic cooperation,Appeal for military protection or peacekeeping,0,93,0.0,0.0
Appeal for military protection or peacekeeping,Appeal for economic cooperation,0,19,0.0,0.0
Appeal for economic cooperation,Reject request for humanitarian aid,0,93,0.0,0.0
Reject request for humanitarian aid,Appeal for economic cooperation,0,1,0.0,0.0
Appeal for economic cooperation,Investigate human rights abuses,0,93,0.0,0.0
Investigate human rights abuses,Appeal for economic cooperation,0,13,0.0,0.0
Appeal for economic cooperation,Destroy property,0,93,0.0,0.0
Destroy property,Appeal for economic cooperation,0,26,0.0,0.0
Appeal for economic cooperation,Reject mediation,0,93,0.0,0.0
Reject mediation,Appeal for economic cooperation,0,8,0.0,0.0
Appeal for economic cooperation,Demand easing of administrative sanctions,0,93,0.0,0.0
Demand easing of administrative sanctions,Appeal for economic cooperation,0,10,0.0,0.0
Appeal for economic cooperation,Accede to requests or demands for political reform,0,93,0.0,0.0
Accede to requests or demands for political reform,Appeal for economic cooperation,0,10,0.0,0.0
Appeal for economic cooperation,Threaten to halt mediation,0,93,0.0,0.0
Threaten to halt mediation,Appeal for economic cooperation,0,1,0.0,0.0
Appeal for economic cooperation,Appeal for target to allow international involvement (non-mediation),0,93,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Appeal for economic cooperation,0,5,0.0,0.0
Appeal for economic cooperation,Demand rights,0,93,0.0,0.0
Demand rights,Appeal for economic cooperation,0,7,0.0,0.0
Appeal for economic cooperation,"Reject request for change in institutions, regime",0,93,0.0,0.0
"Reject request for change in institutions, regime",Appeal for economic cooperation,0,1,0.0,0.0
Appeal for economic cooperation,Reject request for economic aid,0,93,0.0,0.0
Reject request for economic aid,Appeal for economic cooperation,0,3,0.0,0.0
Appeal for economic cooperation,Demand political reform,0,93,0.0,0.0
Demand political reform,Appeal for economic cooperation,0,8,0.0,0.0
Appeal for economic cooperation,Demand mediation,0,93,0.0,0.0
Demand mediation,Appeal for economic cooperation,0,9,0.0,0.0
Appeal for economic cooperation,"Appeal for easing of economic sanctions, boycott, or embargo",0,93,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Appeal for economic cooperation,0,8,0.0,0.0
Appeal for economic cooperation,Accuse of war crimes,0,93,0.0,0.0
Accuse of war crimes,Appeal for economic cooperation,0,40,0.0,0.0
Appeal for economic cooperation,"Use chemical, biological, or radiological weapons",0,93,0.0,0.0
"Use chemical, biological, or radiological weapons",Appeal for economic cooperation,0,6,0.0,0.0
Appeal for economic cooperation,Threaten with restrictions on political freedoms,0,93,0.0,0.0
Threaten with restrictions on political freedoms,Appeal for economic cooperation,0,7,0.0,0.0
Appeal for economic cooperation,Demand military aid,0,93,0.0,0.0
Demand military aid,Appeal for economic cooperation,0,9,0.0,0.0
Appeal for economic cooperation,Express intent to change leadership,0,93,0.0,0.0
Express intent to change leadership,Appeal for economic cooperation,0,23,0.0,0.0
Demand policy change,Ease state of emergency or martial law,0,12,0.0,0.0
Ease state of emergency or martial law,Demand policy change,0,14,0.0,0.0
Demand policy change,Appeal for easing of political dissent,0,12,0.0,0.0
Appeal for easing of political dissent,Demand policy change,0,11,0.0,0.0
Demand policy change,Threaten with repression,0,12,0.0,0.0
Threaten with repression,Demand policy change,0,18,0.0,0.0
Demand policy change,Appeal for rights,0,12,0.0,0.0
Appeal for rights,Demand policy change,0,34,0.0,0.0
Demand policy change,Mediate,0,12,0.0,0.0
Mediate,Demand policy change,0,142,0.0,0.0
Demand policy change,Decline comment,0,12,0.0,0.0
Decline comment,Demand policy change,0,114,0.0,0.0
Demand policy change,Impose curfew,0,12,0.0,0.0
Impose curfew,Demand policy change,0,14,0.0,0.0
Demand policy change,Appeal for humanitarian aid,0,12,0.0,0.0
Appeal for humanitarian aid,Demand policy change,0,40,0.0,0.0
Demand policy change,Reject request for change in leadership,0,12,0.0,0.0
Reject request for change in leadership,Demand policy change,0,6,0.0,0.0
Demand policy change,Violate ceasefire,0,12,0.0,0.0
Violate ceasefire,Demand policy change,0,17,0.0,0.0
Demand policy change,"Express intent to ease economic sanctions, boycott, or embargo",0,12,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Demand policy change,0,16,0.0,0.0
Demand policy change,Accede to demands for change in leadership,0,12,0.0,0.0
Accede to demands for change in leadership,Demand policy change,0,93,0.0,0.0
Demand policy change,Refuse to de-escalate military engagement,0,12,0.0,0.0
Refuse to de-escalate military engagement,Demand policy change,0,47,0.0,0.0
Demand policy change,Grant asylum,0,12,0.0,0.0
Grant asylum,Demand policy change,0,56,0.0,0.0
Demand policy change,Receive inspectors,0,12,0.0,0.0
Receive inspectors,Demand policy change,0,16,0.0,0.0
Demand policy change,Ease military blockade,0,12,0.0,0.0
Ease military blockade,Demand policy change,0,7,0.0,0.0
Demand policy change,"Appeal for change in institutions, regime",0,12,0.0,0.0
"Appeal for change in institutions, regime",Demand policy change,0,52,0.0,0.0
Demand policy change,Engage in violent protest for leadership change,0,12,0.0,0.0
Engage in violent protest for leadership change,Demand policy change,0,9,0.0,0.0
Demand policy change,Threaten to impose curfew,0,12,0.0,0.0
Threaten to impose curfew,Demand policy change,0,2,0.0,0.0
Demand policy change,Appeal for material cooperation,0,12,0.0,0.0
Appeal for material cooperation,Demand policy change,0,64,0.0,0.0
Demand policy change,Threaten with administrative sanctions,0,12,0.0,0.0
Threaten with administrative sanctions,Demand policy change,0,24,0.0,0.0
Demand policy change,Express intent to change policy,0,12,0.0,0.0
Express intent to change policy,Demand policy change,0,17,0.0,0.0
Demand policy change,Demand judicial cooperation,0,12,0.0,0.0
Demand judicial cooperation,Demand policy change,0,26,0.0,0.0
Demand policy change,Express intent to institute political reform,0,12,0.0,0.0
Express intent to institute political reform,Demand policy change,0,13,0.0,0.0
Demand policy change,Expel or withdraw peacekeepers,0,12,0.0,0.0
Expel or withdraw peacekeepers,Demand policy change,0,15,0.0,0.0
Demand policy change,Attempt to assassinate,0,12,0.0,0.0
Attempt to assassinate,Demand policy change,0,18,0.0,0.0
Demand policy change,Reject material cooperation,0,12,0.0,0.0
Reject material cooperation,Demand policy change,0,9,0.0,0.0
Demand policy change,Accede to demands for rights,0,12,0.0,0.0
Accede to demands for rights,Demand policy change,0,47,0.0,0.0
Demand policy change,Halt mediation,0,12,0.0,0.0
Halt mediation,Demand policy change,0,3,0.0,0.0
Demand policy change,Threaten to reduce or stop aid,0,12,0.0,0.0
Threaten to reduce or stop aid,Demand policy change,0,17,0.0,0.0
Demand policy change,Demand economic cooperation,0,12,0.0,0.0
Demand economic cooperation,Demand policy change,0,2,0.0,0.0
Demand policy change,Threaten to halt negotiations,0,12,0.0,0.0
Threaten to halt negotiations,Demand policy change,0,7,0.0,0.0
Demand policy change,Appeal for military protection or peacekeeping,0,12,0.0,0.0
Appeal for military protection or peacekeeping,Demand policy change,0,19,0.0,0.0
Demand policy change,Reject request for humanitarian aid,0,12,0.0,0.0
Reject request for humanitarian aid,Demand policy change,0,1,0.0,0.0
Demand policy change,Investigate human rights abuses,0,12,0.0,0.0
Investigate human rights abuses,Demand policy change,0,13,0.0,0.0
Demand policy change,Destroy property,0,12,0.0,0.0
Destroy property,Demand policy change,0,26,0.0,0.0
Demand policy change,Reject mediation,0,12,0.0,0.0
Reject mediation,Demand policy change,0,8,0.0,0.0
Demand policy change,Demand easing of administrative sanctions,0,12,0.0,0.0
Demand easing of administrative sanctions,Demand policy change,0,10,0.0,0.0
Demand policy change,Accede to requests or demands for political reform,0,12,0.0,0.0
Accede to requests or demands for political reform,Demand policy change,0,10,0.0,0.0
Demand policy change,Threaten to halt mediation,0,12,0.0,0.0
Threaten to halt mediation,Demand policy change,0,1,0.0,0.0
Demand policy change,Appeal for target to allow international involvement (non-mediation),0,12,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Demand policy change,0,5,0.0,0.0
Demand policy change,Demand rights,0,12,0.0,0.0
Demand rights,Demand policy change,0,7,0.0,0.0
Demand policy change,"Reject request for change in institutions, regime",0,12,0.0,0.0
"Reject request for change in institutions, regime",Demand policy change,0,1,0.0,0.0
Demand policy change,Reject request for economic aid,0,12,0.0,0.0
Reject request for economic aid,Demand policy change,0,3,0.0,0.0
Demand policy change,Demand political reform,0,12,0.0,0.0
Demand political reform,Demand policy change,0,8,0.0,0.0
Demand policy change,Demand mediation,0,12,0.0,0.0
Demand mediation,Demand policy change,0,9,0.0,0.0
Demand policy change,"Appeal for easing of economic sanctions, boycott, or embargo",0,12,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand policy change,0,8,0.0,0.0
Demand policy change,Accuse of war crimes,0,12,0.0,0.0
Accuse of war crimes,Demand policy change,0,40,0.0,0.0
Demand policy change,"Use chemical, biological, or radiological weapons",0,12,0.0,0.0
"Use chemical, biological, or radiological weapons",Demand policy change,0,6,0.0,0.0
Demand policy change,Threaten with restrictions on political freedoms,0,12,0.0,0.0
Threaten with restrictions on political freedoms,Demand policy change,0,7,0.0,0.0
Demand policy change,Demand military aid,0,12,0.0,0.0
Demand military aid,Demand policy change,0,9,0.0,0.0
Demand policy change,Express intent to change leadership,0,12,0.0,0.0
Express intent to change leadership,Demand policy change,0,23,0.0,0.0
Ease state of emergency or martial law,Appeal for easing of political dissent,0,14,0.0,0.0
Appeal for easing of political dissent,Ease state of emergency or martial law,0,11,0.0,0.0
Ease state of emergency or martial law,Threaten with repression,0,14,0.0,0.0
Threaten with repression,Ease state of emergency or martial law,0,18,0.0,0.0
Ease state of emergency or martial law,Appeal for rights,0,14,0.0,0.0
Appeal for rights,Ease state of emergency or martial law,0,34,0.0,0.0
Ease state of emergency or martial law,Mediate,0,14,0.0,0.0
Mediate,Ease state of emergency or martial law,0,142,0.0,0.0
Ease state of emergency or martial law,Decline comment,0,14,0.0,0.0
Decline comment,Ease state of emergency or martial law,0,114,0.0,0.0
Ease state of emergency or martial law,Impose curfew,0,14,0.0,0.0
Impose curfew,Ease state of emergency or martial law,0,14,0.0,0.0
Ease state of emergency or martial law,Appeal for humanitarian aid,0,14,0.0,0.0
Appeal for humanitarian aid,Ease state of emergency or martial law,0,40,0.0,0.0
Ease state of emergency or martial law,Reject request for change in leadership,0,14,0.0,0.0
Reject request for change in leadership,Ease state of emergency or martial law,0,6,0.0,0.0
Ease state of emergency or martial law,Violate ceasefire,0,14,0.0,0.0
Violate ceasefire,Ease state of emergency or martial law,0,17,0.0,0.0
Ease state of emergency or martial law,"Express intent to ease economic sanctions, boycott, or embargo",0,14,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Ease state of emergency or martial law,0,16,0.0,0.0
Ease state of emergency or martial law,Accede to demands for change in leadership,0,14,0.0,0.0
Accede to demands for change in leadership,Ease state of emergency or martial law,0,93,0.0,0.0
Ease state of emergency or martial law,Refuse to de-escalate military engagement,0,14,0.0,0.0
Refuse to de-escalate military engagement,Ease state of emergency or martial law,0,47,0.0,0.0
Ease state of emergency or martial law,Grant asylum,0,14,0.0,0.0
Grant asylum,Ease state of emergency or martial law,0,56,0.0,0.0
Ease state of emergency or martial law,Receive inspectors,0,14,0.0,0.0
Receive inspectors,Ease state of emergency or martial law,0,16,0.0,0.0
Ease state of emergency or martial law,Ease military blockade,0,14,0.0,0.0
Ease military blockade,Ease state of emergency or martial law,0,7,0.0,0.0
Ease state of emergency or martial law,"Appeal for change in institutions, regime",0,14,0.0,0.0
"Appeal for change in institutions, regime",Ease state of emergency or martial law,0,52,0.0,0.0
Ease state of emergency or martial law,Engage in violent protest for leadership change,0,14,0.0,0.0
Engage in violent protest for leadership change,Ease state of emergency or martial law,0,9,0.0,0.0
Ease state of emergency or martial law,Threaten to impose curfew,0,14,0.0,0.0
Threaten to impose curfew,Ease state of emergency or martial law,0,2,0.0,0.0
Ease state of emergency or martial law,Appeal for material cooperation,0,14,0.0,0.0
Appeal for material cooperation,Ease state of emergency or martial law,0,64,0.0,0.0
Ease state of emergency or martial law,Threaten with administrative sanctions,0,14,0.0,0.0
Threaten with administrative sanctions,Ease state of emergency or martial law,0,24,0.0,0.0
Ease state of emergency or martial law,Express intent to change policy,0,14,0.0,0.0
Express intent to change policy,Ease state of emergency or martial law,0,17,0.0,0.0
Ease state of emergency or martial law,Demand judicial cooperation,0,14,0.0,0.0
Demand judicial cooperation,Ease state of emergency or martial law,0,26,0.0,0.0
Ease state of emergency or martial law,Express intent to institute political reform,0,14,0.0,0.0
Express intent to institute political reform,Ease state of emergency or martial law,0,13,0.0,0.0
Ease state of emergency or martial law,Expel or withdraw peacekeepers,0,14,0.0,0.0
Expel or withdraw peacekeepers,Ease state of emergency or martial law,0,15,0.0,0.0
Ease state of emergency or martial law,Attempt to assassinate,0,14,0.0,0.0
Attempt to assassinate,Ease state of emergency or martial law,0,18,0.0,0.0
Ease state of emergency or martial law,Reject material cooperation,0,14,0.0,0.0
Reject material cooperation,Ease state of emergency or martial law,0,9,0.0,0.0
Ease state of emergency or martial law,Accede to demands for rights,0,14,0.0,0.0
Accede to demands for rights,Ease state of emergency or martial law,0,47,0.0,0.0
Ease state of emergency or martial law,Halt mediation,0,14,0.0,0.0
Halt mediation,Ease state of emergency or martial law,0,3,0.0,0.0
Ease state of emergency or martial law,Threaten to reduce or stop aid,0,14,0.0,0.0
Threaten to reduce or stop aid,Ease state of emergency or martial law,0,17,0.0,0.0
Ease state of emergency or martial law,Demand economic cooperation,0,14,0.0,0.0
Demand economic cooperation,Ease state of emergency or martial law,0,2,0.0,0.0
Ease state of emergency or martial law,Threaten to halt negotiations,0,14,0.0,0.0
Threaten to halt negotiations,Ease state of emergency or martial law,0,7,0.0,0.0
Ease state of emergency or martial law,Appeal for military protection or peacekeeping,0,14,0.0,0.0
Appeal for military protection or peacekeeping,Ease state of emergency or martial law,0,19,0.0,0.0
Ease state of emergency or martial law,Reject request for humanitarian aid,0,14,0.0,0.0
Reject request for humanitarian aid,Ease state of emergency or martial law,0,1,0.0,0.0
Ease state of emergency or martial law,Investigate human rights abuses,0,14,0.0,0.0
Investigate human rights abuses,Ease state of emergency or martial law,0,13,0.0,0.0
Ease state of emergency or martial law,Destroy property,0,14,0.0,0.0
Destroy property,Ease state of emergency or martial law,0,26,0.0,0.0
Ease state of emergency or martial law,Reject mediation,0,14,0.0,0.0
Reject mediation,Ease state of emergency or martial law,0,8,0.0,0.0
Ease state of emergency or martial law,Demand easing of administrative sanctions,0,14,0.0,0.0
Demand easing of administrative sanctions,Ease state of emergency or martial law,0,10,0.0,0.0
Ease state of emergency or martial law,Accede to requests or demands for political reform,0,14,0.0,0.0
Accede to requests or demands for political reform,Ease state of emergency or martial law,0,10,0.0,0.0
Ease state of emergency or martial law,Threaten to halt mediation,0,14,0.0,0.0
Threaten to halt mediation,Ease state of emergency or martial law,0,1,0.0,0.0
Ease state of emergency or martial law,Appeal for target to allow international involvement (non-mediation),0,14,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Ease state of emergency or martial law,0,5,0.0,0.0
Ease state of emergency or martial law,Demand rights,0,14,0.0,0.0
Demand rights,Ease state of emergency or martial law,0,7,0.0,0.0
Ease state of emergency or martial law,"Reject request for change in institutions, regime",0,14,0.0,0.0
"Reject request for change in institutions, regime",Ease state of emergency or martial law,0,1,0.0,0.0
Ease state of emergency or martial law,Reject request for economic aid,0,14,0.0,0.0
Reject request for economic aid,Ease state of emergency or martial law,0,3,0.0,0.0
