head	relation	tail	time_x
Malaysia	Engage in diplomatic cooperation	China	2014-11-10
Malaysia	Engage in diplomatic cooperation	China	2014-05-27
Malaysia	Engage in diplomatic cooperation	China	2014-06-01
Nuri al-Maliki	Consult	Eshaq Jahangiri	2014-11-11
Xi Jinping	Engage in negotiation	Sumitra Mahajan	2014-09-19
Military (Kuwait)	Consult	John Baird	2014-10-13
China	Consult	Xi Jinping	2014-12-25
China	Consult	Xi Jinping	2014-09-23
China	Consult	Xi Jinping	2014-07-15
China	Consult	Xi Jinping	2014-07-17
Vincent C. Siew	Consult	Xi Jinping	2014-11-27
Vincent C. Siew	Consult	Xi Jinping	2014-11-11
Vincent C. Siew	Consult	Xi Jinping	2014-06-01
Vincent C. Siew	Consult	Xi Jinping	2014-11-09
Vincent C. Siew	Consult	Xi Jinping	2014-11-10
William Ruto	Consult	Businessperson (Somalia)	2014-04-17
Head of Government (India)	Consult	Employee (India)	2014-08-20
Head of Government (India)	Consult	Employee (India)	2014-11-26
Head of Government (India)	Consult	Employee (India)	2014-08-19
Kazakhstan	Consult	Tajikistan	2014-07-11
Kazakhstan	Consult	Tajikistan	2014-03-27
Kazakhstan	Consult	Tajikistan	2014-07-18
Kazakhstan	Consult	Tajikistan	2014-06-16
François Hollande	Express intent to cooperate	Barack Obama	2014-02-06
François Hollande	Express intent to cooperate	Barack Obama	2014-06-20
Joseph Robinette Biden	Consult	Fang Fenghui	2014-05-16
Joseph Robinette Biden	Consult	Fang Fenghui	2014-05-18
Barack Obama	Sign formal agreement	Xi Jinping	2014-11-17
Barack Obama	Sign formal agreement	Xi Jinping	2014-12-01
Barack Obama	Sign formal agreement	Xi Jinping	2014-12-16
Barack Obama	Sign formal agreement	Xi Jinping	2014-11-13
Barack Obama	Sign formal agreement	Xi Jinping	2014-11-16
Barack Obama	Sign formal agreement	Xi Jinping	2014-12-09
Barack Obama	Sign formal agreement	Xi Jinping	2014-11-26
Ministry (South Africa)	Consult	Middle East	2014-11-13
Xi Jinping	Consult	Head of Government (Tajikistan)	2014-09-21
Fiji	Engage in diplomatic cooperation	China	2014-08-19
Didier Burkhalter	Consult	Tony Tan Keng Yam	2014-05-08
Tanzania	Engage in diplomatic cooperation	Romania	2014-09-01
Demeke Mekonnen	Engage in negotiation	Head of Government (Ethiopia)	2014-09-15
Head of Government (Chad)	Engage in negotiation	Umar al Bashir	2014-03-08
France	Consult	United Arab Emirates	2014-01-13
Benjamin Netanyahu	Discuss by telephone	Foreign Affairs (United States)	2014-07-14
Citizen (Australia)	Express intent to cooperate	Citizen (Indonesia)	2014-01-09
Head of Government (Guatemala)	Express intent to cooperate	José Miguel Insulza	2014-09-19
Benjamin Netanyahu	Consult	Reuven Rivlin	2014-10-24
Benjamin Netanyahu	Consult	Reuven Rivlin	2014-09-24
Elmar Mammadyarov	Consult	Sauli Niinistö	2014-05-16
Sergey Viktorovich Lavrov	Consult	Le Luong Minh	2014-07-04
Sergey Viktorovich Lavrov	Consult	Le Luong Minh	2014-07-01
China	Engage in diplomatic cooperation	Laos	2014-06-10
Sergey Viktorovich Lavrov	Consult	Sauli Niinistö	2014-06-14
Government (Nigeria)	Sign formal agreement	Academic Staff Union of Universities	2014-12-10
Government (Nigeria)	Sign formal agreement	Academic Staff Union of Universities	2014-03-06
John Kerry	Consult	Ethiopia	2014-05-03
John Kerry	Consult	Ethiopia	2014-05-02
John Kerry	Consult	Ethiopia	2014-08-07
Vietnam	Consult	Ministry (Russia)	2014-11-17
Vietnam	Consult	Ministry (Russia)	2014-11-20
Foreign Affairs (South Korea)	Consult	South Korea	2014-01-21
Hassan Abshir Farah	Consult	Media (Africa)	2014-06-26
Antonis Samaras	Express intent to cooperate	Evangelos Venizelos	2014-10-03
Antonis Samaras	Express intent to cooperate	Evangelos Venizelos	2014-09-30
International Monetary Fund	Engage in negotiation	Other Authorities / Officials (Egypt)	2014-06-07
Business (Austria)	Consult	Ministry (Iran)	2014-01-23
Business (Austria)	Consult	Ministry (Iran)	2014-01-27
China	Consult	Tajikistan	2014-12-11
China	Consult	Tajikistan	2014-03-27
China	Consult	Tajikistan	2014-11-08
Information / Communication / Transparency Ministry (Egypt)	Express intent to cooperate	Government (France)	2014-05-17
Foreign Affairs (Russia)	Consult	Ashraf Ghani Ahmadzai	2014-12-29
China	Express intent to cooperate	Philippines	2014-12-08
China	Express intent to cooperate	Philippines	2014-12-06
Foreign Affairs (United States)	Consult	Abdullah Abdullah	2014-11-26
Foreign Affairs (United States)	Consult	Abdullah Abdullah	2014-11-16
Foreign Affairs (United States)	Consult	Abdullah Abdullah	2014-08-28
Head of Government (Afghanistan)	Consult	Barack Obama	2014-05-30
Bertie Ahern	Engage in negotiation	Iran	2014-02-04
Bertie Ahern	Engage in negotiation	Iran	2014-02-06
Bertie Ahern	Engage in negotiation	Iran	2014-02-05
Victor Ponta	Engage in negotiation	Cabinet / Council of Ministers / Advisors (United States)	2014-05-21
Cambodia	Consult	Thailand	2014-12-02
Cambodia	Consult	Thailand	2014-11-03
Cambodia	Consult	Thailand	2014-11-13
Congress (United States)	Consult	Irakli Alasania	2014-04-14
Congress (United States)	Consult	Irakli Alasania	2014-05-07
Vietnam	Consult	China	2014-12-27
Vietnam	Consult	China	2014-05-15
Envoy (Saudi Arabia)	Meet at a 'third' location	Head of Government (Qatar)	2014-08-27
Verkhovna Rada	Consult	Daniela Bobeva	2014-06-07
Mohammad Javad Zarif	Meet at a 'third' location	Saud bin Faisal bin Abdul-Aziz	2014-09-24
Mohammad Javad Zarif	Meet at a 'third' location	Saud bin Faisal bin Abdul-Aziz	2014-09-22
John Kerry	Consult	Vitali Klitschko	2014-02-01
John Kerry	Consult	Vitali Klitschko	2014-03-05
Abdel Fattah Al-Sisi	Consult	Barack Obama	2014-06-23
Abdel Fattah Al-Sisi	Consult	Barack Obama	2014-06-10
Abdel Fattah Al-Sisi	Consult	Barack Obama	2014-12-18
Abdel Fattah Al-Sisi	Consult	Barack Obama	2014-06-22
Abdel Fattah Al-Sisi	Consult	Barack Obama	2014-09-25
Abdel Fattah Al-Sisi	Consult	Barack Obama	2014-09-26
Massoud Barzani	Discuss by telephone	Angela Merkel	2014-08-16
Emmanuel Eweta Uduaghan	Consult	Edwin Clark	2014-04-07
Emmanuel Eweta Uduaghan	Consult	Edwin Clark	2014-04-04
Foreign Affairs (Russia)	Consult	Tajikistan	2014-08-13
Bank (Iraq)	Engage in negotiation	Business (Lebanon)	2014-03-11
Citizen (Kenya)	Consult	Kivutha Kibwana	2014-02-20
Member of Parliament (Australia)	Consult	Will Hodgman	2014-03-16
Yannis Stournaras	Meet at a 'third' location	Antonis Samaras	2014-06-02
Nabih Berri	Consult	Foreign Affairs (Antigua and Barbuda)	2014-10-30
Canada	Engage in diplomatic cooperation	Kuwait	2014-12-11
Aero Vodochody	Sign formal agreement	Representatives (Iraq)	2014-04-07
Jean-Yves Le Drian	Consult	Head of Government (Egypt)	2014-11-26
Catherine Ashton	Consult	Sergey Viktorovich Lavrov	2014-02-21
Catherine Ashton	Consult	Sergey Viktorovich Lavrov	2014-03-01
Catherine Ashton	Consult	Sergey Viktorovich Lavrov	2014-03-04
Justice and Development Party	Express intent to cooperate	Republican People's Party	2014-05-30
John Kerry	Consult	Philip Hammond	2014-11-21
John Kerry	Consult	Philip Hammond	2014-11-18
John Kerry	Consult	Philip Hammond	2014-10-09
John Kerry	Engage in negotiation	Iraq	2014-09-10
Abdel Fattah Al-Sisi	Consult	Congress (United States)	2014-08-17
Abdel Fattah Al-Sisi	Consult	Congress (United States)	2014-08-18
Chuck Hagel	Meet at a 'third' location	France	2014-10-03
Chuck Hagel	Meet at a 'third' location	France	2014-10-02
Media (Africa)	Discuss by telephone	Alhaji Lai Mohammed	2014-03-18
Justice and Equality Movement	Consult	Media (Africa)	2014-05-20
Justice and Equality Movement	Consult	Media (Africa)	2014-10-02
Representatives (Bahrain)	Consult	Government Affiliated Bank (Bahrain)	2014-12-02
Thailand	Consult	Philippines	2014-06-21
Uhuru Muigai Kenyatta	Consult	Businessperson (United States)	2014-08-11
Jack Snelling	Consult	Medical Personnel (Australia)	2014-05-16
China	Sign formal agreement	Iran	2014-11-15
China	Sign formal agreement	Iran	2014-08-10
China	Sign formal agreement	Iran	2014-03-02
China	Sign formal agreement	Iran	2014-12-17
China	Sign formal agreement	Iran	2014-07-04
China	Sign formal agreement	Iran	2014-07-08
Iraq	Consult	Kazakhstan	2014-04-11
Mevlut Cavusoglu	Consult	Saud bin Faisal bin Abdul-Aziz	2014-11-06
Angela Merkel	Engage in negotiation	Head of Government (Bulgaria)	2014-12-15
Angela Merkel	Engage in negotiation	Head of Government (Bulgaria)	2014-12-16
Yair Lapid	Express intent to cooperate	Benjamin Netanyahu	2014-09-28
Yair Lapid	Express intent to cooperate	Benjamin Netanyahu	2014-09-22
Yair Lapid	Express intent to cooperate	Benjamin Netanyahu	2014-10-02
Yair Lapid	Express intent to cooperate	Benjamin Netanyahu	2014-09-21
Yair Lapid	Express intent to cooperate	Benjamin Netanyahu	2014-04-11
Yair Lapid	Express intent to cooperate	Benjamin Netanyahu	2014-09-24
Philippines	Consult	Associated Press	2014-04-25
John Kerry	Consult	Xi Jinping	2014-02-14
John Kerry	Consult	Xi Jinping	2014-02-18
Olga Kefalogianni	Consult	Liwaa Semeism	2014-05-05
Agustín Rossi	Consult	Lamure Latour	2014-02-22
Iraq	Consult	Defense / Security Ministry (Iraq)	2014-12-09
Kuwait	Consult	Iraq	2014-12-28
Kuwait	Consult	Iraq	2014-10-23
John Kerry	Express intent to cooperate	Fumio Kishida	2014-08-09
John Kerry	Express intent to cooperate	Fumio Kishida	2014-06-19
Victor Ponta	Engage in negotiation	Ministry (Romania)	2014-12-14
Xi Jinping	Consult	Head of Government (Pakistan)	2014-11-08
Joseph Robinette Biden	Consult	Nicos Anastasiades	2014-05-22
Joseph Robinette Biden	Consult	Nicos Anastasiades	2014-11-03
Joseph Robinette Biden	Consult	Nicos Anastasiades	2014-05-21
Yu Zhengsheng	Consult	Bahrain	2014-11-07
Yu Zhengsheng	Consult	Bahrain	2014-11-06
Uhuru Muigai Kenyatta	Engage in negotiation	Pierre Nkurunziza	2014-06-09
Foreign Affairs (Norway)	Consult	Ashraf Ghani Ahmadzai	2014-11-08
New Zealand	Sign formal agreement	China	2014-11-13
New Zealand	Sign formal agreement	China	2014-11-12
Court Judge (India)	Consult	Citizen (India)	2014-09-24
Nonaligned Movement	Meet at a 'third' location	Mohammad Javad Zarif	2014-06-03
Xi Jinping	Engage in negotiation	Yasuo Fukuda	2014-08-01
Abdullah Gül	Discuss by telephone	Barack Obama	2014-05-16
Barack Obama	Meet at a 'third' location	Canada	2014-02-20
Barack Obama	Meet at a 'third' location	Canada	2014-02-19
RIA Novosti	Engage in negotiation	Iran	2014-11-20
RIA Novosti	Engage in negotiation	Iran	2014-11-23
Barack Obama	Engage in negotiation	François Hollande	2014-07-30
Barack Obama	Engage in negotiation	François Hollande	2014-06-23
Barack Obama	Engage in negotiation	François Hollande	2014-02-11
Barack Obama	Engage in negotiation	François Hollande	2014-10-16
Barack Obama	Engage in negotiation	François Hollande	2014-08-09
Business (Russia)	Engage in negotiation	Central Bank of Russia	2014-12-10
Joseph Robinette Biden	Consult	Massoud Barzani	2014-06-20
Joseph Robinette Biden	Consult	Massoud Barzani	2014-06-18
Joseph Robinette Biden	Consult	Massoud Barzani	2014-06-19
Foreign Affairs (Slovakia)	Consult	Pham Binh Minh	2014-03-27
Morocco	Consult	Aladdin Boroujerdi	2014-02-19
Iraq	Engage in diplomatic cooperation	Canada	2014-09-04
Iraq	Engage in diplomatic cooperation	Canada	2014-02-24
Iraq	Engage in diplomatic cooperation	Canada	2014-03-06
Foreign Affairs (United States)	Consult	Abu Bakr Abdullah al-Qirbi	2014-03-13
Foreign Affairs (United States)	Consult	Abu Bakr Abdullah al-Qirbi	2014-04-17
François Hollande	Consult	Armenia	2014-10-27
Evo Morales	Consult	Presidential Candidate (Bolivia)	2014-03-12
China	Express intent to cooperate	Ethiopia	2014-05-07
Chongwadai	Engage in negotiation	Park Won-soon	2014-07-24
Fang Fenghui	Consult	Samuel J. Locklear	2014-07-08
Fang Fenghui	Consult	Samuel J. Locklear	2014-07-09
Vietnam	Express intent to cooperate	Cambodia	2014-06-25
Vietnam	Express intent to cooperate	Cambodia	2014-10-15
Indigenous People (Somalia)	Consult	National Unity Party (Somalia)	2014-12-01
Antonis Samaras	Discuss by telephone	Joseph Robinette Biden	2014-04-03
Antonis Samaras	Discuss by telephone	Joseph Robinette Biden	2014-07-15
Toomas Hendrik Ilves	Consult	Barack Obama	2014-09-03
Toomas Hendrik Ilves	Consult	Barack Obama	2014-02-21
Tajikistan	Consult	Bolivia	2014-04-21
France	Engage in diplomatic cooperation	Morocco	2014-06-06
France	Engage in diplomatic cooperation	Morocco	2014-05-24
France	Engage in diplomatic cooperation	Morocco	2014-05-23
France	Engage in diplomatic cooperation	Morocco	2014-03-16
France	Engage in diplomatic cooperation	Morocco	2014-02-28
Joseph Robinette Biden	Discuss by telephone	Massoud Barzani	2014-02-02
Joseph Robinette Biden	Discuss by telephone	Massoud Barzani	2014-01-12
Joseph Robinette Biden	Discuss by telephone	Massoud Barzani	2014-08-25
Joseph Robinette Biden	Discuss by telephone	Massoud Barzani	2014-08-08
Macky Sall	Consult	Jean-Yves Le Drian	2014-10-24
Ashraf Ghani Ahmadzai	Consult	Zhang Dejiang	2014-10-29
François Hollande	Engage in negotiation	Angela Merkel	2014-12-22
François Hollande	Engage in negotiation	Angela Merkel	2014-07-03
Sabah Khaled Al-Hamad Al-Sabah	Consult	Ministry (Kuwait)	2014-11-09
Sabah Khaled Al-Hamad Al-Sabah	Consult	Ministry (Kuwait)	2014-12-04
Martin Indyk	Consult	Tzipi Livni	2014-04-03
Martin Indyk	Consult	Tzipi Livni	2014-03-24
Martin Indyk	Consult	Tzipi Livni	2014-04-08
Martin Indyk	Consult	Tzipi Livni	2014-04-06
Raheel Sharif	Consult	Afghanistan	2014-11-06
Raheel Sharif	Consult	Afghanistan	2014-12-17
Kuwait	Sign formal agreement	Iran	2014-06-05
Kuwait	Sign formal agreement	Iran	2014-06-01
Kuwait	Sign formal agreement	Iran	2014-06-02
Paris Club	Sign formal agreement	Government (Argentina)	2014-05-29
Foreign Affairs (Russia)	Consult	Foreign Affairs (Ukraine)	2014-06-20
Foreign Affairs (Russia)	Consult	Foreign Affairs (Ukraine)	2014-02-25
Foreign Affairs (Russia)	Consult	Foreign Affairs (Ukraine)	2014-03-04
Head of Government (Ukraine)	Meet at a 'third' location	North Atlantic Treaty Organization	2014-09-04
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-10-07
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-11-27
Foreign Affairs (Belgium)	Engage in negotiation	Iran	2014-02-23
Ma Ying Jeou	Consult	John Kerry	2014-07-03
Ma Ying Jeou	Consult	John Kerry	2014-07-02
Media Personnel (China)	Consult	Ma Ying Jeou	2014-09-26
Irakli Alasania	Consult	Zakir Hasanov	2014-08-18
Inspector General (Pakistan)	Consult	Media (Pakistan)	2014-12-29
Peter Szijjarto	Engage in negotiation	Sergey Viktorovich Lavrov	2014-11-19
Iran	Engage in diplomatic cooperation	Portugal	2014-01-26
Iran	Engage in diplomatic cooperation	Portugal	2014-10-08
Iran	Engage in diplomatic cooperation	Portugal	2014-10-10
Iran	Engage in diplomatic cooperation	Portugal	2014-01-29
Seyran Ohanyan	Consult	Envoy (United Kingdom)	2014-09-17
Arseniy Yatsenyuk	Consult	Vitali Klitschko	2014-02-20
Arseniy Yatsenyuk	Consult	Vitali Klitschko	2014-01-26
Irakli Alasania	Consult	Ismet Yilmaz	2014-08-18
Communist Party of India	Consult	Election Commission (India)	2014-04-11
Mahinda Rajapaksa	Engage in negotiation	Ministry (Sri Lanka)	2014-07-09
Mohammad Javad Zarif	Meet at a 'third' location	Nonaligned Movement	2014-06-03
Lawyer/Attorney (Kenya)	Consult	Court Judge (Kenya)	2014-10-17
Government (Pakistan)	Sign formal agreement	Imran Khan	2014-08-15
Head of Government (Costa Rica)	Consult	Johnny Araya Monge	2014-02-27
Jens Stoltenberg	Consult	Arseniy Yatsenyuk	2014-12-15
Jens Stoltenberg	Consult	Arseniy Yatsenyuk	2014-12-16
Foreign Affairs (Norway)	Consult	Morteza Sarmadi	2014-04-11
Foreign Affairs (Norway)	Consult	Morteza Sarmadi	2014-04-08
Mexico	Express intent to cooperate	Colombia	2014-06-20
Mexico	Express intent to cooperate	Colombia	2014-05-30
Kuol Manyang Juuk	Consult	Police (South Sudan)	2014-02-05
China	Consult	Algirdas Butkevičius	2014-12-16
China	Consult	Algirdas Butkevičius	2014-01-28
Sierra Leone	Engage in diplomatic cooperation	China	2014-05-01
Information / Communication / Transparency Ministry (Romania)	Consult	Lawyer/Attorney (Romania)	2014-08-13
Pervez Musharraf	Consult	Sindh High Court	2014-03-12
Irakli Alasania	Consult	Joseph Robinette Biden	2014-05-08
Irakli Alasania	Consult	Joseph Robinette Biden	2014-05-05
Ashraf Ghani Ahmadzai	Sign formal agreement	China	2014-11-13
Giorgio Napolitano	Consult	Abdel Fattah Al-Sisi	2014-11-26
Cristina Fernández de Kirchner	Express intent to cooperate	Xi Jinping	2014-07-18
Daniel Mitov	Consult	Foreign Affairs (Romania)	2014-12-11
Wendy Sherman	Consult	Mohammad Javad Zarif	2014-05-17
Xi Jinping	Express intent to cooperate	Mahinda Rajapaksa	2014-09-16
Xi Jinping	Express intent to cooperate	Mahinda Rajapaksa	2014-09-23
Helsingin Sanomat	Consult	Military Personnel (Finland)	2014-06-03
City Mayor (Ukraine)	Engage in negotiation	Head of Government (Ukraine)	2014-10-27
Labor Union (Croatia)	Consult	Ministry (Croatia)	2014-03-25
Agence France-Presse	Discuss by telephone	Military Personnel (Thailand)	2014-07-11
Agence France-Presse	Discuss by telephone	Military Personnel (Thailand)	2014-07-25
Agence France-Presse	Discuss by telephone	Military Personnel (Thailand)	2014-01-22
Agence France-Presse	Discuss by telephone	Military Personnel (Thailand)	2014-03-08
Xi Jinping	Consult	Military (China)	2014-08-01
Rosoboronexport	Sign formal agreement	Defense / Security Ministry (Egypt)	2014-09-24
Presidential Candidate (Afghanistan)	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-07-24
Presidential Candidate (Afghanistan)	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-07-11
Presidential Candidate (Afghanistan)	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-07-14
Cabinet / Council of Ministers / Advisors (United States)	Consult	Julie Bishop	2014-11-08
Cabinet / Council of Ministers / Advisors (United States)	Consult	Julie Bishop	2014-08-12
Cabinet / Council of Ministers / Advisors (United States)	Consult	Julie Bishop	2014-08-06
Abdel Fattah Al-Sisi	Consult	Giorgio Napolitano	2014-11-25
Xi Jinping	Engage in negotiation	François Hollande	2014-03-27
Food, Water, and Disaster Relief (Sri Lanka)	Discuss by telephone	Agence France-Presse	2014-10-29
Foreign Affairs (Liberia)	Consult	Ministry (Egypt)	2014-06-11
Mauritania	Engage in negotiation	International Monetary Fund	2014-02-14
Iran	Engage in diplomatic cooperation	South Africa	2014-03-09
Iran	Engage in diplomatic cooperation	South Africa	2014-06-18
Iran	Engage in diplomatic cooperation	South Africa	2014-06-15
Iran	Engage in diplomatic cooperation	South Africa	2014-09-09
Canada	Consult	China	2014-09-03
John Kerry	Consult	Raheel Sharif	2014-12-01
John Kerry	Consult	Raheel Sharif	2014-12-07
Ministry (Egypt)	Consult	Environment Department/Ministry (Egypt)	2014-03-02
Barack Obama	Consult	Oman	2014-11-11
Jacob J. Lew	Consult	Arseniy Yatsenyuk	2014-02-24
Bala Ngilari	Express intent to cooperate	Citizen (Nigeria)	2014-12-31
Philippines	Engage in diplomatic cooperation	Iran	2014-07-11
Foreign Affairs (Czech Republic)	Consult	Foreign Affairs (Russia)	2014-03-02
Political Parties (Kosovo)	Consult	Head of Government (Kosovo)	2014-10-08
Mahinda Rajapaksa	Express intent to cooperate	Citizen (India)	2014-11-10
Ethiopia	Consult	African Union	2014-11-03
Company - Owner or Operator (Italy)	Consult	Silvio Berlusconi	2014-01-21
Royal Administration (Saudi Arabia)	Consult	Foreign Affairs (Georgia)	2014-09-23
Japan	Meet at a 'third' location	South Korea	2014-04-08
Japan	Meet at a 'third' location	South Korea	2014-03-26
Japan	Meet at a 'third' location	South Korea	2014-05-31
International Monetary Fund	Engage in negotiation	Government Official (Greece)	2014-02-24
Army Personnel (Egypt)	Sign formal agreement	Abdel Fattah Al-Sisi	2014-06-09
Army Personnel (Egypt)	Sign formal agreement	Abdel Fattah Al-Sisi	2014-06-08
Oluṣẹgun Ọbasanjọ	Consult	Abdulsalami Alhaji Abubakar	2014-07-09
Cabinet / Council of Ministers / Advisors (Thailand)	Consult	Foreign Affairs (Israel)	2014-12-11
South Africa	Consult	Congo	2014-03-24
Barack Obama	Engage in negotiation	Businessperson (Africa)	2014-09-01
Eduardo Montealegre	Consult	Juan Carlos Pinzon	2014-02-05
OMV	Sign formal agreement	Gazprom	2014-06-27
Iran	Engage in diplomatic cooperation	United Arab Emirates	2014-05-31
Chuck Hagel	Consult	Jean-Yves Le Drian	2014-02-11
Representatives (Lebanon)	Consult	Court Judge (Lebanon)	2014-03-01
Zhang Dejiang	Consult	Alik L. Alik	2014-10-15
Professor (South Korea)	Sign formal agreement	City Mayor (Philippines)	2014-12-13
Foreign Affairs (Russia)	Consult	Middle East	2014-01-14
Foreign Affairs (Russia)	Consult	Middle East	2014-01-09
Ministry (France)	Consult	Military (France)	2014-07-08
Party Member (Iraq)	Consult	Massoud Barzani	2014-07-17
Sergey Viktorovich Lavrov	Consult	Foreign Affairs (Russia)	2014-04-04
Sergey Viktorovich Lavrov	Consult	Foreign Affairs (Russia)	2014-09-04
Sergey Viktorovich Lavrov	Consult	Foreign Affairs (Russia)	2014-11-24
Sergey Viktorovich Lavrov	Consult	Foreign Affairs (Russia)	2014-03-03
Sergey Viktorovich Lavrov	Consult	Radoslaw Sikorski	2014-06-08
Sergey Viktorovich Lavrov	Consult	Radoslaw Sikorski	2014-02-22
Sergey Viktorovich Lavrov	Consult	Radoslaw Sikorski	2014-02-23
Defense / Security Ministry (Russia)	Consult	Nuri al-Maliki	2014-07-26
Kazakhstan	Consult	Armenia	2014-07-10
Kazakhstan	Consult	Armenia	2014-10-12
Kazakhstan	Consult	Armenia	2014-07-04
Kazakhstan	Consult	Armenia	2014-07-18
Kazakhstan	Consult	Armenia	2014-06-16
Raheel Sharif	Consult	Mohamad Hanif Atmar	2014-11-06
Association of Southeast Asian Nations	Express intent to cooperate	South Korea	2014-12-13
Association of Southeast Asian Nations	Express intent to cooperate	South Korea	2014-12-12
Foreign Affairs (United States)	Consult	Sheikh Ali Salman	2014-07-20
Tajikistan	Sign formal agreement	Malaysia	2014-09-08
Tajikistan	Sign formal agreement	Malaysia	2014-06-24
Cabinet / Council of Ministers / Advisors (United States)	Consult	Abdel Fattah Al-Sisi	2014-10-13
Cabinet / Council of Ministers / Advisors (United States)	Consult	Abdel Fattah Al-Sisi	2014-06-22
Foreign Affairs (Russia)	Meet at a 'third' location	John Kerry	2014-01-14
Foreign Affairs (Russia)	Meet at a 'third' location	John Kerry	2014-03-15
Philippines	Consult	Malaysia	2014-06-21
Philippines	Consult	Malaysia	2014-11-19
China	Sign formal agreement	Barack Obama	2014-11-15
China	Sign formal agreement	Barack Obama	2014-05-05
China	Sign formal agreement	Barack Obama	2014-11-17
John Kerry	Consult	Arseniy Yatsenyuk	2014-02-01
John Kerry	Consult	Arseniy Yatsenyuk	2014-03-05
John Kerry	Consult	Arseniy Yatsenyuk	2014-02-02
Government (Pakistan)	Consult	Pakistan Tehreek-e-Insaf	2014-12-26
Jean Qahwaji	Sign formal agreement	France	2014-12-16
Mahmoud Ahmadinejad	Consult	Economic Cooperation Organization	2014-02-05
Mahmoud Ahmadinejad	Consult	Economic Cooperation Organization	2014-02-07
Bahrain	Meet at a 'third' location	Oman	2014-12-10
Iraq	Engage in negotiation	Defense / Security Ministry (Iraq)	2014-10-23
Kazakhstan	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-17
Abdullah Abdullah	Engage in diplomatic cooperation	Ashraf Ghani Ahmadzai	2014-09-18
Abdullah Abdullah	Engage in diplomatic cooperation	Ashraf Ghani Ahmadzai	2014-11-08
Japan	Engage in diplomatic cooperation	Kuwait	2014-03-11
Joseph Robinette Biden	Consult	Saud bin Faisal bin Abdul-Aziz	2014-10-07
Joseph Robinette Biden	Consult	Saud bin Faisal bin Abdul-Aziz	2014-10-08
Government (Syria)	Consult	Representatives (Switzerland)	2014-02-05
Daily Monitor	Consult	Militant (ETA)	2014-02-23
Iran	Engage in negotiation	Business (Iran)	2014-05-07
Iran	Engage in negotiation	Business (Iran)	2014-05-09
Catherine Ashton	Express intent to cooperate	John Kerry	2014-04-19
Ashraf Ghani Ahmadzai	Sign formal agreement	North Atlantic Treaty Organization	2014-11-30
Ashraf Ghani Ahmadzai	Sign formal agreement	North Atlantic Treaty Organization	2014-12-04
Ministry (Czech Republic)	Engage in negotiation	Labor Union (Czech Republic)	2014-12-30
Michael D. Higgins	Express intent to settle dispute	Xi Jinping	2014-12-10
Media (Africa)	Consult	Royal Administration (Nigeria)	2014-10-13
Head of Government (India)	Consult	Xi Jinping	2014-07-25
Head of Government (India)	Consult	Xi Jinping	2014-06-30
Media (Africa)	Consult	Justice and Equality Movement	2014-06-26
Media (Africa)	Consult	Justice and Equality Movement	2014-01-20
Laos	Engage in diplomatic cooperation	North Korea	2014-11-08
Laos	Engage in diplomatic cooperation	North Korea	2014-12-02
Laos	Engage in diplomatic cooperation	North Korea	2014-10-25
John Kerry	Consult	Mevlut Cavusoglu	2014-10-20
John Kerry	Consult	Mevlut Cavusoglu	2014-09-12
Xi Jinping	Engage in negotiation	Fiji	2014-11-23
Royal Administration (Jordan)	Consult	Barack Obama	2014-12-05
Royal Administration (Jordan)	Consult	Barack Obama	2014-02-14
François Hollande	Consult	Serge Lazarevic	2014-12-10
Malaysia	Consult	Foreign Affairs (United States)	2014-12-12
Yannis Stournaras	Engage in negotiation	International Monetary Fund	2014-02-24
Yannis Stournaras	Engage in negotiation	International Monetary Fund	2014-06-09
John Kerry	Meet at a 'third' location	Joseph Kabila	2014-05-06
Sergey Viktorovich Lavrov	Engage in negotiation	Daniel Ortega	2014-04-30
Iran	Engage in diplomatic cooperation	Romania	2014-01-08
Iran	Engage in diplomatic cooperation	Romania	2014-07-08
Ibrahim Boubacar Keïta	Express intent to cooperate	Mohamed Ould Abdel Aziz	2014-01-12
Ministry (Thailand)	Engage in negotiation	Royal Thai Navy	2014-12-18
Ministry (Thailand)	Engage in negotiation	Royal Thai Navy	2014-12-22
Barack Obama	Consult	Head of Government (India)	2014-10-01
Representatives (Iraq)	Consult	Nuri al-Maliki	2014-05-11
Iraq	Engage in negotiation	John Kerry	2014-09-10
Poland	Engage in diplomatic cooperation	Tanzania	2014-10-27
International Government Organizations	Consult	Association of Southeast Asian Nations	2014-03-01
North Atlantic Treaty Organization	Consult	Vesna Pusić	2014-12-01
Barack Obama	Consult	Malaysia	2014-04-28
Ahmad Majdalani	Consult	Labor and Employment Ministry (Palestinian Territory, Occupied)	2014-03-20
John Kerry	Meet at a 'third' location	Benjamin Netanyahu	2014-11-23
John Kerry	Meet at a 'third' location	Benjamin Netanyahu	2014-11-22
John Kerry	Meet at a 'third' location	Benjamin Netanyahu	2014-07-24
John Kerry	Meet at a 'third' location	Benjamin Netanyahu	2014-12-15
François Hollande	Consult	Joseph Kabila	2014-05-22
