relation test,relation train,#implication,#rel_test,percentage
Demand,Appeal to others to meet or negotiate,289,676,0.4275147928994083
Demand,Appeal for release of persons or property,160,676,0.23668639053254437
Demand,Veto,111,676,0.16420118343195267
Demand,Appeal for humanitarian aid,59,676,0.08727810650887574
Demand,Appeal for policy change,87,676,0.128698224852071
Demand,"Demand change in institutions, regime",6,676,0.008875739644970414
Demand,"Demand meeting, negotiation",69,676,0.10207100591715976
Demand,Demand material cooperation,78,676,0.11538461538461539
Demand,Threaten to reduce or stop aid,4,676,0.005917159763313609
Demand,Appeal to yield,105,676,0.15532544378698224
Demand,Demand intelligence cooperation,160,676,0.23668639053254437
Demand,Appeal for aid,765,676,1.1316568047337279
Demand,Demand that target yields,79,676,0.11686390532544379
Demand,Impose curfew,6,676,0.008875739644970414
Demand,Expel or withdraw,1,676,0.0014792899408284023
Demand,Express intent to change policy,21,676,0.03106508875739645
Demand,"Refuse to ease economic sanctions, boycott, or embargo",29,676,0.042899408284023666
Demand,Demand economic aid,94,676,0.1390532544378698
Demand,Reduce or stop military assistance,22,676,0.03254437869822485
Demand,Express intent to cooperate on intelligence,39,676,0.057692307692307696
Demand,Demand material aid,11,676,0.016272189349112426
Demand,Demand humanitarian aid,1,676,0.0014792899408284023
Demand,Demobilize armed forces,1,676,0.0014792899408284023
Demand,Demand settling of dispute,23,676,0.034023668639053255
Demand,Reject request for military protection or peacekeeping,6,676,0.008875739644970414
Demand,"Express intent to ease economic sanctions, boycott, or embargo",30,676,0.04437869822485207
Demand,Ease military blockade,6,676,0.008875739644970414
Demand,Reject economic cooperation,20,676,0.029585798816568046
Demand,Appeal for military cooperation,0,676,0.0
Demand,Demand release of persons or property,19,676,0.028106508875739646
Demand,Demand judicial cooperation,45,676,0.06656804733727811
Demand,Demand policy change,13,676,0.019230769230769232
Demand,Receive inspectors,5,676,0.0073964497041420114
Demand,Appeal for easing of political dissent,6,676,0.008875739644970414
Demand,Appeal for military protection or peacekeeping,2,676,0.0029585798816568047
Demand,Appeal for rights,91,676,0.1346153846153846
Demand,"Express intent to change institutions, regime",14,676,0.020710059171597635
Demand,Demand easing of administrative sanctions,1,676,0.0014792899408284023
Demand,Reject military cooperation,0,676,0.0
Demand,Reject mediation,2,676,0.0029585798816568047
Demand,Appeal for target to allow international involvement (non-mediation),6,676,0.008875739644970414
Demand,Threaten to impose curfew,0,676,0.0
Demand,Halt mediation,3,676,0.004437869822485207
Demand,Demand economic cooperation,2,676,0.0029585798816568047
Demand,Threaten to halt negotiations,5,676,0.0073964497041420114
Demand,Demand military aid,48,676,0.07100591715976332
Demand,Reject request for humanitarian aid,1,676,0.0014792899408284023
Demand,Demand easing of political dissent,1,676,0.0014792899408284023
Demand,"Reject request for change in institutions, regime",0,676,0.0
Demand,Ease curfew,5,676,0.0073964497041420114
Demand,Reject request for economic aid,6,676,0.008875739644970414
Demand,Reject request or demand for political reform,0,676,0.0
Demand,Reject request for policy change,0,676,0.0
Demand,Detonate nuclear weapons,0,676,0.0
Make empathetic comment,Threaten to reduce or stop aid,0,125,0.0
Make empathetic comment,Appeal for military cooperation,0,125,0.0
Make empathetic comment,Reject military cooperation,0,125,0.0
Make empathetic comment,Demand economic cooperation,0,125,0.0
Make empathetic comment,Reject request for humanitarian aid,0,125,0.0
Make empathetic comment,"Reject request for change in institutions, regime",0,125,0.0
Make empathetic comment,Ease curfew,0,125,0.0
Yield,Express intent to allow international involvement (non-mediation),0,54,0.0
Express intent to cooperate economically,Express intent to allow international involvement (non-mediation),0,89,0.0
Provide military aid,Express intent to allow international involvement (non-mediation),0,34,0.0
Meet at a 'third' location,Express intent to allow international involvement (non-mediation),0,198,0.0
Express intent to settle dispute,Express intent to allow international involvement (non-mediation),0,65,0.0
Deny responsibility,Express intent to allow international involvement (non-mediation),0,131,0.0
Express accord,Express intent to allow international involvement (non-mediation),0,44,0.0
Consider policy option,Express intent to allow international involvement (non-mediation),0,63,0.0
Reduce relations,Express intent to allow international involvement (non-mediation),0,102,0.0
Receive deployment of peacekeepers,Express intent to allow international involvement (non-mediation),16,51,0.3137254901960784
Provide aid,Express intent to allow international involvement (non-mediation),0,98,0.0
Appeal to engage in or accept mediation,Express intent to allow international involvement (non-mediation),0,11,0.0
Give ultimatum,Express intent to allow international involvement (non-mediation),2,34,0.058823529411764705
Appeal for de-escalation of military engagement,Express intent to allow international involvement (non-mediation),0,18,0.0
"Reject plan, agreement to settle dispute",Express intent to allow international involvement (non-mediation),0,36,0.0
Appeal for aid,Express intent to allow international involvement (non-mediation),0,16,0.0
Reject request for military protection or peacekeeping,Express intent to allow international involvement (non-mediation),0,1,0.0
Yield,"Obstruct passage, block",0,54,0.0
Yield,Allow humanitarian access,0,54,0.0
Yield,"Refuse to ease economic sanctions, boycott, or embargo",0,54,0.0
Yield,Ease military blockade,0,54,0.0
Yield,Appeal for military cooperation,1,54,0.018518518518518517
Yield,"Express intent to change institutions, regime",1,54,0.018518518518518517
Yield,Appeal for target to allow international involvement (non-mediation),0,54,0.0
Yield,Halt mediation,3,54,0.05555555555555555
Yield,Reject request for humanitarian aid,0,54,0.0
Yield,Ease curfew,0,54,0.0
Provide economic aid,"Obstruct passage, block",1,59,0.01694915254237288
Express intent to settle dispute,"Obstruct passage, block",1,65,0.015384615384615385
Deny responsibility,"Obstruct passage, block",32,131,0.24427480916030533
"Reject proposal to meet, discuss, or negotiate","Obstruct passage, block",0,76,0.0
Impose restrictions on political freedoms,"Obstruct passage, block",95,27,3.5185185185185186
Impose administrative sanctions,"Obstruct passage, block",0,80,0.0
Express intent to de-escalate military engagement,"Obstruct passage, block",0,32,0.0
"Accuse of crime, corruption","Obstruct passage, block",1,28,0.03571428571428571
Impose state of emergency or martial law,"Obstruct passage, block",0,5,0.0
Refuse to de-escalate military engagement,"Obstruct passage, block",0,4,0.0
Demonstrate for leadership change,"Obstruct passage, block",1,6,0.16666666666666666
"Return, release property","Obstruct passage, block",0,3,0.0
Reduce or stop humanitarian assistance,"Obstruct passage, block",0,2,0.0
Express intent to ease administrative sanctions,"Obstruct passage, block",0,6,0.0
Demand de-escalation of military engagement,"Obstruct passage, block",0,8,0.0
Ease military blockade,"Obstruct passage, block",190,2,95.0
"Obstruct passage, block",Ease military blockade,54,26,2.076923076923077
"Obstruct passage, block",Ease curfew,6,26,0.23076923076923078
"Abduct, hijack, or take hostage",Use as human shield,38,132,0.2878787878787879
Express intent to cooperate economically,Cooperate economically,343,89,3.853932584269663
Express intent to cooperate economically,"Threaten with sanctions, boycott, embargo",5,89,0.056179775280898875
Express intent to cooperate economically,Express intent to settle dispute,207,89,2.3258426966292136
Express intent to cooperate economically,Express intent to de-escalate military engagement,42,89,0.47191011235955055
Express intent to cooperate economically,"Impose embargo, boycott, or sanctions",35,89,0.39325842696629215
Express intent to cooperate economically,Reject judicial cooperation,4,89,0.0449438202247191
Express intent to cooperate economically,Express intent to cooperate militarily,62,89,0.6966292134831461
Express intent to cooperate economically,Reduce or stop economic assistance,49,89,0.550561797752809
Express intent to cooperate economically,Threaten to reduce or stop aid,12,89,0.1348314606741573
Express intent to cooperate economically,"Refuse to ease economic sanctions, boycott, or embargo",2,89,0.02247191011235955
Express intent to cooperate economically,Reject economic cooperation,3,89,0.033707865168539325
Express intent to cooperate economically,Appeal for military cooperation,0,89,0.0
Express intent to cooperate economically,Reject military cooperation,0,89,0.0
Express intent to cooperate economically,Threaten to impose curfew,0,89,0.0
Express intent to cooperate economically,Reject request for humanitarian aid,0,89,0.0
Express intent to cooperate economically,Threaten to halt international involvement (non-mediation),0,89,0.0
Cooperate militarily,Express intent to cooperate militarily,24,42,0.5714285714285714
Cooperate militarily,Threaten to reduce or stop aid,3,42,0.07142857142857142
Cooperate militarily,Express intent to cooperate on intelligence,1,42,0.023809523809523808
Cooperate militarily,Appeal for military cooperation,0,42,0.0
Cooperate militarily,Reject military cooperation,0,42,0.0
Cooperate militarily,Reject request for humanitarian aid,1,42,0.023809523809523808
Deny responsibility,"Defy norms, law",40,131,0.3053435114503817
"Defy norms, law",Veto,0,44,0.0
"Defy norms, law","Express intent to change institutions, regime",0,44,0.0
"Defy norms, law",Reject request for humanitarian aid,0,44,0.0
"Defy norms, law",Ease curfew,0,44,0.0
"Defy norms, law",Reject request or demand for political reform,0,44,0.0
"Defy norms, law",Engage in violent protest for policy change,0,44,0.0
Appeal for change in leadership,Threaten to impose curfew,0,33,0.0
Appeal for change in leadership,Ease curfew,0,33,0.0
Appeal for change in leadership,Reject request or demand for political reform,0,33,0.0
Coerce,Use tactics of violent repression,256,50,5.12
Coerce,Increase police alert status,11,50,0.22
Rally support on behalf of,"Impose embargo, boycott, or sanctions",49,61,0.8032786885245902
Rally support on behalf of,Provide military protection or peacekeeping,16,61,0.26229508196721313
Rally support on behalf of,Allow humanitarian access,0,61,0.0
Rally support on behalf of,Veto,0,61,0.0
Rally support on behalf of,Reject mediation,0,61,0.0
Rally support on behalf of,Appeal for target to allow international involvement (non-mediation),0,61,0.0
Provide military aid,Express intent to de-escalate military engagement,125,34,3.676470588235294
Provide military aid,Reject request for military protection or peacekeeping,0,34,0.0
Provide military aid,Reject mediation,3,34,0.08823529411764706
Provide military aid,Reject request for humanitarian aid,0,34,0.0
Cooperate economically,Express intent to settle dispute,150,91,1.6483516483516483
Cooperate economically,Express intent to de-escalate military engagement,12,91,0.13186813186813187
Cooperate economically,Reject judicial cooperation,13,91,0.14285714285714285
Cooperate economically,Express intent to cooperate militarily,37,91,0.4065934065934066
Cooperate economically,Reduce or stop economic assistance,68,91,0.7472527472527473
Cooperate economically,Threaten to reduce or stop aid,22,91,0.24175824175824176
Cooperate economically,Express intent to change policy,3,91,0.03296703296703297
Cooperate economically,"Refuse to ease economic sanctions, boycott, or embargo",4,91,0.04395604395604396
Cooperate economically,Express intent to cooperate on intelligence,6,91,0.06593406593406594
Cooperate economically,Appeal for military cooperation,0,91,0.0
Cooperate economically,"Express intent to change institutions, regime",2,91,0.02197802197802198
Cooperate economically,Reject request for humanitarian aid,1,91,0.01098901098901099
Cooperate economically,Ease curfew,0,91,0.0
Physically assault,Use tactics of violent repression,1822,96,18.979166666666668
Impose administrative sanctions,Use tactics of violent repression,51,80,0.6375
Provide economic aid,Impose state of emergency or martial law,0,59,0.0
Provide economic aid,Appeal for military cooperation,0,59,0.0
Provide economic aid,Ease state of emergency or martial law,0,59,0.0
Provide economic aid,Threaten to impose curfew,0,59,0.0
Provide economic aid,Reject request for humanitarian aid,3,59,0.05084745762711865
Provide economic aid,Threaten to impose state of emergency or martial law,0,59,0.0
Reduce or break diplomatic relations,Halt negotiations,215,97,2.216494845360825
Reduce or break diplomatic relations,"Impose embargo, boycott, or sanctions",339,97,3.4948453608247423
Reduce or break diplomatic relations,Reject judicial cooperation,18,97,0.18556701030927836
Reduce or break diplomatic relations,Veto,0,97,0.0
Reduce or break diplomatic relations,"Refuse to ease economic sanctions, boycott, or embargo",2,97,0.020618556701030927
Reduce or break diplomatic relations,Reject mediation,0,97,0.0
Reduce or break diplomatic relations,Reject request for humanitarian aid,2,97,0.020618556701030927
Mobilize or increase armed forces,Increase military alert status,266,85,3.1294117647058823
Mobilize or increase armed forces,Express intent to de-escalate military engagement,300,85,3.5294117647058822
Mobilize or increase armed forces,Provide military protection or peacekeeping,26,85,0.3058823529411765
Retreat or surrender militarily,Mobilize or increase armed forces,341,38,8.973684210526315
Mobilize or increase armed forces,Retreat or surrender militarily,313,85,3.6823529411764704
Mobilize or increase armed forces,Reject judicial cooperation,0,85,0.0
Mobilize or increase armed forces,Impose curfew,3,85,0.03529411764705882
Mobilize or increase armed forces,Threaten to impose curfew,0,85,0.0
Mobilize or increase armed forces,Reject request for humanitarian aid,0,85,0.0
Rally opposition against,"Threaten with sanctions, boycott, embargo",11,48,0.22916666666666666
Express intent to settle dispute,"Threaten with sanctions, boycott, embargo",16,65,0.24615384615384617
"Impose embargo, boycott, or sanctions","Threaten with sanctions, boycott, embargo",602,80,7.525
"Threaten with sanctions, boycott, embargo","Impose embargo, boycott, or sanctions",922,12,76.83333333333333
Consider policy option,"Threaten with sanctions, boycott, embargo",104,63,1.6507936507936507
"Threaten with sanctions, boycott, embargo",Allow humanitarian access,0,12,0.0
Give ultimatum,"Threaten with sanctions, boycott, embargo",124,34,3.6470588235294117
Reduce or stop economic assistance,"Threaten with sanctions, boycott, embargo",8,11,0.7272727272727273
"Threaten with sanctions, boycott, embargo","Refuse to ease economic sanctions, boycott, or embargo",0,12,0.0
"Threaten with sanctions, boycott, embargo",Appeal for target to allow international involvement (non-mediation),0,12,0.0
Meet at a 'third' location,Express intent to settle dispute,305,198,1.5404040404040404
Meet at a 'third' location,Halt negotiations,235,198,1.1868686868686869
Meet at a 'third' location,"Impose embargo, boycott, or sanctions",377,198,1.904040404040404
Meet at a 'third' location,Reject judicial cooperation,13,198,0.06565656565656566
Meet at a 'third' location,"Declare truce, ceasefire",122,198,0.6161616161616161
Meet at a 'third' location,Express intent to cooperate militarily,120,198,0.6060606060606061
Meet at a 'third' location,Express intent to cooperate on intelligence,40,198,0.20202020202020202
Meet at a 'third' location,Appeal for military cooperation,2,198,0.010101010101010102
Meet at a 'third' location,Threaten to impose curfew,0,198,0.0
Meet at a 'third' location,Demand economic cooperation,0,198,0.0
Meet at a 'third' location,Reject request for humanitarian aid,4,198,0.020202020202020204
Rally opposition against,"Impose embargo, boycott, or sanctions",61,48,1.2708333333333333
Rally opposition against,"Refuse to ease economic sanctions, boycott, or embargo",7,48,0.14583333333333334
Rally opposition against,"Express intent to ease economic sanctions, boycott, or embargo",7,48,0.14583333333333334
Rally opposition against,Reject request for humanitarian aid,0,48,0.0
Rally opposition against,Demand easing of political dissent,0,48,0.0
Rally opposition against,Ease curfew,0,48,0.0
Engage in material cooperation,Increase police alert status,1,54,0.018518518518518517
Engage in material cooperation,Express intent to cooperate on intelligence,6,54,0.1111111111111111
Engage in material cooperation,Halt mediation,0,54,0.0
Engage in material cooperation,Reject request for humanitarian aid,0,54,0.0
Express intent to settle dispute,Halt negotiations,139,65,2.1384615384615384
Express intent to settle dispute,Express intent to provide military protection or peacekeeping,27,65,0.4153846153846154
Express intent to settle dispute,Express intent to de-escalate military engagement,33,65,0.5076923076923077
Express intent to settle dispute,"Impose embargo, boycott, or sanctions",102,65,1.5692307692307692
Express intent to settle dispute,Provide military protection or peacekeeping,28,65,0.4307692307692308
Express intent to settle dispute,Allow humanitarian access,1,65,0.015384615384615385
Express intent to settle dispute,Reject judicial cooperation,10,65,0.15384615384615385
Express intent to settle dispute,Express intent to cooperate militarily,50,65,0.7692307692307693
Express intent to settle dispute,"Refuse to ease economic sanctions, boycott, or embargo",10,65,0.15384615384615385
Express intent to settle dispute,Express intent to cooperate on intelligence,5,65,0.07692307692307693
Express intent to settle dispute,Ease military blockade,0,65,0.0
Express intent to settle dispute,Appeal for military cooperation,0,65,0.0
Express intent to settle dispute,"Express intent to change institutions, regime",1,65,0.015384615384615385
Express intent to settle dispute,Appeal for target to allow international involvement (non-mediation),3,65,0.046153846153846156
Express intent to settle dispute,Reject request for humanitarian aid,3,65,0.046153846153846156
Express intent to settle dispute,Ease curfew,0,65,0.0
Express intent to settle dispute,Threaten to halt international involvement (non-mediation),0,65,0.0
Sexually assault,Use as human shield,7,42,0.16666666666666666
Appeal for intelligence,Reject judicial cooperation,1,54,0.018518518518518517
Appeal for intelligence,Reject request for humanitarian aid,1,54,0.018518518518518517
Appeal for intelligence,Threaten to impose state of emergency or martial law,0,54,0.0
Employ aerial weapons,Reject mediation,3,40,0.075
Expel or deport individuals,Expel or withdraw,13,91,0.14285714285714285
Expel or deport individuals,Engage in mass expulsion,0,91,0.0
Occupy territory,Increase police alert status,4,81,0.04938271604938271
Occupy territory,Provide military protection or peacekeeping,16,81,0.19753086419753085
Occupy territory,Mobilize or increase police power,26,81,0.32098765432098764
Occupy territory,"Impose blockade, restrict movement",132,81,1.6296296296296295
Occupy territory,Reject judicial cooperation,9,81,0.1111111111111111
Occupy territory,fight with artillery and tanks,273,81,3.3703703703703702
Occupy territory,Seize or damage property,9,81,0.1111111111111111
Occupy territory,Violate ceasefire,48,81,0.5925925925925926
Occupy territory,Impose curfew,1,81,0.012345679012345678
Occupy territory,Demobilize armed forces,1,81,0.012345679012345678
Occupy territory,"Express intent to change institutions, regime",11,81,0.13580246913580246
Occupy territory,Reject mediation,5,81,0.06172839506172839
Occupy territory,Reject request for humanitarian aid,2,81,0.024691358024691357
Occupy territory,Carry out roadside bombing,5,81,0.06172839506172839
Occupy territory,Ease curfew,3,81,0.037037037037037035
Bring lawsuit against,Reject request for humanitarian aid,0,92,0.0
Bring lawsuit against,Demand easing of political dissent,1,92,0.010869565217391304
Bring lawsuit against,"Reject request for change in institutions, regime",0,92,0.0
Bring lawsuit against,Ease curfew,1,92,0.010869565217391304
Bring lawsuit against,Detonate nuclear weapons,0,92,0.0
Defend verbally,"Impose embargo, boycott, or sanctions",2,6,0.3333333333333333
Physically assault,Kill by physical assault,105,96,1.09375
Physically assault,Use as human shield,5,96,0.052083333333333336
Physically assault,Torture,59,96,0.6145833333333334
Physically assault,Ease curfew,0,96,0.0
Deny responsibility,Halt negotiations,218,131,1.6641221374045803
Deny responsibility,Reject judicial cooperation,15,131,0.11450381679389313
Deny responsibility,"Return, release property",12,131,0.0916030534351145
Deny responsibility,fight with artillery and tanks,47,131,0.35877862595419846
Deny responsibility,Threaten to reduce or stop aid,2,131,0.015267175572519083
Deny responsibility,Expel or withdraw,0,131,0.0
Deny responsibility,"Refuse to ease economic sanctions, boycott, or embargo",0,131,0.0
Deny responsibility,Express intent to cooperate on intelligence,14,131,0.10687022900763359
Deny responsibility,Ease military blockade,2,131,0.015267175572519083
Deny responsibility,"Express intent to change institutions, regime",5,131,0.03816793893129771
Deny responsibility,Reject military cooperation,0,131,0.0
Deny responsibility,Reject mediation,3,131,0.022900763358778626
Deny responsibility,Threaten to impose curfew,0,131,0.0
Deny responsibility,Halt mediation,1,131,0.007633587786259542
Deny responsibility,Reject request for humanitarian aid,0,131,0.0
Deny responsibility,Ease curfew,2,131,0.015267175572519083
Deny responsibility,Engage in violent protest for policy change,0,131,0.0
"Reject proposal to meet, discuss, or negotiate",Halt negotiations,120,76,1.5789473684210527
"Reject proposal to meet, discuss, or negotiate",Express intent to de-escalate military engagement,3,76,0.039473684210526314
"Reject proposal to meet, discuss, or negotiate",Veto,0,76,0.0
"Reject proposal to meet, discuss, or negotiate","Refuse to ease economic sanctions, boycott, or embargo",2,76,0.02631578947368421
"Reject proposal to meet, discuss, or negotiate",Demand humanitarian aid,0,76,0.0
"Reject proposal to meet, discuss, or negotiate",Ease military blockade,0,76,0.0
"Reject proposal to meet, discuss, or negotiate",Threaten to impose curfew,0,76,0.0
"Reject proposal to meet, discuss, or negotiate",Threaten to halt negotiations,0,76,0.0
"Reject proposal to meet, discuss, or negotiate",Reject request for humanitarian aid,2,76,0.02631578947368421
"Reject proposal to meet, discuss, or negotiate",Ease curfew,0,76,0.0
Reduce relations,Halt negotiations,266,102,2.607843137254902
Halt negotiations,Reject judicial cooperation,12,27,0.4444444444444444
Halt negotiations,"Refuse to ease economic sanctions, boycott, or embargo",1,27,0.037037037037037035
Halt negotiations,Reject request for humanitarian aid,1,27,0.037037037037037035
Accede to demands for change in policy,Express intent to de-escalate military engagement,2,4,0.5
Accede to demands for change in policy,"Impose embargo, boycott, or sanctions",0,4,0.0
Consider policy option,Accede to demands for change in policy,15,63,0.23809523809523808
Impose restrictions on political freedoms,Expel or withdraw,23,27,0.8518518518518519
Impose restrictions on political freedoms,Threaten to impose state of emergency or martial law,0,27,0.0
Provide military protection or peacekeeping,Express intent to provide military protection or peacekeeping,274,49,5.591836734693878
Express intent to provide military protection or peacekeeping,Provide military protection or peacekeeping,652,17,38.35294117647059
Express intent to provide military protection or peacekeeping,Allow humanitarian access,2,17,0.11764705882352941
Demand de-escalation of military engagement,Express intent to provide military protection or peacekeeping,20,8,2.5
Express intent to provide military protection or peacekeeping,Appeal for target to allow international involvement (non-mediation),6,17,0.35294117647058826
Express accord,Express intent to de-escalate military engagement,0,44,0.0
Express accord,Veto,0,44,0.0
Express accord,Express intent to cooperate on intelligence,11,44,0.25
Express accord,Reject military cooperation,0,44,0.0
Express accord,Threaten to halt negotiations,0,44,0.0
Express accord,Reject request for humanitarian aid,1,44,0.022727272727272728
Express accord,Demand easing of political dissent,0,44,0.0
Express accord,Threaten to halt international involvement (non-mediation),0,44,0.0
Impose administrative sanctions,Increase police alert status,160,80,2.0
Impose administrative sanctions,"Impose embargo, boycott, or sanctions",342,80,4.275
Impose administrative sanctions,Mobilize or increase police power,294,80,3.675
Impose administrative sanctions,Seize or damage property,66,80,0.825
Impose administrative sanctions,Impose curfew,5,80,0.0625
Impose administrative sanctions,Threaten with administrative sanctions,11,80,0.1375
Impose administrative sanctions,Ease military blockade,1,80,0.0125
Impose administrative sanctions,Investigate war crimes,0,80,0.0
Impose administrative sanctions,Reject military cooperation,0,80,0.0
Impose administrative sanctions,Halt mediation,3,80,0.0375
Impose administrative sanctions,Threaten to impose state of emergency or martial law,0,80,0.0
Demonstrate military or police power,Express intent to de-escalate military engagement,1,18,0.05555555555555555
Provide military protection or peacekeeping,Express intent to de-escalate military engagement,306,49,6.244897959183674
Consider policy option,Express intent to de-escalate military engagement,116,63,1.8412698412698412
Express intent to provide economic aid,Express intent to de-escalate military engagement,24,56,0.42857142857142855
Provide aid,Express intent to de-escalate military engagement,4,98,0.04081632653061224
Retreat or surrender militarily,Express intent to de-escalate military engagement,710,38,18.68421052631579
Express intent to provide humanitarian aid,Express intent to de-escalate military engagement,126,32,3.9375
Refuse to de-escalate military engagement,Express intent to de-escalate military engagement,10,4,2.5
Express intent to provide military aid,Express intent to de-escalate military engagement,328,32,10.25
Express intent to de-escalate military engagement,Threaten to impose curfew,0,32,0.0
Mobilize or increase police power,Increase police alert status,280,22,12.727272727272727
Increase police alert status,Mobilize or increase police power,255,15,17.0
"Impose blockade, restrict movement",Increase police alert status,112,18,6.222222222222222
Seize or damage property,Increase police alert status,92,18,5.111111111111111
Destroy property,Increase police alert status,0,2,0.0
Increase police alert status,Threaten to impose curfew,0,15,0.0
Demonstrate military or police power,Reject judicial cooperation,0,18,0.0
Demonstrate military or police power,Appeal for military cooperation,2,18,0.1111111111111111
Demonstrate military or police power,Threaten to impose curfew,1,18,0.05555555555555555
Demonstrate military or police power,Reject request for humanitarian aid,0,18,0.0
"Ease economic sanctions, boycott, embargo","Impose embargo, boycott, or sanctions",1,2,0.5
"Impose embargo, boycott, or sanctions","Ease economic sanctions, boycott, embargo",135,80,1.6875
Consider policy option,"Impose embargo, boycott, or sanctions",1600,63,25.396825396825395
Provide aid,"Impose embargo, boycott, or sanctions",37,98,0.37755102040816324
"Impose embargo, boycott, or sanctions",Allow humanitarian access,0,80,0.0
Give ultimatum,"Impose embargo, boycott, or sanctions",2112,34,62.11764705882353
"Reject plan, agreement to settle dispute","Impose embargo, boycott, or sanctions",12,36,0.3333333333333333
Reduce or stop economic assistance,"Impose embargo, boycott, or sanctions",70,11,6.363636363636363
Appeal to yield,"Impose embargo, boycott, or sanctions",36,4,9.0
"Impose embargo, boycott, or sanctions","Refuse to ease economic sanctions, boycott, or embargo",53,80,0.6625
"Express intent to ease economic sanctions, boycott, or embargo","Impose embargo, boycott, or sanctions",0,1,0.0
"Impose embargo, boycott, or sanctions","Express intent to ease economic sanctions, boycott, or embargo",82,80,1.025
"Impose embargo, boycott, or sanctions",Appeal for target to allow international involvement (non-mediation),0,80,0.0
"Impose embargo, boycott, or sanctions",Ease curfew,0,80,0.0
Retreat or surrender militarily,Provide military protection or peacekeeping,11,38,0.2894736842105263
Provide military protection or peacekeeping,Allow humanitarian access,2,49,0.04081632653061224
Give ultimatum,Provide military protection or peacekeeping,0,34,0.0
Appeal for de-escalation of military engagement,Provide military protection or peacekeeping,7,18,0.3888888888888889
Mediate,Provide military protection or peacekeeping,153,19,8.052631578947368
Demand de-escalation of military engagement,Provide military protection or peacekeeping,15,8,1.875
Express intent to mediate,Provide military protection or peacekeeping,2,8,0.25
Provide military protection or peacekeeping,Reject mediation,0,49,0.0
Provide military protection or peacekeeping,Appeal for target to allow international involvement (non-mediation),6,49,0.12244897959183673
Complain officially,Ease political dissent,0,36,0.0
Complain officially,Reject request for humanitarian aid,3,36,0.08333333333333333
Complain officially,Demand easing of political dissent,1,36,0.027777777777777776
Complain officially,"Reject request for change in institutions, regime",1,36,0.027777777777777776
Complain officially,Ease curfew,0,36,0.0
"Ease economic sanctions, boycott, embargo","Refuse to ease economic sanctions, boycott, or embargo",0,2,0.0
"Ease economic sanctions, boycott, embargo","Express intent to ease economic sanctions, boycott, or embargo",0,2,0.0
"Ease economic sanctions, boycott, embargo",Reject request for humanitarian aid,0,2,0.0
Consider policy option,Allow humanitarian access,0,63,0.0
Consider policy option,Reduce or stop economic assistance,26,63,0.4126984126984127
Consider policy option,Veto,0,63,0.0
Consider policy option,Threaten to reduce or stop aid,1,63,0.015873015873015872
Consider policy option,Express intent to change policy,4,63,0.06349206349206349
Consider policy option,"Refuse to ease economic sanctions, boycott, or embargo",7,63,0.1111111111111111
Consider policy option,"Express intent to ease economic sanctions, boycott, or embargo",16,63,0.25396825396825395
Consider policy option,"Express intent to change institutions, regime",0,63,0.0
Consider policy option,Appeal for target to allow international involvement (non-mediation),0,63,0.0
Consider policy option,Threaten to impose curfew,0,63,0.0
Consider policy option,Reject request for humanitarian aid,0,63,0.0
Consider policy option,Ease curfew,0,63,0.0
Consider policy option,Reject request for economic aid,0,63,0.0
"Accuse of crime, corruption",Ease military blockade,0,28,0.0
"Accuse of crime, corruption",Ease curfew,0,28,0.0
"Accuse of crime, corruption",Reject request for policy change,0,28,0.0
Reduce relations,Reject judicial cooperation,21,102,0.20588235294117646
Reduce relations,"Refuse to ease economic sanctions, boycott, or embargo",3,102,0.029411764705882353
Reduce relations,Express intent to cooperate on intelligence,33,102,0.3235294117647059
Reduce relations,Appeal for military cooperation,0,102,0.0
Reduce relations,"Express intent to change institutions, regime",6,102,0.058823529411764705
Reduce relations,Threaten to impose curfew,0,102,0.0
Reduce relations,Engage in mass expulsion,0,102,0.0
Reduce relations,Halt mediation,0,102,0.0
Reduce relations,Reject request for humanitarian aid,3,102,0.029411764705882353
Reduce relations,Demand easing of political dissent,0,102,0.0
Reduce relations,Reject request for rights,0,102,0.0
Receive deployment of peacekeepers,Reject request for military protection or peacekeeping,20,51,0.39215686274509803
Receive deployment of peacekeepers,"Appeal for easing of economic sanctions, boycott, or embargo",3,51,0.058823529411764705
Threaten non-force,"Reject request for change in institutions, regime",0,8,0.0
Threaten non-force,Ease curfew,0,8,0.0
Demand diplomatic cooperation (such as policy support),Appeal for military cooperation,0,36,0.0
Demand diplomatic cooperation (such as policy support),Demand economic cooperation,0,36,0.0
Demand diplomatic cooperation (such as policy support),Reject request for humanitarian aid,1,36,0.027777777777777776
Demand diplomatic cooperation (such as policy support),Ease curfew,0,36,0.0
Demand diplomatic cooperation (such as policy support),Reject request or demand for political reform,0,36,0.0
Demand diplomatic cooperation (such as policy support),Reject request for policy change,0,36,0.0
Express intent to release persons or property,Engage in mass expulsion,0,33,0.0
Express intent to release persons or property,Ease curfew,0,33,0.0
Express intent to provide economic aid,Threaten to reduce or stop aid,12,56,0.21428571428571427
Express intent to provide economic aid,Appeal for military cooperation,0,56,0.0
Express intent to provide economic aid,Ease state of emergency or martial law,0,56,0.0
Express intent to provide economic aid,"Express intent to change institutions, regime",1,56,0.017857142857142856
Express intent to provide economic aid,Reject request for humanitarian aid,4,56,0.07142857142857142
Express intent to provide economic aid,Ease curfew,0,56,0.0
